Value,AFRICA_2024_DynamicWorld_2024_37PDM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDM_M_R,AFRICA_2024_GSW_Yearly_2021_37PDM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDM_M_R,AFRICA_2024_WorldCover_2021_37PDM_M_R
839,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
840,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
841,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
842,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
843,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
844,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
845,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
846,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
847,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
848,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
849,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
850,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
851,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
852,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
853,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
854,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
855,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
856,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
857,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
858,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
859,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
860,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
861,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
862,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
863,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
864,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
865,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
866,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
867,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
868,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
869,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
870,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
871,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
872,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
873,Cropland,Water,Wetland,Non_Water,Wetland,Forest
874,Cropland,Water,Wetland,Water,Wetland,Cropland
875,Cropland,Water,Wetland,Water,Wetland,Water
876,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
877,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
878,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
879,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
880,Cropland,Water,Bareland,NULL,Non_Wetland,Water
881,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
882,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
883,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
884,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
885,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
886,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
887,Cropland,Water,Forest,NULL,Non_Wetland,Forest
888,Cropland,Water,Forest,Water,Non_Wetland,Forest
889,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
890,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
891,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
892,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
893,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
898,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
899,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
900,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
901,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
902,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
903,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
904,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
905,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
906,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
907,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
908,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
909,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
910,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
911,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
912,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
913,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
914,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
915,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
916,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
917,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
918,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
919,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
920,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
921,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
922,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
923,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
924,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
925,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
926,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
927,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
928,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
929,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
930,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
931,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
932,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
933,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
934,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
935,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
936,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
937,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
938,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
939,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
940,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
941,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
942,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
943,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
944,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
945,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
946,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
947,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
948,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
949,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
950,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
951,Wetland,NULL,Wetland,Water,Wetland,NULL
952,Wetland,NULL,Wetland,Water,Wetland,Cropland
953,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
954,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
955,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
956,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
957,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
958,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
959,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
960,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
961,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
962,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
963,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
964,Wetland,NULL,Bareland,Water,Non_Wetland,Water
965,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
966,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
967,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
968,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
969,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
970,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
971,Wetland,NULL,Forest,Water,Non_Wetland,NULL
972,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
973,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
974,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
975,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
976,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
977,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
978,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
979,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
980,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
981,Wetland,Water,NULL,NULL,Non_Wetland,NULL
982,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
983,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
984,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
985,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
986,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
987,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
988,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
989,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
990,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
991,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
992,Wetland,Water,Cropland,Water,Non_Wetland,Forest
993,Wetland,Water,Wetland,NULL,Wetland,Cropland
994,Wetland,Water,Wetland,NULL,Wetland,Forest
995,Wetland,Water,Wetland,Water,Wetland,Forest
996,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
997,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
998,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
999,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1000,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1001,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1002,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1003,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1004,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1005,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1006,Wetland,Water,Bareland,Water,Non_Wetland,Water
1007,Wetland,Water,Built-up,NULL,Non_Wetland,NULL
1008,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1009,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1010,Wetland,Water,Water,Water,Water,Forest
1011,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1012,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1013,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1014,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1015,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1016,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1017,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1018,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1019,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1020,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland
1021,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1022,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1023,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1024,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1025,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1026,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1028,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1029,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1030,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1031,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1032,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1033,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1034,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1035,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1036,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1037,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1038,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1039,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1045,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1046,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1047,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1048,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1049,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1050,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1051,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1052,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1053,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1054,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1055,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1056,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1057,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1058,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1059,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1060,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1061,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1062,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1063,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1064,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1065,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1066,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1067,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1068,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1069,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1070,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1071,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1072,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1073,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1074,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1075,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1076,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1077,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1078,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1079,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1080,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1081,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1082,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1083,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1084,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1085,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1086,Bareland,NULL,Wetland,NULL,Wetland,NULL
1087,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1088,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1089,Bareland,NULL,Wetland,NULL,Wetland,Water
1090,Bareland,NULL,Wetland,NULL,Wetland,Forest
1091,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
1092,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1093,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1094,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1095,Bareland,NULL,Wetland,Water,Wetland,Grassland
1096,Bareland,NULL,Wetland,Water,Wetland,Cropland
1097,Bareland,NULL,Wetland,Water,Wetland,Bareland
1098,Bareland,NULL,Wetland,Water,Wetland,Water
1099,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1100,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1101,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1102,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1103,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1104,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1105,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1106,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1107,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1108,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1109,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1110,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1111,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1112,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1113,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1114,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1115,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1116,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1117,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1118,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1119,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1120,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1121,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1122,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1123,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1124,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1125,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1126,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1127,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1128,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1129,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1130,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1131,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1132,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1133,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1134,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1135,Bareland,NULL,Water,NULL,Water,Grassland
1136,Bareland,NULL,Water,NULL,Water,Bareland
1137,Bareland,NULL,Water,NULL,Water,Water
1138,Bareland,NULL,Water,Non_Water,Water,Grassland
1139,Bareland,NULL,Water,Non_Water,Water,Cropland
1140,Bareland,NULL,Water,Non_Water,Water,Bareland
1141,Bareland,NULL,Water,Non_Water,Water,Water
1142,Bareland,NULL,Water,Water,Water,Cropland
1143,Bareland,NULL,Water,Water,Water,Bareland
1144,Bareland,NULL,Water,Water,Water,Water
1145,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1146,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1147,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1148,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1150,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1151,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1152,Bareland,NULL,Forest,Water,Non_Wetland,Water
1153,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1154,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1155,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1156,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1157,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1158,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1159,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1160,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1161,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1162,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1163,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1164,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1165,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1166,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1167,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1168,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1169,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1170,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1171,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1172,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1173,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1174,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1175,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1176,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1177,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1178,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1179,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1180,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1181,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1182,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1183,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1184,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1185,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1186,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1187,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1188,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1189,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1190,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1191,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1192,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1193,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1194,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1195,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1196,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1197,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1198,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1199,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1200,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1201,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1202,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1203,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1204,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1205,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1206,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1207,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1208,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1209,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1210,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1211,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1212,Bareland,Cropland,Water,NULL,Water,Grassland
1213,Bareland,Cropland,Water,NULL,Water,Bareland
1214,Bareland,Cropland,Water,Non_Water,Water,Water
1215,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1216,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1217,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1218,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1219,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1220,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1221,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1222,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1223,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1224,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1225,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1226,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1227,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1228,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1229,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1230,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1231,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1232,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1233,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1234,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1235,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1236,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1237,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1238,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1239,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1240,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1241,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1242,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1243,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1244,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1245,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1246,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1247,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1248,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1249,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1250,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1251,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1252,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1253,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1254,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
