Value,AFRICA_2024_DynamicWorld_2024_38PKT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,AFRICA_2024_WorldCover_2021_38PKT_M_R
851,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
852,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
853,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
854,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
855,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
856,Bareland,Water,Grassland,Water,Non_Wetland,Water
857,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
858,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
859,Bareland,Water,Cropland,NULL,Non_Wetland,Water
860,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
861,Bareland,Water,Wetland,NULL,NULL,Bareland
862,Bareland,Water,Wetland,NULL,Wetland,Grassland
863,Bareland,Water,Wetland,NULL,Wetland,Bareland
864,Bareland,Water,Wetland,NULL,Wetland,Water
865,Bareland,Water,Wetland,Non_Water,NULL,Wetland
866,Bareland,Water,Wetland,Non_Water,Wetland,NULL
867,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
868,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
869,Bareland,Water,Wetland,Water,NULL,Bareland
870,Bareland,Water,Wetland,Water,NULL,Water
871,Bareland,Water,Wetland,Water,Wetland,NULL
872,Bareland,Water,Wetland,Water,Wetland,Cropland
873,Bareland,Water,Wetland,Water,Wetland,Wetland
874,Bareland,Water,Wetland,Water,Wetland,Bareland
875,Bareland,Water,Wetland,Water,Wetland,Water
876,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
877,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
878,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
879,Bareland,Water,Bareland,NULL,Non_Wetland,Water
880,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
881,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
882,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
883,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
884,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
885,Bareland,Water,Bareland,Water,Non_Wetland,Water
886,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
887,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
888,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
889,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
890,Bareland,Water,Built-up,Water,Non_Wetland,Water
891,Bareland,Water,Water,NULL,Water,Wetland
892,Bareland,Water,Water,NULL,Water,Bareland
893,Bareland,Water,Water,Water,NULL,Bareland
894,Bareland,Water,Water,Water,NULL,Water
895,Bareland,Water,Water,Water,Water,Wetland
896,Bareland,Water,Water,Water,Water,Bareland
897,Bareland,Water,Water,Water,Water,Water
898,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
899,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
900,Bareland,Forest,Wetland,NULL,NULL,NULL
901,Bareland,Forest,Wetland,NULL,Wetland,NULL
902,Bareland,Forest,Wetland,NULL,Wetland,Bareland
903,Bareland,Forest,Wetland,Non_Water,NULL,Cropland
904,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
905,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
906,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
907,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
908,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
909,Water,NULL,NULL,NULL,Non_Wetland,NULL
910,Water,NULL,NULL,NULL,Non_Wetland,Bareland
911,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
912,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
913,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
914,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
915,Water,NULL,Grassland,NULL,Non_Wetland,NULL
916,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
917,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
918,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
919,Water,NULL,Grassland,NULL,Non_Wetland,Forest
920,Water,NULL,Grassland,Water,Non_Wetland,Bareland
921,Water,NULL,Cropland,NULL,Non_Wetland,NULL
922,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
923,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
924,Water,NULL,Cropland,NULL,Non_Wetland,Forest
925,Water,NULL,Wetland,NULL,NULL,Bareland
926,Water,NULL,Wetland,NULL,Wetland,NULL
927,Water,NULL,Wetland,NULL,Wetland,Wetland
928,Water,NULL,Wetland,NULL,Wetland,Bareland
929,Water,NULL,Wetland,NULL,Wetland,Water
930,Water,NULL,Wetland,NULL,Wetland,Forest
931,Water,NULL,Wetland,Water,NULL,Wetland
932,Water,NULL,Wetland,Water,NULL,Bareland
933,Water,NULL,Wetland,Water,Wetland,NULL
934,Water,NULL,Wetland,Water,Wetland,Wetland
935,Water,NULL,Wetland,Water,Wetland,Bareland
936,Water,NULL,Wetland,Water,Wetland,Water
937,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
938,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
939,Water,NULL,Bareland,NULL,Non_Wetland,NULL
940,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
941,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
942,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
943,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
944,Water,NULL,Bareland,NULL,Non_Wetland,Water
945,Water,NULL,Bareland,NULL,Non_Wetland,Forest
946,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
947,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
948,Water,NULL,Bareland,Water,Non_Wetland,NULL
949,Water,NULL,Bareland,Water,Non_Wetland,Grassland
950,Water,NULL,Bareland,Water,Non_Wetland,Cropland
951,Water,NULL,Bareland,Water,Non_Wetland,Wetland
952,Water,NULL,Bareland,Water,Non_Wetland,Bareland
953,Water,NULL,Bareland,Water,Non_Wetland,Water
954,Water,NULL,Built-up,NULL,Non_Wetland,NULL
955,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
956,Water,NULL,Built-up,NULL,Non_Wetland,Water
957,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
958,Water,NULL,Built-up,Water,Non_Wetland,Bareland
959,Water,NULL,Built-up,Water,Non_Wetland,Water
960,Water,NULL,Water,NULL,NULL,Bareland
961,Water,NULL,Water,NULL,Water,Bareland
962,Water,NULL,Water,NULL,Water,Water
963,Water,NULL,Water,Water,NULL,Bareland
964,Water,NULL,Water,Water,Water,Wetland
965,Water,NULL,Water,Water,Water,Bareland
966,Water,NULL,Water,Water,Water,Water
967,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
968,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
969,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
970,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
971,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
972,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
973,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
974,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
975,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
976,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
977,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
978,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
979,Water,Wetland,Wetland,NULL,NULL,NULL
980,Water,Wetland,Wetland,NULL,Wetland,NULL
981,Water,Wetland,Wetland,NULL,Wetland,Wetland
982,Water,Wetland,Wetland,Water,NULL,Wetland
983,Water,Wetland,Wetland,Water,Wetland,Wetland
984,Water,Wetland,Wetland,Water,Wetland,Water
985,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
986,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
987,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
988,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
989,Water,Wetland,Bareland,Water,Non_Wetland,NULL
990,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
991,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
992,Water,Wetland,Bareland,Water,Non_Wetland,Water
993,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
994,Water,Wetland,Water,NULL,Water,Bareland
995,Water,Wetland,Water,NULL,Water,Water
996,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
997,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
998,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
999,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1000,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1001,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1002,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1003,Water,Bareland,Grassland,Water,Non_Wetland,Water
1004,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1005,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1006,Water,Bareland,Wetland,NULL,NULL,Bareland
1007,Water,Bareland,Wetland,NULL,Wetland,Bareland
1008,Water,Bareland,Wetland,NULL,Wetland,Water
1009,Water,Bareland,Wetland,Water,NULL,Wetland
1010,Water,Bareland,Wetland,Water,NULL,Bareland
1011,Water,Bareland,Wetland,Water,NULL,Water
1012,Water,Bareland,Wetland,Water,Wetland,NULL
1013,Water,Bareland,Wetland,Water,Wetland,Wetland
1014,Water,Bareland,Wetland,Water,Wetland,Bareland
1015,Water,Bareland,Wetland,Water,Wetland,Water
1016,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1017,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1018,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1019,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1020,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1021,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1022,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1023,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1024,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1025,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1026,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1027,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1028,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1029,Water,Bareland,Bareland,Water,Non_Wetland,Water
1030,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1031,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1032,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1033,Water,Bareland,Built-up,Water,Non_Wetland,Water
1034,Water,Bareland,Water,NULL,NULL,Bareland
1035,Water,Bareland,Water,NULL,Water,Wetland
1036,Water,Bareland,Water,NULL,Water,Bareland
1037,Water,Bareland,Water,NULL,Water,Water
1038,Water,Bareland,Water,Water,NULL,Bareland
1039,Water,Bareland,Water,Water,NULL,Water
1040,Water,Bareland,Water,Water,Water,Wetland
1041,Water,Bareland,Water,Water,Water,Bareland
1042,Water,Bareland,Water,Water,Water,Water
1043,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1044,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1045,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1046,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1047,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1048,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1049,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1050,Water,Built-up,Wetland,NULL,Wetland,Bareland
1051,Water,Built-up,Wetland,NULL,Wetland,Water
1052,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1053,Water,Built-up,Wetland,Water,NULL,Bareland
1054,Water,Built-up,Wetland,Water,NULL,Water
1055,Water,Built-up,Wetland,Water,Wetland,Grassland
1056,Water,Built-up,Wetland,Water,Wetland,Bareland
1057,Water,Built-up,Wetland,Water,Wetland,Water
1058,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1059,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1060,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1061,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
1062,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1063,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1064,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1065,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1066,Water,Built-up,Bareland,Water,Non_Wetland,NULL
1067,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1068,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1069,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
1070,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1071,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
1072,Water,Built-up,Bareland,Water,Non_Wetland,Water
1073,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1074,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1075,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1076,Water,Built-up,Built-up,Water,Non_Wetland,Water
1077,Water,Built-up,Water,Non_Water,NULL,Water
1078,Water,Built-up,Water,Water,NULL,NULL
1079,Water,Built-up,Water,Water,NULL,Bareland
1080,Water,Built-up,Water,Water,NULL,Water
1081,Water,Built-up,Water,Water,Water,Wetland
1082,Water,Built-up,Water,Water,Water,Bareland
1083,Water,Built-up,Water,Water,Water,Built-up
1084,Water,Built-up,Water,Water,Water,Water
1085,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1086,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1087,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1088,Water,Water,Shrubland,NULL,Non_Wetland,Water
1089,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1090,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1091,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1092,Water,Water,Shrubland,Water,Non_Wetland,Water
1093,Water,Water,Grassland,NULL,Non_Wetland,NULL
1094,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1095,Water,Water,Grassland,NULL,Non_Wetland,Water
1096,Water,Water,Grassland,NULL,Non_Wetland,Forest
1097,Water,Water,Grassland,Water,Non_Wetland,Bareland
1098,Water,Water,Grassland,Water,Non_Wetland,Water
1099,Water,Water,Cropland,NULL,Non_Wetland,NULL
1100,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1101,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1102,Water,Water,Cropland,NULL,Non_Wetland,Water
1103,Water,Water,Cropland,NULL,Non_Wetland,Forest
1104,Water,Water,Cropland,Water,Non_Wetland,Bareland
1105,Water,Water,Cropland,Water,Non_Wetland,Water
1106,Water,Water,Wetland,NULL,NULL,NULL
1107,Water,Water,Wetland,NULL,NULL,Wetland
1108,Water,Water,Wetland,NULL,NULL,Bareland
1109,Water,Water,Wetland,NULL,NULL,Water
1110,Water,Water,Wetland,NULL,NULL,Forest
1111,Water,Water,Wetland,NULL,Wetland,NULL
1112,Water,Water,Wetland,NULL,Wetland,Grassland
1113,Water,Water,Wetland,NULL,Wetland,Wetland
1114,Water,Water,Wetland,NULL,Wetland,Bareland
1115,Water,Water,Wetland,NULL,Wetland,Water
1116,Water,Water,Wetland,NULL,Wetland,Forest
1117,Water,Water,Wetland,Non_Water,Wetland,NULL
1118,Water,Water,Wetland,Non_Water,Wetland,Wetland
1119,Water,Water,Wetland,Non_Water,Wetland,Bareland
1120,Water,Water,Wetland,Non_Water,Wetland,Water
1121,Water,Water,Wetland,Water,NULL,NULL
1122,Water,Water,Wetland,Water,NULL,Cropland
1123,Water,Water,Wetland,Water,NULL,Bareland
1124,Water,Water,Wetland,Water,NULL,Water
1125,Water,Water,Wetland,Water,NULL,Forest
1126,Water,Water,Wetland,Water,Wetland,NULL
1127,Water,Water,Wetland,Water,Wetland,Cropland
1128,Water,Water,Wetland,Water,Wetland,Wetland
1129,Water,Water,Wetland,Water,Wetland,Bareland
1130,Water,Water,Wetland,Water,Wetland,Built-up
1131,Water,Water,Wetland,Water,Wetland,Water
1132,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1133,Water,Water,Bareland,NULL,Non_Wetland,NULL
1134,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1135,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1136,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1137,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1138,Water,Water,Bareland,NULL,Non_Wetland,Water
1139,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1140,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1141,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1142,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1143,Water,Water,Bareland,Water,Non_Wetland,NULL
1144,Water,Water,Bareland,Water,Non_Wetland,Grassland
1145,Water,Water,Bareland,Water,Non_Wetland,Cropland
1146,Water,Water,Bareland,Water,Non_Wetland,Wetland
1147,Water,Water,Bareland,Water,Non_Wetland,Bareland
1148,Water,Water,Bareland,Water,Non_Wetland,Built-up
1149,Water,Water,Bareland,Water,Non_Wetland,Water
1150,Water,Water,Bareland,Water,Non_Wetland,Forest
1151,Water,Water,Built-up,NULL,Non_Wetland,NULL
1152,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1153,Water,Water,Built-up,NULL,Non_Wetland,Water
1154,Water,Water,Built-up,Water,Non_Wetland,NULL
1155,Water,Water,Built-up,Water,Non_Wetland,Bareland
1156,Water,Water,Built-up,Water,Non_Wetland,Water
1157,Water,Water,Water,NULL,NULL,Bareland
1158,Water,Water,Water,NULL,NULL,Water
1159,Water,Water,Water,NULL,Water,Bareland
1160,Water,Water,Water,NULL,Water,Water
1161,Water,Water,Water,Non_Water,NULL,Bareland
1162,Water,Water,Water,Non_Water,NULL,Water
1163,Water,Water,Water,Non_Water,Water,Bareland
1164,Water,Water,Water,Water,NULL,Bareland
1165,Water,Water,Water,Water,NULL,Water
1166,Water,Water,Water,Water,Water,NULL
1167,Water,Water,Water,Water,Water,Grassland
1168,Water,Water,Water,Water,Water,Cropland
1169,Water,Water,Water,Water,Water,Wetland
1170,Water,Water,Water,Water,Water,Bareland
1171,Water,Water,Water,Water,Water,Built-up
1172,Water,Water,Water,Water,Water,Water
1173,Water,Forest,Wetland,NULL,Wetland,NULL
1174,Water,Forest,Wetland,NULL,Wetland,Wetland
1175,Water,Forest,Wetland,NULL,Wetland,Bareland
1176,Water,Forest,Wetland,NULL,Wetland,Forest
1177,Water,Forest,Wetland,Water,Wetland,Wetland
1178,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1179,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1180,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
1181,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland
1182,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland
1183,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Wetland
1184,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1185,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1186,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1187,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1188,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland
1189,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1190,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1191,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Wetland
1192,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1193,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1194,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1195,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
1196,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
1197,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Bareland
1198,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1199,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1200,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1201,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1202,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
1203,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1204,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1205,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1206,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1207,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Wetland
1208,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
1209,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1210,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1211,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1212,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1214,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1218,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1219,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1221,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1223,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1224,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1225,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1226,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1227,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1228,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1229,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1230,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1231,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1232,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1233,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1234,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1235,Forest,NULL,Wetland,NULL,Wetland,NULL
1236,Forest,NULL,Wetland,NULL,Wetland,Cropland
1237,Forest,NULL,Wetland,NULL,Wetland,Wetland
1238,Forest,NULL,Wetland,NULL,Wetland,Forest
1239,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1240,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1241,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1242,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1243,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1244,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1245,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1246,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1247,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1248,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1249,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1250,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1251,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1252,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1253,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1254,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1255,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1256,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1257,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1258,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1259,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1260,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1261,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1262,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1263,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1265,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1266,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1267,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1268,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1269,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1270,Forest,Wetland,Wetland,Water,Wetland,Wetland
1271,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1272,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1273,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1274,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland
1275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1276,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1277,Forest,Built-up,Wetland,NULL,Wetland,Forest
1278,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1279,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1280,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1281,Forest,Built-up,Bareland,Water,Non_Wetland,NULL
1282,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland
1283,Forest,Water,Wetland,NULL,Wetland,Wetland
1284,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1285,Forest,Water,Wetland,Water,Wetland,Wetland
1286,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1287,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1288,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1289,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1290,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1292,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1293,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1294,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1295,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1296,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1297,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1298,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1299,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1300,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
