Value,AFRICA_2024_DynamicWorld_2024_38PLA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLA_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLA_M_R,AFRICA_2024_GSW_Yearly_2021_38PLA_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLA_M_R,AFRICA_2024_WorldCover_2021_38PLA_M_R
842,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
843,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
844,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
845,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
846,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
847,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
848,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
849,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
850,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
851,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
852,Bareland,Water,Grassland,NULL,Non_Wetland,Water
853,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
854,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
855,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
856,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
857,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
858,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
859,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
860,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
861,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
862,Bareland,Water,Cropland,NULL,Non_Wetland,Water
863,Bareland,Water,Wetland,NULL,Wetland,NULL
864,Bareland,Water,Wetland,NULL,Wetland,Wetland
865,Bareland,Water,Wetland,NULL,Wetland,Bareland
866,Bareland,Water,Wetland,NULL,Wetland,Water
867,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
868,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
869,Bareland,Water,Wetland,Water,Wetland,Wetland
870,Bareland,Water,Wetland,Water,Wetland,Bareland
871,Bareland,Water,Wetland,Water,Wetland,Water
872,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
873,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
874,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
875,Bareland,Water,Bareland,NULL,Non_Wetland,Water
876,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
877,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
878,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
879,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
880,Bareland,Water,Bareland,Water,Non_Wetland,Water
881,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
882,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
883,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
884,Bareland,Water,Built-up,Water,Non_Wetland,Water
885,Bareland,Water,Water,Non_Water,Water,Bareland
886,Bareland,Water,Water,Water,NULL,Bareland
887,Bareland,Water,Water,Water,NULL,Water
888,Bareland,Water,Water,Water,Water,Bareland
889,Bareland,Water,Water,Water,Water,Water
890,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
891,Water,NULL,Shrubland,NULL,Non_Wetland,Water
892,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
893,Water,NULL,Grassland,NULL,Non_Wetland,NULL
894,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
895,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
896,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
897,Water,NULL,Grassland,NULL,Non_Wetland,Water
898,Water,NULL,Grassland,NULL,Non_Wetland,Forest
899,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
900,Water,NULL,Grassland,Water,Non_Wetland,Bareland
901,Water,NULL,Cropland,NULL,Non_Wetland,NULL
902,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
903,Water,NULL,Wetland,NULL,Wetland,Bareland
904,Water,NULL,Wetland,NULL,Wetland,Water
905,Water,NULL,Wetland,Water,Wetland,Wetland
906,Water,NULL,Wetland,Water,Wetland,Bareland
907,Water,NULL,Wetland,Water,Wetland,Water
908,Water,NULL,Bareland,NULL,Non_Wetland,NULL
909,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
910,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
911,Water,NULL,Bareland,NULL,Non_Wetland,Water
912,Water,NULL,Bareland,NULL,Non_Wetland,Forest
913,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
914,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
915,Water,NULL,Bareland,Water,Non_Wetland,Bareland
916,Water,NULL,Bareland,Water,Non_Wetland,Water
917,Water,NULL,Built-up,NULL,Non_Wetland,NULL
918,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
919,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
920,Water,NULL,Built-up,NULL,Non_Wetland,Water
921,Water,NULL,Built-up,Water,Non_Wetland,Bareland
922,Water,NULL,Water,Water,Water,Bareland
923,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
924,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
925,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
926,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
927,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
928,Water,Wetland,Wetland,NULL,Wetland,Water
929,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
930,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
931,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
932,Water,Bareland,Grassland,NULL,Non_Wetland,Water
933,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
934,Water,Bareland,Wetland,NULL,Wetland,Bareland
935,Water,Bareland,Wetland,Non_Water,Wetland,Water
936,Water,Bareland,Wetland,Water,Wetland,Wetland
937,Water,Bareland,Wetland,Water,Wetland,Bareland
938,Water,Bareland,Wetland,Water,Wetland,Water
939,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
940,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
941,Water,Bareland,Bareland,NULL,Non_Wetland,Water
942,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
943,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
944,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
945,Water,Bareland,Bareland,Water,Non_Wetland,Water
946,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
947,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
948,Water,Bareland,Built-up,NULL,Non_Wetland,Water
949,Water,Bareland,Water,NULL,Water,Bareland
950,Water,Bareland,Water,Non_Water,Water,Water
951,Water,Bareland,Water,Water,NULL,Bareland
952,Water,Bareland,Water,Water,Water,Bareland
953,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
954,Water,Built-up,Shrubland,Water,Non_Wetland,Water
955,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
956,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
957,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
958,Water,Built-up,Grassland,NULL,Non_Wetland,Water
959,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
960,Water,Built-up,Bareland,NULL,Non_Wetland,Water
961,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
962,Water,Built-up,Bareland,Water,Non_Wetland,Water
963,Water,Water,Shrubland,NULL,Non_Wetland,NULL
964,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
965,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
966,Water,Water,Shrubland,NULL,Non_Wetland,Water
967,Water,Water,Shrubland,Water,Non_Wetland,Water
968,Water,Water,Grassland,NULL,Non_Wetland,NULL
969,Water,Water,Grassland,NULL,Non_Wetland,Grassland
970,Water,Water,Grassland,NULL,Non_Wetland,Cropland
971,Water,Water,Grassland,NULL,Non_Wetland,Bareland
972,Water,Water,Grassland,NULL,Non_Wetland,Water
973,Water,Water,Grassland,Water,Non_Wetland,Bareland
974,Water,Water,Grassland,Water,Non_Wetland,Water
975,Water,Water,Cropland,NULL,Non_Wetland,Bareland
976,Water,Water,Cropland,NULL,Non_Wetland,Water
977,Water,Water,Cropland,Water,Non_Wetland,Bareland
978,Water,Water,Cropland,Water,Non_Wetland,Water
979,Water,Water,Wetland,NULL,Wetland,Wetland
980,Water,Water,Wetland,NULL,Wetland,Bareland
981,Water,Water,Wetland,NULL,Wetland,Water
982,Water,Water,Wetland,Non_Water,NULL,Water
983,Water,Water,Wetland,Non_Water,Wetland,Wetland
984,Water,Water,Wetland,Non_Water,Wetland,Bareland
985,Water,Water,Wetland,Non_Water,Wetland,Water
986,Water,Water,Wetland,Water,NULL,Bareland
987,Water,Water,Wetland,Water,NULL,Water
988,Water,Water,Wetland,Water,Wetland,Wetland
989,Water,Water,Wetland,Water,Wetland,Bareland
990,Water,Water,Wetland,Water,Wetland,Water
991,Water,Water,Bareland,NULL,Non_Wetland,NULL
992,Water,Water,Bareland,NULL,Non_Wetland,Wetland
993,Water,Water,Bareland,NULL,Non_Wetland,Bareland
994,Water,Water,Bareland,NULL,Non_Wetland,Water
995,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
996,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
997,Water,Water,Bareland,Non_Water,Non_Wetland,Water
998,Water,Water,Bareland,Water,Non_Wetland,Bareland
999,Water,Water,Bareland,Water,Non_Wetland,Water
1000,Water,Water,Built-up,NULL,Non_Wetland,NULL
1001,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1002,Water,Water,Built-up,NULL,Non_Wetland,Water
1003,Water,Water,Built-up,Water,Non_Wetland,Bareland
1004,Water,Water,Built-up,Water,Non_Wetland,Water
1005,Water,Water,Water,NULL,NULL,Water
1006,Water,Water,Water,NULL,Water,Bareland
1007,Water,Water,Water,NULL,Water,Water
1008,Water,Water,Water,NULL,Water,Forest
1009,Water,Water,Water,Non_Water,Water,Wetland
1010,Water,Water,Water,Non_Water,Water,Water
1011,Water,Water,Water,Water,NULL,Bareland
1012,Water,Water,Water,Water,NULL,Water
1013,Water,Water,Water,Water,Water,Wetland
1014,Water,Water,Water,Water,Water,Bareland
1015,Water,Water,Water,Water,Water,Water
1016,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1017,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1020,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1021,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1022,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1023,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1024,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1025,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1027,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1028,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1029,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1030,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1031,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1032,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1033,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1034,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1035,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1036,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1037,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1038,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1039,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1040,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1041,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1042,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1043,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1046,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1047,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1048,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1049,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1050,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1051,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1052,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1053,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1054,Forest,Cropland,Wetland,NULL,Wetland,NULL
1055,Forest,Cropland,Wetland,NULL,Wetland,Forest
1056,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1057,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1058,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1059,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1060,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1061,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1062,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1063,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1064,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1065,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1066,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1067,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1068,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1069,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1070,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1071,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1072,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1073,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1074,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
1075,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1076,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1077,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1078,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1079,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1080,Forest,Water,Built-up,Non_Water,Non_Wetland,Cropland
1081,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1082,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1083,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1084,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1085,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1086,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1087,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1088,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
