Value,AFRICA_2024_DynamicWorld_2024_36NWP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWP_M_R,AFRICA_2024_GSW_Yearly_2021_36NWP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWP_M_R,AFRICA_2024_WorldCover_2021_36NWP_M_R
872,Water,Wetland,Forest,Water,Non_Wetland,Water
873,Water,Wetland,Forest,Water,Non_Wetland,Forest
874,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
875,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
876,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
877,Water,Built-up,Shrubland,Water,Non_Wetland,Water
878,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
879,Water,Built-up,Wetland,NULL,Wetland,Forest
880,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
881,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
882,Water,Built-up,Forest,NULL,Non_Wetland,Forest
883,Water,Water,NULL,NULL,Non_Wetland,Grassland
884,Water,Water,NULL,NULL,Non_Wetland,Wetland
885,Water,Water,NULL,NULL,Non_Wetland,Water
886,Water,Water,NULL,NULL,Non_Wetland,Forest
887,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
888,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
889,Water,Water,NULL,Non_Water,Non_Wetland,Water
890,Water,Water,NULL,Non_Water,Non_Wetland,Forest
891,Water,Water,NULL,Water,Non_Wetland,Grassland
892,Water,Water,NULL,Water,Non_Wetland,Wetland
893,Water,Water,NULL,Water,Non_Wetland,Water
894,Water,Water,NULL,Water,Non_Wetland,Forest
895,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
896,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
897,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
898,Water,Water,Shrubland,NULL,Non_Wetland,Water
899,Water,Water,Shrubland,NULL,Non_Wetland,Forest
900,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
901,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
902,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
903,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
904,Water,Water,Shrubland,Water,Non_Wetland,Grassland
905,Water,Water,Shrubland,Water,Non_Wetland,Wetland
906,Water,Water,Shrubland,Water,Non_Wetland,Built-up
907,Water,Water,Shrubland,Water,Non_Wetland,Water
908,Water,Water,Shrubland,Water,Non_Wetland,Forest
909,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
910,Water,Water,Cropland,NULL,Non_Wetland,Grassland
911,Water,Water,Cropland,NULL,Non_Wetland,Wetland
912,Water,Water,Cropland,NULL,Non_Wetland,Water
913,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
914,Water,Water,Cropland,Water,Non_Wetland,Grassland
915,Water,Water,Cropland,Water,Non_Wetland,Wetland
916,Water,Water,Cropland,Water,Non_Wetland,Water
917,Water,Water,Cropland,Water,Non_Wetland,Forest
918,Water,Water,Wetland,NULL,Wetland,Grassland
919,Water,Water,Wetland,NULL,Wetland,Wetland
920,Water,Water,Wetland,NULL,Wetland,Water
921,Water,Water,Wetland,NULL,Wetland,Forest
922,Water,Water,Wetland,Non_Water,Wetland,Grassland
923,Water,Water,Wetland,Non_Water,Wetland,Wetland
924,Water,Water,Wetland,Non_Water,Wetland,Water
925,Water,Water,Wetland,Non_Water,Wetland,Forest
926,Water,Water,Wetland,Water,Wetland,Grassland
927,Water,Water,Wetland,Water,Wetland,Wetland
928,Water,Water,Wetland,Water,Wetland,Water
929,Water,Water,Wetland,Water,Wetland,Forest
930,Water,Water,Bareland,NULL,Non_Wetland,Grassland
931,Water,Water,Bareland,NULL,Non_Wetland,Wetland
932,Water,Water,Bareland,NULL,Non_Wetland,Water
933,Water,Water,Bareland,NULL,Non_Wetland,Forest
934,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
935,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
936,Water,Water,Bareland,Non_Water,Non_Wetland,Water
937,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
938,Water,Water,Bareland,Water,Non_Wetland,Grassland
939,Water,Water,Bareland,Water,Non_Wetland,Wetland
940,Water,Water,Bareland,Water,Non_Wetland,Water
941,Water,Water,Bareland,Water,Non_Wetland,Forest
942,Water,Water,Built-up,NULL,Non_Wetland,Grassland
943,Water,Water,Built-up,NULL,Non_Wetland,Wetland
944,Water,Water,Built-up,NULL,Non_Wetland,Forest
945,Water,Water,Built-up,Water,Non_Wetland,Wetland
946,Water,Water,Water,NULL,Water,Grassland
947,Water,Water,Water,NULL,Water,Wetland
948,Water,Water,Water,NULL,Water,Water
949,Water,Water,Water,NULL,Water,Forest
950,Water,Water,Water,Non_Water,Water,Grassland
951,Water,Water,Water,Non_Water,Water,Wetland
952,Water,Water,Water,Non_Water,Water,Water
953,Water,Water,Water,Non_Water,Water,Forest
954,Water,Water,Water,Water,Water,Grassland
955,Water,Water,Water,Water,Water,Wetland
956,Water,Water,Water,Water,Water,Water
957,Water,Water,Water,Water,Water,Forest
958,Water,Water,Forest,NULL,Non_Wetland,Grassland
959,Water,Water,Forest,NULL,Non_Wetland,Wetland
960,Water,Water,Forest,NULL,Non_Wetland,Water
961,Water,Water,Forest,NULL,Non_Wetland,Forest
962,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
963,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
964,Water,Water,Forest,Non_Water,Non_Wetland,Water
965,Water,Water,Forest,Non_Water,Non_Wetland,Forest
966,Water,Water,Forest,Water,Non_Wetland,Grassland
967,Water,Water,Forest,Water,Non_Wetland,Wetland
968,Water,Water,Forest,Water,Non_Wetland,Water
969,Water,Water,Forest,Water,Non_Wetland,Forest
970,Water,Forest,NULL,NULL,Non_Wetland,Grassland
971,Water,Forest,NULL,NULL,Non_Wetland,Wetland
972,Water,Forest,NULL,NULL,Non_Wetland,Forest
973,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
974,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
975,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
976,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
977,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
978,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
979,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
980,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
981,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
982,Water,Forest,Shrubland,Water,Non_Wetland,Water
983,Water,Forest,Shrubland,Water,Non_Wetland,Forest
984,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
985,Water,Forest,Wetland,NULL,Wetland,Grassland
986,Water,Forest,Wetland,NULL,Wetland,Wetland
987,Water,Forest,Wetland,NULL,Wetland,Forest
988,Water,Forest,Wetland,Non_Water,Wetland,Grassland
989,Water,Forest,Wetland,Non_Water,Wetland,Wetland
990,Water,Forest,Wetland,Non_Water,Wetland,Forest
991,Water,Forest,Wetland,Water,Wetland,Grassland
992,Water,Forest,Wetland,Water,Wetland,Wetland
993,Water,Forest,Wetland,Water,Wetland,Forest
994,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
995,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
996,Water,Forest,Bareland,NULL,Non_Wetland,Forest
997,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
998,Water,Forest,Bareland,Water,Non_Wetland,Forest
999,Water,Forest,Water,NULL,Water,Grassland
1000,Water,Forest,Water,Water,Water,Grassland
1001,Water,Forest,Water,Water,Water,Wetland
1002,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1003,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1004,Water,Forest,Forest,NULL,Non_Wetland,Forest
1005,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1006,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1007,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1008,Water,Forest,Forest,Water,Non_Wetland,Grassland
1009,Water,Forest,Forest,Water,Non_Wetland,Wetland
1010,Water,Forest,Forest,Water,Non_Wetland,Forest
1011,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1012,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1013,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1014,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1015,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1016,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1017,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1018,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1019,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1020,Forest,NULL,NULL,Water,Non_Wetland,Water
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1030,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1031,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1032,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1033,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1034,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1035,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1036,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1037,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1038,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1039,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1040,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1041,Forest,NULL,Wetland,NULL,Wetland,Grassland
1042,Forest,NULL,Wetland,NULL,Wetland,Wetland
1043,Forest,NULL,Wetland,NULL,Wetland,Forest
1044,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1045,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1046,Forest,NULL,Wetland,Non_Water,Wetland,Water
1047,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1048,Forest,NULL,Wetland,Water,Wetland,Grassland
1049,Forest,NULL,Wetland,Water,Wetland,Wetland
1050,Forest,NULL,Wetland,Water,Wetland,Water
1051,Forest,NULL,Wetland,Water,Wetland,Forest
1052,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1053,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1054,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1055,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1056,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1057,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1058,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1059,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1060,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1061,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1062,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1063,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1064,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1065,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1066,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1067,Forest,NULL,Water,NULL,Water,Wetland
1068,Forest,NULL,Water,Non_Water,Water,Grassland
1069,Forest,NULL,Water,Non_Water,Water,Wetland
1070,Forest,NULL,Water,Water,Water,Grassland
1071,Forest,NULL,Water,Water,Water,Wetland
1072,Forest,NULL,Water,Water,Water,Water
1073,Forest,NULL,Water,Water,Water,Forest
1074,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1076,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1077,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1078,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1079,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1080,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1081,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1082,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1083,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1084,Forest,NULL,Forest,Water,Non_Wetland,Water
1085,Forest,NULL,Forest,Water,Non_Wetland,Forest
1086,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1087,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1088,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1092,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1093,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1094,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1095,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1096,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1097,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1098,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1099,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1100,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1101,Forest,Cropland,Water,Water,Water,Grassland
1102,Forest,Cropland,Water,Water,Water,Water
1103,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1104,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1105,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1106,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1107,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1108,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1109,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1110,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1111,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1112,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1113,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1114,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1115,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1116,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1117,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1118,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1119,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1120,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1121,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1122,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1123,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1124,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1125,Forest,Wetland,Wetland,NULL,Wetland,NULL
1126,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1127,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1128,Forest,Wetland,Wetland,NULL,Wetland,Forest
1129,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1130,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1131,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1132,Forest,Wetland,Wetland,Water,Wetland,Grassland
1133,Forest,Wetland,Wetland,Water,Wetland,Wetland
1134,Forest,Wetland,Wetland,Water,Wetland,Water
1135,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1136,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1137,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1138,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1139,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1140,Forest,Wetland,Water,NULL,Water,Wetland
1141,Forest,Wetland,Water,Non_Water,Water,Wetland
1142,Forest,Wetland,Water,Non_Water,Water,Water
1143,Forest,Wetland,Water,Water,Water,Grassland
1144,Forest,Wetland,Water,Water,Water,Wetland
1145,Forest,Wetland,Water,Water,Water,Water
1146,Forest,Wetland,Water,Water,Water,Forest
1147,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1148,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1149,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1150,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1151,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1152,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1153,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1154,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1155,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1156,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1160,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1161,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1162,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1163,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland
1164,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1165,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1166,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1167,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1168,Forest,Water,NULL,NULL,Non_Wetland,Forest
1169,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1170,Forest,Water,NULL,Water,Non_Wetland,Wetland
1171,Forest,Water,NULL,Water,Non_Wetland,Forest
1172,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1173,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1174,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1175,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1176,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1177,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1178,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1179,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1180,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1181,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1182,Forest,Water,Shrubland,Water,Non_Wetland,Water
1183,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1184,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1185,Forest,Water,Wetland,NULL,Wetland,Grassland
1186,Forest,Water,Wetland,NULL,Wetland,Wetland
1187,Forest,Water,Wetland,NULL,Wetland,Forest
1188,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1189,Forest,Water,Wetland,Non_Water,Wetland,Forest
1190,Forest,Water,Wetland,Water,Wetland,Grassland
1191,Forest,Water,Wetland,Water,Wetland,Wetland
1192,Forest,Water,Wetland,Water,Wetland,Water
1193,Forest,Water,Wetland,Water,Wetland,Forest
1194,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1195,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1196,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1197,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1198,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1199,Forest,Water,Bareland,Water,Non_Wetland,Water
1200,Forest,Water,Bareland,Water,Non_Wetland,Forest
1201,Forest,Water,Water,NULL,Water,Grassland
1202,Forest,Water,Water,NULL,Water,Wetland
1203,Forest,Water,Water,NULL,Water,Forest
1204,Forest,Water,Water,Non_Water,Water,Wetland
1205,Forest,Water,Water,Non_Water,Water,Forest
1206,Forest,Water,Water,Water,Water,Grassland
1207,Forest,Water,Water,Water,Water,Wetland
1208,Forest,Water,Water,Water,Water,Water
1209,Forest,Water,Water,Water,Water,Forest
1210,Forest,Water,Forest,NULL,Non_Wetland,NULL
1211,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1212,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1213,Forest,Water,Forest,NULL,Non_Wetland,Forest
1214,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1215,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1216,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1217,Forest,Water,Forest,Water,Non_Wetland,Wetland
1218,Forest,Water,Forest,Water,Non_Wetland,Water
1219,Forest,Water,Forest,Water,Non_Wetland,Forest
1220,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1221,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1222,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1223,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1224,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1225,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1226,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1227,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1228,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1229,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1230,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1231,Forest,Forest,NULL,Water,Non_Wetland,Forest
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1240,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1241,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1242,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1243,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1244,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1245,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1246,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1247,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1248,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1250,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1251,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1252,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1253,Forest,Forest,Wetland,NULL,Wetland,NULL
1254,Forest,Forest,Wetland,NULL,Wetland,Grassland
1255,Forest,Forest,Wetland,NULL,Wetland,Wetland
1256,Forest,Forest,Wetland,NULL,Wetland,Water
1257,Forest,Forest,Wetland,NULL,Wetland,Forest
1258,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1259,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1260,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1261,Forest,Forest,Wetland,Water,Wetland,Grassland
1262,Forest,Forest,Wetland,Water,Wetland,Wetland
1263,Forest,Forest,Wetland,Water,Wetland,Water
1264,Forest,Forest,Wetland,Water,Wetland,Forest
1265,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1266,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1267,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1268,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1269,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1270,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1271,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1272,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1273,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1274,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1275,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1276,Forest,Forest,Water,NULL,Water,Grassland
1277,Forest,Forest,Water,NULL,Water,Wetland
1278,Forest,Forest,Water,NULL,Water,Forest
1279,Forest,Forest,Water,Non_Water,Water,Wetland
1280,Forest,Forest,Water,Non_Water,Water,Forest
1281,Forest,Forest,Water,Water,Water,Grassland
1282,Forest,Forest,Water,Water,Water,Wetland
1283,Forest,Forest,Water,Water,Water,Water
1284,Forest,Forest,Water,Water,Water,Forest
1285,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1286,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1287,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1288,Forest,Forest,Forest,NULL,Non_Wetland,Water
1289,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1290,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1291,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1292,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1293,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1294,Forest,Forest,Forest,Water,Non_Wetland,NULL
1295,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1296,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1297,Forest,Forest,Forest,Water,Non_Wetland,Water
1298,Forest,Forest,Forest,Water,Non_Wetland,Forest
