Value,AFRICA_2024_DynamicWorld_2024_37PBS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBS_M_R,AFRICA_2024_GSW_Yearly_2021_37PBS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBS_M_R,AFRICA_2024_WorldCover_2021_37PBS_M_R
833,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
834,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
835,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
836,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
837,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
838,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
839,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
840,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
841,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
842,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
843,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
844,Bareland,Bareland,Wetland,Water,Wetland,Bareland
845,Bareland,Bareland,Wetland,Water,Wetland,Water
846,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
847,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
848,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
849,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
850,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
851,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
852,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
853,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
854,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
855,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
856,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
857,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
858,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
859,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
860,Bareland,Bareland,Water,Water,Water,Water
861,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
862,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
863,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
864,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
865,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
866,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
867,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
868,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
869,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
870,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
871,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
872,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
873,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
874,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
875,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
876,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
877,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
878,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
879,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
880,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
881,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
882,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
883,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
884,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
885,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
886,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
887,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
888,Bareland,Water,NULL,NULL,Non_Wetland,Forest
889,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
890,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
891,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
892,Bareland,Water,Shrubland,Water,Non_Wetland,Water
893,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
894,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
895,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
896,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
897,Bareland,Water,Grassland,NULL,Non_Wetland,Water
898,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
899,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
900,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
901,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
902,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
903,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
904,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
905,Bareland,Water,Grassland,Water,Non_Wetland,Water
906,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
907,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
908,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
909,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
910,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
911,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
912,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
913,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
914,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
915,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
916,Bareland,Water,Cropland,Water,Non_Wetland,Water
917,Bareland,Water,Wetland,NULL,Wetland,Bareland
918,Bareland,Water,Wetland,Water,Wetland,Cropland
919,Bareland,Water,Wetland,Water,Wetland,Bareland
920,Bareland,Water,Wetland,Water,Wetland,Water
921,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
922,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
923,Bareland,Water,Bareland,NULL,Non_Wetland,Water
924,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
925,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
926,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
927,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
928,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
929,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
930,Bareland,Water,Bareland,Water,Non_Wetland,Water
931,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
932,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
933,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
934,Bareland,Water,Water,Water,Water,Water
935,Bareland,Water,Forest,NULL,Non_Wetland,Forest
936,Bareland,Water,Forest,Water,Non_Wetland,Cropland
937,Bareland,Water,Forest,Water,Non_Wetland,Bareland
938,Bareland,Water,Forest,Water,Non_Wetland,Water
939,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
940,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
941,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
942,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
943,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
944,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
945,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
946,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
947,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
948,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
949,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
950,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
951,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
952,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
953,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
954,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
955,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
956,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
957,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
958,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
959,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
960,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
961,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
962,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
963,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
964,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
965,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
966,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
967,Water,NULL,NULL,NULL,Non_Wetland,NULL
968,Water,NULL,NULL,NULL,Non_Wetland,Grassland
969,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
970,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
971,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
972,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
973,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
974,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
975,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
976,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
977,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
978,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
979,Water,NULL,Shrubland,Water,Non_Wetland,Water
980,Water,NULL,Grassland,NULL,Non_Wetland,NULL
981,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
982,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
983,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
984,Water,NULL,Grassland,NULL,Non_Wetland,Water
985,Water,NULL,Grassland,NULL,Non_Wetland,Forest
986,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
987,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
988,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
989,Water,NULL,Grassland,Water,Non_Wetland,Grassland
990,Water,NULL,Grassland,Water,Non_Wetland,Cropland
991,Water,NULL,Grassland,Water,Non_Wetland,Bareland
992,Water,NULL,Grassland,Water,Non_Wetland,Water
993,Water,NULL,Cropland,NULL,Non_Wetland,NULL
994,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
995,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
996,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
997,Water,NULL,Cropland,NULL,Non_Wetland,Water
998,Water,NULL,Cropland,NULL,Non_Wetland,Forest
999,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1000,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1001,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1002,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1003,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1004,Water,NULL,Cropland,Water,Non_Wetland,NULL
1005,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1006,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1007,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1008,Water,NULL,Cropland,Water,Non_Wetland,Water
1009,Water,NULL,Cropland,Water,Non_Wetland,Forest
1010,Water,NULL,Wetland,Water,Wetland,Grassland
1011,Water,NULL,Wetland,Water,Wetland,Cropland
1012,Water,NULL,Wetland,Water,Wetland,Bareland
1013,Water,NULL,Wetland,Water,Wetland,Water
1014,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1015,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1016,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1017,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1018,Water,NULL,Bareland,NULL,Non_Wetland,Water
1019,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1020,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1021,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1022,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1023,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1024,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1025,Water,NULL,Bareland,Water,Non_Wetland,Water
1026,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1027,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1028,Water,NULL,Built-up,NULL,Non_Wetland,Water
1029,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1030,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1031,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1032,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1033,Water,NULL,Water,Water,Water,Water
1034,Water,NULL,Forest,NULL,Non_Wetland,Forest
1035,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1036,Water,NULL,Forest,Water,Non_Wetland,Water
1037,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1038,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1039,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1040,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1041,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1042,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1043,Water,Cropland,Grassland,Water,Non_Wetland,Water
1044,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1045,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1046,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1047,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1048,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1049,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1050,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1051,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1052,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1053,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1054,Water,Cropland,Cropland,Water,Non_Wetland,Water
1055,Water,Cropland,Wetland,Water,Wetland,Cropland
1056,Water,Cropland,Wetland,Water,Wetland,Bareland
1057,Water,Cropland,Wetland,Water,Wetland,Water
1058,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1059,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1060,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1061,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1062,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1063,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1064,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1065,Water,Cropland,Bareland,Water,Non_Wetland,Water
1066,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1067,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1068,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1069,Water,Cropland,Built-up,Water,Non_Wetland,Water
1070,Water,Cropland,Water,Water,Water,Bareland
1071,Water,Cropland,Water,Water,Water,Water
1072,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1073,Water,Cropland,Forest,Water,Non_Wetland,Water
1074,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1075,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1076,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1077,Water,Bareland,Wetland,Water,Wetland,Cropland
1078,Water,Bareland,Wetland,Water,Wetland,Water
1079,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1080,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1081,Water,Bareland,Bareland,Water,Non_Wetland,Water
1082,Water,Bareland,Water,Water,Water,Water
1083,Water,Bareland,Forest,Water,Non_Wetland,Water
1084,Water,Water,NULL,NULL,Non_Wetland,Water
1085,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1086,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1087,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1088,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1089,Water,Water,Shrubland,NULL,Non_Wetland,Water
1090,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1091,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1092,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1093,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1094,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1095,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1096,Water,Water,Shrubland,Water,Non_Wetland,Water
1097,Water,Water,Grassland,NULL,Non_Wetland,NULL
1098,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1099,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1100,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1101,Water,Water,Grassland,NULL,Non_Wetland,Water
1102,Water,Water,Grassland,NULL,Non_Wetland,Forest
1103,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1104,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1105,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1106,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1107,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1108,Water,Water,Grassland,Water,Non_Wetland,Grassland
1109,Water,Water,Grassland,Water,Non_Wetland,Cropland
1110,Water,Water,Grassland,Water,Non_Wetland,Bareland
1111,Water,Water,Grassland,Water,Non_Wetland,Water
1112,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1113,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1114,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1115,Water,Water,Cropland,NULL,Non_Wetland,Water
1116,Water,Water,Cropland,NULL,Non_Wetland,Forest
1117,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1118,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1119,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1120,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1121,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1122,Water,Water,Cropland,Water,Non_Wetland,Grassland
1123,Water,Water,Cropland,Water,Non_Wetland,Cropland
1124,Water,Water,Cropland,Water,Non_Wetland,Bareland
1125,Water,Water,Cropland,Water,Non_Wetland,Water
1126,Water,Water,Cropland,Water,Non_Wetland,Forest
1127,Water,Water,Wetland,NULL,Wetland,Grassland
1128,Water,Water,Wetland,NULL,Wetland,Cropland
1129,Water,Water,Wetland,NULL,Wetland,Bareland
1130,Water,Water,Wetland,NULL,Wetland,Water
1131,Water,Water,Wetland,NULL,Wetland,Forest
1132,Water,Water,Wetland,Non_Water,Wetland,Grassland
1133,Water,Water,Wetland,Non_Water,Wetland,Cropland
1134,Water,Water,Wetland,Non_Water,Wetland,Bareland
1135,Water,Water,Wetland,Non_Water,Wetland,Water
1136,Water,Water,Wetland,Non_Water,Wetland,Forest
1137,Water,Water,Wetland,Water,Wetland,Grassland
1138,Water,Water,Wetland,Water,Wetland,Cropland
1139,Water,Water,Wetland,Water,Wetland,Bareland
1140,Water,Water,Wetland,Water,Wetland,Water
1141,Water,Water,Wetland,Water,Wetland,Forest
1142,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1143,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1144,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1145,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1146,Water,Water,Bareland,NULL,Non_Wetland,Water
1147,Water,Water,Bareland,NULL,Non_Wetland,Forest
1148,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1149,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1150,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1151,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1152,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1153,Water,Water,Bareland,Water,Non_Wetland,Grassland
1154,Water,Water,Bareland,Water,Non_Wetland,Cropland
1155,Water,Water,Bareland,Water,Non_Wetland,Bareland
1156,Water,Water,Bareland,Water,Non_Wetland,Water
1157,Water,Water,Bareland,Water,Non_Wetland,Forest
1158,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1159,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1160,Water,Water,Built-up,NULL,Non_Wetland,Water
1161,Water,Water,Built-up,NULL,Non_Wetland,Forest
1162,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1163,Water,Water,Built-up,Water,Non_Wetland,Grassland
1164,Water,Water,Built-up,Water,Non_Wetland,Bareland
1165,Water,Water,Built-up,Water,Non_Wetland,Water
1166,Water,Water,Water,NULL,Water,Cropland
1167,Water,Water,Water,NULL,Water,Water
1168,Water,Water,Water,Non_Water,Water,Water
1169,Water,Water,Water,Water,Water,Bareland
1170,Water,Water,Water,Water,Water,Water
1171,Water,Water,Forest,NULL,Non_Wetland,Bareland
1172,Water,Water,Forest,NULL,Non_Wetland,Water
1173,Water,Water,Forest,NULL,Non_Wetland,Forest
1174,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1175,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1176,Water,Water,Forest,Water,Non_Wetland,Cropland
1177,Water,Water,Forest,Water,Non_Wetland,Bareland
1178,Water,Water,Forest,Water,Non_Wetland,Water
1179,Water,Water,Forest,Water,Non_Wetland,Forest
1180,Water,Forest,NULL,NULL,Non_Wetland,Forest
1181,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1182,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1183,Water,Forest,Forest,NULL,Non_Wetland,Forest
1184,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1185,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1186,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1187,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1188,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1189,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1190,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1191,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1192,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1193,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1197,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1198,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1199,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1200,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1201,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1202,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1203,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1204,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1205,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1206,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1207,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1208,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1209,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1210,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1211,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1212,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1213,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1214,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1215,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1216,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1217,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1218,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1219,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1220,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1221,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1222,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1223,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1224,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1225,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1226,Forest,NULL,Cropland,Water,Non_Wetland,Water
1227,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1228,Forest,NULL,Wetland,Non_Water,Wetland,Water
1229,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1230,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1231,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1232,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1233,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1234,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1235,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1236,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1237,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1238,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1239,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1240,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1241,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1242,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1243,Forest,NULL,Bareland,Water,Non_Wetland,Water
1244,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1245,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1246,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1247,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1248,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1249,Forest,NULL,Water,Non_Water,Water,Forest
1250,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1251,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1252,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1253,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1254,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1255,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1256,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1257,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1258,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1259,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1260,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1261,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1262,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1263,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1264,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1265,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1266,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
