Value,AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PFQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,AFRICA_2024_WorldCover_2021_37PFQ_M_R
846,Water,Water,Wetland,NULL,Wetland,Cropland
847,Water,Water,Wetland,NULL,Wetland,Wetland
848,Water,Water,Wetland,NULL,Wetland,Bareland
849,Water,Water,Wetland,NULL,Wetland,Water
850,Water,Water,Wetland,Water,Wetland,NULL
851,Water,Water,Wetland,Water,Wetland,Wetland
852,Water,Water,Wetland,Water,Wetland,Bareland
853,Water,Water,Wetland,Water,Wetland,Water
854,Water,Water,Bareland,NULL,Non_Wetland,NULL
855,Water,Water,Bareland,NULL,Non_Wetland,Wetland
856,Water,Water,Bareland,NULL,Non_Wetland,Bareland
857,Water,Water,Bareland,NULL,Non_Wetland,Water
858,Water,Water,Bareland,NULL,Non_Wetland,Forest
859,Water,Water,Bareland,Water,Non_Wetland,NULL
860,Water,Water,Bareland,Water,Non_Wetland,Wetland
861,Water,Water,Bareland,Water,Non_Wetland,Bareland
862,Water,Water,Bareland,Water,Non_Wetland,Water
863,Water,Water,Built-up,NULL,Non_Wetland,NULL
864,Water,Water,Built-up,NULL,Non_Wetland,Cropland
865,Water,Water,Built-up,NULL,Non_Wetland,Wetland
866,Water,Water,Built-up,NULL,Non_Wetland,Bareland
867,Water,Water,Built-up,NULL,Non_Wetland,Water
868,Water,Water,Built-up,Water,Non_Wetland,Wetland
869,Water,Water,Built-up,Water,Non_Wetland,Bareland
870,Water,Water,Built-up,Water,Non_Wetland,Water
871,Water,Water,Water,NULL,Water,Wetland
872,Water,Water,Water,NULL,Water,Bareland
873,Water,Water,Water,NULL,Water,Water
874,Water,Water,Water,Water,Water,NULL
875,Water,Water,Water,Water,Water,Wetland
876,Water,Water,Water,Water,Water,Bareland
877,Water,Water,Water,Water,Water,Water
878,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
879,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
880,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
881,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
882,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
883,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
884,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
885,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
886,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
887,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
888,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
889,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
890,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
891,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
892,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
893,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
894,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
895,Forest,NULL,NULL,NULL,Non_Wetland,NULL
896,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
897,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
898,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
899,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
900,Forest,NULL,NULL,NULL,Non_Wetland,Forest
901,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
902,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
903,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
904,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
905,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
906,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
907,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
908,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
909,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
910,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
911,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
912,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
913,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
914,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
915,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
916,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
917,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
918,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
919,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
920,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
921,Forest,NULL,Wetland,NULL,Wetland,NULL
922,Forest,NULL,Wetland,NULL,Wetland,Wetland
923,Forest,NULL,Wetland,NULL,Wetland,Forest
924,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
925,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
926,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
927,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
928,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
929,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
930,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
931,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
932,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
933,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
934,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
935,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
936,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
937,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
938,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
939,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
940,Forest,NULL,Forest,NULL,Non_Wetland,NULL
941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
942,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
943,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
944,Forest,NULL,Forest,NULL,Non_Wetland,Forest
945,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
946,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
947,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
948,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
949,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
950,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
951,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
952,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
953,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
954,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
955,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
956,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
957,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
958,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
959,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
960,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
961,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
962,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
963,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
964,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
965,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
966,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
967,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
968,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
969,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
970,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
971,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
972,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
973,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
974,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
975,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
976,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
977,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
978,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
979,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
980,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
981,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
982,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
983,Forest,Wetland,Wetland,NULL,Wetland,NULL
984,Forest,Wetland,Wetland,NULL,Wetland,Wetland
985,Forest,Wetland,Wetland,NULL,Wetland,Water
986,Forest,Wetland,Wetland,NULL,Wetland,Forest
987,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
988,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
989,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
990,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
991,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
992,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
993,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
994,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
995,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
996,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
997,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
998,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
999,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1000,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1001,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1002,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
1003,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1004,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1005,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1006,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1007,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1008,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1009,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1010,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1011,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1012,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1013,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1015,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1016,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1017,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1018,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1019,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1020,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1021,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1023,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1024,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1025,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1026,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1027,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1028,Forest,Forest,Wetland,NULL,Wetland,NULL
1029,Forest,Forest,Wetland,NULL,Wetland,Wetland
1030,Forest,Forest,Wetland,NULL,Wetland,Forest
1031,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1032,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1033,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1034,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1035,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1036,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1037,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1038,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1039,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1040,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1041,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1042,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1043,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1044,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1045,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1046,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1047,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1048,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1049,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1050,Forest,Forest,Forest,NULL,Non_Wetland,Forest
