Value,AFRICA_2024_DynamicWorld_2024_36PUV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUV_M_R,AFRICA_2024_GSW_Yearly_2021_36PUV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUV_M_R,AFRICA_2024_WorldCover_2021_36PUV_M_R
830,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
831,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
832,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
833,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
834,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
835,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
836,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
837,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
838,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
839,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
840,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
841,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
842,Wetland,NULL,Wetland,NULL,Wetland,NULL
843,Wetland,NULL,Wetland,NULL,Wetland,Grassland
844,Wetland,NULL,Wetland,NULL,Wetland,Cropland
845,Wetland,NULL,Wetland,NULL,Wetland,Wetland
846,Wetland,NULL,Wetland,NULL,Wetland,Forest
847,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
848,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
849,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
850,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
851,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
852,Wetland,NULL,Wetland,Water,Wetland,Grassland
853,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
854,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
855,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
856,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
857,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
858,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
859,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
860,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
861,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
862,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
863,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
864,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
865,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
866,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
867,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
868,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
869,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
870,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
871,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
872,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
873,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
874,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
875,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
876,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
877,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
878,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
879,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
880,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
881,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
882,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
883,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
884,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
885,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
886,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
887,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
888,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
889,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
890,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
891,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
892,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
893,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
894,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
895,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
896,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
897,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
898,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
899,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
900,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
901,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
902,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
903,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
904,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
905,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
906,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
907,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
908,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
909,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
910,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
911,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
912,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
913,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
914,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
915,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
916,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
917,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
918,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
919,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
920,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
921,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
922,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
923,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
924,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
925,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
926,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
927,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
928,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
929,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
930,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
931,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
932,Wetland,Wetland,Wetland,NULL,Wetland,Forest
933,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
934,Wetland,Wetland,Wetland,Water,Wetland,Grassland
935,Wetland,Wetland,Wetland,Water,Wetland,Wetland
936,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
937,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
938,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
939,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
940,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
941,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
942,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
943,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
944,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
945,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
946,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
947,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
948,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
949,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
950,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
951,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
952,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
953,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
954,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
955,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
956,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
957,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
958,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
959,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
960,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
961,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
962,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
963,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
964,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
965,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
966,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
967,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
968,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
969,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
970,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
971,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
972,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
973,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
974,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
975,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
976,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
977,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
978,Wetland,Forest,Wetland,NULL,Wetland,NULL
979,Wetland,Forest,Wetland,NULL,Wetland,Forest
980,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
981,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
982,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
983,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
984,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
985,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
986,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
987,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
988,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
989,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
990,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
991,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
992,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
993,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
994,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
995,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
996,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
997,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
998,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
999,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1006,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1007,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1008,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1009,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1010,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1011,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1012,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1013,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1014,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1015,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1016,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1017,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1018,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1019,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1020,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1021,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1022,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1023,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1024,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1025,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1026,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1027,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1028,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1029,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1030,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1031,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1032,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1033,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1034,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1035,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1036,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1037,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1038,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1039,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1041,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1042,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1043,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1044,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1045,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1046,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1047,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1048,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1049,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1050,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1051,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1052,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1053,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1054,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1055,Bareland,NULL,Wetland,NULL,Wetland,NULL
1056,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1057,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1058,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1059,Bareland,NULL,Wetland,NULL,Wetland,Water
1060,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1061,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1062,Bareland,NULL,Wetland,Water,Wetland,Grassland
1063,Bareland,NULL,Wetland,Water,Wetland,Wetland
1064,Bareland,NULL,Wetland,Water,Wetland,Bareland
1065,Bareland,NULL,Wetland,Water,Wetland,Water
1066,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1067,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1068,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1069,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1070,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1071,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1072,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1073,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1074,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1075,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1076,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1077,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1078,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1079,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1080,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1081,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1082,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1083,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1084,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1085,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1086,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1087,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1088,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1089,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1090,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1091,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1092,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1093,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1094,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1095,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1096,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1097,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1098,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1099,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1100,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1101,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1102,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1105,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1106,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1107,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1108,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1109,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1110,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1111,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1112,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1113,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1114,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1117,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1118,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1119,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1120,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1121,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1122,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1123,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1124,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1125,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1126,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1127,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1128,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1129,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1130,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1131,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1132,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1133,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1134,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1136,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1137,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1138,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1139,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1140,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1141,Bareland,Cropland,Wetland,NULL,Wetland,Water
1142,Bareland,Cropland,Wetland,Water,Wetland,Water
1143,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1144,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1145,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1146,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1147,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1148,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1149,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1150,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
1151,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1152,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1153,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1154,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1155,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1156,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1157,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1158,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1159,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1160,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1161,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1162,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1163,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1164,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1165,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1166,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1167,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1168,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1169,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1170,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1171,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1172,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1173,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1174,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1175,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1176,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1177,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1178,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1179,Bareland,Bareland,Wetland,Water,Wetland,Water
1180,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1181,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1182,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1183,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1184,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1185,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1186,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1187,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1188,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1189,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1190,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1191,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1192,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1193,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1194,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1195,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1196,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1197,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
1198,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1199,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1200,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1201,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1202,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1203,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1204,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1205,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1206,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1207,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1208,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1209,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1210,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1211,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1212,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1213,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1214,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1215,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1216,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1217,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1218,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1219,Bareland,Water,Grassland,Water,Non_Wetland,Water
1220,Bareland,Water,Wetland,Water,Wetland,Bareland
1221,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1222,Bareland,Water,Built-up,Water,Non_Wetland,Water
1223,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1224,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1225,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1226,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1227,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1228,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1229,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1230,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1231,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1232,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1233,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1234,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1235,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1236,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1237,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
