Value,AFRICA_2024_DynamicWorld_2024_36NYJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NYJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYJ_M_R,AFRICA_2024_WorldCover_2021_36NYJ_M_R
861,Water,NULL,Grassland,NULL,Non_Wetland,Forest
862,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
863,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
864,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
865,Water,NULL,Grassland,Water,Non_Wetland,Grassland
866,Water,NULL,Cropland,NULL,Non_Wetland,NULL
867,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
868,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
869,Water,NULL,Cropland,NULL,Non_Wetland,Forest
870,Water,NULL,Wetland,NULL,Wetland,Forest
871,Water,NULL,Wetland,Water,Wetland,Grassland
872,Water,NULL,Wetland,Water,Wetland,Bareland
873,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
874,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
875,Water,NULL,Bareland,NULL,Non_Wetland,NULL
876,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
877,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
878,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
879,Water,NULL,Bareland,NULL,Non_Wetland,Forest
880,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
881,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
882,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
883,Water,NULL,Bareland,Water,Non_Wetland,Grassland
884,Water,NULL,Bareland,Water,Non_Wetland,Bareland
885,Water,NULL,Built-up,NULL,Non_Wetland,NULL
886,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
887,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
888,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
889,Water,NULL,Built-up,NULL,Non_Wetland,Forest
890,Water,NULL,Water,Non_Water,Water,Grassland
891,Water,NULL,Forest,NULL,Non_Wetland,NULL
892,Water,NULL,Forest,NULL,Non_Wetland,Grassland
893,Water,NULL,Forest,NULL,Non_Wetland,Forest
894,Water,Cropland,NULL,NULL,Non_Wetland,NULL
895,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
896,Water,Cropland,NULL,NULL,Non_Wetland,Forest
897,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
898,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
899,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
900,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
901,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
902,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
903,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
904,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
905,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
906,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
907,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
908,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
909,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
910,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
911,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
912,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
913,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
914,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
915,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
916,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
917,Water,Cropland,Forest,NULL,Non_Wetland,NULL
918,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
919,Water,Cropland,Forest,NULL,Non_Wetland,Forest
920,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
921,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
922,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
923,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
924,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
925,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
926,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
927,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
928,Water,Bareland,Bareland,Water,Non_Wetland,Water
929,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
930,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
931,Water,Built-up,NULL,NULL,Non_Wetland,NULL
932,Water,Built-up,NULL,NULL,Non_Wetland,Forest
933,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
934,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
935,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
936,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
937,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
938,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
939,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
940,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
941,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
942,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
943,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
944,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
945,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
946,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
947,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
948,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
949,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
950,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
951,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
952,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
953,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
954,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
955,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
956,Water,Built-up,Forest,NULL,Non_Wetland,Forest
957,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
958,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
959,Water,Water,Shrubland,NULL,Non_Wetland,Forest
960,Water,Water,Grassland,NULL,Non_Wetland,Grassland
961,Water,Water,Grassland,NULL,Non_Wetland,Bareland
962,Water,Water,Grassland,NULL,Non_Wetland,Forest
963,Water,Water,Bareland,NULL,Non_Wetland,Grassland
964,Water,Water,Bareland,NULL,Non_Wetland,Bareland
965,Water,Water,Bareland,NULL,Non_Wetland,Forest
966,Water,Forest,NULL,NULL,Non_Wetland,NULL
967,Water,Forest,NULL,NULL,Non_Wetland,Grassland
968,Water,Forest,NULL,NULL,Non_Wetland,Forest
969,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
970,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
971,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
972,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
973,Water,Forest,Grassland,NULL,Non_Wetland,NULL
974,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
975,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
976,Water,Forest,Grassland,NULL,Non_Wetland,Forest
977,Water,Forest,Cropland,NULL,Non_Wetland,NULL
978,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
979,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
980,Water,Forest,Cropland,NULL,Non_Wetland,Forest
981,Water,Forest,Wetland,NULL,Wetland,NULL
982,Water,Forest,Wetland,NULL,Wetland,Forest
983,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
984,Water,Forest,Bareland,NULL,Non_Wetland,NULL
985,Water,Forest,Bareland,NULL,Non_Wetland,Forest
986,Water,Forest,Built-up,NULL,Non_Wetland,NULL
987,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
988,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
989,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
990,Water,Forest,Built-up,NULL,Non_Wetland,Forest
991,Water,Forest,Forest,NULL,Non_Wetland,NULL
992,Water,Forest,Forest,NULL,Non_Wetland,Grassland
993,Water,Forest,Forest,NULL,Non_Wetland,Forest
994,Forest,NULL,NULL,NULL,Non_Wetland,NULL
995,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
996,Forest,NULL,NULL,NULL,Non_Wetland,Forest
997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1000,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1001,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1002,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1003,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1004,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1005,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1006,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1008,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1009,Forest,NULL,Wetland,NULL,Wetland,Forest
1010,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1011,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1012,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1013,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1014,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1015,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1016,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1017,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1018,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1019,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1020,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1021,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1022,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1023,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1024,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1025,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1026,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1027,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1029,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1030,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1031,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1032,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1033,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1034,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1035,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1036,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1037,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1038,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1039,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1040,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1041,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1042,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1044,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1045,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1046,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1047,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1048,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1049,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1050,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1051,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1052,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1053,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1054,Forest,Forest,Wetland,NULL,Wetland,Forest
1055,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1056,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1057,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1058,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1059,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1060,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1061,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1062,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1063,Forest,Forest,Forest,NULL,Non_Wetland,Forest
