Value,AFRICA_2024_DynamicWorld_2024_36NYN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,AFRICA_2024_WorldCover_2021_36NYN_M_R
865,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
866,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
867,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
868,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
869,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
872,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
873,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
874,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
875,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
876,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
877,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
878,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
879,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
880,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
881,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
882,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
883,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
884,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
885,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
886,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
887,Forest,Cropland,Wetland,NULL,Wetland,Cropland
888,Forest,Cropland,Wetland,NULL,Wetland,Water
889,Forest,Cropland,Wetland,NULL,Wetland,Forest
890,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
891,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
892,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
893,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
894,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
895,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
896,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
897,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
898,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
899,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
900,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
901,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
902,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
903,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
904,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
905,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
906,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
907,Forest,Cropland,Forest,NULL,Non_Wetland,Water
908,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
909,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
910,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
911,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
912,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
913,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
914,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
915,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
916,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
917,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
918,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
919,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
924,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
925,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
926,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
927,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
928,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
929,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
930,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
931,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
932,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
933,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
934,Forest,Built-up,Wetland,NULL,Wetland,Forest
935,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
936,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
937,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
938,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
939,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
940,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
941,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
942,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
943,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
944,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
945,Forest,Built-up,Forest,NULL,Non_Wetland,Water
946,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
947,Forest,Water,NULL,NULL,Non_Wetland,NULL
948,Forest,Water,NULL,NULL,Non_Wetland,Grassland
949,Forest,Water,NULL,NULL,Non_Wetland,Bareland
950,Forest,Water,NULL,NULL,Non_Wetland,Water
951,Forest,Water,NULL,NULL,Non_Wetland,Forest
952,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
953,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
954,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
955,Forest,Water,Shrubland,NULL,Non_Wetland,Water
956,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
957,Forest,Water,Grassland,NULL,Non_Wetland,Forest
958,Forest,Water,Cropland,NULL,Non_Wetland,NULL
959,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
960,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
961,Forest,Water,Cropland,NULL,Non_Wetland,Forest
962,Forest,Water,Wetland,NULL,Wetland,Cropland
963,Forest,Water,Wetland,NULL,Wetland,Water
964,Forest,Water,Wetland,NULL,Wetland,Forest
965,Forest,Water,Wetland,Non_Water,Wetland,Forest
966,Forest,Water,Wetland,Water,Wetland,Forest
967,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
968,Forest,Water,Bareland,NULL,Non_Wetland,Water
969,Forest,Water,Bareland,NULL,Non_Wetland,Forest
970,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
971,Forest,Water,Bareland,Water,Non_Wetland,Forest
972,Forest,Water,Built-up,NULL,Non_Wetland,Water
973,Forest,Water,Built-up,NULL,Non_Wetland,Forest
974,Forest,Water,Built-up,Water,Non_Wetland,Water
975,Forest,Water,Water,NULL,Water,Water
976,Forest,Water,Water,NULL,Water,Forest
977,Forest,Water,Water,Water,Water,Water
978,Forest,Water,Water,Water,Water,Forest
979,Forest,Water,Forest,NULL,Non_Wetland,NULL
980,Forest,Water,Forest,NULL,Non_Wetland,Grassland
981,Forest,Water,Forest,NULL,Non_Wetland,Cropland
982,Forest,Water,Forest,NULL,Non_Wetland,Bareland
983,Forest,Water,Forest,NULL,Non_Wetland,Water
984,Forest,Water,Forest,NULL,Non_Wetland,Forest
985,Forest,Water,Forest,Non_Water,Non_Wetland,Water
986,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
987,Forest,Water,Forest,Water,Non_Wetland,Water
988,Forest,Water,Forest,Water,Non_Wetland,Forest
989,Forest,Forest,NULL,NULL,Non_Wetland,NULL
990,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
991,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
992,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
993,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
994,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
995,Forest,Forest,NULL,NULL,Non_Wetland,Forest
996,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
997,Forest,Forest,NULL,Water,Non_Wetland,Cropland
998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
999,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1000,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1001,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1002,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1003,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1004,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1005,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1006,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1007,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1008,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1009,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1010,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1011,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1012,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1014,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1015,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1016,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1017,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1018,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1019,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1020,Forest,Forest,Wetland,NULL,Wetland,NULL
1021,Forest,Forest,Wetland,NULL,Wetland,Grassland
1022,Forest,Forest,Wetland,NULL,Wetland,Wetland
1023,Forest,Forest,Wetland,NULL,Wetland,Water
1024,Forest,Forest,Wetland,NULL,Wetland,Forest
1025,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1026,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1027,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1028,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1029,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1030,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1031,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1032,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1033,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1034,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1035,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1036,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1037,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1038,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1039,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1040,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1041,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1042,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1043,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1044,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1045,Forest,Forest,Water,NULL,Water,Grassland
1046,Forest,Forest,Water,NULL,Water,Forest
1047,Forest,Forest,Water,Non_Water,Water,Forest
1048,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1049,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1050,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1051,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1052,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1053,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1054,Forest,Forest,Forest,NULL,Non_Wetland,Water
1055,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1056,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1057,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1058,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1059,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1060,Forest,Forest,Forest,Water,Non_Wetland,Forest
