Value,AFRICA_2024_DynamicWorld_2024_36PZQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PZQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZQ_M_R,AFRICA_2024_WorldCover_2021_36PZQ_M_R
846,Wetland,Cropland,Wetland,NULL,Wetland,Forest
847,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
848,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
849,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
850,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
851,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
852,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
853,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
854,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
855,Wetland,Wetland,Wetland,NULL,Wetland,Forest
856,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
857,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
858,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
859,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
860,Wetland,Water,NULL,NULL,Non_Wetland,Bareland
861,Wetland,Water,NULL,NULL,Non_Wetland,Water
862,Wetland,Water,NULL,NULL,Non_Wetland,Forest
863,Wetland,Water,NULL,Water,Non_Wetland,Cropland
864,Wetland,Water,NULL,Water,Non_Wetland,Forest
865,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
866,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
867,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
868,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
869,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
870,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
871,Wetland,Water,Wetland,NULL,Wetland,Cropland
872,Wetland,Water,Wetland,NULL,Wetland,Wetland
873,Wetland,Water,Wetland,NULL,Wetland,Forest
874,Wetland,Water,Wetland,Non_Water,Wetland,Forest
875,Wetland,Water,Wetland,Water,Wetland,Cropland
876,Wetland,Water,Wetland,Water,Wetland,Wetland
877,Wetland,Water,Wetland,Water,Wetland,Water
878,Wetland,Water,Wetland,Water,Wetland,Forest
879,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
880,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
881,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
882,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
883,Wetland,Water,Bareland,NULL,Non_Wetland,Water
884,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
885,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
886,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
887,Wetland,Water,Bareland,Water,Non_Wetland,Water
888,Wetland,Water,Bareland,Water,Non_Wetland,Forest
889,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
890,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
891,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
892,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
893,Wetland,Water,Built-up,Water,Non_Wetland,Forest
894,Wetland,Water,Water,NULL,Water,Cropland
895,Wetland,Water,Water,NULL,Water,Wetland
896,Wetland,Water,Water,NULL,Water,Water
897,Wetland,Water,Water,NULL,Water,Forest
898,Wetland,Water,Water,Water,Water,Cropland
899,Wetland,Water,Water,Water,Water,Water
900,Wetland,Water,Water,Water,Water,Forest
901,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
902,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
903,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
904,Wetland,Water,Forest,NULL,Non_Wetland,Water
905,Wetland,Water,Forest,NULL,Non_Wetland,Forest
906,Wetland,Water,Forest,Water,Non_Wetland,Cropland
907,Wetland,Water,Forest,Water,Non_Wetland,Forest
908,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
909,Wetland,Forest,NULL,NULL,Non_Wetland,Water
910,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
911,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
912,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
913,Wetland,Forest,Wetland,NULL,Wetland,Forest
914,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
915,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
916,Wetland,Forest,Built-up,NULL,Non_Wetland,Cropland
917,Wetland,Forest,Built-up,Water,Non_Wetland,Cropland
918,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
919,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
920,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
921,Wetland,Forest,Forest,NULL,Non_Wetland,Water
922,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
923,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
924,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
925,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
926,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
927,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
930,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
931,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
932,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
933,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
934,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
935,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
936,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
937,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
938,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
939,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
940,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
941,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
942,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
943,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
944,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
945,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
946,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
947,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
948,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
949,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
950,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
951,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
952,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
953,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
954,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
955,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
956,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
957,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
958,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
959,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
960,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
961,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
962,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
963,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
964,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
965,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
966,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
967,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
968,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
969,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
970,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
971,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
972,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
973,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
974,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
975,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
976,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
977,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
978,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
979,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
980,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
981,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
982,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
983,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
984,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
985,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
986,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
987,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
988,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
989,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
990,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
991,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
992,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
993,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
994,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
996,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
997,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1000,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1001,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1002,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1003,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1004,Bareland,Water,Wetland,Water,Wetland,Water
1005,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1006,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1007,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1008,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1009,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up
1010,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1011,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1012,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1013,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1014,Water,NULL,NULL,NULL,Non_Wetland,Forest
1015,Water,NULL,NULL,Water,Non_Wetland,Cropland
1016,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1017,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1018,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1019,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1020,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1021,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1022,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1023,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1024,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1025,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1026,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1027,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1028,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1029,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1030,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1031,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1032,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1033,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1034,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1035,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1036,Water,NULL,Wetland,NULL,Wetland,Grassland
1037,Water,NULL,Wetland,NULL,Wetland,Cropland
1038,Water,NULL,Wetland,NULL,Wetland,Wetland
1039,Water,NULL,Wetland,NULL,Wetland,Bareland
1040,Water,NULL,Wetland,NULL,Wetland,Water
1041,Water,NULL,Wetland,NULL,Wetland,Forest
1042,Water,NULL,Wetland,Water,Wetland,Cropland
1043,Water,NULL,Wetland,Water,Wetland,Bareland
1044,Water,NULL,Wetland,Water,Wetland,Water
1045,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1046,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1047,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1048,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1049,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1050,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1051,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1052,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1053,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1054,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1055,Water,NULL,Bareland,Water,Non_Wetland,Water
1056,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1057,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1058,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1059,Water,NULL,Water,NULL,Water,Water
1060,Water,NULL,Water,NULL,Water,Forest
1061,Water,NULL,Water,Water,Water,Cropland
1062,Water,NULL,Forest,NULL,Non_Wetland,NULL
1063,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1064,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1065,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1066,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1067,Water,NULL,Forest,NULL,Non_Wetland,Water
1068,Water,NULL,Forest,NULL,Non_Wetland,Forest
1069,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1070,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1071,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1072,Water,NULL,Forest,Water,Non_Wetland,Grassland
1073,Water,NULL,Forest,Water,Non_Wetland,Cropland
1074,Water,NULL,Forest,Water,Non_Wetland,Forest
1075,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1076,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1077,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1078,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1079,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1080,Water,Cropland,NULL,Water,Non_Wetland,Water
1081,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1082,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1083,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1084,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1085,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1086,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1087,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1088,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1089,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1090,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1091,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1092,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1093,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1094,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1095,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1096,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1097,Water,Cropland,Wetland,NULL,Wetland,Grassland
1098,Water,Cropland,Wetland,NULL,Wetland,Cropland
1099,Water,Cropland,Wetland,NULL,Wetland,Bareland
1100,Water,Cropland,Wetland,NULL,Wetland,Forest
1101,Water,Cropland,Wetland,Water,Wetland,Grassland
1102,Water,Cropland,Wetland,Water,Wetland,Cropland
1103,Water,Cropland,Wetland,Water,Wetland,Bareland
1104,Water,Cropland,Wetland,Water,Wetland,Water
1105,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1106,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1107,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1108,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1109,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1110,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1111,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1112,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1113,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1114,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1115,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1116,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1117,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1118,Water,Cropland,Water,Water,Water,Cropland
1119,Water,Cropland,Water,Water,Water,Water
1120,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1121,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1122,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1123,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1124,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1125,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1126,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1127,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1128,Water,Cropland,Forest,Water,Non_Wetland,Forest
1129,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1130,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1131,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1132,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1133,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1134,Water,Water,NULL,NULL,Non_Wetland,NULL
1135,Water,Water,NULL,NULL,Non_Wetland,Grassland
1136,Water,Water,NULL,NULL,Non_Wetland,Cropland
1137,Water,Water,NULL,NULL,Non_Wetland,Wetland
1138,Water,Water,NULL,NULL,Non_Wetland,Bareland
1139,Water,Water,NULL,NULL,Non_Wetland,Water
1140,Water,Water,NULL,NULL,Non_Wetland,Forest
1141,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1142,Water,Water,NULL,Non_Water,Non_Wetland,Water
1143,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1144,Water,Water,NULL,Water,Non_Wetland,Cropland
1145,Water,Water,NULL,Water,Non_Wetland,Wetland
1146,Water,Water,NULL,Water,Non_Wetland,Water
1147,Water,Water,NULL,Water,Non_Wetland,Forest
1148,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1149,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1150,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1151,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1152,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1153,Water,Water,Shrubland,NULL,Non_Wetland,Water
1154,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1155,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1156,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1157,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1158,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1159,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1160,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1161,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1162,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1163,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1164,Water,Water,Shrubland,Water,Non_Wetland,Water
1165,Water,Water,Shrubland,Water,Non_Wetland,Forest
1166,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1167,Water,Water,Grassland,NULL,Non_Wetland,Water
1168,Water,Water,Grassland,NULL,Non_Wetland,Forest
1169,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1170,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1171,Water,Water,Grassland,Water,Non_Wetland,Water
1172,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1173,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1174,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1175,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1176,Water,Water,Cropland,NULL,Non_Wetland,Water
1177,Water,Water,Cropland,NULL,Non_Wetland,Forest
1178,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1179,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1180,Water,Water,Cropland,Water,Non_Wetland,Cropland
1181,Water,Water,Cropland,Water,Non_Wetland,Water
1182,Water,Water,Cropland,Water,Non_Wetland,Forest
1183,Water,Water,Wetland,NULL,Wetland,NULL
1184,Water,Water,Wetland,NULL,Wetland,Grassland
1185,Water,Water,Wetland,NULL,Wetland,Cropland
1186,Water,Water,Wetland,NULL,Wetland,Wetland
1187,Water,Water,Wetland,NULL,Wetland,Bareland
1188,Water,Water,Wetland,NULL,Wetland,Water
1189,Water,Water,Wetland,NULL,Wetland,Forest
1190,Water,Water,Wetland,Non_Water,Wetland,Grassland
1191,Water,Water,Wetland,Non_Water,Wetland,Cropland
1192,Water,Water,Wetland,Non_Water,Wetland,Wetland
1193,Water,Water,Wetland,Non_Water,Wetland,Bareland
1194,Water,Water,Wetland,Non_Water,Wetland,Water
1195,Water,Water,Wetland,Non_Water,Wetland,Forest
1196,Water,Water,Wetland,Water,Wetland,NULL
1197,Water,Water,Wetland,Water,Wetland,Grassland
1198,Water,Water,Wetland,Water,Wetland,Cropland
1199,Water,Water,Wetland,Water,Wetland,Wetland
1200,Water,Water,Wetland,Water,Wetland,Bareland
1201,Water,Water,Wetland,Water,Wetland,Water
1202,Water,Water,Wetland,Water,Wetland,Forest
1203,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1204,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1205,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1206,Water,Water,Bareland,NULL,Non_Wetland,NULL
1207,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1208,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1209,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1210,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1211,Water,Water,Bareland,NULL,Non_Wetland,Water
1212,Water,Water,Bareland,NULL,Non_Wetland,Forest
1213,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1214,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1215,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1216,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1217,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1218,Water,Water,Bareland,Water,Non_Wetland,Grassland
1219,Water,Water,Bareland,Water,Non_Wetland,Cropland
1220,Water,Water,Bareland,Water,Non_Wetland,Wetland
1221,Water,Water,Bareland,Water,Non_Wetland,Bareland
1222,Water,Water,Bareland,Water,Non_Wetland,Water
1223,Water,Water,Bareland,Water,Non_Wetland,Forest
1224,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1225,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1226,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1227,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1228,Water,Water,Built-up,NULL,Non_Wetland,Water
1229,Water,Water,Built-up,NULL,Non_Wetland,Forest
1230,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1231,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1232,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1233,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1234,Water,Water,Built-up,Water,Non_Wetland,Grassland
1235,Water,Water,Built-up,Water,Non_Wetland,Cropland
1236,Water,Water,Built-up,Water,Non_Wetland,Water
1237,Water,Water,Built-up,Water,Non_Wetland,Forest
1238,Water,Water,Water,NULL,Water,NULL
1239,Water,Water,Water,NULL,Water,Grassland
1240,Water,Water,Water,NULL,Water,Cropland
1241,Water,Water,Water,NULL,Water,Wetland
1242,Water,Water,Water,NULL,Water,Bareland
1243,Water,Water,Water,NULL,Water,Water
1244,Water,Water,Water,NULL,Water,Forest
1245,Water,Water,Water,Non_Water,Water,Cropland
1246,Water,Water,Water,Non_Water,Water,Bareland
1247,Water,Water,Water,Non_Water,Water,Water
1248,Water,Water,Water,Non_Water,Water,Forest
1249,Water,Water,Water,Water,Water,Grassland
1250,Water,Water,Water,Water,Water,Cropland
1251,Water,Water,Water,Water,Water,Wetland
1252,Water,Water,Water,Water,Water,Bareland
1253,Water,Water,Water,Water,Water,Water
1254,Water,Water,Water,Water,Water,Forest
1255,Water,Water,Forest,NULL,Non_Wetland,NULL
1256,Water,Water,Forest,NULL,Non_Wetland,Grassland
1257,Water,Water,Forest,NULL,Non_Wetland,Cropland
1258,Water,Water,Forest,NULL,Non_Wetland,Wetland
1259,Water,Water,Forest,NULL,Non_Wetland,Bareland
1260,Water,Water,Forest,NULL,Non_Wetland,Water
1261,Water,Water,Forest,NULL,Non_Wetland,Forest
1262,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1263,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1264,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1265,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1266,Water,Water,Forest,Non_Water,Non_Wetland,Water
1267,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1268,Water,Water,Forest,Water,Non_Wetland,Grassland
1269,Water,Water,Forest,Water,Non_Wetland,Cropland
1270,Water,Water,Forest,Water,Non_Wetland,Wetland
1271,Water,Water,Forest,Water,Non_Wetland,Bareland
1272,Water,Water,Forest,Water,Non_Wetland,Water
1273,Water,Water,Forest,Water,Non_Wetland,Forest
1274,Water,Forest,NULL,NULL,Non_Wetland,Forest
1275,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1276,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1277,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
1278,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1279,Water,Forest,Cropland,Water,Non_Wetland,Wetland
1280,Water,Forest,Wetland,NULL,Wetland,Forest
1281,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1282,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1283,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1284,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1285,Water,Forest,Water,Water,Water,Grassland
1286,Water,Forest,Water,Water,Water,Cropland
1287,Water,Forest,Water,Water,Water,Wetland
1288,Water,Forest,Forest,NULL,Non_Wetland,NULL
1289,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1290,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1291,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1292,Water,Forest,Forest,NULL,Non_Wetland,Bareland
