Value,AFRICA_2024_DynamicWorld_2024_37NGF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGF_M_R,AFRICA_2024_GSW_Yearly_2021_37NGF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGF_M_R,AFRICA_2024_WorldCover_2021_37NGF_M_R
845,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
846,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
847,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
848,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
849,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
850,Water,NULL,NULL,NULL,Non_Wetland,Grassland
851,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
852,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
853,Water,NULL,NULL,Water,Non_Wetland,Bareland
854,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
855,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
856,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
857,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
858,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
859,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
860,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
861,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
862,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
863,Water,NULL,Shrubland,Water,Non_Wetland,NULL
864,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
865,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
866,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
867,Water,NULL,Shrubland,Water,Non_Wetland,Forest
868,Water,NULL,Grassland,NULL,Non_Wetland,NULL
869,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
870,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
871,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
872,Water,NULL,Grassland,NULL,Non_Wetland,Forest
873,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
874,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
875,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
876,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
877,Water,NULL,Grassland,Water,Non_Wetland,NULL
878,Water,NULL,Grassland,Water,Non_Wetland,Grassland
879,Water,NULL,Grassland,Water,Non_Wetland,Cropland
880,Water,NULL,Grassland,Water,Non_Wetland,Bareland
881,Water,NULL,Grassland,Water,Non_Wetland,Forest
882,Water,NULL,Cropland,NULL,Non_Wetland,NULL
883,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
884,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
885,Water,NULL,Cropland,NULL,Non_Wetland,Forest
886,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
887,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
888,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
889,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
890,Water,NULL,Cropland,Water,Non_Wetland,NULL
891,Water,NULL,Cropland,Water,Non_Wetland,Grassland
892,Water,NULL,Cropland,Water,Non_Wetland,Cropland
893,Water,NULL,Cropland,Water,Non_Wetland,Forest
894,Water,NULL,Wetland,NULL,Wetland,Grassland
895,Water,NULL,Wetland,NULL,Wetland,Cropland
896,Water,NULL,Wetland,NULL,Wetland,Forest
897,Water,NULL,Wetland,Non_Water,Wetland,Grassland
898,Water,NULL,Wetland,Non_Water,Wetland,Cropland
899,Water,NULL,Wetland,Water,Wetland,Grassland
900,Water,NULL,Wetland,Water,Wetland,Cropland
901,Water,NULL,Wetland,Water,Wetland,Bareland
902,Water,NULL,Wetland,Water,Wetland,Forest
903,Water,NULL,Bareland,NULL,Non_Wetland,NULL
904,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
905,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
906,Water,NULL,Bareland,NULL,Non_Wetland,Forest
907,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
908,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
909,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
910,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
911,Water,NULL,Bareland,Water,Non_Wetland,NULL
912,Water,NULL,Bareland,Water,Non_Wetland,Grassland
913,Water,NULL,Bareland,Water,Non_Wetland,Cropland
914,Water,NULL,Bareland,Water,Non_Wetland,Forest
915,Water,NULL,Built-up,NULL,Non_Wetland,NULL
916,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
917,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
918,Water,NULL,Built-up,Water,Non_Wetland,Grassland
919,Water,NULL,Water,NULL,Water,Grassland
920,Water,NULL,Water,NULL,Water,Forest
921,Water,NULL,Water,Non_Water,Water,Grassland
922,Water,NULL,Water,Water,Water,NULL
923,Water,NULL,Water,Water,Water,Grassland
924,Water,NULL,Water,Water,Water,Cropland
925,Water,NULL,Forest,NULL,Non_Wetland,NULL
926,Water,NULL,Forest,NULL,Non_Wetland,Grassland
927,Water,NULL,Forest,NULL,Non_Wetland,Forest
928,Water,NULL,Forest,Water,Non_Wetland,Cropland
929,Water,Cropland,NULL,NULL,Non_Wetland,Forest
930,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
931,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
932,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
933,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
934,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
935,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
936,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
937,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
938,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
939,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
940,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
941,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
942,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
943,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
944,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
945,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
946,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
947,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
948,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
949,Water,Cropland,Cropland,Water,Non_Wetland,Forest
950,Water,Cropland,Wetland,NULL,Wetland,Cropland
951,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
952,Water,Cropland,Wetland,Water,Wetland,Forest
953,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
954,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
955,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
956,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
957,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
958,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
959,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
960,Water,Bareland,Wetland,Water,Wetland,Bareland
961,Water,Bareland,Wetland,Water,Wetland,Water
962,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
963,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
964,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
965,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
966,Water,Bareland,Water,Non_Water,Water,Bareland
967,Water,Water,NULL,NULL,Non_Wetland,NULL
968,Water,Water,NULL,NULL,Non_Wetland,Grassland
969,Water,Water,NULL,NULL,Non_Wetland,Cropland
970,Water,Water,NULL,NULL,Non_Wetland,Wetland
971,Water,Water,NULL,NULL,Non_Wetland,Bareland
972,Water,Water,NULL,NULL,Non_Wetland,Water
973,Water,Water,NULL,NULL,Non_Wetland,Forest
974,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
975,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
976,Water,Water,NULL,Non_Water,Non_Wetland,Water
977,Water,Water,NULL,Non_Water,Non_Wetland,Forest
978,Water,Water,NULL,Water,Non_Wetland,Cropland
979,Water,Water,NULL,Water,Non_Wetland,Wetland
980,Water,Water,NULL,Water,Non_Wetland,Bareland
981,Water,Water,NULL,Water,Non_Wetland,Water
982,Water,Water,NULL,Water,Non_Wetland,Forest
983,Water,Water,Shrubland,NULL,Non_Wetland,NULL
984,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
985,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
986,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
987,Water,Water,Shrubland,NULL,Non_Wetland,Water
988,Water,Water,Shrubland,NULL,Non_Wetland,Forest
989,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
990,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
991,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
992,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
993,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
994,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
995,Water,Water,Shrubland,Water,Non_Wetland,NULL
996,Water,Water,Shrubland,Water,Non_Wetland,Grassland
997,Water,Water,Shrubland,Water,Non_Wetland,Cropland
998,Water,Water,Shrubland,Water,Non_Wetland,Wetland
999,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1000,Water,Water,Shrubland,Water,Non_Wetland,Water
1001,Water,Water,Shrubland,Water,Non_Wetland,Forest
1002,Water,Water,Grassland,NULL,Non_Wetland,NULL
1003,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1004,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1005,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1006,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1007,Water,Water,Grassland,NULL,Non_Wetland,Water
1008,Water,Water,Grassland,NULL,Non_Wetland,Forest
1009,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1010,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1011,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1012,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1013,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1014,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1015,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1016,Water,Water,Grassland,Water,Non_Wetland,NULL
1017,Water,Water,Grassland,Water,Non_Wetland,Grassland
1018,Water,Water,Grassland,Water,Non_Wetland,Cropland
1019,Water,Water,Grassland,Water,Non_Wetland,Wetland
1020,Water,Water,Grassland,Water,Non_Wetland,Bareland
1021,Water,Water,Grassland,Water,Non_Wetland,Water
1022,Water,Water,Grassland,Water,Non_Wetland,Forest
1023,Water,Water,Cropland,NULL,Non_Wetland,NULL
1024,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1025,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1026,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1027,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1028,Water,Water,Cropland,NULL,Non_Wetland,Water
1029,Water,Water,Cropland,NULL,Non_Wetland,Forest
1030,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1031,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1032,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1033,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1034,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1035,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1036,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1037,Water,Water,Cropland,Water,Non_Wetland,NULL
1038,Water,Water,Cropland,Water,Non_Wetland,Grassland
1039,Water,Water,Cropland,Water,Non_Wetland,Cropland
1040,Water,Water,Cropland,Water,Non_Wetland,Wetland
1041,Water,Water,Cropland,Water,Non_Wetland,Bareland
1042,Water,Water,Cropland,Water,Non_Wetland,Water
1043,Water,Water,Cropland,Water,Non_Wetland,Forest
1044,Water,Water,Wetland,NULL,Wetland,NULL
1045,Water,Water,Wetland,NULL,Wetland,Grassland
1046,Water,Water,Wetland,NULL,Wetland,Cropland
1047,Water,Water,Wetland,NULL,Wetland,Wetland
1048,Water,Water,Wetland,NULL,Wetland,Bareland
1049,Water,Water,Wetland,NULL,Wetland,Water
1050,Water,Water,Wetland,NULL,Wetland,Forest
1051,Water,Water,Wetland,Non_Water,Wetland,Grassland
1052,Water,Water,Wetland,Non_Water,Wetland,Cropland
1053,Water,Water,Wetland,Non_Water,Wetland,Wetland
1054,Water,Water,Wetland,Non_Water,Wetland,Bareland
1055,Water,Water,Wetland,Non_Water,Wetland,Water
1056,Water,Water,Wetland,Non_Water,Wetland,Forest
1057,Water,Water,Wetland,Water,Wetland,NULL
1058,Water,Water,Wetland,Water,Wetland,Grassland
1059,Water,Water,Wetland,Water,Wetland,Cropland
1060,Water,Water,Wetland,Water,Wetland,Wetland
1061,Water,Water,Wetland,Water,Wetland,Bareland
1062,Water,Water,Wetland,Water,Wetland,Water
1063,Water,Water,Wetland,Water,Wetland,Forest
1064,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1065,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1066,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1067,Water,Water,Bareland,NULL,Non_Wetland,NULL
1068,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1069,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1070,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1071,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1072,Water,Water,Bareland,NULL,Non_Wetland,Water
1073,Water,Water,Bareland,NULL,Non_Wetland,Forest
1074,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1075,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1076,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1077,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1078,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1079,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1080,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1081,Water,Water,Bareland,Water,Non_Wetland,NULL
1082,Water,Water,Bareland,Water,Non_Wetland,Grassland
1083,Water,Water,Bareland,Water,Non_Wetland,Cropland
1084,Water,Water,Bareland,Water,Non_Wetland,Wetland
1085,Water,Water,Bareland,Water,Non_Wetland,Bareland
1086,Water,Water,Bareland,Water,Non_Wetland,Water
1087,Water,Water,Bareland,Water,Non_Wetland,Forest
1088,Water,Water,Built-up,NULL,Non_Wetland,NULL
1089,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1090,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1091,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1092,Water,Water,Built-up,NULL,Non_Wetland,Water
1093,Water,Water,Built-up,NULL,Non_Wetland,Forest
1094,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1095,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1096,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1097,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1098,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1099,Water,Water,Built-up,Water,Non_Wetland,Grassland
1100,Water,Water,Built-up,Water,Non_Wetland,Cropland
1101,Water,Water,Built-up,Water,Non_Wetland,Bareland
1102,Water,Water,Built-up,Water,Non_Wetland,Water
1103,Water,Water,Built-up,Water,Non_Wetland,Forest
1104,Water,Water,Water,NULL,Water,NULL
1105,Water,Water,Water,NULL,Water,Grassland
1106,Water,Water,Water,NULL,Water,Cropland
1107,Water,Water,Water,NULL,Water,Wetland
1108,Water,Water,Water,NULL,Water,Bareland
1109,Water,Water,Water,NULL,Water,Water
1110,Water,Water,Water,NULL,Water,Forest
1111,Water,Water,Water,Non_Water,Water,Grassland
1112,Water,Water,Water,Non_Water,Water,Cropland
1113,Water,Water,Water,Non_Water,Water,Wetland
1114,Water,Water,Water,Non_Water,Water,Bareland
1115,Water,Water,Water,Non_Water,Water,Water
1116,Water,Water,Water,Non_Water,Water,Forest
1117,Water,Water,Water,Water,Water,NULL
1118,Water,Water,Water,Water,Water,Grassland
1119,Water,Water,Water,Water,Water,Cropland
1120,Water,Water,Water,Water,Water,Wetland
1121,Water,Water,Water,Water,Water,Bareland
1122,Water,Water,Water,Water,Water,Water
1123,Water,Water,Water,Water,Water,Forest
1124,Water,Water,Forest,NULL,Non_Wetland,NULL
1125,Water,Water,Forest,NULL,Non_Wetland,Grassland
1126,Water,Water,Forest,NULL,Non_Wetland,Cropland
1127,Water,Water,Forest,NULL,Non_Wetland,Wetland
1128,Water,Water,Forest,NULL,Non_Wetland,Bareland
1129,Water,Water,Forest,NULL,Non_Wetland,Water
1130,Water,Water,Forest,NULL,Non_Wetland,Forest
1131,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1132,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1133,Water,Water,Forest,Non_Water,Non_Wetland,Water
1134,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1135,Water,Water,Forest,Water,Non_Wetland,NULL
1136,Water,Water,Forest,Water,Non_Wetland,Grassland
1137,Water,Water,Forest,Water,Non_Wetland,Cropland
1138,Water,Water,Forest,Water,Non_Wetland,Wetland
1139,Water,Water,Forest,Water,Non_Wetland,Water
1140,Water,Water,Forest,Water,Non_Wetland,Forest
1141,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1142,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1143,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1144,Water,Forest,Bareland,Water,Non_Wetland,Forest
1145,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1146,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1147,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1148,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1149,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1159,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1160,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1161,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1162,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1163,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1164,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1165,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1166,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1167,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1168,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1169,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1170,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1171,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1172,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1173,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1174,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1175,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1176,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1177,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1178,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1179,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1180,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1181,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1182,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1183,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1184,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1185,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1186,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1187,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1188,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1189,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1190,Forest,NULL,Wetland,NULL,Wetland,NULL
1191,Forest,NULL,Wetland,NULL,Wetland,Forest
1192,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1193,Forest,NULL,Wetland,Water,Wetland,NULL
1194,Forest,NULL,Wetland,Water,Wetland,Grassland
1195,Forest,NULL,Wetland,Water,Wetland,Cropland
1196,Forest,NULL,Wetland,Water,Wetland,Forest
1197,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1198,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1199,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1200,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1201,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1202,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1203,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1204,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1205,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1206,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1207,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1208,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1209,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1210,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1211,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1212,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1213,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1214,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1215,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1216,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1217,Forest,NULL,Water,NULL,Water,Cropland
1218,Forest,NULL,Water,Water,Water,Forest
1219,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1220,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1221,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1222,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1223,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1224,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1225,Forest,NULL,Forest,Water,Non_Wetland,NULL
1226,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1227,Forest,NULL,Forest,Water,Non_Wetland,Forest
1228,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1229,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1230,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1231,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1235,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1236,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1237,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1238,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1239,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1240,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1241,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1242,Forest,Cropland,Grassland,Water,Non_Wetland,NULL
1243,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1244,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1245,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
1246,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1247,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1248,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1249,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1250,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1251,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1252,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1253,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1254,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1255,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1256,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1257,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1258,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1259,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1260,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1261,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1262,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1265,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1266,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1267,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1268,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1269,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1270,Forest,Water,NULL,NULL,Non_Wetland,Forest
1271,Forest,Water,NULL,Water,Non_Wetland,Forest
1272,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1273,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1274,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1275,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1276,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1277,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1278,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1279,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1280,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1281,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1282,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1283,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1284,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1285,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1286,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1287,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1288,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1289,Forest,Water,Cropland,Water,Non_Wetland,NULL
1290,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1291,Forest,Water,Cropland,Water,Non_Wetland,Forest
1292,Forest,Water,Wetland,NULL,Wetland,Forest
1293,Forest,Water,Wetland,Water,Wetland,Cropland
