Value,AFRICA_2024_DynamicWorld_2024_37PDR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,AFRICA_2024_WorldCover_2021_37PDR_M_R
845,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
846,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
847,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
848,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
849,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
850,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
851,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
852,Bareland,Cropland,Wetland,Water,Wetland,Cropland
853,Bareland,Cropland,Wetland,Water,Wetland,Bareland
854,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
855,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
856,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
857,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
858,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
859,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
860,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
861,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
862,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
863,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
864,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
865,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
866,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
867,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
868,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
869,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
870,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
871,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
872,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
873,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
874,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
875,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
876,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
877,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
878,Bareland,Cropland,Water,Water,Water,Bareland
879,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
880,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
881,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
882,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
883,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
884,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
885,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
886,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
887,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
888,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
889,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
890,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
891,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
892,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
893,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
894,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up
895,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
896,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
897,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
898,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
899,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
900,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
901,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
902,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
903,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
904,Bareland,Bareland,Wetland,Water,Wetland,Cropland
905,Bareland,Bareland,Wetland,Water,Wetland,Bareland
906,Bareland,Bareland,Wetland,Water,Wetland,Water
907,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
908,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
909,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
910,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
911,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
912,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
913,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
914,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
915,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
916,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
917,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
918,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
919,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
920,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
921,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
922,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
923,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
924,Bareland,Bareland,Forest,Water,Non_Wetland,Water
925,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
926,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
927,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
928,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
929,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
930,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
931,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
932,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
933,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
934,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
935,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
936,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
937,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
938,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
939,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
940,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
941,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
942,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
943,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
944,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
945,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
946,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
947,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
948,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
949,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
950,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
952,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
953,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
954,Bareland,Water,NULL,NULL,Non_Wetland,NULL
955,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
956,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
957,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
958,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
959,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
960,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
961,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
962,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
963,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
964,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
965,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
966,Bareland,Water,Shrubland,Water,Non_Wetland,Water
967,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
968,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
969,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
970,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
971,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
972,Bareland,Water,Grassland,NULL,Non_Wetland,Water
973,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
974,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
975,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
976,Bareland,Water,Grassland,Water,Non_Wetland,NULL
977,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
978,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
979,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
980,Bareland,Water,Grassland,Water,Non_Wetland,Water
981,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
982,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
983,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
984,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
985,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
986,Bareland,Water,Cropland,NULL,Non_Wetland,Water
987,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
988,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
989,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
990,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
991,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
992,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
993,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
994,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
995,Bareland,Water,Cropland,Water,Non_Wetland,Water
996,Bareland,Water,Wetland,NULL,Wetland,Bareland
997,Bareland,Water,Wetland,NULL,Wetland,Water
998,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
999,Bareland,Water,Wetland,Water,Wetland,Grassland
1000,Bareland,Water,Wetland,Water,Wetland,Cropland
1001,Bareland,Water,Wetland,Water,Wetland,Bareland
1002,Bareland,Water,Wetland,Water,Wetland,Water
1003,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1004,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1005,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1006,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1007,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1008,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1009,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1010,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1011,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1012,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1013,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1014,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1015,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1016,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1017,Bareland,Water,Bareland,Water,Non_Wetland,Water
1018,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1019,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1020,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1021,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1022,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
1023,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1024,Bareland,Water,Built-up,Water,Non_Wetland,Water
1025,Bareland,Water,Water,NULL,Water,Bareland
1026,Bareland,Water,Water,Non_Water,Water,Bareland
1027,Bareland,Water,Water,Water,Water,Bareland
1028,Bareland,Water,Water,Water,Water,Water
1029,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1030,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1031,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1032,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1033,Bareland,Water,Forest,Water,Non_Wetland,Water
1034,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1035,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1036,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1037,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1038,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1039,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1040,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1041,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1042,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1043,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1044,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1045,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1046,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1047,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1048,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1049,Bareland,Forest,Water,NULL,Water,Cropland
1050,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1051,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1052,Water,NULL,NULL,NULL,Non_Wetland,NULL
1053,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1054,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1055,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1056,Water,NULL,NULL,NULL,Non_Wetland,Water
1057,Water,NULL,NULL,NULL,Non_Wetland,Forest
1058,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1059,Water,NULL,NULL,Water,Non_Wetland,Grassland
1060,Water,NULL,NULL,Water,Non_Wetland,Bareland
1061,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1062,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1063,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1064,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1065,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1066,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1067,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1068,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1069,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1070,Water,NULL,Shrubland,Water,Non_Wetland,Water
1071,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1072,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1073,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1074,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1075,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1076,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1077,Water,NULL,Grassland,NULL,Non_Wetland,Water
1078,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1079,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1080,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1081,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1082,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1083,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1084,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1085,Water,NULL,Grassland,Water,Non_Wetland,Water
1086,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1087,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1088,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1089,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1090,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1091,Water,NULL,Cropland,NULL,Non_Wetland,Water
1092,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1093,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1094,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1095,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1096,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1097,Water,NULL,Cropland,Water,Non_Wetland,NULL
1098,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1099,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1100,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1101,Water,NULL,Cropland,Water,Non_Wetland,Water
1102,Water,NULL,Cropland,Water,Non_Wetland,Forest
1103,Water,NULL,Wetland,NULL,Wetland,Cropland
1104,Water,NULL,Wetland,NULL,Wetland,Water
1105,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1106,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1107,Water,NULL,Wetland,Water,Wetland,Cropland
1108,Water,NULL,Wetland,Water,Wetland,Bareland
1109,Water,NULL,Wetland,Water,Wetland,Water
1110,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1111,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1112,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1113,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1114,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1115,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1116,Water,NULL,Bareland,NULL,Non_Wetland,Water
1117,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1118,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1119,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1120,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1121,Water,NULL,Bareland,Water,Non_Wetland,NULL
1122,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1123,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1124,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1125,Water,NULL,Bareland,Water,Non_Wetland,Water
1126,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1127,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1128,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1129,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1130,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1131,Water,NULL,Built-up,NULL,Non_Wetland,Water
1132,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1133,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1134,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1135,Water,NULL,Water,NULL,Water,NULL
1136,Water,NULL,Water,NULL,Water,Grassland
1137,Water,NULL,Water,NULL,Water,Cropland
1138,Water,NULL,Water,NULL,Water,Water
1139,Water,NULL,Water,NULL,Water,Forest
1140,Water,NULL,Water,Water,Water,NULL
1141,Water,NULL,Water,Water,Water,Grassland
1142,Water,NULL,Water,Water,Water,Cropland
1143,Water,NULL,Water,Water,Water,Bareland
1144,Water,NULL,Water,Water,Water,Forest
1145,Water,NULL,Forest,NULL,Non_Wetland,NULL
1146,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1147,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1148,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1149,Water,NULL,Forest,NULL,Non_Wetland,Water
1150,Water,NULL,Forest,NULL,Non_Wetland,Forest
1151,Water,NULL,Forest,Water,Non_Wetland,NULL
1152,Water,NULL,Forest,Water,Non_Wetland,Grassland
1153,Water,NULL,Forest,Water,Non_Wetland,Cropland
1154,Water,NULL,Forest,Water,Non_Wetland,Bareland
1155,Water,NULL,Forest,Water,Non_Wetland,Water
1156,Water,NULL,Forest,Water,Non_Wetland,Forest
1157,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1158,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1159,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1160,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1161,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1162,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1163,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1164,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1165,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1166,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1167,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1168,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1169,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1170,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1171,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1172,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1173,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1174,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1175,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1176,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1177,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1178,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1179,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1180,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1181,Water,Cropland,Cropland,Water,Non_Wetland,Water
1182,Water,Cropland,Wetland,NULL,Wetland,Cropland
1183,Water,Cropland,Wetland,Water,Wetland,Cropland
1184,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1185,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1186,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1187,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1188,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1189,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1190,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1191,Water,Cropland,Bareland,Water,Non_Wetland,Water
1192,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1193,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1194,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1195,Water,Cropland,Water,Water,Water,Cropland
1196,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1197,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1198,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1199,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1200,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1201,Water,Wetland,Wetland,Water,Wetland,Water
1202,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1203,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1204,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1205,Water,Bareland,Grassland,Water,Non_Wetland,Water
1206,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1207,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1208,Water,Bareland,Wetland,Water,Wetland,Water
1209,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1210,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1211,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1212,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1213,Water,Bareland,Bareland,Water,Non_Wetland,Water
1214,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1215,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1216,Water,Bareland,Water,Water,Water,Water
1217,Water,Bareland,Forest,Water,Non_Wetland,Water
1218,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1219,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1220,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1221,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1222,Water,Built-up,Wetland,Water,Wetland,Bareland
1223,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1224,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1225,Water,Built-up,Bareland,Water,Non_Wetland,Water
1226,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1227,Water,Water,NULL,NULL,Non_Wetland,NULL
1228,Water,Water,NULL,NULL,Non_Wetland,Grassland
1229,Water,Water,NULL,NULL,Non_Wetland,Cropland
1230,Water,Water,NULL,NULL,Non_Wetland,Bareland
1231,Water,Water,NULL,NULL,Non_Wetland,Water
1232,Water,Water,NULL,NULL,Non_Wetland,Forest
1233,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1234,Water,Water,NULL,Non_Water,Non_Wetland,Water
1235,Water,Water,NULL,Water,Non_Wetland,NULL
1236,Water,Water,NULL,Water,Non_Wetland,Grassland
1237,Water,Water,NULL,Water,Non_Wetland,Cropland
1238,Water,Water,NULL,Water,Non_Wetland,Water
1239,Water,Water,NULL,Water,Non_Wetland,Forest
1240,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1241,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1242,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1243,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1244,Water,Water,Shrubland,NULL,Non_Wetland,Water
1245,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1246,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1247,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1248,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1249,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1250,Water,Water,Shrubland,Water,Non_Wetland,NULL
1251,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1252,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1253,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1254,Water,Water,Shrubland,Water,Non_Wetland,Water
1255,Water,Water,Grassland,NULL,Non_Wetland,NULL
1256,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1257,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1258,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1259,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1260,Water,Water,Grassland,NULL,Non_Wetland,Water
1261,Water,Water,Grassland,NULL,Non_Wetland,Forest
1262,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1263,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1264,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1265,Water,Water,Grassland,Water,Non_Wetland,NULL
1266,Water,Water,Grassland,Water,Non_Wetland,Grassland
1267,Water,Water,Grassland,Water,Non_Wetland,Cropland
1268,Water,Water,Grassland,Water,Non_Wetland,Bareland
1269,Water,Water,Grassland,Water,Non_Wetland,Water
1270,Water,Water,Grassland,Water,Non_Wetland,Forest
1271,Water,Water,Cropland,NULL,Non_Wetland,NULL
1272,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1273,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1274,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1275,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1276,Water,Water,Cropland,NULL,Non_Wetland,Water
1277,Water,Water,Cropland,NULL,Non_Wetland,Forest
1278,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
