Value,AFRICA_2024_DynamicWorld_2024_37NFG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFG_M_R,AFRICA_2024_GSW_Yearly_2021_37NFG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFG_M_R,AFRICA_2024_WorldCover_2021_37NFG_M_R
865,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
866,Water,Water,Grassland,Non_Water,Non_Wetland,Water
867,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
868,Water,Water,Grassland,Water,Non_Wetland,NULL
869,Water,Water,Grassland,Water,Non_Wetland,Grassland
870,Water,Water,Grassland,Water,Non_Wetland,Cropland
871,Water,Water,Grassland,Water,Non_Wetland,Bareland
872,Water,Water,Grassland,Water,Non_Wetland,Water
873,Water,Water,Grassland,Water,Non_Wetland,Forest
874,Water,Water,Cropland,NULL,Non_Wetland,NULL
875,Water,Water,Cropland,NULL,Non_Wetland,Grassland
876,Water,Water,Cropland,NULL,Non_Wetland,Cropland
877,Water,Water,Cropland,NULL,Non_Wetland,Bareland
878,Water,Water,Cropland,NULL,Non_Wetland,Water
879,Water,Water,Cropland,NULL,Non_Wetland,Forest
880,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
881,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
882,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
883,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
884,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
885,Water,Water,Cropland,Non_Water,Non_Wetland,Water
886,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
887,Water,Water,Cropland,Water,Non_Wetland,NULL
888,Water,Water,Cropland,Water,Non_Wetland,Grassland
889,Water,Water,Cropland,Water,Non_Wetland,Cropland
890,Water,Water,Cropland,Water,Non_Wetland,Wetland
891,Water,Water,Cropland,Water,Non_Wetland,Bareland
892,Water,Water,Cropland,Water,Non_Wetland,Water
893,Water,Water,Cropland,Water,Non_Wetland,Forest
894,Water,Water,Wetland,NULL,Wetland,NULL
895,Water,Water,Wetland,NULL,Wetland,Grassland
896,Water,Water,Wetland,NULL,Wetland,Cropland
897,Water,Water,Wetland,NULL,Wetland,Wetland
898,Water,Water,Wetland,NULL,Wetland,Bareland
899,Water,Water,Wetland,NULL,Wetland,Water
900,Water,Water,Wetland,NULL,Wetland,Forest
901,Water,Water,Wetland,Non_Water,Wetland,NULL
902,Water,Water,Wetland,Non_Water,Wetland,Grassland
903,Water,Water,Wetland,Non_Water,Wetland,Cropland
904,Water,Water,Wetland,Non_Water,Wetland,Wetland
905,Water,Water,Wetland,Non_Water,Wetland,Bareland
906,Water,Water,Wetland,Non_Water,Wetland,Water
907,Water,Water,Wetland,Non_Water,Wetland,Forest
908,Water,Water,Wetland,Water,Wetland,NULL
909,Water,Water,Wetland,Water,Wetland,Grassland
910,Water,Water,Wetland,Water,Wetland,Cropland
911,Water,Water,Wetland,Water,Wetland,Wetland
912,Water,Water,Wetland,Water,Wetland,Bareland
913,Water,Water,Wetland,Water,Wetland,Water
914,Water,Water,Wetland,Water,Wetland,Forest
915,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
916,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
917,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
918,Water,Water,Bareland,NULL,Non_Wetland,NULL
919,Water,Water,Bareland,NULL,Non_Wetland,Grassland
920,Water,Water,Bareland,NULL,Non_Wetland,Cropland
921,Water,Water,Bareland,NULL,Non_Wetland,Wetland
922,Water,Water,Bareland,NULL,Non_Wetland,Bareland
923,Water,Water,Bareland,NULL,Non_Wetland,Water
924,Water,Water,Bareland,NULL,Non_Wetland,Forest
925,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
926,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
927,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
928,Water,Water,Bareland,Non_Water,Non_Wetland,Water
929,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
930,Water,Water,Bareland,Water,Non_Wetland,NULL
931,Water,Water,Bareland,Water,Non_Wetland,Grassland
932,Water,Water,Bareland,Water,Non_Wetland,Cropland
933,Water,Water,Bareland,Water,Non_Wetland,Wetland
934,Water,Water,Bareland,Water,Non_Wetland,Bareland
935,Water,Water,Bareland,Water,Non_Wetland,Water
936,Water,Water,Bareland,Water,Non_Wetland,Forest
937,Water,Water,Built-up,NULL,Non_Wetland,NULL
938,Water,Water,Built-up,NULL,Non_Wetland,Grassland
939,Water,Water,Built-up,NULL,Non_Wetland,Bareland
940,Water,Water,Built-up,NULL,Non_Wetland,Water
941,Water,Water,Built-up,NULL,Non_Wetland,Forest
942,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
943,Water,Water,Built-up,Non_Water,Non_Wetland,Water
944,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
945,Water,Water,Built-up,Water,Non_Wetland,Grassland
946,Water,Water,Built-up,Water,Non_Wetland,Bareland
947,Water,Water,Built-up,Water,Non_Wetland,Water
948,Water,Water,Built-up,Water,Non_Wetland,Forest
949,Water,Water,Water,NULL,Water,NULL
950,Water,Water,Water,NULL,Water,Grassland
951,Water,Water,Water,NULL,Water,Cropland
952,Water,Water,Water,NULL,Water,Wetland
953,Water,Water,Water,NULL,Water,Bareland
954,Water,Water,Water,NULL,Water,Water
955,Water,Water,Water,NULL,Water,Forest
956,Water,Water,Water,Non_Water,Water,Grassland
957,Water,Water,Water,Non_Water,Water,Bareland
958,Water,Water,Water,Non_Water,Water,Water
959,Water,Water,Water,Non_Water,Water,Forest
960,Water,Water,Water,Water,Water,NULL
961,Water,Water,Water,Water,Water,Grassland
962,Water,Water,Water,Water,Water,Cropland
963,Water,Water,Water,Water,Water,Wetland
964,Water,Water,Water,Water,Water,Bareland
965,Water,Water,Water,Water,Water,Water
966,Water,Water,Water,Water,Water,Forest
967,Water,Water,Forest,NULL,Non_Wetland,NULL
968,Water,Water,Forest,NULL,Non_Wetland,Grassland
969,Water,Water,Forest,NULL,Non_Wetland,Cropland
970,Water,Water,Forest,NULL,Non_Wetland,Wetland
971,Water,Water,Forest,NULL,Non_Wetland,Bareland
972,Water,Water,Forest,NULL,Non_Wetland,Water
973,Water,Water,Forest,NULL,Non_Wetland,Forest
974,Water,Water,Forest,Non_Water,Non_Wetland,NULL
975,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
976,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
977,Water,Water,Forest,Non_Water,Non_Wetland,Water
978,Water,Water,Forest,Non_Water,Non_Wetland,Forest
979,Water,Water,Forest,Water,Non_Wetland,NULL
980,Water,Water,Forest,Water,Non_Wetland,Grassland
981,Water,Water,Forest,Water,Non_Wetland,Cropland
982,Water,Water,Forest,Water,Non_Wetland,Wetland
983,Water,Water,Forest,Water,Non_Wetland,Bareland
984,Water,Water,Forest,Water,Non_Wetland,Water
985,Water,Water,Forest,Water,Non_Wetland,Forest
986,Water,Forest,NULL,NULL,Non_Wetland,Forest
987,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
988,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
989,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
990,Water,Forest,Shrubland,Water,Non_Wetland,NULL
991,Water,Forest,Cropland,NULL,Non_Wetland,NULL
992,Water,Forest,Wetland,NULL,Wetland,Forest
993,Water,Forest,Bareland,NULL,Non_Wetland,Forest
994,Water,Forest,Forest,NULL,Non_Wetland,Forest
995,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
996,Forest,NULL,NULL,NULL,Non_Wetland,NULL
997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
998,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
999,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1000,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1001,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1002,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1003,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1004,Forest,NULL,NULL,Water,Non_Wetland,NULL
1005,Forest,NULL,NULL,Water,Non_Wetland,Forest
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1015,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1016,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1017,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1019,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1020,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1021,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1022,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1023,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1024,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1025,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1027,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1028,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1029,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1030,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1031,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1032,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1033,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1034,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1035,Forest,NULL,Wetland,NULL,Wetland,NULL
1036,Forest,NULL,Wetland,NULL,Wetland,Forest
1037,Forest,NULL,Wetland,Water,Wetland,Grassland
1038,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1039,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1040,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1041,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1042,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1043,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1044,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1045,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1046,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1047,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1048,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1049,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1050,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1051,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1052,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1053,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
1054,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1055,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1056,Forest,NULL,Water,NULL,Water,Forest
1057,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1058,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1059,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1060,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1061,Forest,NULL,Forest,NULL,Non_Wetland,Water
1062,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1063,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1064,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1065,Forest,NULL,Forest,Water,Non_Wetland,NULL
1066,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1067,Forest,NULL,Forest,Water,Non_Wetland,Forest
1068,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1069,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1070,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1071,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1072,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1073,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1074,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1075,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1076,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1077,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1078,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1079,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1080,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1081,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1082,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1083,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1084,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1085,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1089,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1090,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1091,Forest,Water,NULL,NULL,Non_Wetland,NULL
1092,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1093,Forest,Water,NULL,NULL,Non_Wetland,Forest
1094,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1095,Forest,Water,NULL,Water,Non_Wetland,Forest
1096,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1097,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1098,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1099,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1100,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1101,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1102,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1103,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1104,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1105,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1106,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1107,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1108,Forest,Water,Grassland,Water,Non_Wetland,Forest
1109,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1110,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1111,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1112,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
1113,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1114,Forest,Water,Cropland,Water,Non_Wetland,Forest
1115,Forest,Water,Wetland,NULL,Wetland,Forest
1116,Forest,Water,Wetland,Water,Wetland,Forest
1117,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1118,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1119,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1120,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1121,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1122,Forest,Water,Bareland,Water,Non_Wetland,NULL
1123,Forest,Water,Bareland,Water,Non_Wetland,Forest
1124,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1125,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1126,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1127,Forest,Water,Built-up,Water,Non_Wetland,Forest
1128,Forest,Water,Water,NULL,Water,Forest
1129,Forest,Water,Water,Water,Water,Forest
1130,Forest,Water,Forest,NULL,Non_Wetland,NULL
1131,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1132,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1133,Forest,Water,Forest,NULL,Non_Wetland,Water
1134,Forest,Water,Forest,NULL,Non_Wetland,Forest
1135,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1136,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1137,Forest,Water,Forest,Water,Non_Wetland,Forest
1138,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1140,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1141,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1142,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1143,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1144,Forest,Forest,NULL,Water,Non_Wetland,Forest
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1153,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1154,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1155,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1156,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1157,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1158,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1159,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1160,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1163,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1164,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1165,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1166,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1167,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1168,Forest,Forest,Wetland,NULL,Wetland,Forest
1169,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1170,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1171,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1172,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1173,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1174,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1175,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1176,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1177,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1178,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1179,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1180,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1181,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1182,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1183,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1184,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1185,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1186,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1187,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1188,Forest,Forest,Forest,Water,Non_Wetland,NULL
1189,Forest,Forest,Forest,Water,Non_Wetland,Forest
