Value,AFRICA_2024_DynamicWorld_2024_36PYT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYT_M_R,AFRICA_2024_GSW_Yearly_2021_36PYT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYT_M_R,AFRICA_2024_WorldCover_2021_36PYT_M_R
867,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
868,Water,Water,Grassland,Water,Non_Wetland,Grassland
869,Water,Water,Grassland,Water,Non_Wetland,Cropland
870,Water,Water,Grassland,Water,Non_Wetland,Wetland
871,Water,Water,Grassland,Water,Non_Wetland,Bareland
872,Water,Water,Grassland,Water,Non_Wetland,Water
873,Water,Water,Grassland,Water,Non_Wetland,Forest
874,Water,Water,Cropland,NULL,Non_Wetland,NULL
875,Water,Water,Cropland,NULL,Non_Wetland,Grassland
876,Water,Water,Cropland,NULL,Non_Wetland,Cropland
877,Water,Water,Cropland,NULL,Non_Wetland,Wetland
878,Water,Water,Cropland,NULL,Non_Wetland,Bareland
879,Water,Water,Cropland,NULL,Non_Wetland,Built-up
880,Water,Water,Cropland,NULL,Non_Wetland,Water
881,Water,Water,Cropland,NULL,Non_Wetland,Forest
882,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
883,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
884,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
885,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
886,Water,Water,Cropland,Non_Water,Non_Wetland,Water
887,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
888,Water,Water,Cropland,Water,Non_Wetland,NULL
889,Water,Water,Cropland,Water,Non_Wetland,Grassland
890,Water,Water,Cropland,Water,Non_Wetland,Cropland
891,Water,Water,Cropland,Water,Non_Wetland,Wetland
892,Water,Water,Cropland,Water,Non_Wetland,Bareland
893,Water,Water,Cropland,Water,Non_Wetland,Water
894,Water,Water,Cropland,Water,Non_Wetland,Forest
895,Water,Water,Wetland,NULL,Wetland,NULL
896,Water,Water,Wetland,NULL,Wetland,Grassland
897,Water,Water,Wetland,NULL,Wetland,Cropland
898,Water,Water,Wetland,NULL,Wetland,Wetland
899,Water,Water,Wetland,NULL,Wetland,Bareland
900,Water,Water,Wetland,NULL,Wetland,Water
901,Water,Water,Wetland,NULL,Wetland,Forest
902,Water,Water,Wetland,Non_Water,Wetland,NULL
903,Water,Water,Wetland,Non_Water,Wetland,Grassland
904,Water,Water,Wetland,Non_Water,Wetland,Wetland
905,Water,Water,Wetland,Non_Water,Wetland,Bareland
906,Water,Water,Wetland,Non_Water,Wetland,Water
907,Water,Water,Wetland,Non_Water,Wetland,Forest
908,Water,Water,Wetland,Water,Wetland,NULL
909,Water,Water,Wetland,Water,Wetland,Grassland
910,Water,Water,Wetland,Water,Wetland,Cropland
911,Water,Water,Wetland,Water,Wetland,Wetland
912,Water,Water,Wetland,Water,Wetland,Bareland
913,Water,Water,Wetland,Water,Wetland,Water
914,Water,Water,Wetland,Water,Wetland,Forest
915,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
916,Water,Water,Bareland,NULL,Non_Wetland,NULL
917,Water,Water,Bareland,NULL,Non_Wetland,Grassland
918,Water,Water,Bareland,NULL,Non_Wetland,Cropland
919,Water,Water,Bareland,NULL,Non_Wetland,Wetland
920,Water,Water,Bareland,NULL,Non_Wetland,Bareland
921,Water,Water,Bareland,NULL,Non_Wetland,Built-up
922,Water,Water,Bareland,NULL,Non_Wetland,Water
923,Water,Water,Bareland,NULL,Non_Wetland,Forest
924,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
925,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
926,Water,Water,Bareland,Non_Water,Non_Wetland,Water
927,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
928,Water,Water,Bareland,Water,Non_Wetland,NULL
929,Water,Water,Bareland,Water,Non_Wetland,Grassland
930,Water,Water,Bareland,Water,Non_Wetland,Cropland
931,Water,Water,Bareland,Water,Non_Wetland,Wetland
932,Water,Water,Bareland,Water,Non_Wetland,Bareland
933,Water,Water,Bareland,Water,Non_Wetland,Built-up
934,Water,Water,Bareland,Water,Non_Wetland,Water
935,Water,Water,Bareland,Water,Non_Wetland,Forest
936,Water,Water,Built-up,NULL,Non_Wetland,NULL
937,Water,Water,Built-up,NULL,Non_Wetland,Grassland
938,Water,Water,Built-up,NULL,Non_Wetland,Cropland
939,Water,Water,Built-up,NULL,Non_Wetland,Bareland
940,Water,Water,Built-up,NULL,Non_Wetland,Built-up
941,Water,Water,Built-up,NULL,Non_Wetland,Water
942,Water,Water,Built-up,NULL,Non_Wetland,Forest
943,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
944,Water,Water,Built-up,Water,Non_Wetland,NULL
945,Water,Water,Built-up,Water,Non_Wetland,Grassland
946,Water,Water,Built-up,Water,Non_Wetland,Cropland
947,Water,Water,Built-up,Water,Non_Wetland,Wetland
948,Water,Water,Built-up,Water,Non_Wetland,Bareland
949,Water,Water,Built-up,Water,Non_Wetland,Water
950,Water,Water,Built-up,Water,Non_Wetland,Forest
951,Water,Water,Water,NULL,Water,Grassland
952,Water,Water,Water,NULL,Water,Cropland
953,Water,Water,Water,NULL,Water,Wetland
954,Water,Water,Water,NULL,Water,Bareland
955,Water,Water,Water,NULL,Water,Water
956,Water,Water,Water,NULL,Water,Forest
957,Water,Water,Water,Non_Water,Water,Cropland
958,Water,Water,Water,Non_Water,Water,Wetland
959,Water,Water,Water,Non_Water,Water,Bareland
960,Water,Water,Water,Non_Water,Water,Water
961,Water,Water,Water,Non_Water,Water,Forest
962,Water,Water,Water,Water,Water,NULL
963,Water,Water,Water,Water,Water,Grassland
964,Water,Water,Water,Water,Water,Cropland
965,Water,Water,Water,Water,Water,Wetland
966,Water,Water,Water,Water,Water,Bareland
967,Water,Water,Water,Water,Water,Water
968,Water,Water,Water,Water,Water,Forest
969,Water,Water,Forest,NULL,Non_Wetland,NULL
970,Water,Water,Forest,NULL,Non_Wetland,Grassland
971,Water,Water,Forest,NULL,Non_Wetland,Cropland
972,Water,Water,Forest,NULL,Non_Wetland,Wetland
973,Water,Water,Forest,NULL,Non_Wetland,Bareland
974,Water,Water,Forest,NULL,Non_Wetland,Water
975,Water,Water,Forest,NULL,Non_Wetland,Forest
976,Water,Water,Forest,Non_Water,Non_Wetland,NULL
977,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
978,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
979,Water,Water,Forest,Non_Water,Non_Wetland,Water
980,Water,Water,Forest,Non_Water,Non_Wetland,Forest
981,Water,Water,Forest,Water,Non_Wetland,NULL
982,Water,Water,Forest,Water,Non_Wetland,Grassland
983,Water,Water,Forest,Water,Non_Wetland,Cropland
984,Water,Water,Forest,Water,Non_Wetland,Wetland
985,Water,Water,Forest,Water,Non_Wetland,Bareland
986,Water,Water,Forest,Water,Non_Wetland,Water
987,Water,Water,Forest,Water,Non_Wetland,Forest
988,Water,Forest,NULL,NULL,Non_Wetland,NULL
989,Water,Forest,NULL,NULL,Non_Wetland,Forest
990,Water,Forest,NULL,Water,Non_Wetland,Forest
991,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
992,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
993,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
994,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
995,Water,Forest,Grassland,Water,Non_Wetland,Grassland
996,Water,Forest,Grassland,Water,Non_Wetland,Forest
997,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
998,Water,Forest,Cropland,NULL,Non_Wetland,Forest
999,Water,Forest,Wetland,NULL,Wetland,Forest
1000,Water,Forest,Wetland,Water,Wetland,Forest
1001,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1002,Water,Forest,Bareland,Water,Non_Wetland,Forest
1003,Water,Forest,Built-up,Water,Non_Wetland,Forest
1004,Water,Forest,Forest,NULL,Non_Wetland,NULL
1005,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1006,Water,Forest,Forest,NULL,Non_Wetland,Forest
1007,Water,Forest,Forest,Water,Non_Wetland,Forest
1008,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1009,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
1010,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
1011,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
1012,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1013,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1014,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1015,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1016,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1017,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1018,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1019,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1020,Forest,NULL,NULL,Water,Non_Wetland,NULL
1021,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1022,Forest,NULL,NULL,Water,Non_Wetland,Forest
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1028,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1030,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1031,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1032,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1033,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1034,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1035,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1036,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1037,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1038,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1039,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1040,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1041,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1042,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1046,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1047,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1048,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1049,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1050,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1051,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1052,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1053,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1054,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1055,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1057,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1058,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1059,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1060,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1061,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1062,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1063,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1064,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1065,Forest,NULL,Cropland,Water,Non_Wetland,Water
1066,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1067,Forest,NULL,Wetland,NULL,Wetland,NULL
1068,Forest,NULL,Wetland,NULL,Wetland,Grassland
1069,Forest,NULL,Wetland,NULL,Wetland,Cropland
1070,Forest,NULL,Wetland,NULL,Wetland,Forest
1071,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1072,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1073,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1074,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1075,Forest,NULL,Wetland,Water,Wetland,Grassland
1076,Forest,NULL,Wetland,Water,Wetland,Cropland
1077,Forest,NULL,Wetland,Water,Wetland,Wetland
1078,Forest,NULL,Wetland,Water,Wetland,Bareland
1079,Forest,NULL,Wetland,Water,Wetland,Water
1080,Forest,NULL,Wetland,Water,Wetland,Forest
1081,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1082,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1083,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1084,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1085,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1086,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1087,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1088,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1089,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1090,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1091,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1092,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1093,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1094,Forest,NULL,Water,NULL,Water,Forest
1095,Forest,NULL,Water,Water,Water,Wetland
1096,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1098,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1100,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1101,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1102,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1103,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1104,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1105,Forest,NULL,Forest,Water,Non_Wetland,NULL
1106,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1107,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1108,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1109,Forest,NULL,Forest,Water,Non_Wetland,Water
1110,Forest,NULL,Forest,Water,Non_Wetland,Forest
1111,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1112,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1116,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1117,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1118,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1119,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1120,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1121,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1122,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1123,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1124,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1125,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1126,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1127,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1128,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1129,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1130,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1131,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1132,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1133,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1134,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1135,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1136,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1137,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1138,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1139,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1140,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1141,Forest,Wetland,Wetland,NULL,Wetland,Forest
1142,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1143,Forest,Wetland,Wetland,Water,Wetland,Wetland
1144,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1145,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1146,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1147,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1148,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1149,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1150,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1151,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1152,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1153,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
1154,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1155,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1156,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1157,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1160,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1161,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1162,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1163,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1164,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
1165,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1166,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1167,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1168,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1169,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1170,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1171,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1172,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1173,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1174,Forest,Water,NULL,NULL,Non_Wetland,Forest
1175,Forest,Water,NULL,Water,Non_Wetland,Forest
1176,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1177,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1178,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1179,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1180,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1181,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1182,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1183,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1184,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1185,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1186,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1187,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1188,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1189,Forest,Water,Grassland,Water,Non_Wetland,Forest
1190,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1191,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1192,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1193,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1194,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1195,Forest,Water,Cropland,Water,Non_Wetland,Water
1196,Forest,Water,Cropland,Water,Non_Wetland,Forest
1197,Forest,Water,Wetland,NULL,Wetland,Forest
1198,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1199,Forest,Water,Wetland,Non_Water,Wetland,Forest
1200,Forest,Water,Wetland,Water,Wetland,Cropland
1201,Forest,Water,Wetland,Water,Wetland,Wetland
1202,Forest,Water,Wetland,Water,Wetland,Water
1203,Forest,Water,Wetland,Water,Wetland,Forest
1204,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1205,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1206,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1207,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1208,Forest,Water,Bareland,Water,Non_Wetland,Forest
1209,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1210,Forest,Water,Built-up,Water,Non_Wetland,Forest
1211,Forest,Water,Water,NULL,Water,Forest
1212,Forest,Water,Water,Water,Water,Forest
1213,Forest,Water,Forest,NULL,Non_Wetland,NULL
1214,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1215,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1216,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1217,Forest,Water,Forest,NULL,Non_Wetland,Forest
1218,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1219,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1220,Forest,Water,Forest,Water,Non_Wetland,NULL
1221,Forest,Water,Forest,Water,Non_Wetland,Forest
1222,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1223,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1224,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1225,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1226,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1227,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1228,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1229,Forest,Forest,NULL,Water,Non_Wetland,Forest
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1241,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1242,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1243,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1244,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1245,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1246,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1247,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1248,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1249,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1250,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1251,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1252,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1253,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1254,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1256,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1257,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1258,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1259,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1260,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1261,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1262,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1263,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1264,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1265,Forest,Forest,Cropland,Water,Non_Wetland,Water
1266,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1267,Forest,Forest,Wetland,NULL,Wetland,NULL
1268,Forest,Forest,Wetland,NULL,Wetland,Wetland
1269,Forest,Forest,Wetland,NULL,Wetland,Forest
1270,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1271,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1272,Forest,Forest,Wetland,Water,Wetland,Grassland
1273,Forest,Forest,Wetland,Water,Wetland,Cropland
1274,Forest,Forest,Wetland,Water,Wetland,Wetland
1275,Forest,Forest,Wetland,Water,Wetland,Bareland
1276,Forest,Forest,Wetland,Water,Wetland,Water
1277,Forest,Forest,Wetland,Water,Wetland,Forest
1278,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1279,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1280,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1281,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1282,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1283,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1284,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1285,Forest,Forest,Bareland,Water,Non_Wetland,Water
1286,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1287,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1288,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1289,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1290,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1291,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1292,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1293,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1294,Forest,Forest,Water,NULL,Water,Bareland
1295,Forest,Forest,Water,NULL,Water,Forest
1296,Forest,Forest,Water,Water,Water,Grassland
1297,Forest,Forest,Water,Water,Water,Forest
1298,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1299,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1300,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1301,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1302,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1303,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1304,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1305,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1306,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1307,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1308,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1309,Forest,Forest,Forest,Water,Non_Wetland,NULL
1310,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1311,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1312,Forest,Forest,Forest,Water,Non_Wetland,Bareland
