Value,AFRICA_2024_DynamicWorld_2024_38QKD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38QKD_M_R,AFRICA_2024_GLC_FCS30D_2022_38QKD_M_R,AFRICA_2024_GSW_Yearly_2021_38QKD_M_R,AFRICA_2024_GWL_FCS30D_2022_38QKD_M_R,AFRICA_2024_WorldCover_2021_38QKD_M_R
878,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
879,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
880,Bareland,NULL,Built-up,Water,Non_Wetland,Water
881,Bareland,NULL,Water,Water,Water,Water
882,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
883,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
884,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
885,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
886,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
887,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
888,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
889,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
890,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
891,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
892,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
893,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
894,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
895,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
896,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
897,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
898,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
899,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
900,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
901,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
902,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
903,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
904,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
905,Bareland,Bareland,NULL,Water,Non_Wetland,Water
906,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
907,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
908,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
909,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
910,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
911,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
912,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
913,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
914,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
915,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
916,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
917,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
918,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
919,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
920,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
921,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
922,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
923,Bareland,Bareland,Wetland,NULL,NULL,Bareland
924,Bareland,Bareland,Wetland,NULL,NULL,Water
925,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
926,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
927,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
928,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
929,Bareland,Bareland,Wetland,NULL,Wetland,Water
930,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
931,Bareland,Bareland,Wetland,Water,NULL,Bareland
932,Bareland,Bareland,Wetland,Water,NULL,Water
933,Bareland,Bareland,Wetland,Water,Wetland,Grassland
934,Bareland,Bareland,Wetland,Water,Wetland,Wetland
935,Bareland,Bareland,Wetland,Water,Wetland,Bareland
936,Bareland,Bareland,Wetland,Water,Wetland,Water
937,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
938,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
939,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
940,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
941,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
942,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
943,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
944,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
945,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
946,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
947,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
948,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
949,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
950,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
951,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
952,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
953,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
954,Bareland,Bareland,Water,NULL,NULL,Bareland
955,Bareland,Bareland,Water,NULL,Water,Bareland
956,Bareland,Bareland,Water,NULL,Water,Water
957,Bareland,Bareland,Water,Non_Water,Water,Bareland
958,Bareland,Bareland,Water,Water,NULL,Bareland
959,Bareland,Bareland,Water,Water,NULL,Water
960,Bareland,Bareland,Water,Water,Water,Bareland
961,Bareland,Bareland,Water,Water,Water,Water
962,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
963,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
964,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
965,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
966,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
967,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
968,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
969,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
970,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
971,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
972,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
973,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
974,Bareland,Water,NULL,NULL,Non_Wetland,Water
975,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
976,Bareland,Water,NULL,Water,Non_Wetland,Bareland
977,Bareland,Water,NULL,Water,Non_Wetland,Water
978,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
979,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
980,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
981,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
982,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
983,Bareland,Water,Shrubland,Water,Non_Wetland,Water
984,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
985,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
986,Bareland,Water,Cropland,NULL,Non_Wetland,Water
987,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
988,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
989,Bareland,Water,Cropland,Water,Non_Wetland,Water
990,Bareland,Water,Wetland,NULL,NULL,Bareland
991,Bareland,Water,Wetland,NULL,NULL,Water
992,Bareland,Water,Wetland,NULL,Wetland,NULL
993,Bareland,Water,Wetland,NULL,Wetland,Grassland
994,Bareland,Water,Wetland,NULL,Wetland,Wetland
995,Bareland,Water,Wetland,NULL,Wetland,Bareland
996,Bareland,Water,Wetland,NULL,Wetland,Water
997,Bareland,Water,Wetland,Water,NULL,Bareland
998,Bareland,Water,Wetland,Water,NULL,Water
999,Bareland,Water,Wetland,Water,Wetland,Grassland
1000,Bareland,Water,Wetland,Water,Wetland,Wetland
1001,Bareland,Water,Wetland,Water,Wetland,Bareland
1002,Bareland,Water,Wetland,Water,Wetland,Water
1003,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1004,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1005,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1006,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1007,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1008,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1009,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1010,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1011,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1012,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1013,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1014,Bareland,Water,Bareland,Water,Non_Wetland,Water
1015,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1016,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1017,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1018,Bareland,Water,Built-up,Water,Non_Wetland,Water
1019,Bareland,Water,Water,Water,NULL,Bareland
1020,Bareland,Water,Water,Water,NULL,Water
1021,Bareland,Water,Water,Water,Water,Water
1022,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1023,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1024,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1025,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1026,Water,NULL,NULL,NULL,Non_Wetland,NULL
1027,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1028,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1029,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1030,Water,NULL,NULL,NULL,Non_Wetland,Forest
1031,Water,NULL,NULL,Water,Non_Wetland,Water
1032,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1033,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1034,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1035,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1036,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1037,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1038,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1039,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1040,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1041,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1042,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1043,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1044,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1045,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1046,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1047,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1048,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1049,Water,NULL,Cropland,NULL,Non_Wetland,Water
1050,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1051,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1052,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1053,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1054,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1055,Water,NULL,Cropland,Water,Non_Wetland,NULL
1056,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1057,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1058,Water,NULL,Cropland,Water,Non_Wetland,Water
1059,Water,NULL,Wetland,NULL,Wetland,Grassland
1060,Water,NULL,Wetland,NULL,Wetland,Wetland
1061,Water,NULL,Wetland,NULL,Wetland,Bareland
1062,Water,NULL,Wetland,NULL,Wetland,Water
1063,Water,NULL,Wetland,NULL,Wetland,Forest
1064,Water,NULL,Wetland,Non_Water,Wetland,NULL
1065,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1066,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1067,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1068,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1069,Water,NULL,Wetland,Non_Water,Wetland,Water
1070,Water,NULL,Wetland,Water,NULL,Bareland
1071,Water,NULL,Wetland,Water,NULL,Water
1072,Water,NULL,Wetland,Water,Wetland,Grassland
1073,Water,NULL,Wetland,Water,Wetland,Cropland
1074,Water,NULL,Wetland,Water,Wetland,Wetland
1075,Water,NULL,Wetland,Water,Wetland,Bareland
1076,Water,NULL,Wetland,Water,Wetland,Water
1077,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1078,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1079,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1080,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1081,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1082,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1083,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1084,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1085,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1086,Water,NULL,Bareland,NULL,Non_Wetland,Water
1087,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1088,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1089,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1090,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1091,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1092,Water,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1093,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1094,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1095,Water,NULL,Bareland,Water,Non_Wetland,NULL
1096,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1097,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1098,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1099,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1100,Water,NULL,Bareland,Water,Non_Wetland,Built-up
1101,Water,NULL,Bareland,Water,Non_Wetland,Water
1102,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1103,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1104,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1105,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1106,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1107,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1108,Water,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1109,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1110,Water,NULL,Built-up,Water,Non_Wetland,Built-up
1111,Water,NULL,Water,Water,NULL,Bareland
1112,Water,NULL,Forest,NULL,Non_Wetland,NULL
1113,Water,NULL,Forest,NULL,Non_Wetland,Forest
1114,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1115,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1116,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1117,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1118,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1119,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1120,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1121,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1122,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1123,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1124,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1125,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1126,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1127,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1128,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1129,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1130,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1131,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1132,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1133,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1134,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1135,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1136,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1137,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1138,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1139,Water,Wetland,Wetland,NULL,Wetland,NULL
1140,Water,Wetland,Wetland,NULL,Wetland,Cropland
1141,Water,Wetland,Wetland,NULL,Wetland,Wetland
1142,Water,Wetland,Wetland,NULL,Wetland,Bareland
1143,Water,Wetland,Wetland,NULL,Wetland,Water
1144,Water,Wetland,Wetland,Non_Water,NULL,Wetland
1145,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1146,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1147,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1148,Water,Wetland,Wetland,Non_Water,Wetland,Water
1149,Water,Wetland,Wetland,Water,NULL,Wetland
1150,Water,Wetland,Wetland,Water,Wetland,NULL
1151,Water,Wetland,Wetland,Water,Wetland,Cropland
1152,Water,Wetland,Wetland,Water,Wetland,Wetland
1153,Water,Wetland,Wetland,Water,Wetland,Bareland
1154,Water,Wetland,Wetland,Water,Wetland,Water
1155,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1156,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1157,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1158,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1159,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1160,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1161,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1162,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1163,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1164,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1165,Water,Wetland,Bareland,Water,Non_Wetland,Water
1166,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1167,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1168,Water,Wetland,Water,Non_Water,Water,Wetland
1169,Water,Wetland,Water,Water,Water,Wetland
1170,Water,Wetland,Water,Water,Water,Water
1171,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1172,Water,Bareland,NULL,NULL,Non_Wetland,Water
1173,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1174,Water,Bareland,NULL,Water,Non_Wetland,Water
1175,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1176,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1177,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1178,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1179,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1180,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1181,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1182,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1183,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1184,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1185,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1186,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1187,Water,Bareland,Cropland,NULL,Non_Wetland,Built-up
1188,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1189,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1190,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1191,Water,Bareland,Cropland,Water,Non_Wetland,Water
1192,Water,Bareland,Wetland,NULL,NULL,Bareland
1193,Water,Bareland,Wetland,NULL,NULL,Water
1194,Water,Bareland,Wetland,NULL,Wetland,Grassland
1195,Water,Bareland,Wetland,NULL,Wetland,Cropland
1196,Water,Bareland,Wetland,NULL,Wetland,Wetland
1197,Water,Bareland,Wetland,NULL,Wetland,Bareland
1198,Water,Bareland,Wetland,NULL,Wetland,Water
1199,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1200,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1201,Water,Bareland,Wetland,Water,NULL,Bareland
1202,Water,Bareland,Wetland,Water,NULL,Water
1203,Water,Bareland,Wetland,Water,Wetland,Grassland
1204,Water,Bareland,Wetland,Water,Wetland,Wetland
1205,Water,Bareland,Wetland,Water,Wetland,Bareland
1206,Water,Bareland,Wetland,Water,Wetland,Water
1207,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1208,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1209,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1210,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1211,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1212,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1213,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1214,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1215,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1216,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1217,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1218,Water,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1219,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1220,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1221,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1222,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1223,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
1224,Water,Bareland,Bareland,Water,Non_Wetland,Water
1225,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
1226,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
1227,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1228,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1229,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1230,Water,Bareland,Built-up,Water,Non_Wetland,Water
1231,Water,Bareland,Water,NULL,NULL,Bareland
1232,Water,Bareland,Water,NULL,NULL,Water
1233,Water,Bareland,Water,NULL,Water,Bareland
1234,Water,Bareland,Water,NULL,Water,Water
1235,Water,Bareland,Water,Water,NULL,Bareland
1236,Water,Bareland,Water,Water,NULL,Water
1237,Water,Bareland,Water,Water,Water,Bareland
1238,Water,Bareland,Water,Water,Water,Water
1239,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1240,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1241,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1242,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1243,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1244,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1245,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1246,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1247,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1248,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1249,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1250,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1251,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1252,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1253,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1254,Water,Built-up,Wetland,NULL,NULL,NULL
1255,Water,Built-up,Wetland,NULL,Wetland,NULL
1256,Water,Built-up,Wetland,NULL,Wetland,Cropland
1257,Water,Built-up,Wetland,NULL,Wetland,Wetland
1258,Water,Built-up,Wetland,NULL,Wetland,Bareland
1259,Water,Built-up,Wetland,NULL,Wetland,Water
1260,Water,Built-up,Wetland,Non_Water,NULL,Wetland
1261,Water,Built-up,Wetland,Non_Water,NULL,Bareland
1262,Water,Built-up,Wetland,Non_Water,Wetland,NULL
1263,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1264,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1265,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1266,Water,Built-up,Wetland,Water,Wetland,NULL
1267,Water,Built-up,Wetland,Water,Wetland,Bareland
1268,Water,Built-up,Wetland,Water,Wetland,Water
1269,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1270,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1271,Water,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1272,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1273,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1274,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1275,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
1276,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1277,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1278,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1279,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1280,Water,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1281,Water,Built-up,Bareland,Water,Non_Wetland,NULL
1282,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1283,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
1284,Water,Built-up,Bareland,Water,Non_Wetland,Water
1285,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1286,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1287,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1288,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1289,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1290,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1291,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1292,Water,Water,NULL,NULL,Non_Wetland,Bareland
1293,Water,Water,NULL,NULL,Non_Wetland,Water
1294,Water,Water,NULL,Water,Non_Wetland,Bareland
1295,Water,Water,NULL,Water,Non_Wetland,Water
1296,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1297,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1298,Water,Water,Shrubland,NULL,Non_Wetland,Water
1299,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1300,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1301,Water,Water,Shrubland,Water,Non_Wetland,Water
1302,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1303,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1304,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1305,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1306,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1307,Water,Water,Cropland,NULL,Non_Wetland,Water
1308,Water,Water,Cropland,NULL,Non_Wetland,Forest
1309,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1310,Water,Water,Cropland,Water,Non_Wetland,Wetland
1311,Water,Water,Cropland,Water,Non_Wetland,Water
1312,Water,Water,Wetland,NULL,NULL,Wetland
1313,Water,Water,Wetland,NULL,NULL,Bareland
1314,Water,Water,Wetland,NULL,NULL,Water
1315,Water,Water,Wetland,NULL,Wetland,NULL
1316,Water,Water,Wetland,NULL,Wetland,Grassland
1317,Water,Water,Wetland,NULL,Wetland,Wetland
