Value,AFRICA_2024_DynamicWorld_2024_37NHE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHE_M_R,AFRICA_2024_GSW_Yearly_2021_37NHE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHE_M_R,AFRICA_2024_WorldCover_2021_37NHE_M_R
845,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
846,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
847,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
848,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
849,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
850,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
851,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
852,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
853,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
854,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
855,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
856,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
857,Wetland,NULL,NULL,Water,Non_Wetland,Forest
858,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
859,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
860,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
861,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
862,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
863,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
864,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
865,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
866,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
867,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
868,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
869,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
870,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
871,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
872,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
873,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
874,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
875,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
876,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
877,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
878,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
879,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
880,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
881,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
882,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
883,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
884,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
885,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
886,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
887,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
888,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
889,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
890,Wetland,NULL,Wetland,NULL,Wetland,Forest
891,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
892,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
893,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
894,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
895,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
896,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
897,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
898,Wetland,NULL,Water,NULL,Water,Forest
899,Wetland,NULL,Water,Water,Water,Cropland
900,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
901,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
902,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
903,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
904,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
905,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
906,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
907,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
908,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
909,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
910,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
911,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
912,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
913,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
914,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
915,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
916,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
917,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
918,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
919,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
920,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
921,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
922,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
923,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
924,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
925,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
926,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
927,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
928,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
929,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
930,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
931,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
932,Wetland,Cropland,Wetland,NULL,Wetland,Forest
933,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
934,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
935,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
936,Wetland,Cropland,Water,NULL,Water,Forest
937,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
938,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
939,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
940,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
941,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
942,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
943,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
944,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
945,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
946,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
947,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
948,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
949,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
950,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
951,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
952,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
953,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
954,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
955,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
956,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
957,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
958,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
959,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
960,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
961,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
962,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
963,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
964,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
965,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
966,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
967,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
968,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
969,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
970,Wetland,Wetland,Wetland,NULL,Wetland,Forest
971,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
972,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
973,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
974,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
975,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
976,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
977,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
978,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
979,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
980,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL
981,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
982,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
983,Wetland,Wetland,Water,NULL,Water,Grassland
984,Wetland,Wetland,Water,Non_Water,Water,Grassland
985,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
986,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
987,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
988,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
989,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
990,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
991,Wetland,Water,NULL,NULL,Non_Wetland,NULL
992,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
993,Wetland,Water,NULL,NULL,Non_Wetland,Forest
994,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL
995,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
996,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
997,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
998,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
999,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1000,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1001,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1002,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1003,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1004,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1005,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1006,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1007,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL
1008,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1009,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1010,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1011,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1012,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1013,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1014,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1015,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1016,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1017,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1018,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1019,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1020,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1021,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1022,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1023,Wetland,Water,Wetland,NULL,Wetland,Forest
1024,Wetland,Water,Wetland,Water,Wetland,Cropland
1025,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1026,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1027,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
1028,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1029,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1030,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL
1031,Wetland,Water,Built-up,Non_Water,Non_Wetland,Forest
1032,Wetland,Water,Water,NULL,Water,Grassland
1033,Wetland,Water,Water,NULL,Water,Cropland
1034,Wetland,Water,Water,NULL,Water,Forest
1035,Wetland,Water,Water,Non_Water,Water,NULL
1036,Wetland,Water,Water,Non_Water,Water,Grassland
1037,Wetland,Water,Water,Non_Water,Water,Cropland
1038,Wetland,Water,Water,Water,Water,Cropland
1039,Wetland,Water,Water,Water,Water,Bareland
1040,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1041,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1042,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1043,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1044,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1045,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1046,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1047,Wetland,Water,Forest,Water,Non_Wetland,Forest
1048,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1049,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1050,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1051,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1052,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1053,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1054,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1055,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1056,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1057,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1058,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1059,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1060,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1061,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1062,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1063,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1064,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1065,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1066,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1067,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1068,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1069,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1070,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
1071,Wetland,Forest,Wetland,Water,Wetland,Cropland
1072,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1073,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1074,Wetland,Forest,Water,NULL,Water,Forest
1075,Wetland,Forest,Water,Non_Water,Water,Cropland
1076,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1077,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1078,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1079,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1080,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1081,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1082,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1083,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
1084,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1085,Bareland,NULL,NULL,Water,Non_Wetland,Forest
1086,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1087,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1088,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1089,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1090,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1091,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1092,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1093,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1094,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1095,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1096,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1097,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1098,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1099,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1100,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1101,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1102,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1103,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1104,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1105,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1106,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1107,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1108,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1109,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1110,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1111,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1112,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1113,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1114,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1115,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1116,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1117,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1118,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1119,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1120,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1121,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1122,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1123,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1124,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1125,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1126,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1127,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1128,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1129,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1130,Bareland,NULL,Wetland,NULL,Wetland,Forest
1131,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1132,Bareland,NULL,Wetland,Water,Wetland,Grassland
1133,Bareland,NULL,Wetland,Water,Wetland,Cropland
1134,Bareland,NULL,Wetland,Water,Wetland,Bareland
1135,Bareland,NULL,Wetland,Water,Wetland,Water
1136,Bareland,NULL,Wetland,Water,Wetland,Forest
1137,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1138,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1139,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1140,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1141,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1142,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1143,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1144,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1145,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1146,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1147,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1148,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1149,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1150,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1151,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1152,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1153,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1154,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1155,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1156,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1157,Bareland,NULL,Water,NULL,Water,Grassland
1158,Bareland,NULL,Water,NULL,Water,Cropland
1159,Bareland,NULL,Water,NULL,Water,Bareland
1160,Bareland,NULL,Water,NULL,Water,Forest
1161,Bareland,NULL,Water,Non_Water,Water,Cropland
1162,Bareland,NULL,Water,Water,Water,Grassland
1163,Bareland,NULL,Water,Water,Water,Cropland
1164,Bareland,NULL,Water,Water,Water,Bareland
1165,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1166,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1167,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1168,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1169,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1170,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1171,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1172,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1173,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1174,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1175,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1181,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1182,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1183,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1184,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1185,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1186,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1187,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1188,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1189,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1190,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1191,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1192,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1193,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1194,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1195,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
1196,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1197,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1198,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1199,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1200,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1201,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1202,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1203,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1204,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1205,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1206,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1207,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1208,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1209,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1210,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
1211,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1212,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1213,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1214,Bareland,Cropland,Wetland,Water,Wetland,Forest
1215,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1216,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1217,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1218,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1219,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1220,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1221,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1222,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1223,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1224,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1225,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1226,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1227,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1228,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1229,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1230,Bareland,Cropland,Water,NULL,Water,Bareland
1231,Bareland,Cropland,Water,NULL,Water,Forest
1232,Bareland,Cropland,Water,Non_Water,Water,Grassland
1233,Bareland,Cropland,Water,Non_Water,Water,Bareland
1234,Bareland,Cropland,Water,Water,Water,Grassland
1235,Bareland,Cropland,Water,Water,Water,Cropland
1236,Bareland,Cropland,Water,Water,Water,Bareland
1237,Bareland,Cropland,Water,Water,Water,Forest
1238,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1239,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1240,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1241,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1242,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1243,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL
1244,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
1245,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1246,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1247,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1248,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1249,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1250,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
1251,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1252,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
1253,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1254,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1255,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1256,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1257,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1258,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1259,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1260,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
