Value,AFRICA_2024_DynamicWorld_2024_36NXP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXP_M_R,AFRICA_2024_GSW_Yearly_2021_36NXP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXP_M_R,AFRICA_2024_WorldCover_2021_36NXP_M_R
856,Water,NULL,Shrubland,Water,Non_Wetland,Water
857,Water,NULL,Shrubland,Water,Non_Wetland,Forest
858,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
859,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
860,Water,NULL,Grassland,NULL,Non_Wetland,Water
861,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
862,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
863,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
864,Water,NULL,Wetland,NULL,Wetland,NULL
865,Water,NULL,Wetland,NULL,Wetland,Grassland
866,Water,NULL,Wetland,NULL,Wetland,Wetland
867,Water,NULL,Wetland,NULL,Wetland,Water
868,Water,NULL,Wetland,NULL,Wetland,Forest
869,Water,NULL,Wetland,Non_Water,Wetland,Wetland
870,Water,NULL,Wetland,Water,Wetland,Grassland
871,Water,NULL,Wetland,Water,Wetland,Wetland
872,Water,NULL,Wetland,Water,Wetland,Water
873,Water,NULL,Wetland,Water,Wetland,Forest
874,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
875,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
876,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
877,Water,NULL,Bareland,NULL,Non_Wetland,Water
878,Water,NULL,Bareland,NULL,Non_Wetland,Forest
879,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
880,Water,NULL,Bareland,Water,Non_Wetland,Grassland
881,Water,NULL,Bareland,Water,Non_Wetland,Wetland
882,Water,NULL,Bareland,Water,Non_Wetland,Bareland
883,Water,NULL,Bareland,Water,Non_Wetland,Water
884,Water,NULL,Built-up,NULL,Non_Wetland,Water
885,Water,NULL,Built-up,Water,Non_Wetland,Water
886,Water,NULL,Water,NULL,Water,Grassland
887,Water,NULL,Water,NULL,Water,Wetland
888,Water,NULL,Water,Non_Water,Water,Wetland
889,Water,NULL,Water,Non_Water,Water,Forest
890,Water,NULL,Water,Water,Water,Grassland
891,Water,NULL,Water,Water,Water,Wetland
892,Water,NULL,Water,Water,Water,Water
893,Water,NULL,Forest,NULL,Non_Wetland,NULL
894,Water,NULL,Forest,NULL,Non_Wetland,Grassland
895,Water,NULL,Forest,NULL,Non_Wetland,Cropland
896,Water,NULL,Forest,NULL,Non_Wetland,Wetland
897,Water,NULL,Forest,NULL,Non_Wetland,Bareland
898,Water,NULL,Forest,NULL,Non_Wetland,Forest
899,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
900,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
901,Water,NULL,Forest,Non_Water,Non_Wetland,Water
902,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
903,Water,NULL,Forest,Water,Non_Wetland,Grassland
904,Water,NULL,Forest,Water,Non_Wetland,Wetland
905,Water,NULL,Forest,Water,Non_Wetland,Water
906,Water,NULL,Forest,Water,Non_Wetland,Forest
907,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
908,Water,Cropland,NULL,NULL,Non_Wetland,Forest
909,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
910,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
911,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
912,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
913,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
914,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
915,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
916,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
917,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
918,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
919,Water,Cropland,Shrubland,Water,Non_Wetland,Water
920,Water,Cropland,Grassland,NULL,Non_Wetland,Water
921,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
922,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
923,Water,Cropland,Wetland,NULL,Wetland,Grassland
924,Water,Cropland,Wetland,NULL,Wetland,Wetland
925,Water,Cropland,Wetland,NULL,Wetland,Forest
926,Water,Cropland,Wetland,Water,Wetland,Wetland
927,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
928,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
929,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
930,Water,Cropland,Bareland,NULL,Non_Wetland,Water
931,Water,Cropland,Water,NULL,Water,Wetland
932,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
933,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
934,Water,Cropland,Forest,NULL,Non_Wetland,Forest
935,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
936,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
937,Water,Cropland,Forest,Water,Non_Wetland,Wetland
938,Water,Cropland,Forest,Water,Non_Wetland,Forest
939,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
940,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
941,Water,Wetland,NULL,NULL,Non_Wetland,Water
942,Water,Wetland,NULL,NULL,Non_Wetland,Forest
943,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
944,Water,Wetland,NULL,Water,Non_Wetland,Wetland
945,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
946,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
947,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
948,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
949,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
950,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
951,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
952,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
953,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
954,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
955,Water,Wetland,Wetland,NULL,Wetland,NULL
956,Water,Wetland,Wetland,NULL,Wetland,Grassland
957,Water,Wetland,Wetland,NULL,Wetland,Wetland
958,Water,Wetland,Wetland,NULL,Wetland,Water
959,Water,Wetland,Wetland,NULL,Wetland,Forest
960,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
961,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
962,Water,Wetland,Wetland,Non_Water,Wetland,Forest
963,Water,Wetland,Wetland,Water,Wetland,Wetland
964,Water,Wetland,Wetland,Water,Wetland,Water
965,Water,Wetland,Wetland,Water,Wetland,Forest
966,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
967,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
968,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
969,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
970,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
971,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
972,Water,Wetland,Bareland,Water,Non_Wetland,Water
973,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
974,Water,Wetland,Water,NULL,Water,Grassland
975,Water,Wetland,Water,NULL,Water,Wetland
976,Water,Wetland,Water,NULL,Water,Water
977,Water,Wetland,Water,NULL,Water,Forest
978,Water,Wetland,Water,Non_Water,Water,Wetland
979,Water,Wetland,Water,Non_Water,Water,Water
980,Water,Wetland,Water,Non_Water,Water,Forest
981,Water,Wetland,Water,Water,Water,Wetland
982,Water,Wetland,Water,Water,Water,Water
983,Water,Wetland,Water,Water,Water,Forest
984,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
985,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
986,Water,Wetland,Forest,NULL,Non_Wetland,Water
987,Water,Wetland,Forest,NULL,Non_Wetland,Forest
988,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
989,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
990,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
991,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
992,Water,Wetland,Forest,Water,Non_Wetland,Wetland
993,Water,Wetland,Forest,Water,Non_Wetland,Water
994,Water,Wetland,Forest,Water,Non_Wetland,Forest
995,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
996,Water,Built-up,Wetland,NULL,Wetland,Forest
997,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
998,Water,Built-up,Forest,NULL,Non_Wetland,Forest
999,Water,Water,NULL,NULL,Non_Wetland,Grassland
1000,Water,Water,NULL,NULL,Non_Wetland,Wetland
1001,Water,Water,NULL,NULL,Non_Wetland,Bareland
1002,Water,Water,NULL,NULL,Non_Wetland,Water
1003,Water,Water,NULL,NULL,Non_Wetland,Forest
1004,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1005,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1006,Water,Water,NULL,Non_Water,Non_Wetland,Water
1007,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1008,Water,Water,NULL,Water,Non_Wetland,Grassland
1009,Water,Water,NULL,Water,Non_Wetland,Wetland
1010,Water,Water,NULL,Water,Non_Wetland,Water
1011,Water,Water,NULL,Water,Non_Wetland,Forest
1012,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1013,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1014,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1015,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1016,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1017,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1018,Water,Water,Shrubland,NULL,Non_Wetland,Water
1019,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1020,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1021,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1022,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1023,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1024,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1025,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1026,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1027,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1028,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1029,Water,Water,Shrubland,Water,Non_Wetland,Water
1030,Water,Water,Shrubland,Water,Non_Wetland,Forest
1031,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1032,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1033,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1034,Water,Water,Grassland,NULL,Non_Wetland,Water
1035,Water,Water,Grassland,NULL,Non_Wetland,Forest
1036,Water,Water,Grassland,Water,Non_Wetland,Water
1037,Water,Water,Cropland,NULL,Non_Wetland,NULL
1038,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1039,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1040,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1041,Water,Water,Cropland,NULL,Non_Wetland,Water
1042,Water,Water,Cropland,NULL,Non_Wetland,Forest
1043,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1044,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1045,Water,Water,Cropland,Water,Non_Wetland,Grassland
1046,Water,Water,Cropland,Water,Non_Wetland,Cropland
1047,Water,Water,Cropland,Water,Non_Wetland,Wetland
1048,Water,Water,Cropland,Water,Non_Wetland,Bareland
1049,Water,Water,Cropland,Water,Non_Wetland,Water
1050,Water,Water,Wetland,NULL,Wetland,Grassland
1051,Water,Water,Wetland,NULL,Wetland,Wetland
1052,Water,Water,Wetland,NULL,Wetland,Water
1053,Water,Water,Wetland,NULL,Wetland,Forest
1054,Water,Water,Wetland,Non_Water,Wetland,Grassland
1055,Water,Water,Wetland,Non_Water,Wetland,Wetland
1056,Water,Water,Wetland,Non_Water,Wetland,Water
1057,Water,Water,Wetland,Non_Water,Wetland,Forest
1058,Water,Water,Wetland,Water,Wetland,Grassland
1059,Water,Water,Wetland,Water,Wetland,Cropland
1060,Water,Water,Wetland,Water,Wetland,Wetland
1061,Water,Water,Wetland,Water,Wetland,Water
1062,Water,Water,Wetland,Water,Wetland,Forest
1063,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1064,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1065,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1066,Water,Water,Bareland,NULL,Non_Wetland,Water
1067,Water,Water,Bareland,NULL,Non_Wetland,Forest
1068,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1069,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1070,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1071,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1072,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1073,Water,Water,Bareland,Water,Non_Wetland,Grassland
1074,Water,Water,Bareland,Water,Non_Wetland,Cropland
1075,Water,Water,Bareland,Water,Non_Wetland,Wetland
1076,Water,Water,Bareland,Water,Non_Wetland,Bareland
1077,Water,Water,Bareland,Water,Non_Wetland,Water
1078,Water,Water,Bareland,Water,Non_Wetland,Forest
1079,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1080,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1081,Water,Water,Built-up,NULL,Non_Wetland,Water
1082,Water,Water,Built-up,NULL,Non_Wetland,Forest
1083,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1084,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1085,Water,Water,Built-up,Water,Non_Wetland,Water
1086,Water,Water,Water,NULL,Water,Grassland
1087,Water,Water,Water,NULL,Water,Wetland
1088,Water,Water,Water,NULL,Water,Bareland
1089,Water,Water,Water,NULL,Water,Water
1090,Water,Water,Water,NULL,Water,Forest
1091,Water,Water,Water,Non_Water,Water,Grassland
1092,Water,Water,Water,Non_Water,Water,Wetland
1093,Water,Water,Water,Non_Water,Water,Bareland
1094,Water,Water,Water,Non_Water,Water,Water
1095,Water,Water,Water,Non_Water,Water,Forest
1096,Water,Water,Water,Water,Water,Grassland
1097,Water,Water,Water,Water,Water,Cropland
1098,Water,Water,Water,Water,Water,Wetland
1099,Water,Water,Water,Water,Water,Bareland
1100,Water,Water,Water,Water,Water,Water
1101,Water,Water,Water,Water,Water,Forest
1102,Water,Water,Forest,NULL,Non_Wetland,NULL
1103,Water,Water,Forest,NULL,Non_Wetland,Grassland
1104,Water,Water,Forest,NULL,Non_Wetland,Cropland
1105,Water,Water,Forest,NULL,Non_Wetland,Wetland
1106,Water,Water,Forest,NULL,Non_Wetland,Bareland
1107,Water,Water,Forest,NULL,Non_Wetland,Water
1108,Water,Water,Forest,NULL,Non_Wetland,Forest
1109,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1110,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1111,Water,Water,Forest,Non_Water,Non_Wetland,Water
1112,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1113,Water,Water,Forest,Water,Non_Wetland,Grassland
1114,Water,Water,Forest,Water,Non_Wetland,Cropland
1115,Water,Water,Forest,Water,Non_Wetland,Wetland
1116,Water,Water,Forest,Water,Non_Wetland,Water
1117,Water,Water,Forest,Water,Non_Wetland,Forest
1118,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1119,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1120,Water,Forest,NULL,NULL,Non_Wetland,Forest
1121,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1122,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1123,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1124,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1125,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1126,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1127,Water,Forest,Wetland,NULL,Wetland,Grassland
1128,Water,Forest,Wetland,NULL,Wetland,Wetland
1129,Water,Forest,Wetland,NULL,Wetland,Forest
1130,Water,Forest,Wetland,Non_Water,Wetland,NULL
1131,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1132,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1133,Water,Forest,Wetland,Non_Water,Wetland,Forest
1134,Water,Forest,Wetland,Water,Wetland,Wetland
1135,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1136,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1137,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1138,Water,Forest,Water,NULL,Water,Grassland
1139,Water,Forest,Water,NULL,Water,Wetland
1140,Water,Forest,Water,Non_Water,Water,Wetland
1141,Water,Forest,Water,Non_Water,Water,Forest
1142,Water,Forest,Water,Water,Water,Forest
1143,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1144,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1145,Water,Forest,Forest,NULL,Non_Wetland,Water
1146,Water,Forest,Forest,NULL,Non_Wetland,Forest
1147,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1148,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1149,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1150,Water,Forest,Forest,Water,Non_Wetland,Grassland
1151,Water,Forest,Forest,Water,Non_Wetland,Wetland
1152,Water,Forest,Forest,Water,Non_Wetland,Water
1153,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1154,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1155,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1156,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1157,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1158,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1159,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1160,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1161,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1162,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1163,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1164,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1165,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1166,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1168,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1169,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1170,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1171,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1172,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1173,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1174,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1179,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1180,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1181,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1182,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1183,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1184,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1185,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1186,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1189,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1190,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1191,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1192,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1193,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1194,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1195,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1196,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1197,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1198,Forest,NULL,Wetland,NULL,Wetland,NULL
1199,Forest,NULL,Wetland,NULL,Wetland,Grassland
1200,Forest,NULL,Wetland,NULL,Wetland,Wetland
1201,Forest,NULL,Wetland,NULL,Wetland,Forest
1202,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1203,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1204,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1205,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1206,Forest,NULL,Wetland,Water,Wetland,Grassland
1207,Forest,NULL,Wetland,Water,Wetland,Wetland
1208,Forest,NULL,Wetland,Water,Wetland,Forest
1209,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1210,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1211,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1212,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1213,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1214,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1215,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1216,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1217,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1218,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1219,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1220,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1221,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1222,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1223,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1224,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1225,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1226,Forest,NULL,Water,NULL,Water,Grassland
1227,Forest,NULL,Water,NULL,Water,Wetland
1228,Forest,NULL,Water,NULL,Water,Forest
1229,Forest,NULL,Water,Non_Water,Water,Wetland
1230,Forest,NULL,Water,Water,Water,Wetland
1231,Forest,NULL,Water,Water,Water,Water
1232,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1233,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1234,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1235,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1236,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1237,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1238,Forest,NULL,Forest,NULL,Non_Wetland,Water
1239,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1240,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1241,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1242,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1243,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1244,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1245,Forest,NULL,Forest,Water,Non_Wetland,NULL
1246,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1247,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1248,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1249,Forest,NULL,Forest,Water,Non_Wetland,Water
1250,Forest,NULL,Forest,Water,Non_Wetland,Forest
1251,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1252,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1253,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1254,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1255,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1256,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1257,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1263,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1264,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1265,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1266,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1267,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1268,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1269,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1270,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1271,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1272,Forest,Cropland,Wetland,NULL,Wetland,NULL
1273,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1274,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1275,Forest,Cropland,Wetland,NULL,Wetland,Forest
1276,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1277,Forest,Cropland,Wetland,Water,Wetland,Wetland
1278,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1279,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1280,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1281,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1282,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1283,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1284,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1285,Forest,Cropland,Water,NULL,Water,Wetland
1286,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1287,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1288,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1289,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1290,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1291,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1292,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1293,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1294,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1295,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1296,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1297,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1298,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1299,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1300,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1301,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1302,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1303,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1304,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1305,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1306,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1307,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
