Value,AFRICA_2024_DynamicWorld_2024_37NHF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHF_M_R,AFRICA_2024_GSW_Yearly_2021_37NHF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHF_M_R,AFRICA_2024_WorldCover_2021_37NHF_M_R
846,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
847,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
848,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
849,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
850,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
851,Bareland,NULL,Wetland,NULL,Wetland,Grassland
852,Bareland,NULL,Wetland,NULL,Wetland,Forest
853,Bareland,NULL,Wetland,Water,Wetland,Grassland
854,Bareland,NULL,Wetland,Water,Wetland,Cropland
855,Bareland,NULL,Wetland,Water,Wetland,Bareland
856,Bareland,NULL,Wetland,Water,Wetland,Water
857,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
858,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
859,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
860,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
861,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
862,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
863,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
864,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
865,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
866,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
867,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
868,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
869,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
870,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
871,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
872,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
873,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
874,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
875,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
876,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
877,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
878,Bareland,NULL,Water,NULL,Water,Grassland
879,Bareland,NULL,Water,NULL,Water,Cropland
880,Bareland,NULL,Water,NULL,Water,Bareland
881,Bareland,NULL,Water,NULL,Water,Forest
882,Bareland,NULL,Water,Non_Water,Water,Grassland
883,Bareland,NULL,Water,Non_Water,Water,Cropland
884,Bareland,NULL,Water,Non_Water,Water,Bareland
885,Bareland,NULL,Water,Water,Water,Grassland
886,Bareland,NULL,Water,Water,Water,Cropland
887,Bareland,NULL,Water,Water,Water,Bareland
888,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
889,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
891,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
892,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
897,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
898,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
899,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
900,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
901,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
902,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
903,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
904,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
905,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
906,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
907,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
908,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
909,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
910,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
911,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
912,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
913,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
914,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
915,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
916,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
917,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
918,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
919,Bareland,Cropland,Wetland,Water,Wetland,Cropland
920,Bareland,Cropland,Wetland,Water,Wetland,Bareland
921,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
922,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
923,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
924,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
925,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
926,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
927,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
928,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
929,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
930,Bareland,Cropland,Water,NULL,Water,Cropland
931,Bareland,Cropland,Water,Non_Water,Water,Grassland
932,Bareland,Cropland,Water,Non_Water,Water,Bareland
933,Bareland,Cropland,Water,Water,Water,Grassland
934,Bareland,Cropland,Water,Water,Water,Bareland
935,Bareland,Cropland,Water,Water,Water,Water
936,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
937,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
938,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
939,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
940,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
941,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
942,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
943,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
944,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
945,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
946,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
947,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
948,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
949,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
950,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
951,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
952,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
953,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
954,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
955,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
956,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
957,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
958,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
959,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
960,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
961,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
962,Bareland,Bareland,Wetland,Water,Wetland,Grassland
963,Bareland,Bareland,Wetland,Water,Wetland,Cropland
964,Bareland,Bareland,Wetland,Water,Wetland,Bareland
965,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
966,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
967,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
968,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
969,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
970,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
971,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
972,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
973,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
974,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
975,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
976,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
977,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
978,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
979,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
980,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
981,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
982,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
983,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
984,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
985,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
986,Bareland,Bareland,Water,NULL,Water,Grassland
987,Bareland,Bareland,Water,NULL,Water,Cropland
988,Bareland,Bareland,Water,NULL,Water,Bareland
989,Bareland,Bareland,Water,Non_Water,Water,Grassland
990,Bareland,Bareland,Water,Non_Water,Water,Bareland
991,Bareland,Bareland,Water,Water,Water,Grassland
992,Bareland,Bareland,Water,Water,Water,Cropland
993,Bareland,Bareland,Water,Water,Water,Wetland
994,Bareland,Bareland,Water,Water,Water,Bareland
995,Bareland,Bareland,Water,Water,Water,Water
996,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
997,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1000,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1001,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1002,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1003,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1004,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1005,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1006,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1007,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1008,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1009,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1010,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1012,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1013,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1014,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1015,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1016,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1017,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1018,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1019,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1020,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1021,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1022,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1023,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1024,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1025,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1026,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1027,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1028,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1029,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1030,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1031,Bareland,Water,Cropland,Water,Non_Wetland,Water
1032,Bareland,Water,Wetland,NULL,Wetland,Grassland
1033,Bareland,Water,Wetland,NULL,Wetland,Cropland
1034,Bareland,Water,Wetland,Water,Wetland,Grassland
1035,Bareland,Water,Wetland,Water,Wetland,Cropland
1036,Bareland,Water,Wetland,Water,Wetland,Bareland
1037,Bareland,Water,Wetland,Water,Wetland,Water
1038,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1039,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1040,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1041,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1042,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1043,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1044,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1045,Bareland,Water,Water,NULL,Water,Grassland
1046,Bareland,Water,Water,NULL,Water,Bareland
1047,Bareland,Water,Water,Non_Water,Water,Bareland
1048,Bareland,Water,Water,Water,Water,Grassland
1049,Bareland,Water,Water,Water,Water,Bareland
1050,Bareland,Water,Water,Water,Water,Water
1051,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1052,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1053,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1054,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1055,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1056,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1057,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1058,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1059,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1060,Water,NULL,NULL,NULL,Non_Wetland,Forest
1061,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1062,Water,NULL,NULL,Water,Non_Wetland,Cropland
1063,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1064,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1065,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1066,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1067,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1068,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1069,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1070,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1071,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1072,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1073,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1074,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1075,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1076,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1077,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1078,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1079,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1080,Water,NULL,Grassland,Water,Non_Wetland,NULL
1081,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1082,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1083,Water,NULL,Grassland,Water,Non_Wetland,Forest
1084,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1085,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1086,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1087,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1088,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1089,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1090,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1091,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1092,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1093,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1094,Water,NULL,Wetland,NULL,Wetland,Grassland
1095,Water,NULL,Wetland,NULL,Wetland,Cropland
1096,Water,NULL,Wetland,NULL,Wetland,Forest
1097,Water,NULL,Wetland,Water,Wetland,Grassland
1098,Water,NULL,Wetland,Water,Wetland,Cropland
1099,Water,NULL,Wetland,Water,Wetland,Bareland
1100,Water,NULL,Wetland,Water,Wetland,Water
1101,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1102,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1103,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1104,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1105,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1106,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1107,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1108,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1109,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1110,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1111,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1112,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1113,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1114,Water,NULL,Water,NULL,Water,Grassland
1115,Water,NULL,Water,NULL,Water,Bareland
1116,Water,NULL,Water,NULL,Water,Forest
1117,Water,NULL,Water,Water,Water,Grassland
1118,Water,NULL,Water,Water,Water,Bareland
1119,Water,NULL,Water,Water,Water,Water
1120,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1121,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1122,Water,NULL,Forest,NULL,Non_Wetland,Forest
1123,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1124,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1125,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1126,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1127,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1128,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1129,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1130,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1131,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1132,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1133,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1134,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1135,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1136,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1137,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1138,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1139,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1140,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1141,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1142,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1143,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1144,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1145,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1146,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1147,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1148,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1149,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1150,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1151,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1152,Water,Cropland,Wetland,NULL,Wetland,Grassland
1153,Water,Cropland,Wetland,NULL,Wetland,Cropland
1154,Water,Cropland,Wetland,NULL,Wetland,Forest
1155,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1156,Water,Cropland,Wetland,Water,Wetland,Grassland
1157,Water,Cropland,Wetland,Water,Wetland,Cropland
1158,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1159,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1160,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1161,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1162,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1163,Water,Cropland,Water,NULL,Water,Grassland
1164,Water,Cropland,Water,NULL,Water,Cropland
1165,Water,Cropland,Water,NULL,Water,Forest
1166,Water,Cropland,Water,Non_Water,Water,Forest
1167,Water,Cropland,Water,Water,Water,Grassland
1168,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1169,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1170,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1171,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1172,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1173,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1174,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1175,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1176,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1177,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1178,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1179,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1180,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1181,Water,Bareland,Wetland,Water,Wetland,Water
1182,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1183,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1184,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1185,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1186,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1187,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1188,Water,Bareland,Water,Water,Water,Cropland
1189,Water,Bareland,Water,Water,Water,Bareland
1190,Water,Water,NULL,NULL,Non_Wetland,NULL
1191,Water,Water,NULL,NULL,Non_Wetland,Grassland
1192,Water,Water,NULL,NULL,Non_Wetland,Cropland
1193,Water,Water,NULL,NULL,Non_Wetland,Water
1194,Water,Water,NULL,NULL,Non_Wetland,Forest
1195,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1196,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1197,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1198,Water,Water,NULL,Water,Non_Wetland,Bareland
1199,Water,Water,NULL,Water,Non_Wetland,Water
1200,Water,Water,NULL,Water,Non_Wetland,Forest
1201,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1202,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1203,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1204,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1205,Water,Water,Shrubland,NULL,Non_Wetland,Water
1206,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1207,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1208,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1209,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1210,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1211,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1212,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1213,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1214,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1215,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1216,Water,Water,Shrubland,Water,Non_Wetland,Water
1217,Water,Water,Shrubland,Water,Non_Wetland,Forest
1218,Water,Water,Grassland,NULL,Non_Wetland,NULL
1219,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1220,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1221,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1222,Water,Water,Grassland,NULL,Non_Wetland,Water
1223,Water,Water,Grassland,NULL,Non_Wetland,Forest
1224,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1225,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1226,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1227,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1228,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1229,Water,Water,Grassland,Water,Non_Wetland,Grassland
1230,Water,Water,Grassland,Water,Non_Wetland,Cropland
1231,Water,Water,Grassland,Water,Non_Wetland,Bareland
1232,Water,Water,Grassland,Water,Non_Wetland,Water
1233,Water,Water,Grassland,Water,Non_Wetland,Forest
1234,Water,Water,Cropland,NULL,Non_Wetland,NULL
1235,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1236,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1237,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1238,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1239,Water,Water,Cropland,NULL,Non_Wetland,Water
1240,Water,Water,Cropland,NULL,Non_Wetland,Forest
1241,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1242,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1243,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1244,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1245,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1246,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1247,Water,Water,Cropland,Water,Non_Wetland,Grassland
1248,Water,Water,Cropland,Water,Non_Wetland,Cropland
1249,Water,Water,Cropland,Water,Non_Wetland,Wetland
1250,Water,Water,Cropland,Water,Non_Wetland,Bareland
1251,Water,Water,Cropland,Water,Non_Wetland,Water
1252,Water,Water,Cropland,Water,Non_Wetland,Forest
1253,Water,Water,Wetland,NULL,Wetland,NULL
1254,Water,Water,Wetland,NULL,Wetland,Grassland
1255,Water,Water,Wetland,NULL,Wetland,Cropland
1256,Water,Water,Wetland,NULL,Wetland,Bareland
1257,Water,Water,Wetland,NULL,Wetland,Water
1258,Water,Water,Wetland,NULL,Wetland,Forest
1259,Water,Water,Wetland,Non_Water,Wetland,Grassland
1260,Water,Water,Wetland,Non_Water,Wetland,Cropland
1261,Water,Water,Wetland,Non_Water,Wetland,Wetland
1262,Water,Water,Wetland,Non_Water,Wetland,Bareland
1263,Water,Water,Wetland,Non_Water,Wetland,Water
1264,Water,Water,Wetland,Non_Water,Wetland,Forest
1265,Water,Water,Wetland,Water,Wetland,Grassland
1266,Water,Water,Wetland,Water,Wetland,Cropland
1267,Water,Water,Wetland,Water,Wetland,Wetland
1268,Water,Water,Wetland,Water,Wetland,Bareland
1269,Water,Water,Wetland,Water,Wetland,Water
1270,Water,Water,Wetland,Water,Wetland,Forest
1271,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1272,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1273,Water,Water,Bareland,NULL,Non_Wetland,NULL
1274,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1275,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1276,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1277,Water,Water,Bareland,NULL,Non_Wetland,Water
1278,Water,Water,Bareland,NULL,Non_Wetland,Forest
1279,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1280,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1281,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1282,Water,Water,Bareland,Non_Water,Non_Wetland,Water
