Value,AFRICA_2024_DynamicWorld_2024_35PPM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPM_M_R,AFRICA_2024_GSW_Yearly_2021_35PPM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPM_M_R,AFRICA_2024_WorldCover_2021_35PPM_M_R
866,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
867,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
868,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
869,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
870,Water,NULL,Forest,Water,Non_Wetland,Grassland
871,Water,NULL,Forest,Water,Non_Wetland,Cropland
872,Water,NULL,Forest,Water,Non_Wetland,Wetland
873,Water,NULL,Forest,Water,Non_Wetland,Bareland
874,Water,NULL,Forest,Water,Non_Wetland,Water
875,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
876,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
877,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
878,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
879,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
880,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
881,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
882,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
883,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
884,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
885,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
886,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
887,Water,Cropland,Wetland,NULL,Wetland,Grassland
888,Water,Cropland,Wetland,NULL,Wetland,Cropland
889,Water,Cropland,Wetland,NULL,Wetland,Wetland
890,Water,Cropland,Wetland,Water,Wetland,Wetland
891,Water,Cropland,Water,NULL,Water,Grassland
892,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
893,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
894,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
895,Water,Cropland,Forest,Water,Non_Wetland,Grassland
896,Water,Cropland,Forest,Water,Non_Wetland,Wetland
897,Water,Bareland,Grassland,NULL,Non_Wetland,Water
898,Water,Bareland,Wetland,Water,Wetland,Water
899,Water,Bareland,Bareland,Water,Non_Wetland,Water
900,Water,Bareland,Water,Water,Water,Bareland
901,Water,Bareland,Forest,Water,Non_Wetland,Water
902,Water,Built-up,NULL,Water,Non_Wetland,Grassland
903,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
904,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
905,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
906,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
907,Water,Water,NULL,NULL,Non_Wetland,Grassland
908,Water,Water,NULL,NULL,Non_Wetland,Cropland
909,Water,Water,NULL,NULL,Non_Wetland,Wetland
910,Water,Water,NULL,NULL,Non_Wetland,Bareland
911,Water,Water,NULL,NULL,Non_Wetland,Water
912,Water,Water,NULL,NULL,Non_Wetland,Forest
913,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
914,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
915,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
916,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
917,Water,Water,NULL,Non_Water,Non_Wetland,Water
918,Water,Water,NULL,Water,Non_Wetland,Grassland
919,Water,Water,NULL,Water,Non_Wetland,Cropland
920,Water,Water,NULL,Water,Non_Wetland,Bareland
921,Water,Water,NULL,Water,Non_Wetland,Water
922,Water,Water,NULL,Water,Non_Wetland,Forest
923,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
924,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
925,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
926,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
927,Water,Water,Shrubland,NULL,Non_Wetland,Water
928,Water,Water,Shrubland,NULL,Non_Wetland,Forest
929,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
930,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
931,Water,Water,Shrubland,Water,Non_Wetland,Grassland
932,Water,Water,Shrubland,Water,Non_Wetland,Cropland
933,Water,Water,Shrubland,Water,Non_Wetland,Wetland
934,Water,Water,Shrubland,Water,Non_Wetland,Bareland
935,Water,Water,Shrubland,Water,Non_Wetland,Water
936,Water,Water,Grassland,NULL,Non_Wetland,Grassland
937,Water,Water,Grassland,NULL,Non_Wetland,Bareland
938,Water,Water,Grassland,NULL,Non_Wetland,Water
939,Water,Water,Grassland,NULL,Non_Wetland,Forest
940,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
941,Water,Water,Grassland,Water,Non_Wetland,Bareland
942,Water,Water,Grassland,Water,Non_Wetland,Water
943,Water,Water,Cropland,NULL,Non_Wetland,Grassland
944,Water,Water,Cropland,NULL,Non_Wetland,Cropland
945,Water,Water,Cropland,NULL,Non_Wetland,Bareland
946,Water,Water,Cropland,NULL,Non_Wetland,Water
947,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
948,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
949,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
950,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
951,Water,Water,Cropland,Non_Water,Non_Wetland,Water
952,Water,Water,Cropland,Water,Non_Wetland,Grassland
953,Water,Water,Cropland,Water,Non_Wetland,Wetland
954,Water,Water,Cropland,Water,Non_Wetland,Bareland
955,Water,Water,Cropland,Water,Non_Wetland,Water
956,Water,Water,Wetland,NULL,Wetland,Grassland
957,Water,Water,Wetland,NULL,Wetland,Cropland
958,Water,Water,Wetland,NULL,Wetland,Wetland
959,Water,Water,Wetland,NULL,Wetland,Bareland
960,Water,Water,Wetland,NULL,Wetland,Water
961,Water,Water,Wetland,NULL,Wetland,Forest
962,Water,Water,Wetland,Non_Water,Wetland,Cropland
963,Water,Water,Wetland,Non_Water,Wetland,Wetland
964,Water,Water,Wetland,Non_Water,Wetland,Bareland
965,Water,Water,Wetland,Non_Water,Wetland,Water
966,Water,Water,Wetland,Water,Wetland,Grassland
967,Water,Water,Wetland,Water,Wetland,Cropland
968,Water,Water,Wetland,Water,Wetland,Wetland
969,Water,Water,Wetland,Water,Wetland,Bareland
970,Water,Water,Wetland,Water,Wetland,Water
971,Water,Water,Wetland,Water,Wetland,Forest
972,Water,Water,Bareland,NULL,Non_Wetland,Cropland
973,Water,Water,Bareland,NULL,Non_Wetland,Wetland
974,Water,Water,Bareland,NULL,Non_Wetland,Bareland
975,Water,Water,Bareland,Water,Non_Wetland,Grassland
976,Water,Water,Bareland,Water,Non_Wetland,Wetland
977,Water,Water,Bareland,Water,Non_Wetland,Bareland
978,Water,Water,Bareland,Water,Non_Wetland,Water
979,Water,Water,Bareland,Water,Non_Wetland,Forest
980,Water,Water,Built-up,NULL,Non_Wetland,Grassland
981,Water,Water,Built-up,Water,Non_Wetland,Bareland
982,Water,Water,Built-up,Water,Non_Wetland,Water
983,Water,Water,Water,NULL,Water,Grassland
984,Water,Water,Water,NULL,Water,Bareland
985,Water,Water,Water,NULL,Water,Water
986,Water,Water,Water,Non_Water,Water,Bareland
987,Water,Water,Water,Water,Water,Grassland
988,Water,Water,Water,Water,Water,Wetland
989,Water,Water,Water,Water,Water,Bareland
990,Water,Water,Water,Water,Water,Water
991,Water,Water,Forest,NULL,Non_Wetland,Grassland
992,Water,Water,Forest,NULL,Non_Wetland,Cropland
993,Water,Water,Forest,NULL,Non_Wetland,Wetland
994,Water,Water,Forest,NULL,Non_Wetland,Bareland
995,Water,Water,Forest,NULL,Non_Wetland,Water
996,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
997,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
998,Water,Water,Forest,Water,Non_Wetland,Grassland
999,Water,Water,Forest,Water,Non_Wetland,Cropland
1000,Water,Water,Forest,Water,Non_Wetland,Wetland
1001,Water,Water,Forest,Water,Non_Wetland,Bareland
1002,Water,Water,Forest,Water,Non_Wetland,Water
1003,Water,Water,Forest,Water,Non_Wetland,Forest
1004,Water,Forest,NULL,NULL,Non_Wetland,NULL
1005,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1006,Water,Forest,NULL,NULL,Non_Wetland,Forest
1007,Water,Forest,NULL,Water,Non_Wetland,Grassland
1008,Water,Forest,NULL,Water,Non_Wetland,Wetland
1009,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1010,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1011,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1012,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1013,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1014,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1015,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1016,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1018,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1019,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1020,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1021,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1022,Water,Forest,Wetland,NULL,Wetland,NULL
1023,Water,Forest,Wetland,NULL,Wetland,Grassland
1024,Water,Forest,Wetland,NULL,Wetland,Forest
1025,Water,Forest,Wetland,Water,Wetland,Grassland
1026,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1028,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1029,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1030,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Cropland
1031,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland
1032,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1033,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1034,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1035,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1036,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1037,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1038,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1039,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1040,Forest,NULL,NULL,Water,Non_Wetland,Water
1041,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1042,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1043,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1047,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1048,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1049,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1050,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1051,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1052,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1053,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1055,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1056,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1057,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1058,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1059,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1060,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1061,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1062,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1063,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1064,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1065,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1066,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1067,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1068,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1069,Forest,NULL,Wetland,NULL,Wetland,NULL
1070,Forest,NULL,Wetland,NULL,Wetland,Grassland
1071,Forest,NULL,Wetland,NULL,Wetland,Cropland
1072,Forest,NULL,Wetland,NULL,Wetland,Wetland
1073,Forest,NULL,Wetland,NULL,Wetland,Forest
1074,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1075,Forest,NULL,Wetland,Water,Wetland,NULL
1076,Forest,NULL,Wetland,Water,Wetland,Grassland
1077,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1078,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1079,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1080,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1081,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1082,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1083,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1084,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1085,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1087,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1088,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1089,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1090,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1091,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1092,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1093,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1094,Forest,NULL,Forest,Water,Non_Wetland,Forest
1095,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1096,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1097,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1098,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1102,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1104,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1105,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1106,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1107,Forest,Cropland,Wetland,NULL,Wetland,NULL
1108,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1109,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1110,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1111,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1112,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1113,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1114,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1115,Forest,Wetland,Wetland,NULL,Wetland,NULL
1116,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1117,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1118,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1119,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1120,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1121,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1122,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1123,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1124,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1126,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1127,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1128,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1129,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1130,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1131,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1132,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1134,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1135,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1136,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1137,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1138,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1139,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1140,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1141,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1142,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1143,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1144,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1145,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1146,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1147,Forest,Forest,Wetland,NULL,Wetland,NULL
1148,Forest,Forest,Wetland,NULL,Wetland,Grassland
1149,Forest,Forest,Wetland,NULL,Wetland,Cropland
1150,Forest,Forest,Wetland,NULL,Wetland,Wetland
1151,Forest,Forest,Wetland,NULL,Wetland,Forest
1152,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1153,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1154,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1155,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1156,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1157,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1158,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1159,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1160,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1161,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1162,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1163,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1164,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1165,Forest,Forest,Forest,Water,Non_Wetland,NULL
1166,Forest,Forest,Forest,Water,Non_Wetland,Grassland
