Value,AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,AFRICA_2024_WorldCover_2021_36PTQ_M_R
881,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
882,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
883,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
884,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
885,Water,NULL,Shrubland,NULL,Non_Wetland,Water
886,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
887,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
888,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
889,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
890,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
891,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
892,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
893,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
894,Water,NULL,Shrubland,Water,Non_Wetland,Water
895,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
896,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
897,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
898,Water,NULL,Wetland,NULL,Wetland,NULL
899,Water,NULL,Wetland,NULL,Wetland,Grassland
900,Water,NULL,Wetland,NULL,Wetland,Wetland
901,Water,NULL,Wetland,NULL,Wetland,Water
902,Water,NULL,Wetland,NULL,Wetland,Forest
903,Water,NULL,Wetland,Non_Water,Wetland,NULL
904,Water,NULL,Wetland,Non_Water,Wetland,Grassland
905,Water,NULL,Wetland,Non_Water,Wetland,Wetland
906,Water,NULL,Wetland,Non_Water,Wetland,Water
907,Water,NULL,Wetland,Non_Water,Wetland,Forest
908,Water,NULL,Wetland,Water,Wetland,Grassland
909,Water,NULL,Wetland,Water,Wetland,Wetland
910,Water,NULL,Wetland,Water,Wetland,Water
911,Water,NULL,Wetland,Water,Wetland,Forest
912,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
913,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
914,Water,NULL,Bareland,NULL,Non_Wetland,Water
915,Water,NULL,Bareland,NULL,Non_Wetland,Forest
916,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
917,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
918,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
919,Water,NULL,Bareland,Water,Non_Wetland,Wetland
920,Water,NULL,Water,NULL,Water,Wetland
921,Water,NULL,Water,NULL,Water,Water
922,Water,NULL,Water,NULL,Water,Forest
923,Water,NULL,Water,Non_Water,Water,Grassland
924,Water,NULL,Water,Non_Water,Water,Wetland
925,Water,NULL,Water,Non_Water,Water,Water
926,Water,NULL,Water,Non_Water,Water,Forest
927,Water,NULL,Water,Water,Water,Grassland
928,Water,NULL,Water,Water,Water,Wetland
929,Water,NULL,Water,Water,Water,Water
930,Water,NULL,Water,Water,Water,Forest
931,Water,NULL,Forest,NULL,Non_Wetland,NULL
932,Water,NULL,Forest,NULL,Non_Wetland,Grassland
933,Water,NULL,Forest,NULL,Non_Wetland,Wetland
934,Water,NULL,Forest,NULL,Non_Wetland,Forest
935,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
936,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
937,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
938,Water,NULL,Forest,Water,Non_Wetland,Grassland
939,Water,NULL,Forest,Water,Non_Wetland,Wetland
940,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
941,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
942,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
943,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
944,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
945,Water,Cropland,Wetland,NULL,Wetland,Wetland
946,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
947,Water,Cropland,Wetland,Water,Wetland,Wetland
948,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
949,Water,Cropland,Water,Water,Water,Wetland
950,Water,Cropland,Water,Water,Water,Water
951,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
952,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
953,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
954,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
955,Water,Wetland,NULL,NULL,Non_Wetland,Forest
956,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
957,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
958,Water,Wetland,NULL,Water,Non_Wetland,Grassland
959,Water,Wetland,NULL,Water,Non_Wetland,Wetland
960,Water,Wetland,NULL,Water,Non_Wetland,Forest
961,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
962,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
963,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
964,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
965,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
966,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
967,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
968,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
969,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
970,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
971,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
972,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
973,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
974,Water,Wetland,Shrubland,Water,Non_Wetland,Water
975,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
976,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
977,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
978,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
979,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
980,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
981,Water,Wetland,Wetland,NULL,Wetland,NULL
982,Water,Wetland,Wetland,NULL,Wetland,Grassland
983,Water,Wetland,Wetland,NULL,Wetland,Wetland
984,Water,Wetland,Wetland,NULL,Wetland,Water
985,Water,Wetland,Wetland,NULL,Wetland,Forest
986,Water,Wetland,Wetland,Non_Water,Wetland,NULL
987,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
988,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
989,Water,Wetland,Wetland,Non_Water,Wetland,Water
990,Water,Wetland,Wetland,Non_Water,Wetland,Forest
991,Water,Wetland,Wetland,Water,Wetland,NULL
992,Water,Wetland,Wetland,Water,Wetland,Grassland
993,Water,Wetland,Wetland,Water,Wetland,Wetland
994,Water,Wetland,Wetland,Water,Wetland,Water
995,Water,Wetland,Wetland,Water,Wetland,Forest
996,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
997,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
998,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
999,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1000,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1001,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1002,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1003,Water,Wetland,Water,NULL,Water,NULL
1004,Water,Wetland,Water,NULL,Water,Grassland
1005,Water,Wetland,Water,NULL,Water,Wetland
1006,Water,Wetland,Water,NULL,Water,Water
1007,Water,Wetland,Water,NULL,Water,Forest
1008,Water,Wetland,Water,Non_Water,Water,Grassland
1009,Water,Wetland,Water,Non_Water,Water,Wetland
1010,Water,Wetland,Water,Non_Water,Water,Water
1011,Water,Wetland,Water,Non_Water,Water,Forest
1012,Water,Wetland,Water,Water,Water,NULL
1013,Water,Wetland,Water,Water,Water,Grassland
1014,Water,Wetland,Water,Water,Water,Wetland
1015,Water,Wetland,Water,Water,Water,Water
1016,Water,Wetland,Water,Water,Water,Forest
1017,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1018,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1019,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1020,Water,Wetland,Forest,NULL,Non_Wetland,Water
1021,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1022,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1023,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1024,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1025,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1026,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1027,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1028,Water,Wetland,Forest,Water,Non_Wetland,Forest
1029,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1030,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1031,Water,Bareland,NULL,Non_Water,Non_Wetland,Wetland
1032,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1033,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1034,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1035,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1036,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1037,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1038,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1039,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1040,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1041,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1042,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1043,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1044,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1045,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1046,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1047,Water,Bareland,Wetland,NULL,Wetland,NULL
1048,Water,Bareland,Wetland,NULL,Wetland,Grassland
1049,Water,Bareland,Wetland,NULL,Wetland,Wetland
1050,Water,Bareland,Wetland,NULL,Wetland,Water
1051,Water,Bareland,Wetland,NULL,Wetland,Forest
1052,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1053,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1054,Water,Bareland,Wetland,Non_Water,Wetland,Water
1055,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1056,Water,Bareland,Wetland,Water,Wetland,Grassland
1057,Water,Bareland,Wetland,Water,Wetland,Wetland
1058,Water,Bareland,Wetland,Water,Wetland,Water
1059,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1060,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1061,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1062,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1063,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1064,Water,Bareland,Bareland,Water,Non_Wetland,Water
1065,Water,Bareland,Water,NULL,Water,Grassland
1066,Water,Bareland,Water,NULL,Water,Wetland
1067,Water,Bareland,Water,NULL,Water,Water
1068,Water,Bareland,Water,Non_Water,Water,Wetland
1069,Water,Bareland,Water,Non_Water,Water,Water
1070,Water,Bareland,Water,Water,Water,Grassland
1071,Water,Bareland,Water,Water,Water,Wetland
1072,Water,Bareland,Water,Water,Water,Water
1073,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1074,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1075,Water,Bareland,Forest,NULL,Non_Wetland,Water
1076,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1077,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1078,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1079,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1080,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1081,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1082,Water,Bareland,Forest,Water,Non_Wetland,Water
1083,Water,Built-up,Wetland,NULL,Wetland,Forest
1084,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1085,Water,Water,NULL,NULL,Non_Wetland,NULL
1086,Water,Water,NULL,NULL,Non_Wetland,Grassland
1087,Water,Water,NULL,NULL,Non_Wetland,Wetland
1088,Water,Water,NULL,NULL,Non_Wetland,Water
1089,Water,Water,NULL,NULL,Non_Wetland,Forest
1090,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1091,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1092,Water,Water,NULL,Water,Non_Wetland,Grassland
1093,Water,Water,NULL,Water,Non_Wetland,Wetland
1094,Water,Water,NULL,Water,Non_Wetland,Water
1095,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1096,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1097,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1098,Water,Water,Shrubland,NULL,Non_Wetland,Water
1099,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1100,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1101,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1102,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1103,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1104,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1105,Water,Water,Shrubland,Water,Non_Wetland,NULL
1106,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1107,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1108,Water,Water,Shrubland,Water,Non_Wetland,Water
1109,Water,Water,Shrubland,Water,Non_Wetland,Forest
1110,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1111,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1112,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1113,Water,Water,Cropland,NULL,Non_Wetland,Water
1114,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1115,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1116,Water,Water,Cropland,Water,Non_Wetland,Wetland
1117,Water,Water,Cropland,Water,Non_Wetland,Water
1118,Water,Water,Wetland,NULL,Wetland,NULL
1119,Water,Water,Wetland,NULL,Wetland,Grassland
1120,Water,Water,Wetland,NULL,Wetland,Wetland
1121,Water,Water,Wetland,NULL,Wetland,Water
1122,Water,Water,Wetland,NULL,Wetland,Forest
1123,Water,Water,Wetland,Non_Water,Wetland,NULL
1124,Water,Water,Wetland,Non_Water,Wetland,Grassland
1125,Water,Water,Wetland,Non_Water,Wetland,Wetland
1126,Water,Water,Wetland,Non_Water,Wetland,Water
1127,Water,Water,Wetland,Non_Water,Wetland,Forest
1128,Water,Water,Wetland,Water,Wetland,NULL
1129,Water,Water,Wetland,Water,Wetland,Grassland
1130,Water,Water,Wetland,Water,Wetland,Wetland
1131,Water,Water,Wetland,Water,Wetland,Water
1132,Water,Water,Wetland,Water,Wetland,Forest
1133,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1134,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1135,Water,Water,Bareland,NULL,Non_Wetland,Water
1136,Water,Water,Bareland,NULL,Non_Wetland,Forest
1137,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1138,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1139,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1140,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1141,Water,Water,Bareland,Water,Non_Wetland,Wetland
1142,Water,Water,Bareland,Water,Non_Wetland,Water
1143,Water,Water,Bareland,Water,Non_Wetland,Forest
1144,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1145,Water,Water,Water,NULL,Water,Grassland
1146,Water,Water,Water,NULL,Water,Wetland
1147,Water,Water,Water,NULL,Water,Water
1148,Water,Water,Water,NULL,Water,Forest
1149,Water,Water,Water,Non_Water,Water,Grassland
1150,Water,Water,Water,Non_Water,Water,Wetland
1151,Water,Water,Water,Non_Water,Water,Water
1152,Water,Water,Water,Non_Water,Water,Forest
1153,Water,Water,Water,Water,Water,Grassland
1154,Water,Water,Water,Water,Water,Wetland
1155,Water,Water,Water,Water,Water,Water
1156,Water,Water,Water,Water,Water,Forest
1157,Water,Water,Forest,NULL,Non_Wetland,NULL
1158,Water,Water,Forest,NULL,Non_Wetland,Grassland
1159,Water,Water,Forest,NULL,Non_Wetland,Wetland
1160,Water,Water,Forest,NULL,Non_Wetland,Water
1161,Water,Water,Forest,NULL,Non_Wetland,Forest
1162,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1163,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1164,Water,Water,Forest,Non_Water,Non_Wetland,Water
1165,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1166,Water,Water,Forest,Water,Non_Wetland,Grassland
1167,Water,Water,Forest,Water,Non_Wetland,Wetland
1168,Water,Water,Forest,Water,Non_Wetland,Water
1169,Water,Water,Forest,Water,Non_Wetland,Forest
1170,Water,Forest,NULL,NULL,Non_Wetland,NULL
1171,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1172,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1173,Water,Forest,NULL,NULL,Non_Wetland,Forest
1174,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1175,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1176,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1177,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1178,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1179,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1180,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1181,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1182,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1183,Water,Forest,Wetland,NULL,Wetland,NULL
1184,Water,Forest,Wetland,NULL,Wetland,Grassland
1185,Water,Forest,Wetland,NULL,Wetland,Wetland
1186,Water,Forest,Wetland,NULL,Wetland,Water
1187,Water,Forest,Wetland,NULL,Wetland,Forest
1188,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1189,Water,Forest,Wetland,Non_Water,Wetland,Forest
1190,Water,Forest,Wetland,Water,Wetland,Grassland
1191,Water,Forest,Wetland,Water,Wetland,Wetland
1192,Water,Forest,Wetland,Water,Wetland,Forest
1193,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1194,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1195,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1196,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1197,Water,Forest,Water,NULL,Water,Grassland
1198,Water,Forest,Water,NULL,Water,Wetland
1199,Water,Forest,Water,NULL,Water,Forest
1200,Water,Forest,Water,Non_Water,Water,Wetland
1201,Water,Forest,Water,Water,Water,Grassland
1202,Water,Forest,Water,Water,Water,Wetland
1203,Water,Forest,Water,Water,Water,Forest
1204,Water,Forest,Forest,NULL,Non_Wetland,NULL
1205,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1206,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1207,Water,Forest,Forest,NULL,Non_Wetland,Water
1208,Water,Forest,Forest,NULL,Non_Wetland,Forest
1209,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1210,Water,Forest,Forest,Water,Non_Wetland,Wetland
1211,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1212,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1213,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1214,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1215,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1216,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1217,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1218,Forest,NULL,NULL,Water,Non_Wetland,Water
1219,Forest,NULL,NULL,Water,Non_Wetland,Forest
1220,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1222,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1223,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1224,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1225,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1226,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1231,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1232,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1233,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1234,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1235,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1236,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1237,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1238,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1239,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1240,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1241,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1242,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1243,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1244,Forest,NULL,Wetland,NULL,Wetland,NULL
1245,Forest,NULL,Wetland,NULL,Wetland,Grassland
1246,Forest,NULL,Wetland,NULL,Wetland,Wetland
1247,Forest,NULL,Wetland,NULL,Wetland,Water
1248,Forest,NULL,Wetland,NULL,Wetland,Forest
1249,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1250,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1251,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1252,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1253,Forest,NULL,Wetland,Water,Wetland,Grassland
1254,Forest,NULL,Wetland,Water,Wetland,Wetland
1255,Forest,NULL,Wetland,Water,Wetland,Water
1256,Forest,NULL,Wetland,Water,Wetland,Forest
1257,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1258,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1259,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1260,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1261,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1262,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1263,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1264,Forest,NULL,Water,NULL,Water,NULL
1265,Forest,NULL,Water,NULL,Water,Grassland
1266,Forest,NULL,Water,NULL,Water,Wetland
1267,Forest,NULL,Water,NULL,Water,Water
1268,Forest,NULL,Water,NULL,Water,Forest
1269,Forest,NULL,Water,Non_Water,Water,Wetland
1270,Forest,NULL,Water,Water,Water,NULL
1271,Forest,NULL,Water,Water,Water,Grassland
1272,Forest,NULL,Water,Water,Water,Wetland
1273,Forest,NULL,Water,Water,Water,Bareland
1274,Forest,NULL,Water,Water,Water,Water
1275,Forest,NULL,Water,Water,Water,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1277,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1278,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1279,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1280,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1281,Forest,NULL,Forest,NULL,Non_Wetland,Water
1282,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1283,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1284,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1285,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1286,Forest,NULL,Forest,Water,Non_Wetland,NULL
1287,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1288,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1289,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1290,Forest,NULL,Forest,Water,Non_Wetland,Water
1291,Forest,NULL,Forest,Water,Non_Wetland,Forest
1292,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1293,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1294,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1298,Forest,Cropland,Wetland,NULL,Wetland,NULL
1299,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1300,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1301,Forest,Cropland,Wetland,NULL,Wetland,Forest
1302,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1303,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1304,Forest,Cropland,Water,Non_Water,Water,Wetland
1305,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1306,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1307,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1308,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1309,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1310,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1311,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1312,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland
1313,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1314,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1315,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1316,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1317,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1318,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1319,Forest,Wetland,NULL,Water,Non_Wetland,Water
1320,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1321,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1322,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1323,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1324,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1325,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1326,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1327,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1328,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1329,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1330,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1331,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1332,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1333,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1334,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1335,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1336,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
