Value,AFRICA_2024_DynamicWorld_2024_37PBN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,AFRICA_2024_WorldCover_2021_37PBN_M_R
850,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
851,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
852,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
853,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
854,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
855,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
856,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
857,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
858,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
859,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
860,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
861,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
862,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
863,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
864,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
865,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
866,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
867,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
868,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
869,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
870,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
871,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
872,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
873,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
874,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
875,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
876,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
877,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
878,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
879,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
880,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
881,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
882,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
883,Cropland,Cropland,Water,NULL,Water,Cropland
884,Cropland,Cropland,Water,NULL,Water,Wetland
885,Cropland,Cropland,Water,NULL,Water,Bareland
886,Cropland,Cropland,Water,NULL,Water,Water
887,Cropland,Cropland,Water,NULL,Water,Forest
888,Cropland,Cropland,Water,Non_Water,Water,Cropland
889,Cropland,Cropland,Water,Non_Water,Water,Bareland
890,Cropland,Cropland,Water,Non_Water,Water,Forest
891,Cropland,Cropland,Water,Water,Water,Grassland
892,Cropland,Cropland,Water,Water,Water,Cropland
893,Cropland,Cropland,Water,Water,Water,Wetland
894,Cropland,Cropland,Water,Water,Water,Water
895,Cropland,Cropland,Water,Water,Water,Forest
896,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
897,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
898,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
899,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
900,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
901,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
902,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
903,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
904,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
905,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
906,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
907,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
908,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
909,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
910,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
911,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
912,Cropland,Cropland,Forest,Water,Non_Wetland,Water
913,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
914,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
915,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
916,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
917,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
918,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
919,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
920,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
921,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
922,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
923,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
924,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
925,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
926,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
927,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
928,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
929,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
930,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
931,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
932,Cropland,Wetland,Wetland,NULL,Wetland,Forest
933,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
934,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
935,Cropland,Wetland,Wetland,Water,Wetland,Cropland
936,Cropland,Wetland,Wetland,Water,Wetland,Wetland
937,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
938,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
939,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
940,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
941,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
942,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
943,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
944,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
945,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
946,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
947,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
948,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
949,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
950,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
951,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
952,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
953,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
954,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
955,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
956,Cropland,Built-up,NULL,Water,Non_Wetland,Cropland
957,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
958,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
959,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
960,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
961,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
962,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
963,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
964,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
965,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
966,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
967,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
968,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
969,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
970,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
971,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
972,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
973,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
974,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
975,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
976,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
977,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
978,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
979,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
980,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
981,Cropland,Built-up,Wetland,NULL,Wetland,NULL
982,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
983,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
984,Cropland,Built-up,Wetland,NULL,Wetland,Forest
985,Cropland,Built-up,Wetland,Water,Wetland,Cropland
986,Cropland,Built-up,Wetland,Water,Wetland,Forest
987,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
988,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
989,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
990,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
991,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
992,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
993,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
994,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
995,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
996,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
997,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
998,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
999,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1000,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1001,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1002,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
1003,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1004,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1005,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
1006,Cropland,Water,NULL,Water,Non_Wetland,Grassland
1007,Cropland,Water,NULL,Water,Non_Wetland,Cropland
1008,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1009,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1010,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1011,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1012,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1013,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1014,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1015,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1016,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1017,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1018,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1019,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1020,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1021,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1022,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1023,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1024,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1025,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1026,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1027,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1028,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1029,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1030,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1031,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1032,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1033,Cropland,Water,Wetland,NULL,Wetland,Grassland
1034,Cropland,Water,Wetland,NULL,Wetland,Cropland
1035,Cropland,Water,Wetland,NULL,Wetland,Bareland
1036,Cropland,Water,Wetland,NULL,Wetland,Forest
1037,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1038,Cropland,Water,Wetland,Water,Wetland,Grassland
1039,Cropland,Water,Wetland,Water,Wetland,Cropland
1040,Cropland,Water,Wetland,Water,Wetland,Wetland
1041,Cropland,Water,Wetland,Water,Wetland,Bareland
1042,Cropland,Water,Wetland,Water,Wetland,Water
1043,Cropland,Water,Wetland,Water,Wetland,Forest
1044,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1045,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1046,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1047,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1048,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1049,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1050,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1051,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1052,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1053,Cropland,Water,Bareland,Water,Non_Wetland,Water
1054,Cropland,Water,Bareland,Water,Non_Wetland,Forest
1055,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1056,Cropland,Water,Water,NULL,Water,Grassland
1057,Cropland,Water,Water,NULL,Water,Cropland
1058,Cropland,Water,Water,NULL,Water,Forest
1059,Cropland,Water,Water,Water,Water,Cropland
1060,Cropland,Water,Water,Water,Water,Wetland
1061,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1062,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1063,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1064,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1065,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1066,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1067,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1068,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1069,Cropland,Water,Forest,Water,Non_Wetland,Bareland
1070,Cropland,Water,Forest,Water,Non_Wetland,Forest
1071,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1072,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1073,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1074,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1075,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
1076,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1077,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1078,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1079,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1080,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1081,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1084,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1085,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1087,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1088,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1089,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1090,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1091,Cropland,Forest,Wetland,NULL,Wetland,NULL
1092,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1093,Cropland,Forest,Wetland,NULL,Wetland,Forest
1094,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1095,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1096,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1097,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1098,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1099,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1100,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1101,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1102,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1103,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1104,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1105,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1106,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1107,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1108,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1109,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1110,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1111,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1112,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1113,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1115,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1116,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1117,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1118,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1119,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1120,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1121,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1122,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1123,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1124,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1125,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1126,Wetland,NULL,Wetland,Water,Wetland,Wetland
1127,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1128,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1129,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1130,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1131,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1132,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1133,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1134,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1135,Wetland,NULL,Water,Water,Water,Wetland
1136,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1137,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1138,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1139,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1140,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1141,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1142,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1143,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1144,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1145,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1146,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1147,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1148,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1149,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1150,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1151,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1152,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1153,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1154,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1155,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1156,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1157,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1158,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1159,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1160,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1161,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1162,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1163,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1164,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1165,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1166,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1167,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1168,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1169,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1170,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1171,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1172,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1173,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1174,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1175,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1176,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1177,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1178,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1179,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1180,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1181,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1182,Wetland,Cropland,Wetland,Water,Wetland,Water
1183,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1184,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1185,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1186,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1187,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1188,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1189,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1190,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1191,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1192,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1193,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1194,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1195,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1196,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
1197,Wetland,Cropland,Water,NULL,Water,Wetland
1198,Wetland,Cropland,Water,NULL,Water,Water
1199,Wetland,Cropland,Water,Non_Water,Water,Wetland
1200,Wetland,Cropland,Water,Water,Water,Cropland
1201,Wetland,Cropland,Water,Water,Water,Wetland
1202,Wetland,Cropland,Water,Water,Water,Water
1203,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1204,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1205,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1206,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1207,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1208,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1209,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1210,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1211,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1212,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1213,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1214,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1215,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1216,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1217,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1218,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1219,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1220,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1221,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1222,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1223,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1224,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1225,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1226,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1227,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1228,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1229,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1230,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1231,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1232,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1233,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1234,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1235,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1236,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1237,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1238,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1239,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1240,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1241,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1242,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1243,Wetland,Wetland,Wetland,Water,Wetland,Water
1244,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1245,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1246,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1247,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1248,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1249,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1250,Wetland,Wetland,Water,NULL,Water,Wetland
1251,Wetland,Wetland,Water,NULL,Water,Water
1252,Wetland,Wetland,Water,Non_Water,Water,Wetland
1253,Wetland,Wetland,Water,Water,Water,Cropland
1254,Wetland,Wetland,Water,Water,Water,Wetland
1255,Wetland,Wetland,Water,Water,Water,Water
1256,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1257,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1258,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1259,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1260,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1261,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1262,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1263,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1264,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1265,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1266,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1267,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1268,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1269,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
