Value,AFRICA_2024_DynamicWorld_2024_36NUL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,AFRICA_2024_WorldCover_2021_36NUL_M_R
846,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
847,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
848,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
849,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
850,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
851,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
852,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
853,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
854,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
855,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
856,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
857,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
858,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
859,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
860,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
861,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
862,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
863,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
864,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
865,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
866,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
867,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
868,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
869,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
870,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
871,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
872,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
873,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
874,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
875,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
876,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
877,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
878,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
879,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
880,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
881,Wetland,Wetland,Wetland,NULL,Wetland,Forest
882,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
883,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
884,Wetland,Wetland,Wetland,Water,Wetland,Grassland
885,Wetland,Wetland,Wetland,Water,Wetland,Wetland
886,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
887,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
888,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
889,Wetland,Wetland,Water,NULL,Water,Wetland
890,Wetland,Wetland,Water,NULL,Water,Forest
891,Wetland,Wetland,Water,Non_Water,Water,Wetland
892,Wetland,Wetland,Water,Water,Water,Wetland
893,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
894,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
895,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
896,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
897,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
898,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
899,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
900,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
901,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
902,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
903,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
904,Wetland,Built-up,Wetland,NULL,Wetland,Forest
905,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
906,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
907,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
908,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
909,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
910,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
911,Wetland,Water,NULL,Water,Non_Wetland,Wetland
912,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
913,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
914,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
915,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
916,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
917,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
918,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
919,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
920,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
921,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
922,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
923,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
924,Wetland,Water,Wetland,NULL,Wetland,Grassland
925,Wetland,Water,Wetland,NULL,Wetland,Wetland
926,Wetland,Water,Wetland,NULL,Wetland,Water
927,Wetland,Water,Wetland,NULL,Wetland,Forest
928,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
929,Wetland,Water,Wetland,Non_Water,Wetland,Forest
930,Wetland,Water,Wetland,Water,Wetland,Wetland
931,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
932,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
933,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
934,Wetland,Water,Water,NULL,Water,Wetland
935,Wetland,Water,Water,NULL,Water,Water
936,Wetland,Water,Water,NULL,Water,Forest
937,Wetland,Water,Water,Non_Water,Water,Wetland
938,Wetland,Water,Water,Water,Water,Wetland
939,Wetland,Water,Water,Water,Water,Water
940,Wetland,Water,Water,Water,Water,Forest
941,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
942,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
943,Wetland,Water,Forest,NULL,Non_Wetland,Forest
944,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
945,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
946,Wetland,Water,Forest,Water,Non_Wetland,Wetland
947,Wetland,Water,Forest,Water,Non_Wetland,Forest
948,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
949,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
950,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
951,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
952,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
953,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
954,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
955,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
956,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
957,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
958,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
959,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
960,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
961,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
962,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
963,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
964,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
965,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
966,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
967,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
968,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
969,Wetland,Forest,Wetland,NULL,Wetland,Grassland
970,Wetland,Forest,Wetland,NULL,Wetland,Wetland
971,Wetland,Forest,Wetland,NULL,Wetland,Forest
972,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
973,Wetland,Forest,Wetland,Water,Wetland,Wetland
974,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
975,Wetland,Forest,Water,NULL,Water,Wetland
976,Wetland,Forest,Water,Water,Water,Wetland
977,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
978,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
979,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
980,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
981,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
982,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
983,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
984,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
985,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
986,Wetland,Forest,Forest,Water,Non_Wetland,Water
987,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
988,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
989,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
990,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
991,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
992,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
993,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
994,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
995,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
996,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
997,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
998,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
999,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1000,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1001,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1002,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1003,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1004,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1005,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1006,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1007,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1009,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1010,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1011,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1012,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1013,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1014,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1015,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1016,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1017,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1018,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1019,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1020,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1021,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1022,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1023,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1024,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1025,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1026,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1027,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1028,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1031,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1032,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1033,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1034,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1035,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1036,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1037,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1038,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1039,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1042,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1043,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1044,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1045,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1046,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1047,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1048,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1049,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1050,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1051,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1052,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1053,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1054,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1055,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1056,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1057,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1058,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1059,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1061,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1062,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1063,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1064,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1065,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1066,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1067,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1068,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1069,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1070,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1071,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1072,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1073,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1074,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1075,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1076,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1077,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1078,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1079,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1080,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1081,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1082,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1083,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1084,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1085,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1086,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1087,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1088,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
1089,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1090,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1091,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1092,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1093,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1094,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1095,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1096,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1097,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1098,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1099,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1100,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1101,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1102,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1103,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1104,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1105,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1106,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1107,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1108,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1109,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1110,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1111,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1112,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1113,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1114,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1115,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1116,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1117,Water,NULL,NULL,NULL,Non_Wetland,NULL
1118,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1119,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1120,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1121,Water,NULL,NULL,NULL,Non_Wetland,Forest
1122,Water,NULL,NULL,Water,Non_Wetland,Wetland
1123,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1124,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1125,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1126,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1127,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1128,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1129,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1130,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1131,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1132,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1133,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1134,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1135,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1136,Water,NULL,Shrubland,Water,Non_Wetland,Water
1137,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1138,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1139,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1140,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1141,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1142,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1143,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1144,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1145,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1146,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1147,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1148,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1149,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1150,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1151,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1152,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1153,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1154,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1155,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1156,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1157,Water,NULL,Wetland,NULL,Wetland,Grassland
1158,Water,NULL,Wetland,NULL,Wetland,Wetland
1159,Water,NULL,Wetland,NULL,Wetland,Forest
1160,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1161,Water,NULL,Wetland,Water,Wetland,Wetland
1162,Water,NULL,Wetland,Water,Wetland,Bareland
1163,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1164,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1165,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1166,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1167,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1168,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1169,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1170,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1171,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1172,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1173,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1174,Water,NULL,Bareland,Water,Non_Wetland,Water
1175,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1176,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1177,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1178,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1179,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1180,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1181,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1182,Water,NULL,Water,NULL,Water,Wetland
1183,Water,NULL,Water,Water,Water,Wetland
1184,Water,NULL,Forest,NULL,Non_Wetland,NULL
1185,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1186,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1187,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1188,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1189,Water,NULL,Forest,NULL,Non_Wetland,Forest
1190,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1191,Water,NULL,Forest,Water,Non_Wetland,Wetland
1192,Water,NULL,Forest,Water,Non_Wetland,Bareland
1193,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1194,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1195,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1196,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1197,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1198,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1199,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1200,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1201,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1202,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1203,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1204,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1205,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1206,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1207,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1208,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1209,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1210,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1211,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1212,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1213,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1214,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1215,Water,Cropland,Wetland,NULL,Wetland,Grassland
1216,Water,Cropland,Wetland,NULL,Wetland,Wetland
1217,Water,Cropland,Wetland,NULL,Wetland,Forest
1218,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1219,Water,Cropland,Wetland,Water,Wetland,Wetland
1220,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1221,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1222,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1223,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1224,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1225,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1226,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1227,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1228,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1229,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1230,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1231,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1232,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1233,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1234,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1235,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1236,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1237,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1238,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1239,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1240,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1241,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1242,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1243,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1244,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1245,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1246,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1247,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1248,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1249,Water,Wetland,Wetland,NULL,Wetland,Grassland
1250,Water,Wetland,Wetland,NULL,Wetland,Wetland
1251,Water,Wetland,Wetland,NULL,Wetland,Forest
1252,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1253,Water,Wetland,Wetland,Water,Wetland,Wetland
1254,Water,Wetland,Wetland,Water,Wetland,Forest
1255,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1256,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1257,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1258,Water,Wetland,Water,NULL,Water,Wetland
1259,Water,Wetland,Water,NULL,Water,Forest
1260,Water,Wetland,Water,Non_Water,Water,Wetland
1261,Water,Wetland,Water,Water,Water,Wetland
1262,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1263,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1264,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1265,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1266,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1267,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1268,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1269,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
