Value,AFRICA_2024_DynamicWorld_2024_36PVT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVT_M_R,AFRICA_2024_GSW_Yearly_2021_36PVT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVT_M_R,AFRICA_2024_WorldCover_2021_36PVT_M_R
853,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
854,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
855,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
856,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
857,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
858,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
859,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
860,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
861,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
862,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
863,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
864,Wetland,Water,Shrubland,Water,Non_Wetland,Water
865,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
866,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
867,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
868,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
869,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
870,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
871,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
872,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
873,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
874,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
875,Wetland,Water,Cropland,NULL,Non_Wetland,Water
876,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
877,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
878,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
879,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
880,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
881,Wetland,Water,Wetland,NULL,Wetland,NULL
882,Wetland,Water,Wetland,NULL,Wetland,Grassland
883,Wetland,Water,Wetland,NULL,Wetland,Cropland
884,Wetland,Water,Wetland,NULL,Wetland,Wetland
885,Wetland,Water,Wetland,NULL,Wetland,Forest
886,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
887,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
888,Wetland,Water,Wetland,Non_Water,Wetland,Forest
889,Wetland,Water,Wetland,Water,Wetland,Grassland
890,Wetland,Water,Wetland,Water,Wetland,Wetland
891,Wetland,Water,Wetland,Water,Wetland,Forest
892,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
893,Wetland,Water,Water,NULL,Water,NULL
894,Wetland,Water,Water,NULL,Water,Grassland
895,Wetland,Water,Water,NULL,Water,Wetland
896,Wetland,Water,Water,NULL,Water,Forest
897,Wetland,Water,Water,Non_Water,Water,Wetland
898,Wetland,Water,Water,Non_Water,Water,Water
899,Wetland,Water,Water,Non_Water,Water,Forest
900,Wetland,Water,Water,Water,Water,Grassland
901,Wetland,Water,Water,Water,Water,Wetland
902,Wetland,Water,Water,Water,Water,Bareland
903,Wetland,Water,Water,Water,Water,Water
904,Wetland,Water,Water,Water,Water,Forest
905,Wetland,Water,Forest,NULL,Non_Wetland,NULL
906,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
907,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
908,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
909,Wetland,Water,Forest,NULL,Non_Wetland,Water
910,Wetland,Water,Forest,NULL,Non_Wetland,Forest
911,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
912,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
913,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
914,Wetland,Water,Forest,Water,Non_Wetland,Grassland
915,Wetland,Water,Forest,Water,Non_Wetland,Water
916,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
917,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
918,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
919,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
920,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
921,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
922,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
923,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
924,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
925,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
926,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
927,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
928,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
929,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
930,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
931,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
932,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
933,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
934,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
935,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
936,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
937,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
938,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
939,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
940,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
941,Wetland,Forest,Wetland,NULL,Wetland,NULL
942,Wetland,Forest,Wetland,NULL,Wetland,Grassland
943,Wetland,Forest,Wetland,NULL,Wetland,Wetland
944,Wetland,Forest,Wetland,NULL,Wetland,Forest
945,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
946,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
947,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
948,Wetland,Forest,Water,Non_Water,Water,Wetland
949,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
950,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
951,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
952,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
953,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
954,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
955,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
956,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
962,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
963,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
964,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
965,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
966,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
967,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
968,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
969,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
970,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
971,Bareland,NULL,Wetland,NULL,Wetland,Grassland
972,Bareland,NULL,Wetland,NULL,Wetland,Cropland
973,Bareland,NULL,Wetland,NULL,Wetland,Wetland
974,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
975,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
976,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
977,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
978,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
979,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
980,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
981,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
982,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
983,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
984,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
985,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
986,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
989,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
990,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
991,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
992,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
993,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
994,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
995,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
996,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
997,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
999,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1000,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1001,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1002,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1003,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1004,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1005,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1006,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1007,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1008,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1009,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1010,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1011,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1012,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1013,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1014,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1015,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1016,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1017,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1018,Water,NULL,NULL,NULL,Non_Wetland,Forest
1019,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1020,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1021,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1022,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1023,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1024,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1025,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1026,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1027,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1028,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1029,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1030,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1031,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1032,Water,NULL,Shrubland,Water,Non_Wetland,Water
1033,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1034,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1035,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1036,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1037,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1038,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1039,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1040,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1041,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1042,Water,NULL,Grassland,Water,Non_Wetland,Water
1043,Water,NULL,Grassland,Water,Non_Wetland,Forest
1044,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1045,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1046,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1047,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1048,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1049,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1050,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1051,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1052,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1053,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1054,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1055,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1056,Water,NULL,Cropland,Water,Non_Wetland,Water
1057,Water,NULL,Wetland,NULL,Wetland,NULL
1058,Water,NULL,Wetland,NULL,Wetland,Grassland
1059,Water,NULL,Wetland,NULL,Wetland,Cropland
1060,Water,NULL,Wetland,NULL,Wetland,Wetland
1061,Water,NULL,Wetland,NULL,Wetland,Water
1062,Water,NULL,Wetland,NULL,Wetland,Forest
1063,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1064,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1065,Water,NULL,Wetland,Non_Water,Wetland,Forest
1066,Water,NULL,Wetland,Water,Wetland,Grassland
1067,Water,NULL,Wetland,Water,Wetland,Wetland
1068,Water,NULL,Wetland,Water,Wetland,Water
1069,Water,NULL,Wetland,Water,Wetland,Forest
1070,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1071,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1072,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1073,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1074,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1075,Water,NULL,Bareland,Water,Non_Wetland,Water
1076,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1077,Water,NULL,Water,NULL,Water,Wetland
1078,Water,NULL,Water,NULL,Water,Forest
1079,Water,NULL,Water,Non_Water,Water,Water
1080,Water,NULL,Water,Non_Water,Water,Forest
1081,Water,NULL,Water,Water,Water,Wetland
1082,Water,NULL,Water,Water,Water,Water
1083,Water,NULL,Water,Water,Water,Forest
1084,Water,NULL,Forest,NULL,Non_Wetland,NULL
1085,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1086,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1087,Water,NULL,Forest,NULL,Non_Wetland,Forest
1088,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1089,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1090,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1091,Water,NULL,Forest,Water,Non_Wetland,Grassland
1092,Water,NULL,Forest,Water,Non_Wetland,Wetland
1093,Water,NULL,Forest,Water,Non_Wetland,Forest
1094,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1095,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1096,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1097,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1098,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1099,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1100,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1101,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1102,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1103,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1104,Water,Wetland,NULL,NULL,Non_Wetland,Water
1105,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1106,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
1107,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1108,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1109,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1110,Water,Wetland,NULL,Water,Non_Wetland,Cropland
1111,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1112,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1113,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1114,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1115,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1116,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1117,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1118,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1119,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1120,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1121,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1122,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1123,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1124,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1125,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1126,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1127,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1128,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1129,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1130,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1131,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1132,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1133,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1134,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1135,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
1136,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1137,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1138,Water,Wetland,Grassland,Water,Non_Wetland,Water
1139,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1140,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1141,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1142,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1143,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1144,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1145,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1146,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1147,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1148,Water,Wetland,Wetland,NULL,Wetland,NULL
1149,Water,Wetland,Wetland,NULL,Wetland,Grassland
1150,Water,Wetland,Wetland,NULL,Wetland,Cropland
1151,Water,Wetland,Wetland,NULL,Wetland,Wetland
1152,Water,Wetland,Wetland,NULL,Wetland,Water
1153,Water,Wetland,Wetland,NULL,Wetland,Forest
1154,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1155,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1156,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1157,Water,Wetland,Wetland,Non_Water,Wetland,Water
1158,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1159,Water,Wetland,Wetland,Water,Wetland,Grassland
1160,Water,Wetland,Wetland,Water,Wetland,Cropland
1161,Water,Wetland,Wetland,Water,Wetland,Wetland
1162,Water,Wetland,Wetland,Water,Wetland,Water
1163,Water,Wetland,Wetland,Water,Wetland,Forest
1164,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1165,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1166,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1167,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1168,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1169,Water,Wetland,Bareland,Water,Non_Wetland,Water
1170,Water,Wetland,Water,NULL,Water,NULL
1171,Water,Wetland,Water,NULL,Water,Grassland
1172,Water,Wetland,Water,NULL,Water,Cropland
1173,Water,Wetland,Water,NULL,Water,Wetland
1174,Water,Wetland,Water,NULL,Water,Water
1175,Water,Wetland,Water,NULL,Water,Forest
1176,Water,Wetland,Water,Non_Water,Water,Wetland
1177,Water,Wetland,Water,Non_Water,Water,Water
1178,Water,Wetland,Water,Non_Water,Water,Forest
1179,Water,Wetland,Water,Water,Water,NULL
1180,Water,Wetland,Water,Water,Water,Grassland
1181,Water,Wetland,Water,Water,Water,Cropland
1182,Water,Wetland,Water,Water,Water,Wetland
1183,Water,Wetland,Water,Water,Water,Water
1184,Water,Wetland,Water,Water,Water,Forest
1185,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1186,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1187,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1188,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1189,Water,Wetland,Forest,NULL,Non_Wetland,Water
1190,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1191,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1192,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1193,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1194,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1195,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1196,Water,Wetland,Forest,Water,Non_Wetland,NULL
1197,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1198,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1199,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1200,Water,Wetland,Forest,Water,Non_Wetland,Water
1201,Water,Wetland,Forest,Water,Non_Wetland,Forest
1202,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1203,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1204,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1205,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1206,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1207,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1208,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1209,Water,Bareland,Water,Water,Water,Grassland
1210,Water,Bareland,Water,Water,Water,Wetland
1211,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1212,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1213,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1214,Water,Water,NULL,NULL,Non_Wetland,NULL
1215,Water,Water,NULL,NULL,Non_Wetland,Grassland
1216,Water,Water,NULL,NULL,Non_Wetland,Cropland
1217,Water,Water,NULL,NULL,Non_Wetland,Wetland
1218,Water,Water,NULL,NULL,Non_Wetland,Water
1219,Water,Water,NULL,NULL,Non_Wetland,Forest
1220,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1221,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1222,Water,Water,NULL,Non_Water,Non_Wetland,Water
1223,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1224,Water,Water,NULL,Water,Non_Wetland,NULL
1225,Water,Water,NULL,Water,Non_Wetland,Grassland
1226,Water,Water,NULL,Water,Non_Wetland,Cropland
1227,Water,Water,NULL,Water,Non_Wetland,Wetland
1228,Water,Water,NULL,Water,Non_Wetland,Bareland
1229,Water,Water,NULL,Water,Non_Wetland,Water
1230,Water,Water,NULL,Water,Non_Wetland,Forest
1231,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1232,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1233,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1234,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1235,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1236,Water,Water,Shrubland,NULL,Non_Wetland,Water
1237,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1238,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1239,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1240,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1241,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1242,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1243,Water,Water,Shrubland,Water,Non_Wetland,NULL
1244,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1245,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1246,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1247,Water,Water,Shrubland,Water,Non_Wetland,Water
1248,Water,Water,Shrubland,Water,Non_Wetland,Forest
1249,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1250,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1251,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1252,Water,Water,Grassland,NULL,Non_Wetland,Water
1253,Water,Water,Grassland,NULL,Non_Wetland,Forest
1254,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1255,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1256,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1257,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1258,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1259,Water,Water,Grassland,Water,Non_Wetland,Grassland
1260,Water,Water,Grassland,Water,Non_Wetland,Wetland
1261,Water,Water,Grassland,Water,Non_Wetland,Water
1262,Water,Water,Grassland,Water,Non_Wetland,Forest
1263,Water,Water,Cropland,NULL,Non_Wetland,NULL
1264,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1265,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1266,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1267,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1268,Water,Water,Cropland,NULL,Non_Wetland,Water
1269,Water,Water,Cropland,NULL,Non_Wetland,Forest
1270,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1271,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1272,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1273,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1274,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1275,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1276,Water,Water,Cropland,Water,Non_Wetland,Grassland
1277,Water,Water,Cropland,Water,Non_Wetland,Cropland
1278,Water,Water,Cropland,Water,Non_Wetland,Wetland
1279,Water,Water,Cropland,Water,Non_Wetland,Bareland
1280,Water,Water,Cropland,Water,Non_Wetland,Water
1281,Water,Water,Cropland,Water,Non_Wetland,Forest
1282,Water,Water,Wetland,NULL,Wetland,NULL
1283,Water,Water,Wetland,NULL,Wetland,Grassland
1284,Water,Water,Wetland,NULL,Wetland,Cropland
1285,Water,Water,Wetland,NULL,Wetland,Wetland
1286,Water,Water,Wetland,NULL,Wetland,Water
1287,Water,Water,Wetland,NULL,Wetland,Forest
1288,Water,Water,Wetland,Non_Water,Wetland,NULL
1289,Water,Water,Wetland,Non_Water,Wetland,Grassland
1290,Water,Water,Wetland,Non_Water,Wetland,Wetland
1291,Water,Water,Wetland,Non_Water,Wetland,Water
1292,Water,Water,Wetland,Non_Water,Wetland,Forest
1293,Water,Water,Wetland,Water,Wetland,NULL
1294,Water,Water,Wetland,Water,Wetland,Grassland
1295,Water,Water,Wetland,Water,Wetland,Cropland
1296,Water,Water,Wetland,Water,Wetland,Wetland
