Value,AFRICA_2024_DynamicWorld_2024_36PUS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUS_M_R,AFRICA_2024_GSW_Yearly_2021_36PUS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUS_M_R,AFRICA_2024_WorldCover_2021_36PUS_M_R
850,Wetland,Water,NULL,NULL,Non_Wetland,Forest
851,Wetland,Water,NULL,Water,Non_Wetland,Grassland
852,Wetland,Water,NULL,Water,Non_Wetland,Wetland
853,Wetland,Water,NULL,Water,Non_Wetland,Water
854,Wetland,Water,NULL,Water,Non_Wetland,Forest
855,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
856,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
857,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
858,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
859,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
860,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
861,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
862,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
863,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
864,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
865,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
866,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
867,Wetland,Water,Shrubland,Water,Non_Wetland,Water
868,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
869,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
870,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
871,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
872,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
873,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
874,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
875,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
876,Wetland,Water,Wetland,NULL,Wetland,NULL
877,Wetland,Water,Wetland,NULL,Wetland,Grassland
878,Wetland,Water,Wetland,NULL,Wetland,Wetland
879,Wetland,Water,Wetland,NULL,Wetland,Forest
880,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
881,Wetland,Water,Wetland,Non_Water,Wetland,Forest
882,Wetland,Water,Wetland,Water,Wetland,Grassland
883,Wetland,Water,Wetland,Water,Wetland,Wetland
884,Wetland,Water,Wetland,Water,Wetland,Forest
885,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
886,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
887,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
888,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
889,Wetland,Water,Water,NULL,Water,NULL
890,Wetland,Water,Water,NULL,Water,Grassland
891,Wetland,Water,Water,NULL,Water,Wetland
892,Wetland,Water,Water,NULL,Water,Water
893,Wetland,Water,Water,NULL,Water,Forest
894,Wetland,Water,Water,Water,Water,NULL
895,Wetland,Water,Water,Water,Water,Grassland
896,Wetland,Water,Water,Water,Water,Wetland
897,Wetland,Water,Water,Water,Water,Water
898,Wetland,Water,Water,Water,Water,Forest
899,Wetland,Water,Forest,NULL,Non_Wetland,NULL
900,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
901,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
902,Wetland,Water,Forest,NULL,Non_Wetland,Forest
903,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
904,Wetland,Water,Forest,Water,Non_Wetland,NULL
905,Wetland,Water,Forest,Water,Non_Wetland,Grassland
906,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
907,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
908,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
909,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
910,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
911,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
912,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
913,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
914,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
915,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
916,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
917,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
918,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
919,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
920,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
921,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
922,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
923,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
924,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
925,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
926,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
927,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
928,Wetland,Forest,Wetland,NULL,Wetland,Wetland
929,Wetland,Forest,Wetland,NULL,Wetland,Forest
930,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
931,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
932,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
933,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
934,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
935,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
936,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
937,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
938,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
939,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
940,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
941,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
942,Wetland,Forest,Forest,Water,Non_Wetland,NULL
943,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
944,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
945,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
946,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
952,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
953,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
954,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
955,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
956,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
957,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
958,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
959,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
960,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
961,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
962,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
963,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
964,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
965,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
966,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
967,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
968,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
969,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
970,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
971,Bareland,NULL,Wetland,NULL,Wetland,Grassland
972,Bareland,NULL,Wetland,NULL,Wetland,Cropland
973,Bareland,NULL,Wetland,NULL,Wetland,Wetland
974,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
975,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
976,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
977,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
978,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
979,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
980,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
981,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
982,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
983,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
984,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
985,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
986,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
987,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
988,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
991,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
992,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
993,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
994,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
995,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
999,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1000,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1001,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1002,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1003,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1004,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1005,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1006,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1007,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1008,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1009,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1010,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1011,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1012,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1013,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1014,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1015,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1016,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
1017,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1018,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1019,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1020,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1021,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1022,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1023,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1024,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1025,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1026,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Water,NULL,NULL,NULL,Non_Wetland,NULL
1028,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1029,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1030,Water,NULL,NULL,NULL,Non_Wetland,Forest
1031,Water,NULL,NULL,Water,Non_Wetland,Grassland
1032,Water,NULL,NULL,Water,Non_Wetland,Wetland
1033,Water,NULL,NULL,Water,Non_Wetland,Forest
1034,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1035,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1036,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1037,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1038,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1039,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1040,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1041,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1042,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1043,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1044,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1045,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1046,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1047,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1048,Water,NULL,Shrubland,Water,Non_Wetland,Water
1049,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1050,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1051,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1052,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1053,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1054,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1055,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1056,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1057,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1058,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1059,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1060,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1061,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1062,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1063,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1064,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1065,Water,NULL,Cropland,Water,Non_Wetland,NULL
1066,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1067,Water,NULL,Cropland,Water,Non_Wetland,Water
1068,Water,NULL,Wetland,NULL,Wetland,NULL
1069,Water,NULL,Wetland,NULL,Wetland,Grassland
1070,Water,NULL,Wetland,NULL,Wetland,Wetland
1071,Water,NULL,Wetland,NULL,Wetland,Water
1072,Water,NULL,Wetland,NULL,Wetland,Forest
1073,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1074,Water,NULL,Wetland,Non_Water,Wetland,Forest
1075,Water,NULL,Wetland,Water,Wetland,Forest
1076,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1077,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1078,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1079,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1080,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1081,Water,NULL,Water,NULL,Water,NULL
1082,Water,NULL,Water,NULL,Water,Grassland
1083,Water,NULL,Water,NULL,Water,Wetland
1084,Water,NULL,Water,NULL,Water,Forest
1085,Water,NULL,Water,Water,Water,NULL
1086,Water,NULL,Water,Water,Water,Grassland
1087,Water,NULL,Water,Water,Water,Wetland
1088,Water,NULL,Water,Water,Water,Water
1089,Water,NULL,Water,Water,Water,Forest
1090,Water,NULL,Forest,NULL,Non_Wetland,NULL
1091,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1092,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1093,Water,NULL,Forest,NULL,Non_Wetland,Water
1094,Water,NULL,Forest,NULL,Non_Wetland,Forest
1095,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1096,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1097,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1098,Water,NULL,Forest,Water,Non_Wetland,NULL
1099,Water,NULL,Forest,Water,Non_Wetland,Grassland
1100,Water,NULL,Forest,Water,Non_Wetland,Forest
1101,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1102,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1103,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1104,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1105,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1106,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1107,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1108,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1109,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1110,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1111,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1112,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1113,Water,Cropland,Wetland,NULL,Wetland,Forest
1114,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1115,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1116,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1117,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1118,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1119,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1120,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1121,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1122,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1123,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1124,Water,Wetland,NULL,NULL,Non_Wetland,Water
1125,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1126,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
1127,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1128,Water,Wetland,NULL,Water,Non_Wetland,NULL
1129,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1130,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1131,Water,Wetland,NULL,Water,Non_Wetland,Water
1132,Water,Wetland,NULL,Water,Non_Wetland,Forest
1133,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1134,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1135,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1136,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1137,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1138,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1139,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1140,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1141,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1142,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1143,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1144,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1145,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1146,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1147,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1148,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1149,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1150,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1151,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1152,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1153,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1154,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1155,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1156,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1157,Water,Wetland,Grassland,Water,Non_Wetland,Water
1158,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1159,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1160,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1161,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1162,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1163,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1164,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1165,Water,Wetland,Cropland,Water,Non_Wetland,Water
1166,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1167,Water,Wetland,Wetland,NULL,Wetland,NULL
1168,Water,Wetland,Wetland,NULL,Wetland,Grassland
1169,Water,Wetland,Wetland,NULL,Wetland,Wetland
1170,Water,Wetland,Wetland,NULL,Wetland,Water
1171,Water,Wetland,Wetland,NULL,Wetland,Forest
1172,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1173,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1174,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1175,Water,Wetland,Wetland,Non_Water,Wetland,Water
1176,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1177,Water,Wetland,Wetland,Water,Wetland,NULL
1178,Water,Wetland,Wetland,Water,Wetland,Grassland
1179,Water,Wetland,Wetland,Water,Wetland,Wetland
1180,Water,Wetland,Wetland,Water,Wetland,Water
1181,Water,Wetland,Wetland,Water,Wetland,Forest
1182,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1183,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1184,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1185,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1186,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1187,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1188,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1189,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1190,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1191,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1192,Water,Wetland,Water,NULL,Water,NULL
1193,Water,Wetland,Water,NULL,Water,Grassland
1194,Water,Wetland,Water,NULL,Water,Wetland
1195,Water,Wetland,Water,NULL,Water,Water
1196,Water,Wetland,Water,NULL,Water,Forest
1197,Water,Wetland,Water,Non_Water,Water,Wetland
1198,Water,Wetland,Water,Non_Water,Water,Water
1199,Water,Wetland,Water,Non_Water,Water,Forest
1200,Water,Wetland,Water,Water,Water,NULL
1201,Water,Wetland,Water,Water,Water,Grassland
1202,Water,Wetland,Water,Water,Water,Wetland
1203,Water,Wetland,Water,Water,Water,Water
1204,Water,Wetland,Water,Water,Water,Forest
1205,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1206,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1207,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1208,Water,Wetland,Forest,NULL,Non_Wetland,Water
1209,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1210,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1211,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1212,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1213,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1214,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1215,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1216,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1217,Water,Wetland,Forest,Water,Non_Wetland,Water
1218,Water,Wetland,Forest,Water,Non_Wetland,Forest
1219,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1220,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1221,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1222,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1223,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1224,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1225,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1226,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1227,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1228,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1229,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1230,Water,Built-up,Wetland,NULL,Wetland,Forest
1231,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1232,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1233,Water,Water,NULL,NULL,Non_Wetland,NULL
1234,Water,Water,NULL,NULL,Non_Wetland,Grassland
1235,Water,Water,NULL,NULL,Non_Wetland,Wetland
1236,Water,Water,NULL,NULL,Non_Wetland,Water
1237,Water,Water,NULL,NULL,Non_Wetland,Forest
1238,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1239,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1240,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1241,Water,Water,NULL,Non_Water,Non_Wetland,Water
1242,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1243,Water,Water,NULL,Water,Non_Wetland,NULL
1244,Water,Water,NULL,Water,Non_Wetland,Grassland
1245,Water,Water,NULL,Water,Non_Wetland,Wetland
1246,Water,Water,NULL,Water,Non_Wetland,Water
1247,Water,Water,NULL,Water,Non_Wetland,Forest
1248,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1249,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1250,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1251,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1252,Water,Water,Shrubland,NULL,Non_Wetland,Water
1253,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1254,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1255,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1256,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1257,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1258,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1259,Water,Water,Shrubland,Water,Non_Wetland,NULL
1260,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1261,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1262,Water,Water,Shrubland,Water,Non_Wetland,Water
1263,Water,Water,Shrubland,Water,Non_Wetland,Forest
1264,Water,Water,Grassland,NULL,Non_Wetland,NULL
1265,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1266,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1267,Water,Water,Grassland,NULL,Non_Wetland,Water
1268,Water,Water,Grassland,NULL,Non_Wetland,Forest
1269,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1270,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1271,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1272,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1273,Water,Water,Grassland,Water,Non_Wetland,NULL
1274,Water,Water,Grassland,Water,Non_Wetland,Grassland
1275,Water,Water,Grassland,Water,Non_Wetland,Wetland
1276,Water,Water,Grassland,Water,Non_Wetland,Water
1277,Water,Water,Grassland,Water,Non_Wetland,Forest
1278,Water,Water,Cropland,NULL,Non_Wetland,NULL
1279,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1280,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1281,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1282,Water,Water,Cropland,NULL,Non_Wetland,Water
1283,Water,Water,Cropland,NULL,Non_Wetland,Forest
1284,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1285,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1286,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1287,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1288,Water,Water,Cropland,Water,Non_Wetland,NULL
