Value,AFRICA_2024_DynamicWorld_2024_38PKR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKR_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKR_M_R,AFRICA_2024_GSW_Yearly_2021_38PKR_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKR_M_R,AFRICA_2024_WorldCover_2021_38PKR_M_R
837,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
838,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
839,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
840,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
841,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
842,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
843,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
844,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
845,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
846,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
847,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
848,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
849,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
850,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
851,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
852,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
853,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
854,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
855,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
856,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
857,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
858,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
859,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
860,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
861,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
862,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
863,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
864,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
865,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
866,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
867,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
868,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
869,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
870,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
871,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
872,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
873,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
874,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
875,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
876,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
877,Water,NULL,NULL,NULL,Non_Wetland,Wetland
878,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
879,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
880,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
881,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
882,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
883,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Water,NULL,Shrubland,Water,Non_Wetland,Water
885,Water,NULL,Grassland,NULL,Non_Wetland,NULL
886,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
887,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
888,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
889,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
890,Water,NULL,Grassland,NULL,Non_Wetland,Water
891,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
892,Water,NULL,Grassland,Water,Non_Wetland,Grassland
893,Water,NULL,Grassland,Water,Non_Wetland,Cropland
894,Water,NULL,Grassland,Water,Non_Wetland,Bareland
895,Water,NULL,Grassland,Water,Non_Wetland,Water
896,Water,NULL,Cropland,NULL,Non_Wetland,NULL
897,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
898,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
899,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
900,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
901,Water,NULL,Cropland,NULL,Non_Wetland,Water
902,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
903,Water,NULL,Cropland,Water,Non_Wetland,Cropland
904,Water,NULL,Cropland,Water,Non_Wetland,Water
905,Water,NULL,Wetland,NULL,Wetland,Cropland
906,Water,NULL,Wetland,NULL,Wetland,Water
907,Water,NULL,Wetland,Water,Wetland,Water
908,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
909,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
910,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
911,Water,NULL,Bareland,NULL,Non_Wetland,Water
912,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
913,Water,NULL,Bareland,Water,Non_Wetland,Water
914,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
915,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
916,Water,NULL,Water,NULL,Water,Grassland
917,Water,NULL,Water,NULL,Water,Wetland
918,Water,NULL,Water,NULL,Water,Bareland
919,Water,NULL,Water,NULL,Water,Water
920,Water,NULL,Water,Water,Water,Cropland
921,Water,NULL,Water,Water,Water,Bareland
922,Water,NULL,Water,Water,Water,Water
923,Water,NULL,Forest,NULL,Non_Wetland,NULL
924,Water,NULL,Forest,NULL,Non_Wetland,Cropland
925,Water,NULL,Forest,NULL,Non_Wetland,Wetland
926,Water,NULL,Forest,NULL,Non_Wetland,Forest
927,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
928,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
929,Water,Cropland,NULL,Water,Non_Wetland,Bareland
930,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
931,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
932,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
933,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
934,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
935,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
936,Water,Cropland,Shrubland,Water,Non_Wetland,Water
937,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
938,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
939,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
940,Water,Cropland,Grassland,NULL,Non_Wetland,Water
941,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
942,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
943,Water,Cropland,Grassland,Water,Non_Wetland,Water
944,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
945,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
946,Water,Cropland,Cropland,NULL,Non_Wetland,Water
947,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
948,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
949,Water,Cropland,Cropland,Water,Non_Wetland,Water
950,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
951,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
952,Water,Cropland,Bareland,NULL,Non_Wetland,Water
953,Water,Cropland,Bareland,Water,Non_Wetland,Water
954,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
955,Water,Cropland,Water,NULL,Water,Cropland
956,Water,Cropland,Water,NULL,Water,Water
957,Water,Cropland,Water,Water,Water,Cropland
958,Water,Cropland,Water,Water,Water,Water
959,Water,Cropland,Forest,NULL,Non_Wetland,NULL
960,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
961,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
962,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
963,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
964,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
965,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
966,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
967,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
968,Water,Bareland,Water,NULL,Water,Cropland
969,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
970,Water,Water,NULL,NULL,Non_Wetland,Cropland
971,Water,Water,NULL,NULL,Non_Wetland,Wetland
972,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
973,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
974,Water,Water,Shrubland,NULL,Non_Wetland,Water
975,Water,Water,Shrubland,Water,Non_Wetland,Grassland
976,Water,Water,Shrubland,Water,Non_Wetland,Cropland
977,Water,Water,Shrubland,Water,Non_Wetland,Water
978,Water,Water,Grassland,NULL,Non_Wetland,Grassland
979,Water,Water,Grassland,NULL,Non_Wetland,Cropland
980,Water,Water,Grassland,NULL,Non_Wetland,Bareland
981,Water,Water,Grassland,NULL,Non_Wetland,Water
982,Water,Water,Grassland,Water,Non_Wetland,Grassland
983,Water,Water,Grassland,Water,Non_Wetland,Bareland
984,Water,Water,Grassland,Water,Non_Wetland,Water
985,Water,Water,Cropland,NULL,Non_Wetland,Grassland
986,Water,Water,Cropland,NULL,Non_Wetland,Cropland
987,Water,Water,Cropland,NULL,Non_Wetland,Water
988,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
989,Water,Water,Cropland,Water,Non_Wetland,Grassland
990,Water,Water,Cropland,Water,Non_Wetland,Water
991,Water,Water,Wetland,NULL,Wetland,Water
992,Water,Water,Wetland,Water,Wetland,Cropland
993,Water,Water,Wetland,Water,Wetland,Water
994,Water,Water,Bareland,NULL,Non_Wetland,Bareland
995,Water,Water,Bareland,NULL,Non_Wetland,Water
996,Water,Water,Bareland,Water,Non_Wetland,Water
997,Water,Water,Water,NULL,Water,Grassland
998,Water,Water,Water,NULL,Water,Wetland
999,Water,Water,Water,NULL,Water,Water
1000,Water,Water,Water,Water,Water,Water
1001,Water,Water,Forest,NULL,Non_Wetland,Cropland
1002,Water,Water,Forest,NULL,Non_Wetland,Wetland
1003,Water,Forest,Bareland,Water,Non_Wetland,Cropland
1004,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1005,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1006,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1007,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1008,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1009,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1016,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1017,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1018,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1019,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1020,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1021,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1022,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1023,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1024,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1025,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1027,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1028,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1029,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1030,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1031,Forest,NULL,Wetland,NULL,Wetland,Cropland
1032,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1033,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1034,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1035,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1036,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1037,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1038,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1039,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1041,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1042,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1043,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1044,Forest,NULL,Water,NULL,Water,NULL
1045,Forest,NULL,Water,NULL,Water,Grassland
1046,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1047,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1048,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1050,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1051,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1052,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1053,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1054,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1055,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1056,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1057,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1058,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1059,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1064,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1065,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1066,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1067,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1068,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1069,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1070,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1071,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1072,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1073,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1074,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1075,Forest,Cropland,Wetland,NULL,Wetland,Forest
1076,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1077,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1078,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1079,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1080,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1081,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1082,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1083,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1084,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1085,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1086,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1087,Forest,Cropland,Water,NULL,Water,Wetland
1088,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1089,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1090,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1091,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1092,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1093,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1094,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1095,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1096,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1097,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1098,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1099,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1100,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1101,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1102,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1103,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1104,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1105,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
1106,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
1107,Forest,Wetland,Water,NULL,Water,Grassland
1108,Forest,Wetland,Water,Water,Water,Cropland
1109,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1110,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1111,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1112,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1113,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1114,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1115,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1116,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1117,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1118,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1119,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1120,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1124,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1125,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1126,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1127,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1128,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1129,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1130,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1131,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1132,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1133,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1134,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1135,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1136,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1137,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1138,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1139,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1140,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1141,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1142,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1143,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1144,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1145,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1146,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1147,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1148,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1150,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1151,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1157,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1158,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1159,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1160,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1161,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1162,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1163,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1164,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1165,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1166,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1167,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1168,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1169,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1170,Forest,Forest,Wetland,NULL,Wetland,Forest
1171,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1172,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1173,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1174,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1175,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1176,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1177,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1178,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1179,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1180,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1181,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1182,Forest,Forest,Water,NULL,Water,Grassland
1183,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1184,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1185,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1186,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1187,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1188,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1189,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1190,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
