Value,AFRICA_2024_DynamicWorld_2024_36NTM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTM_M_R,AFRICA_2024_GSW_Yearly_2021_36NTM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTM_M_R,AFRICA_2024_WorldCover_2021_36NTM_M_R
874,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
875,Forest,Forest,NULL,NULL,Non_Wetland,Forest
876,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
877,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
880,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
881,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
882,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
883,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
884,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
887,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
889,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
890,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
891,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
892,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
893,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
894,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
895,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
896,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
897,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
898,Forest,Forest,Wetland,NULL,Wetland,NULL
899,Forest,Forest,Wetland,NULL,Wetland,Grassland
900,Forest,Forest,Wetland,NULL,Wetland,Wetland
901,Forest,Forest,Wetland,NULL,Wetland,Forest
902,Forest,Forest,Wetland,Non_Water,Wetland,Forest
903,Forest,Forest,Wetland,Water,Wetland,Forest
904,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
905,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
906,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
907,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
908,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
909,Forest,Forest,Bareland,Water,Non_Wetland,Forest
910,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
911,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
912,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
913,Forest,Forest,Water,NULL,Water,Forest
914,Forest,Forest,Water,Water,Water,Forest
915,Forest,Forest,Forest,NULL,Non_Wetland,NULL
916,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
917,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
918,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
919,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
920,Forest,Forest,Forest,NULL,Non_Wetland,Forest
921,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
922,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
923,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
924,Forest,Forest,Forest,Water,Non_Wetland,NULL
925,Forest,Forest,Forest,Water,Non_Wetland,Grassland
926,Forest,Forest,Forest,Water,Non_Wetland,Forest
