Value,AFRICA_2024_DynamicWorld_2024_36PYC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,AFRICA_2024_WorldCover_2021_36PYC_M_R
830,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
831,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
832,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
833,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
834,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
835,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
836,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
837,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
838,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
839,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
840,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
841,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
842,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
843,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
844,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
845,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
846,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
847,Bareland,Wetland,NULL,NULL,Non_Wetland,Cropland
848,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
849,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
850,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
851,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
852,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
853,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
854,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
855,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
856,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
857,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
858,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
859,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
860,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
861,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
862,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
863,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
864,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
865,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
866,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
867,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
868,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
869,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
870,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
871,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
872,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
873,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
874,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
875,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
876,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
877,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
878,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
879,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
880,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
881,Bareland,Bareland,Wetland,NULL,Wetland,Water
882,Bareland,Bareland,Wetland,NULL,Wetland,Forest
883,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
884,Bareland,Bareland,Wetland,Water,Wetland,Grassland
885,Bareland,Bareland,Wetland,Water,Wetland,Cropland
886,Bareland,Bareland,Wetland,Water,Wetland,Bareland
887,Bareland,Bareland,Wetland,Water,Wetland,Water
888,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
889,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
890,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
891,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
892,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
893,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
894,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
895,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
896,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
897,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
898,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
899,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
900,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
901,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
902,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
903,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
904,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
905,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
906,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
907,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
908,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
909,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
910,Bareland,Bareland,Water,Water,Water,Water
911,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
912,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
913,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
914,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
915,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
916,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
917,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
918,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
919,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
920,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
921,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
922,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
923,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
924,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
925,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
926,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
927,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
928,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
929,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
930,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
931,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
932,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
933,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
934,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
935,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
936,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
937,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
938,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
939,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
940,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
941,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
942,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
943,Bareland,Water,Cropland,NULL,Non_Wetland,Water
944,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
945,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
946,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
947,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
948,Bareland,Water,Cropland,Water,Non_Wetland,Water
949,Bareland,Water,Cropland,Water,Non_Wetland,Forest
950,Bareland,Water,Wetland,NULL,Wetland,Grassland
951,Bareland,Water,Wetland,NULL,Wetland,Bareland
952,Bareland,Water,Wetland,NULL,Wetland,Water
953,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
954,Bareland,Water,Wetland,Non_Water,Wetland,Water
955,Bareland,Water,Wetland,Non_Water,Wetland,Forest
956,Bareland,Water,Wetland,Water,Wetland,Grassland
957,Bareland,Water,Wetland,Water,Wetland,Cropland
958,Bareland,Water,Wetland,Water,Wetland,Bareland
959,Bareland,Water,Wetland,Water,Wetland,Water
960,Bareland,Water,Wetland,Water,Wetland,Forest
961,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
962,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
963,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
964,Bareland,Water,Bareland,NULL,Non_Wetland,Water
965,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
966,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
967,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
968,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
969,Bareland,Water,Bareland,Water,Non_Wetland,Water
970,Bareland,Water,Bareland,Water,Non_Wetland,Forest
971,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
972,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
973,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
974,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
975,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
976,Water,NULL,NULL,NULL,Non_Wetland,Wetland
977,Water,NULL,NULL,NULL,Non_Wetland,Bareland
978,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
979,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
980,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
981,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
982,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
983,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
984,Water,NULL,Shrubland,Water,Non_Wetland,Water
985,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
986,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
987,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
988,Water,NULL,Grassland,NULL,Non_Wetland,Water
989,Water,NULL,Grassland,NULL,Non_Wetland,Forest
990,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
991,Water,NULL,Grassland,Water,Non_Wetland,Cropland
992,Water,NULL,Grassland,Water,Non_Wetland,Bareland
993,Water,NULL,Grassland,Water,Non_Wetland,Forest
994,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
995,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
996,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
997,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
998,Water,NULL,Cropland,NULL,Non_Wetland,Water
999,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1000,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1001,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1002,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1003,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1004,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1005,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1006,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1007,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1008,Water,NULL,Cropland,Water,Non_Wetland,Water
1009,Water,NULL,Cropland,Water,Non_Wetland,Forest
1010,Water,NULL,Wetland,NULL,Wetland,Grassland
1011,Water,NULL,Wetland,NULL,Wetland,Cropland
1012,Water,NULL,Wetland,NULL,Wetland,Bareland
1013,Water,NULL,Wetland,NULL,Wetland,Water
1014,Water,NULL,Wetland,NULL,Wetland,Forest
1015,Water,NULL,Wetland,Water,Wetland,Grassland
1016,Water,NULL,Wetland,Water,Wetland,Bareland
1017,Water,NULL,Wetland,Water,Wetland,Water
1018,Water,NULL,Wetland,Water,Wetland,Forest
1019,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1020,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1021,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1022,Water,NULL,Bareland,NULL,Non_Wetland,Water
1023,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1024,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1025,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1026,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1027,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1028,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1029,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1030,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1031,Water,NULL,Bareland,Water,Non_Wetland,Water
1032,Water,NULL,Bareland,Water,Non_Wetland,Forest
1033,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1034,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1035,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1036,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1037,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1038,Water,NULL,Built-up,Water,Non_Wetland,Forest
1039,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1040,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1041,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1042,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1043,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1044,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1045,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1046,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1047,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1048,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1049,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1050,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1051,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1052,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1053,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1054,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1055,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1056,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1057,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1058,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1059,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1060,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1061,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1062,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1063,Water,Cropland,Cropland,Water,Non_Wetland,Water
1064,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1065,Water,Cropland,Wetland,NULL,Wetland,Cropland
1066,Water,Cropland,Wetland,NULL,Wetland,Bareland
1067,Water,Cropland,Wetland,NULL,Wetland,Water
1068,Water,Cropland,Wetland,NULL,Wetland,Forest
1069,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1070,Water,Cropland,Wetland,Water,Wetland,Cropland
1071,Water,Cropland,Wetland,Water,Wetland,Bareland
1072,Water,Cropland,Wetland,Water,Wetland,Water
1073,Water,Cropland,Wetland,Water,Wetland,Forest
1074,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1075,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1076,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1077,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1078,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1079,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1080,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1081,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1082,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1083,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1084,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1085,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1086,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1087,Water,Cropland,Bareland,Water,Non_Wetland,Water
1088,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1089,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1090,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1091,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1092,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1093,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1094,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1095,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1096,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1097,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1098,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1099,Water,Cropland,Water,Water,Water,Bareland
1100,Water,Cropland,Water,Water,Water,Water
1101,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1102,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1103,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1104,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1105,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1106,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1107,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1108,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1109,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1110,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1111,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1112,Water,Bareland,Grassland,Water,Non_Wetland,Water
1113,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1114,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1115,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1116,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1117,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1118,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1119,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1120,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1121,Water,Bareland,Cropland,Water,Non_Wetland,Water
1122,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1123,Water,Bareland,Wetland,NULL,Wetland,Grassland
1124,Water,Bareland,Wetland,NULL,Wetland,Cropland
1125,Water,Bareland,Wetland,NULL,Wetland,Bareland
1126,Water,Bareland,Wetland,NULL,Wetland,Water
1127,Water,Bareland,Wetland,Non_Water,Wetland,Water
1128,Water,Bareland,Wetland,Water,Wetland,Grassland
1129,Water,Bareland,Wetland,Water,Wetland,Cropland
1130,Water,Bareland,Wetland,Water,Wetland,Bareland
1131,Water,Bareland,Wetland,Water,Wetland,Water
1132,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1133,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1134,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1135,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1136,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1137,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1138,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1139,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1140,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1141,Water,Bareland,Bareland,Water,Non_Wetland,Water
1142,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1143,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
1144,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1145,Water,Bareland,Built-up,Water,Non_Wetland,Cropland
1146,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1147,Water,Bareland,Built-up,Water,Non_Wetland,Water
1148,Water,Bareland,Water,Water,Water,Water
1149,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1150,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1151,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1152,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1153,Water,Built-up,Wetland,Water,Wetland,Water
1154,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1155,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1156,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1157,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1158,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1159,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1160,Water,Water,NULL,NULL,Non_Wetland,Cropland
1161,Water,Water,NULL,NULL,Non_Wetland,Bareland
1162,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1163,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1164,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1165,Water,Water,Shrubland,NULL,Non_Wetland,Water
1166,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1167,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1168,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1169,Water,Water,Shrubland,Water,Non_Wetland,Water
1170,Water,Water,Shrubland,Water,Non_Wetland,Forest
1171,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1172,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1173,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1174,Water,Water,Grassland,NULL,Non_Wetland,Water
1175,Water,Water,Grassland,NULL,Non_Wetland,Forest
1176,Water,Water,Grassland,Water,Non_Wetland,Grassland
1177,Water,Water,Grassland,Water,Non_Wetland,Cropland
1178,Water,Water,Grassland,Water,Non_Wetland,Bareland
1179,Water,Water,Grassland,Water,Non_Wetland,Water
1180,Water,Water,Grassland,Water,Non_Wetland,Forest
1181,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1182,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1183,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1184,Water,Water,Cropland,NULL,Non_Wetland,Water
1185,Water,Water,Cropland,NULL,Non_Wetland,Forest
1186,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1187,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1188,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1189,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1190,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1191,Water,Water,Cropland,Water,Non_Wetland,Grassland
1192,Water,Water,Cropland,Water,Non_Wetland,Cropland
1193,Water,Water,Cropland,Water,Non_Wetland,Bareland
1194,Water,Water,Cropland,Water,Non_Wetland,Water
1195,Water,Water,Cropland,Water,Non_Wetland,Forest
1196,Water,Water,Wetland,NULL,Wetland,Grassland
1197,Water,Water,Wetland,NULL,Wetland,Cropland
1198,Water,Water,Wetland,NULL,Wetland,Bareland
1199,Water,Water,Wetland,NULL,Wetland,Water
1200,Water,Water,Wetland,NULL,Wetland,Forest
1201,Water,Water,Wetland,Non_Water,Wetland,Cropland
1202,Water,Water,Wetland,Non_Water,Wetland,Bareland
1203,Water,Water,Wetland,Non_Water,Wetland,Water
1204,Water,Water,Wetland,Non_Water,Wetland,Forest
1205,Water,Water,Wetland,Water,Wetland,Grassland
1206,Water,Water,Wetland,Water,Wetland,Cropland
1207,Water,Water,Wetland,Water,Wetland,Bareland
1208,Water,Water,Wetland,Water,Wetland,Water
1209,Water,Water,Wetland,Water,Wetland,Forest
1210,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1211,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1212,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1213,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1214,Water,Water,Bareland,NULL,Non_Wetland,Water
1215,Water,Water,Bareland,NULL,Non_Wetland,Forest
1216,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1217,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1218,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1219,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1220,Water,Water,Bareland,Water,Non_Wetland,Grassland
1221,Water,Water,Bareland,Water,Non_Wetland,Cropland
1222,Water,Water,Bareland,Water,Non_Wetland,Bareland
1223,Water,Water,Bareland,Water,Non_Wetland,Water
1224,Water,Water,Bareland,Water,Non_Wetland,Forest
1225,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1226,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1227,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1228,Water,Water,Built-up,NULL,Non_Wetland,Water
1229,Water,Water,Built-up,NULL,Non_Wetland,Forest
1230,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1231,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1232,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1233,Water,Water,Built-up,Water,Non_Wetland,Grassland
1234,Water,Water,Built-up,Water,Non_Wetland,Cropland
1235,Water,Water,Built-up,Water,Non_Wetland,Bareland
1236,Water,Water,Built-up,Water,Non_Wetland,Water
1237,Water,Water,Built-up,Water,Non_Wetland,Forest
1238,Water,Water,Water,NULL,Water,Cropland
1239,Water,Water,Water,NULL,Water,Water
1240,Water,Water,Water,NULL,Water,Forest
1241,Water,Water,Water,Non_Water,Water,Grassland
1242,Water,Water,Water,Non_Water,Water,Bareland
1243,Water,Water,Water,Non_Water,Water,Water
1244,Water,Water,Water,Non_Water,Water,Forest
1245,Water,Water,Water,Water,Water,Cropland
1246,Water,Water,Water,Water,Water,Bareland
1247,Water,Water,Water,Water,Water,Water
1248,Water,Water,Water,Water,Water,Forest
1249,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1250,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1251,Water,Forest,Cropland,Water,Non_Wetland,Forest
1252,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1253,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1254,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1255,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1256,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1257,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1258,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1259,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1260,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1265,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1266,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1267,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1268,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
