Value,AFRICA_2024_DynamicWorld_2024_36NXN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,AFRICA_2024_WorldCover_2021_36NXN_M_R
872,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
873,Water,Wetland,NULL,NULL,Non_Wetland,Forest
874,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
875,Water,Wetland,NULL,Water,Non_Wetland,Wetland
876,Water,Wetland,NULL,Water,Non_Wetland,Water
877,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
878,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
879,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
880,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
881,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
882,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
883,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
884,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
885,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
886,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
887,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
888,Water,Wetland,Shrubland,Water,Non_Wetland,Water
889,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
890,Water,Wetland,Wetland,NULL,Wetland,Grassland
891,Water,Wetland,Wetland,NULL,Wetland,Wetland
892,Water,Wetland,Wetland,NULL,Wetland,Water
893,Water,Wetland,Wetland,NULL,Wetland,Forest
894,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
895,Water,Wetland,Wetland,Water,Wetland,Wetland
896,Water,Wetland,Wetland,Water,Wetland,Bareland
897,Water,Wetland,Wetland,Water,Wetland,Water
898,Water,Wetland,Wetland,Water,Wetland,Forest
899,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
900,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
901,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
902,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
903,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
904,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
905,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
906,Water,Wetland,Water,NULL,Water,Grassland
907,Water,Wetland,Water,NULL,Water,Wetland
908,Water,Wetland,Water,NULL,Water,Bareland
909,Water,Wetland,Water,NULL,Water,Forest
910,Water,Wetland,Water,Non_Water,Water,Wetland
911,Water,Wetland,Water,Water,Water,Grassland
912,Water,Wetland,Water,Water,Water,Wetland
913,Water,Wetland,Water,Water,Water,Water
914,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
915,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
916,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
917,Water,Wetland,Forest,NULL,Non_Wetland,Water
918,Water,Wetland,Forest,NULL,Non_Wetland,Forest
919,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
920,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
921,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
922,Water,Wetland,Forest,Water,Non_Wetland,Grassland
923,Water,Wetland,Forest,Water,Non_Wetland,Wetland
924,Water,Wetland,Forest,Water,Non_Wetland,Water
925,Water,Wetland,Forest,Water,Non_Wetland,Forest
926,Water,Bareland,Wetland,NULL,Wetland,Bareland
927,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
928,Water,Built-up,Wetland,NULL,Wetland,Forest
929,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
930,Water,Built-up,Forest,NULL,Non_Wetland,Forest
931,Water,Water,NULL,NULL,Non_Wetland,Grassland
932,Water,Water,NULL,NULL,Non_Wetland,Wetland
933,Water,Water,NULL,NULL,Non_Wetland,Bareland
934,Water,Water,NULL,NULL,Non_Wetland,Water
935,Water,Water,NULL,NULL,Non_Wetland,Forest
936,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
937,Water,Water,NULL,Non_Water,Non_Wetland,Forest
938,Water,Water,NULL,Water,Non_Wetland,Grassland
939,Water,Water,NULL,Water,Non_Wetland,Wetland
940,Water,Water,NULL,Water,Non_Wetland,Water
941,Water,Water,Shrubland,NULL,Non_Wetland,NULL
942,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
943,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
944,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
945,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
946,Water,Water,Shrubland,NULL,Non_Wetland,Water
947,Water,Water,Shrubland,NULL,Non_Wetland,Forest
948,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
949,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
950,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
951,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
952,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
953,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
954,Water,Water,Shrubland,Water,Non_Wetland,Grassland
955,Water,Water,Shrubland,Water,Non_Wetland,Wetland
956,Water,Water,Shrubland,Water,Non_Wetland,Bareland
957,Water,Water,Shrubland,Water,Non_Wetland,Water
958,Water,Water,Shrubland,Water,Non_Wetland,Forest
959,Water,Water,Grassland,NULL,Non_Wetland,Cropland
960,Water,Water,Grassland,NULL,Non_Wetland,Wetland
961,Water,Water,Grassland,NULL,Non_Wetland,Forest
962,Water,Water,Cropland,NULL,Non_Wetland,Grassland
963,Water,Water,Cropland,NULL,Non_Wetland,Cropland
964,Water,Water,Cropland,NULL,Non_Wetland,Wetland
965,Water,Water,Cropland,NULL,Non_Wetland,Water
966,Water,Water,Cropland,NULL,Non_Wetland,Forest
967,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
968,Water,Water,Cropland,Water,Non_Wetland,Wetland
969,Water,Water,Wetland,NULL,Wetland,NULL
970,Water,Water,Wetland,NULL,Wetland,Grassland
971,Water,Water,Wetland,NULL,Wetland,Cropland
972,Water,Water,Wetland,NULL,Wetland,Wetland
973,Water,Water,Wetland,NULL,Wetland,Bareland
974,Water,Water,Wetland,NULL,Wetland,Water
975,Water,Water,Wetland,NULL,Wetland,Forest
976,Water,Water,Wetland,Non_Water,Wetland,Grassland
977,Water,Water,Wetland,Non_Water,Wetland,Cropland
978,Water,Water,Wetland,Non_Water,Wetland,Wetland
979,Water,Water,Wetland,Non_Water,Wetland,Bareland
980,Water,Water,Wetland,Non_Water,Wetland,Water
981,Water,Water,Wetland,Non_Water,Wetland,Forest
982,Water,Water,Wetland,Water,Wetland,Grassland
983,Water,Water,Wetland,Water,Wetland,Wetland
984,Water,Water,Wetland,Water,Wetland,Bareland
985,Water,Water,Wetland,Water,Wetland,Water
986,Water,Water,Wetland,Water,Wetland,Forest
987,Water,Water,Bareland,NULL,Non_Wetland,NULL
988,Water,Water,Bareland,NULL,Non_Wetland,Grassland
989,Water,Water,Bareland,NULL,Non_Wetland,Cropland
990,Water,Water,Bareland,NULL,Non_Wetland,Wetland
991,Water,Water,Bareland,NULL,Non_Wetland,Bareland
992,Water,Water,Bareland,NULL,Non_Wetland,Water
993,Water,Water,Bareland,NULL,Non_Wetland,Forest
994,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
995,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
996,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
997,Water,Water,Bareland,Non_Water,Non_Wetland,Water
998,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
999,Water,Water,Bareland,Water,Non_Wetland,Grassland
1000,Water,Water,Bareland,Water,Non_Wetland,Cropland
1001,Water,Water,Bareland,Water,Non_Wetland,Wetland
1002,Water,Water,Bareland,Water,Non_Wetland,Bareland
1003,Water,Water,Bareland,Water,Non_Wetland,Water
1004,Water,Water,Bareland,Water,Non_Wetland,Forest
1005,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1006,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1007,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1008,Water,Water,Built-up,NULL,Non_Wetland,Water
1009,Water,Water,Built-up,NULL,Non_Wetland,Forest
1010,Water,Water,Built-up,Water,Non_Wetland,Wetland
1011,Water,Water,Built-up,Water,Non_Wetland,Forest
1012,Water,Water,Water,NULL,Water,Grassland
1013,Water,Water,Water,NULL,Water,Wetland
1014,Water,Water,Water,NULL,Water,Bareland
1015,Water,Water,Water,NULL,Water,Water
1016,Water,Water,Water,NULL,Water,Forest
1017,Water,Water,Water,Non_Water,Water,Grassland
1018,Water,Water,Water,Non_Water,Water,Wetland
1019,Water,Water,Water,Non_Water,Water,Water
1020,Water,Water,Water,Non_Water,Water,Forest
1021,Water,Water,Water,Water,Water,Grassland
1022,Water,Water,Water,Water,Water,Wetland
1023,Water,Water,Water,Water,Water,Bareland
1024,Water,Water,Water,Water,Water,Water
1025,Water,Water,Water,Water,Water,Forest
1026,Water,Water,Forest,NULL,Non_Wetland,NULL
1027,Water,Water,Forest,NULL,Non_Wetland,Grassland
1028,Water,Water,Forest,NULL,Non_Wetland,Cropland
1029,Water,Water,Forest,NULL,Non_Wetland,Wetland
1030,Water,Water,Forest,NULL,Non_Wetland,Bareland
1031,Water,Water,Forest,NULL,Non_Wetland,Water
1032,Water,Water,Forest,NULL,Non_Wetland,Forest
1033,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1034,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1035,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1036,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1037,Water,Water,Forest,Non_Water,Non_Wetland,Water
1038,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1039,Water,Water,Forest,Water,Non_Wetland,Grassland
1040,Water,Water,Forest,Water,Non_Wetland,Wetland
1041,Water,Water,Forest,Water,Non_Wetland,Bareland
1042,Water,Water,Forest,Water,Non_Wetland,Water
1043,Water,Water,Forest,Water,Non_Wetland,Forest
1044,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1045,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1046,Water,Forest,NULL,NULL,Non_Wetland,Forest
1047,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1048,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1049,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1050,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1051,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1052,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1053,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1054,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1055,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1056,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1057,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
1058,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1059,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1060,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1061,Water,Forest,Wetland,NULL,Wetland,NULL
1062,Water,Forest,Wetland,NULL,Wetland,Grassland
1063,Water,Forest,Wetland,NULL,Wetland,Wetland
1064,Water,Forest,Wetland,NULL,Wetland,Water
1065,Water,Forest,Wetland,NULL,Wetland,Forest
1066,Water,Forest,Wetland,Non_Water,Wetland,Forest
1067,Water,Forest,Wetland,Water,Wetland,Wetland
1068,Water,Forest,Wetland,Water,Wetland,Forest
1069,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1070,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1071,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1072,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1073,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1074,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1075,Water,Forest,Water,NULL,Water,Forest
1076,Water,Forest,Water,Water,Water,Wetland
1077,Water,Forest,Forest,NULL,Non_Wetland,NULL
1078,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1079,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1080,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1081,Water,Forest,Forest,NULL,Non_Wetland,Water
1082,Water,Forest,Forest,NULL,Non_Wetland,Forest
1083,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1084,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1085,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1086,Water,Forest,Forest,Water,Non_Wetland,Grassland
1087,Water,Forest,Forest,Water,Non_Wetland,Wetland
1088,Water,Forest,Forest,Water,Non_Wetland,Forest
1089,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1090,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1091,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1092,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1093,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1094,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1095,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1096,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1097,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1098,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1100,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1102,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1103,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1106,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1107,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1108,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1109,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1110,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1111,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1112,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1113,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1114,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1115,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1116,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1117,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1118,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1119,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1120,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1121,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1122,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1124,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1125,Forest,NULL,Wetland,NULL,Wetland,NULL
1126,Forest,NULL,Wetland,NULL,Wetland,Grassland
1127,Forest,NULL,Wetland,NULL,Wetland,Wetland
1128,Forest,NULL,Wetland,NULL,Wetland,Bareland
1129,Forest,NULL,Wetland,NULL,Wetland,Forest
1130,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1131,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1132,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1133,Forest,NULL,Wetland,Water,Wetland,Wetland
1134,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1135,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1136,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1137,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1138,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1139,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1140,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1141,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1142,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1143,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1144,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1145,Forest,NULL,Water,Water,Water,Wetland
1146,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1147,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1148,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1149,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1150,Forest,NULL,Forest,NULL,Non_Wetland,Water
1151,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1152,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1153,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1154,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1155,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1156,Forest,NULL,Forest,Water,Non_Wetland,NULL
1157,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1158,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1159,Forest,NULL,Forest,Water,Non_Wetland,Forest
1160,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1161,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1162,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1163,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1167,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1168,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1169,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1170,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1171,Forest,Cropland,Wetland,NULL,Wetland,NULL
1172,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1173,Forest,Cropland,Wetland,NULL,Wetland,Water
1174,Forest,Cropland,Wetland,NULL,Wetland,Forest
1175,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1176,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1177,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1178,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1179,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1180,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1181,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1182,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1183,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1184,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1185,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1186,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1187,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1188,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1189,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1190,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1191,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1192,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1193,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1194,Forest,Wetland,Wetland,NULL,Wetland,NULL
1195,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1196,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1197,Forest,Wetland,Wetland,NULL,Wetland,Forest
1198,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1199,Forest,Wetland,Wetland,Water,Wetland,Wetland
1200,Forest,Wetland,Wetland,Water,Wetland,Forest
1201,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1202,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1203,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1204,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1205,Forest,Wetland,Water,NULL,Water,Wetland
1206,Forest,Wetland,Water,NULL,Water,Forest
1207,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1208,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1209,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1210,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1211,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1212,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1213,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1214,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1215,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1216,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1217,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1218,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1219,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1220,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1221,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1222,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1225,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1226,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1227,Forest,Built-up,Wetland,NULL,Wetland,Forest
1228,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1229,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1230,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1231,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1232,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1233,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1234,Forest,Water,NULL,NULL,Non_Wetland,Water
1235,Forest,Water,NULL,NULL,Non_Wetland,Forest
1236,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1237,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1238,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1239,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1240,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1241,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1242,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1243,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1244,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1245,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1246,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1247,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1248,Forest,Water,Wetland,NULL,Wetland,Grassland
1249,Forest,Water,Wetland,NULL,Wetland,Cropland
1250,Forest,Water,Wetland,NULL,Wetland,Wetland
1251,Forest,Water,Wetland,NULL,Wetland,Bareland
1252,Forest,Water,Wetland,NULL,Wetland,Water
1253,Forest,Water,Wetland,NULL,Wetland,Forest
1254,Forest,Water,Wetland,Non_Water,Wetland,Forest
1255,Forest,Water,Wetland,Water,Wetland,Wetland
1256,Forest,Water,Wetland,Water,Wetland,Forest
1257,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1258,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1259,Forest,Water,Bareland,NULL,Non_Wetland,Water
1260,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1261,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1262,Forest,Water,Bareland,Water,Non_Wetland,Water
1263,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1264,Forest,Water,Water,NULL,Water,Grassland
1265,Forest,Water,Water,NULL,Water,Water
1266,Forest,Water,Water,NULL,Water,Forest
1267,Forest,Water,Water,Water,Water,Wetland
1268,Forest,Water,Water,Water,Water,Forest
1269,Forest,Water,Forest,NULL,Non_Wetland,NULL
1270,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1271,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1272,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1273,Forest,Water,Forest,NULL,Non_Wetland,Water
1274,Forest,Water,Forest,NULL,Non_Wetland,Forest
1275,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1276,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1277,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1278,Forest,Water,Forest,Water,Non_Wetland,Grassland
1279,Forest,Water,Forest,Water,Non_Wetland,Wetland
1280,Forest,Water,Forest,Water,Non_Wetland,Forest
1281,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1282,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1283,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1284,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1285,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1286,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1287,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1288,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1289,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1290,Forest,Forest,NULL,Water,Non_Wetland,NULL
1291,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1292,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1293,Forest,Forest,NULL,Water,Non_Wetland,Forest
1294,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1296,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1297,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1306,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1307,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1308,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1309,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1310,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1311,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1312,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1313,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1314,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1315,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1316,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1317,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1318,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1319,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1320,Forest,Forest,Wetland,NULL,Wetland,NULL
