Value,AFRICA_2024_DynamicWorld_2024_36PUB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUB_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUB_M_R,AFRICA_2024_GSW_Yearly_2021_36PUB_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUB_M_R,AFRICA_2024_WorldCover_2021_36PUB_M_R
826,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
827,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
828,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
829,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
830,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
831,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
832,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
833,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
834,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
835,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
836,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
837,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
838,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
839,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
840,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
841,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
842,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
843,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
844,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
845,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
846,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
847,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
848,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
849,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
850,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
851,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
852,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
853,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
854,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
855,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
856,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
857,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
858,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
859,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
860,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
861,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
862,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
863,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
864,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
865,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
866,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
867,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
868,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
869,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
870,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
871,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
872,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
873,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
874,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
875,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
876,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
877,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
878,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
879,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
880,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
881,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
882,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
883,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
884,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
885,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
886,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
887,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
888,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
889,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
890,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
891,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
892,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
893,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
894,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
895,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
896,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
897,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
898,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
899,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
900,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
901,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
902,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
903,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
904,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
905,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
906,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
907,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
908,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
909,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
910,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
911,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
912,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
913,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
914,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
915,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
916,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
917,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
918,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
919,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
920,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
921,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
922,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
923,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
924,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
925,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
926,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
927,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
928,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
929,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
930,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
931,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
932,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
933,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
934,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
935,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
936,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
937,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
938,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
939,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
940,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
941,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
942,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
943,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
944,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
945,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
946,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
947,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
948,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
949,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
950,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
951,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
952,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
953,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
954,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
955,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
956,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
957,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
958,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
959,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
960,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
961,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
962,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
963,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
964,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
965,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
966,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
967,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
968,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
969,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
970,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
971,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
972,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
973,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
974,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
975,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
976,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
977,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
978,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
979,Water,NULL,Grassland,NULL,Non_Wetland,Forest
980,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
981,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
982,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
983,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
984,Water,NULL,Cropland,NULL,Non_Wetland,NULL
985,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
986,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
987,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
988,Water,NULL,Cropland,NULL,Non_Wetland,Forest
989,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
990,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
991,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
992,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
993,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
994,Water,NULL,Cropland,Water,Non_Wetland,Cropland
995,Water,NULL,Cropland,Water,Non_Wetland,Wetland
996,Water,NULL,Wetland,NULL,Wetland,Grassland
997,Water,NULL,Wetland,NULL,Wetland,Cropland
998,Water,NULL,Wetland,NULL,Wetland,Wetland
999,Water,NULL,Wetland,NULL,Wetland,Forest
1000,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1001,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1002,Water,NULL,Wetland,Non_Water,Wetland,Forest
1003,Water,NULL,Wetland,Water,Wetland,Cropland
1004,Water,NULL,Wetland,Water,Wetland,Wetland
1005,Water,NULL,Wetland,Water,Wetland,Water
1006,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1007,Water,NULL,Forest,NULL,Non_Wetland,Forest
1008,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1009,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1010,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1011,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1012,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1013,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1014,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1015,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1016,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1017,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1018,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1019,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1020,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1021,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1022,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1023,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1024,Water,Cropland,Grassland,Water,Non_Wetland,Water
1025,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1026,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1027,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1028,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1029,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1030,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1031,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1032,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1033,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1034,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1035,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1036,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1037,Water,Cropland,Cropland,Water,Non_Wetland,Water
1038,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1039,Water,Cropland,Wetland,NULL,Wetland,Cropland
1040,Water,Cropland,Wetland,NULL,Wetland,Forest
1041,Water,Cropland,Wetland,Non_Water,Wetland,NULL
1042,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1043,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1044,Water,Cropland,Wetland,Non_Water,Wetland,Water
1045,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1046,Water,Cropland,Wetland,Water,Wetland,Cropland
1047,Water,Cropland,Wetland,Water,Wetland,Wetland
1048,Water,Cropland,Wetland,Water,Wetland,Water
1049,Water,Cropland,Wetland,Water,Wetland,Forest
1050,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1051,Water,Cropland,Bareland,Water,Non_Wetland,Water
1052,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1053,Water,Cropland,Water,Water,Water,Cropland
1054,Water,Cropland,Water,Water,Water,Water
1055,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1056,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1057,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1058,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1059,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1060,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1061,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1062,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1063,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1064,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1065,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1066,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1067,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1068,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1069,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1070,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1071,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1072,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1073,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1074,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1075,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1076,Water,Wetland,Grassland,Water,Non_Wetland,Water
1077,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1078,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1079,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1080,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1081,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1082,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1083,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1084,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1085,Water,Wetland,Cropland,Water,Non_Wetland,NULL
1086,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1087,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1088,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1089,Water,Wetland,Cropland,Water,Non_Wetland,Water
1090,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1091,Water,Wetland,Wetland,NULL,Wetland,Cropland
1092,Water,Wetland,Wetland,NULL,Wetland,Wetland
1093,Water,Wetland,Wetland,NULL,Wetland,Forest
1094,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1095,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1096,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1097,Water,Wetland,Wetland,Non_Water,Wetland,Water
1098,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1099,Water,Wetland,Wetland,Water,Wetland,Grassland
1100,Water,Wetland,Wetland,Water,Wetland,Cropland
1101,Water,Wetland,Wetland,Water,Wetland,Wetland
1102,Water,Wetland,Wetland,Water,Wetland,Water
1103,Water,Wetland,Wetland,Water,Wetland,Forest
1104,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1105,Water,Wetland,Bareland,Water,Non_Wetland,Water
1106,Water,Wetland,Water,Water,Water,Cropland
1107,Water,Wetland,Water,Water,Water,Water
1108,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1109,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1110,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1111,Water,Wetland,Forest,Water,Non_Wetland,Water
1112,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1113,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1114,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1115,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1116,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1117,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1118,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1119,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1120,Water,Water,Shrubland,Water,Non_Wetland,Water
1121,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1122,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1123,Water,Water,Grassland,NULL,Non_Wetland,Water
1124,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1125,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1126,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1127,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1128,Water,Water,Grassland,Water,Non_Wetland,Cropland
1129,Water,Water,Grassland,Water,Non_Wetland,Wetland
1130,Water,Water,Grassland,Water,Non_Wetland,Bareland
1131,Water,Water,Grassland,Water,Non_Wetland,Water
1132,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1133,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1134,Water,Water,Cropland,NULL,Non_Wetland,Forest
1135,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1136,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1137,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1138,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1139,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1140,Water,Water,Cropland,Water,Non_Wetland,Cropland
1141,Water,Water,Cropland,Water,Non_Wetland,Wetland
1142,Water,Water,Cropland,Water,Non_Wetland,Water
1143,Water,Water,Cropland,Water,Non_Wetland,Forest
1144,Water,Water,Wetland,NULL,Wetland,Cropland
1145,Water,Water,Wetland,NULL,Wetland,Wetland
1146,Water,Water,Wetland,Non_Water,Wetland,Cropland
1147,Water,Water,Wetland,Non_Water,Wetland,Wetland
1148,Water,Water,Wetland,Non_Water,Wetland,Water
1149,Water,Water,Wetland,Non_Water,Wetland,Forest
1150,Water,Water,Wetland,Water,Wetland,Grassland
1151,Water,Water,Wetland,Water,Wetland,Cropland
1152,Water,Water,Wetland,Water,Wetland,Wetland
1153,Water,Water,Wetland,Water,Wetland,Water
1154,Water,Water,Wetland,Water,Wetland,Forest
1155,Water,Water,Bareland,Water,Non_Wetland,Cropland
1156,Water,Water,Bareland,Water,Non_Wetland,Water
1157,Water,Water,Water,Water,Water,Cropland
1158,Water,Water,Water,Water,Water,Wetland
1159,Water,Water,Water,Water,Water,Water
1160,Water,Water,Forest,NULL,Non_Wetland,Cropland
1161,Water,Water,Forest,NULL,Non_Wetland,Forest
1162,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1163,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1164,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1165,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1167,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1168,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1169,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1170,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1171,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1172,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1173,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1174,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1175,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1176,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1177,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1178,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1179,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1180,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1181,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1182,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1183,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1184,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1185,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1186,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1187,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1188,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1189,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1190,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1191,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1193,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1194,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1195,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1196,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1197,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1198,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1199,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1200,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1201,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1202,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1203,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1204,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1205,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1206,Forest,Cropland,Wetland,NULL,Wetland,Forest
1207,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1208,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1209,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1210,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1211,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1212,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1213,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1214,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1215,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1216,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1217,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1218,Forest,Wetland,Wetland,NULL,Wetland,NULL
1219,Forest,Wetland,Wetland,NULL,Wetland,Forest
1220,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1221,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
1222,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1223,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1224,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1228,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1229,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1230,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1231,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1232,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1233,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1234,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1235,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1236,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1237,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1238,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1239,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1240,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1241,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1242,Forest,Forest,Forest,NULL,Non_Wetland,Forest
