Value,AFRICA_2024_DynamicWorld_2024_38PLV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,AFRICA_2024_WorldCover_2021_38PLV_M_R
858,Bareland,Water,Water,Non_Water,Water,Water
859,Bareland,Water,Water,Water,NULL,Bareland
860,Bareland,Water,Water,Water,NULL,Water
861,Bareland,Water,Water,Water,Water,Bareland
862,Bareland,Water,Water,Water,Water,Water
863,Water,NULL,Shrubland,NULL,Non_Wetland,Water
864,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
865,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
866,Water,NULL,Grassland,NULL,Non_Wetland,Water
867,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
868,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
869,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
870,Water,NULL,Grassland,Water,Non_Wetland,NULL
871,Water,NULL,Grassland,Water,Non_Wetland,Wetland
872,Water,NULL,Grassland,Water,Non_Wetland,Bareland
873,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
874,Water,NULL,Cropland,Water,Non_Wetland,Wetland
875,Water,NULL,Wetland,NULL,Wetland,Bareland
876,Water,NULL,Wetland,Non_Water,Wetland,Wetland
877,Water,NULL,Wetland,Non_Water,Wetland,Water
878,Water,NULL,Wetland,Water,Wetland,NULL
879,Water,NULL,Wetland,Water,Wetland,Wetland
880,Water,NULL,Wetland,Water,Wetland,Bareland
881,Water,NULL,Wetland,Water,Wetland,Water
882,Water,NULL,Bareland,NULL,Non_Wetland,NULL
883,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
884,Water,NULL,Bareland,NULL,Non_Wetland,Water
885,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
886,Water,NULL,Bareland,Water,Non_Wetland,Bareland
887,Water,NULL,Bareland,Water,Non_Wetland,Water
888,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
889,Water,NULL,Built-up,NULL,Non_Wetland,Water
890,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
891,Water,NULL,Water,Water,Water,Bareland
892,Water,Wetland,Wetland,NULL,Wetland,Water
893,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
894,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
895,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
896,Water,Bareland,Grassland,Water,Non_Wetland,Water
897,Water,Bareland,Cropland,Water,Non_Wetland,Water
898,Water,Bareland,Wetland,NULL,Wetland,Bareland
899,Water,Bareland,Wetland,NULL,Wetland,Water
900,Water,Bareland,Wetland,Non_Water,Wetland,Water
901,Water,Bareland,Wetland,Water,NULL,Bareland
902,Water,Bareland,Wetland,Water,NULL,Water
903,Water,Bareland,Wetland,Water,Wetland,Wetland
904,Water,Bareland,Wetland,Water,Wetland,Bareland
905,Water,Bareland,Wetland,Water,Wetland,Water
906,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
907,Water,Bareland,Bareland,NULL,Non_Wetland,Water
908,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
909,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
910,Water,Bareland,Bareland,Water,Non_Wetland,Water
911,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
912,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
913,Water,Bareland,Built-up,Water,Non_Wetland,Water
914,Water,Bareland,Water,NULL,Water,Bareland
915,Water,Bareland,Water,Non_Water,Water,Bareland
916,Water,Bareland,Water,Water,NULL,Bareland
917,Water,Bareland,Water,Water,NULL,Water
918,Water,Bareland,Water,Water,Water,Bareland
919,Water,Bareland,Water,Water,Water,Water
920,Water,Built-up,Wetland,Water,NULL,Water
921,Water,Water,NULL,NULL,Non_Wetland,Water
922,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
923,Water,Water,Shrubland,NULL,Non_Wetland,Water
924,Water,Water,Shrubland,Water,Non_Wetland,Bareland
925,Water,Water,Grassland,NULL,Non_Wetland,NULL
926,Water,Water,Grassland,NULL,Non_Wetland,Bareland
927,Water,Water,Grassland,NULL,Non_Wetland,Water
928,Water,Water,Grassland,Water,Non_Wetland,Bareland
929,Water,Water,Grassland,Water,Non_Wetland,Water
930,Water,Water,Cropland,NULL,Non_Wetland,NULL
931,Water,Water,Cropland,NULL,Non_Wetland,Water
932,Water,Water,Wetland,NULL,Wetland,Wetland
933,Water,Water,Wetland,NULL,Wetland,Bareland
934,Water,Water,Wetland,NULL,Wetland,Water
935,Water,Water,Wetland,Non_Water,NULL,Water
936,Water,Water,Wetland,Non_Water,Wetland,Wetland
937,Water,Water,Wetland,Non_Water,Wetland,Bareland
938,Water,Water,Wetland,Non_Water,Wetland,Water
939,Water,Water,Wetland,Water,NULL,Bareland
940,Water,Water,Wetland,Water,NULL,Water
941,Water,Water,Wetland,Water,Wetland,Wetland
942,Water,Water,Wetland,Water,Wetland,Bareland
943,Water,Water,Wetland,Water,Wetland,Water
944,Water,Water,Bareland,NULL,Non_Wetland,Bareland
945,Water,Water,Bareland,NULL,Non_Wetland,Water
946,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
947,Water,Water,Bareland,Non_Water,Non_Wetland,Water
948,Water,Water,Bareland,Water,Non_Wetland,Wetland
949,Water,Water,Bareland,Water,Non_Wetland,Bareland
950,Water,Water,Bareland,Water,Non_Wetland,Water
951,Water,Water,Built-up,NULL,Non_Wetland,Bareland
952,Water,Water,Built-up,NULL,Non_Wetland,Water
953,Water,Water,Built-up,Water,Non_Wetland,Water
954,Water,Water,Water,NULL,NULL,Water
955,Water,Water,Water,NULL,Water,Bareland
956,Water,Water,Water,NULL,Water,Water
957,Water,Water,Water,Non_Water,NULL,Bareland
958,Water,Water,Water,Non_Water,NULL,Water
959,Water,Water,Water,Non_Water,Water,Water
960,Water,Water,Water,Water,NULL,Bareland
961,Water,Water,Water,Water,NULL,Water
962,Water,Water,Water,Water,Water,Bareland
963,Water,Water,Water,Water,Water,Water
964,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
965,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
966,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
967,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
968,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
969,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
970,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
971,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
972,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
