Value,AFRICA_2024_DynamicWorld_2024_36PVA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVA_M_R,AFRICA_2024_GSW_Yearly_2021_36PVA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVA_M_R,AFRICA_2024_WorldCover_2021_36PVA_M_R
834,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
835,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
836,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
837,Cropland,Cropland,Wetland,NULL,Wetland,Water
838,Cropland,Cropland,Wetland,NULL,Wetland,Forest
839,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
840,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
841,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
842,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
843,Cropland,Cropland,Wetland,Non_Water,Wetland,Built-up
844,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
845,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
846,Cropland,Cropland,Wetland,Water,Wetland,Grassland
847,Cropland,Cropland,Wetland,Water,Wetland,Cropland
848,Cropland,Cropland,Wetland,Water,Wetland,Wetland
849,Cropland,Cropland,Wetland,Water,Wetland,Water
850,Cropland,Cropland,Wetland,Water,Wetland,Forest
851,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
852,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
853,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
854,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
855,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
856,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
857,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
858,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
859,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
860,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
861,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
862,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
863,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
864,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
865,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
866,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
867,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
868,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
869,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
870,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
871,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
872,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
873,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
874,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
875,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
876,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
877,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
878,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
879,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
880,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
881,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
882,Cropland,Cropland,Water,Non_Water,Water,Grassland
883,Cropland,Cropland,Water,Non_Water,Water,Cropland
884,Cropland,Cropland,Water,Non_Water,Water,Water
885,Cropland,Cropland,Water,Water,Water,Cropland
886,Cropland,Cropland,Water,Water,Water,Water
887,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
888,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
889,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
890,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
891,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
892,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
893,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
894,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
895,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
896,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
897,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
898,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
899,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
900,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
901,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
902,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
903,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
904,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
905,Cropland,Wetland,NULL,NULL,Non_Wetland,Built-up
906,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
907,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
908,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
909,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
910,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
911,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
912,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
913,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
914,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
915,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
916,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
917,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
918,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
919,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
920,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
921,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
922,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
923,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
924,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
925,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
926,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
927,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
928,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
929,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
930,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
931,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
932,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
933,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
934,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
935,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
936,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
937,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
938,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
939,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
940,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
941,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
942,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
943,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
944,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up
945,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
946,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
947,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
948,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
949,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
950,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
951,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
952,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
953,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
954,Cropland,Wetland,Wetland,NULL,Wetland,NULL
955,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
956,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
957,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
958,Cropland,Wetland,Wetland,NULL,Wetland,Forest
959,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
960,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
961,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
962,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
963,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
964,Cropland,Wetland,Wetland,Water,Wetland,Cropland
965,Cropland,Wetland,Wetland,Water,Wetland,Wetland
966,Cropland,Wetland,Wetland,Water,Wetland,Forest
967,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
968,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
969,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
970,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
971,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
972,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
973,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
974,Cropland,Wetland,Built-up,NULL,Non_Wetland,Forest
975,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
976,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
977,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
978,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
979,Cropland,Wetland,Built-up,Water,Non_Wetland,Cropland
980,Cropland,Wetland,Built-up,Water,Non_Wetland,Forest
981,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
982,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
983,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
984,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
985,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
986,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
987,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
988,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
989,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
990,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
991,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
992,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
993,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
994,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
995,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
996,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
997,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
998,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
999,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1000,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1001,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1002,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1003,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1004,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1005,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1006,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1007,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
1008,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1009,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
1010,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1011,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1012,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1013,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1014,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1015,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1016,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1017,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
1018,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1019,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1020,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1021,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1022,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
1023,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1024,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1025,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1026,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1027,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1028,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1029,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1030,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1031,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1032,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1033,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1040,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1041,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1042,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1043,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1044,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1045,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1046,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1047,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1048,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1049,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1050,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1051,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1052,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1053,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1054,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1055,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1056,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1057,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1058,Cropland,Built-up,Grassland,Water,Non_Wetland,Water
1059,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1060,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1061,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1062,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1063,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1064,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
1065,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1066,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1067,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1068,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1069,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1070,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1071,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1072,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1073,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1074,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
1075,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1076,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1077,Cropland,Built-up,Wetland,Water,Wetland,Bareland
1078,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1079,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1080,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1081,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1082,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1083,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1084,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1085,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
1086,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1087,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
1088,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1089,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1090,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1091,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1092,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1093,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1094,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1095,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1096,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1097,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1098,Cropland,Built-up,Built-up,Water,Non_Wetland,Cropland
1099,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1100,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1101,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1102,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1103,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1104,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1105,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1106,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1107,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1108,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1109,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1110,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1111,Cropland,Water,Grassland,Water,Non_Wetland,Water
1112,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1113,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1114,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1115,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1116,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1117,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1118,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1119,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1120,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1121,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1122,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1123,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1124,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1125,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1126,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1127,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1128,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1129,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1130,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1131,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1132,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1133,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1134,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1135,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1136,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1137,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1138,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1139,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1140,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1141,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1142,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1143,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1144,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1145,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1146,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1147,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1148,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1149,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1150,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1151,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1152,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1153,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1154,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1155,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1156,Cropland,Forest,Wetland,NULL,Wetland,Forest
1157,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1158,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1159,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1160,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1161,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1162,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1163,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1164,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1165,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1166,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1167,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1168,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1169,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1170,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1171,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1172,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1173,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1174,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1175,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1176,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1177,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1178,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1179,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1180,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1181,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1182,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1183,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1184,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1185,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1186,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1187,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1188,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1189,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1190,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1191,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1192,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1193,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1194,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1195,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1196,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1197,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1198,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1199,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1200,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1201,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1202,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1203,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1204,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1205,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1206,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1207,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1208,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1209,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1210,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1211,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1212,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1213,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
1214,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1215,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1216,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1217,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1218,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1219,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1220,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1221,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1222,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1223,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1224,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1225,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1226,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1227,Wetland,NULL,Cropland,Water,Non_Wetland,Built-up
1228,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1229,Wetland,NULL,Wetland,NULL,Wetland,NULL
1230,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1231,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1232,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1233,Wetland,NULL,Wetland,NULL,Wetland,Water
1234,Wetland,NULL,Wetland,NULL,Wetland,Forest
1235,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1236,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1237,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1238,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1239,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1240,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1241,Wetland,NULL,Wetland,Water,Wetland,NULL
