Value,AFRICA_2024_DynamicWorld_2024_36NVJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NVJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVJ_M_R,AFRICA_2024_WorldCover_2021_36NVJ_M_R
884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
885,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
886,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
887,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
888,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
889,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
890,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
891,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
892,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
893,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
894,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
895,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
897,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
898,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
899,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
900,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
901,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
902,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
903,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
904,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
905,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
906,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
907,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
908,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
909,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
910,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
911,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
912,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
913,Forest,Water,Shrubland,Water,Non_Wetland,Forest
914,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
915,Forest,Water,Wetland,NULL,Wetland,Forest
916,Forest,Water,Wetland,Non_Water,Wetland,Forest
917,Forest,Water,Wetland,Water,Wetland,Forest
918,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
919,Forest,Water,Bareland,NULL,Non_Wetland,Forest
920,Forest,Water,Bareland,Water,Non_Wetland,Grassland
921,Forest,Water,Bareland,Water,Non_Wetland,Forest
922,Forest,Water,Water,NULL,Water,Forest
923,Forest,Water,Forest,NULL,Non_Wetland,NULL
924,Forest,Water,Forest,NULL,Non_Wetland,Grassland
925,Forest,Water,Forest,NULL,Non_Wetland,Forest
926,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
927,Forest,Water,Forest,Water,Non_Wetland,Forest
928,Forest,Forest,NULL,NULL,Non_Wetland,NULL
929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
930,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
931,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
932,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
933,Forest,Forest,NULL,NULL,Non_Wetland,Forest
934,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
935,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
936,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
937,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
938,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
939,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
940,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
944,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
945,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
946,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
947,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
948,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
949,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
950,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
951,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
952,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
953,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
955,Forest,Forest,Wetland,NULL,Wetland,NULL
956,Forest,Forest,Wetland,NULL,Wetland,Grassland
957,Forest,Forest,Wetland,NULL,Wetland,Wetland
958,Forest,Forest,Wetland,NULL,Wetland,Forest
959,Forest,Forest,Wetland,Non_Water,Wetland,Forest
960,Forest,Forest,Wetland,Water,Wetland,Forest
961,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
962,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
963,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
964,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
965,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
966,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
967,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
968,Forest,Forest,Water,NULL,Water,Forest
969,Forest,Forest,Forest,NULL,Non_Wetland,NULL
970,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
971,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
972,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
973,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
974,Forest,Forest,Forest,NULL,Non_Wetland,Forest
975,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
976,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
977,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
978,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
979,Forest,Forest,Forest,Water,Non_Wetland,Forest
