Value,AFRICA_2024_DynamicWorld_2024_37PFM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFM_M_R,AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,AFRICA_2024_WorldCover_2021_37PFM_M_R
842,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
843,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
844,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
845,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
846,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
847,Cropland,Cropland,Wetland,NULL,Wetland,NULL
848,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
849,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
850,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
851,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
852,Cropland,Cropland,Wetland,NULL,Wetland,Water
853,Cropland,Cropland,Wetland,NULL,Wetland,Forest
854,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
855,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
856,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
857,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
858,Cropland,Cropland,Wetland,Water,Wetland,NULL
859,Cropland,Cropland,Wetland,Water,Wetland,Grassland
860,Cropland,Cropland,Wetland,Water,Wetland,Cropland
861,Cropland,Cropland,Wetland,Water,Wetland,Wetland
862,Cropland,Cropland,Wetland,Water,Wetland,Water
863,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
864,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
865,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
866,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
867,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
868,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
869,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
870,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
871,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
872,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
873,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
874,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
875,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
876,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
877,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
878,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
879,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
880,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
881,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
882,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
883,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
884,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
885,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
886,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
887,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
888,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
889,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
890,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
891,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
892,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
893,Cropland,Cropland,Water,NULL,Water,Cropland
894,Cropland,Cropland,Water,NULL,Water,Wetland
895,Cropland,Cropland,Water,Non_Water,Water,Wetland
896,Cropland,Cropland,Water,Water,Water,Cropland
897,Cropland,Cropland,Water,Water,Water,Wetland
898,Cropland,Cropland,Water,Water,Water,Water
899,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
900,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
901,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
902,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
903,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
904,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
905,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
906,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
907,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
908,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
909,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
910,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
911,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
912,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
913,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
914,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
915,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
916,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
917,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
918,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
919,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
920,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
921,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
922,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
923,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
924,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
925,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
926,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
927,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
928,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
929,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
930,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
931,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
932,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
933,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
934,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
935,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
936,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
937,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
938,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
939,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
940,Cropland,Wetland,Wetland,NULL,Wetland,NULL
941,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
942,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
943,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
944,Cropland,Wetland,Wetland,NULL,Wetland,Forest
945,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
946,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
947,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
948,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
949,Cropland,Wetland,Wetland,Water,Wetland,NULL
950,Cropland,Wetland,Wetland,Water,Wetland,Cropland
951,Cropland,Wetland,Wetland,Water,Wetland,Wetland
952,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
953,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
954,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
955,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
956,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
957,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
958,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
959,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
960,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
961,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
962,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
963,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland
964,Cropland,Wetland,Water,NULL,Water,Wetland
965,Cropland,Wetland,Water,Water,Water,Wetland
966,Cropland,Wetland,Water,Water,Water,Water
967,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
968,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
969,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
970,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
971,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
972,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
973,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
974,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
975,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
976,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
977,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
978,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
979,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
980,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
981,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
982,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
983,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
984,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
985,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
986,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
987,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
988,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
989,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
990,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
991,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
994,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
995,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
996,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
997,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
998,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
999,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1000,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1001,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1002,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1003,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1004,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1005,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1006,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1007,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1008,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1009,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1010,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1011,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1012,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1013,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1014,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1015,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1016,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1017,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1018,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1019,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1020,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1021,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1022,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1023,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1024,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1025,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1026,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1027,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1028,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1029,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1030,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1031,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1032,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1033,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1034,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1035,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1036,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1037,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1038,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1039,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1040,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1041,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1042,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1043,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1044,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1045,Cropland,Water,Wetland,NULL,Wetland,NULL
1046,Cropland,Water,Wetland,NULL,Wetland,Cropland
1047,Cropland,Water,Wetland,NULL,Wetland,Wetland
1048,Cropland,Water,Wetland,NULL,Wetland,Bareland
1049,Cropland,Water,Wetland,Water,Wetland,Wetland
1050,Cropland,Water,Wetland,Water,Wetland,Water
1051,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1052,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1053,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
1054,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1055,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1056,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1057,Cropland,Water,Bareland,Water,Non_Wetland,NULL
1058,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
1059,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1060,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
1061,Cropland,Water,Water,Water,Water,Wetland
1062,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1063,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
1064,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1065,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1066,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1067,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1068,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1069,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1070,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1071,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1072,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1073,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1074,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1075,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1076,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1077,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1078,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1079,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1080,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1081,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1084,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1085,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1087,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1088,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1089,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1090,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1091,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1092,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1093,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1094,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1095,Cropland,Forest,Wetland,NULL,Wetland,NULL
1096,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1097,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1098,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1099,Cropland,Forest,Wetland,NULL,Wetland,Bareland
1100,Cropland,Forest,Wetland,NULL,Wetland,Forest
1101,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
1102,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1103,Cropland,Forest,Wetland,Water,Wetland,Wetland
1104,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1105,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1106,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1107,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1108,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1109,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1110,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1111,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1112,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1113,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1114,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1115,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1116,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1117,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1118,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
1119,Cropland,Forest,Water,Water,Water,Wetland
1120,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1122,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1123,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1124,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1125,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1126,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1127,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1128,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1129,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1130,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1131,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1132,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1133,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1134,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1135,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1136,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1137,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1138,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1139,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1140,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1141,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1142,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1143,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1144,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1145,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1146,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1147,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1148,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1149,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1150,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1151,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1152,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1153,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1154,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1155,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1156,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1157,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1158,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1159,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1160,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1161,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1162,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1163,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1164,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1165,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1166,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1167,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1168,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1169,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1170,Wetland,NULL,Wetland,NULL,Wetland,NULL
1171,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1172,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1173,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1174,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1175,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1176,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1177,Wetland,NULL,Wetland,Water,Wetland,NULL
1178,Wetland,NULL,Wetland,Water,Wetland,Cropland
1179,Wetland,NULL,Wetland,Water,Wetland,Wetland
1180,Wetland,NULL,Wetland,Water,Wetland,Bareland
1181,Wetland,NULL,Wetland,Water,Wetland,Water
1182,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1183,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1184,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1185,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1186,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1187,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1188,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1189,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1190,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1191,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1192,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1193,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1194,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1195,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1196,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1197,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1198,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1199,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1200,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1201,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1202,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1203,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1204,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1205,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1206,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1207,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1208,Wetland,NULL,Water,NULL,Water,Wetland
1209,Wetland,NULL,Water,Non_Water,Water,Wetland
1210,Wetland,NULL,Water,Water,Water,Wetland
1211,Wetland,NULL,Water,Water,Water,Water
1212,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1213,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1214,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1215,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1216,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1217,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1218,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1219,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1220,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1221,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1222,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1223,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1224,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1225,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1226,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1227,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1228,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1229,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1230,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1231,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1232,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1233,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1234,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1235,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1236,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1237,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1238,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1239,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1240,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1241,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1242,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1243,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1244,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1245,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1246,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1247,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1248,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1249,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1250,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
