Value,AFRICA_2024_DynamicWorld_2024_36PVU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,AFRICA_2024_WorldCover_2021_36PVU_M_R
844,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
845,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
846,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
847,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
848,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
849,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
850,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
851,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
852,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
853,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
854,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
855,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
856,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
857,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
858,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
859,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
860,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
861,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
862,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
863,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
864,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
865,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
866,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
867,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
868,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
869,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
870,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
871,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
872,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
873,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
874,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
875,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
876,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
877,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
878,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
879,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
880,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
881,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
882,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
883,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
884,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
885,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
886,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
887,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
888,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
889,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
890,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
891,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
892,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
893,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
894,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
895,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
896,Cropland,Wetland,Wetland,NULL,Wetland,NULL
897,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
898,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
899,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
900,Cropland,Wetland,Wetland,NULL,Wetland,Forest
901,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
902,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
903,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
904,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
905,Cropland,Wetland,Wetland,Water,Wetland,Wetland
906,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
907,Cropland,Wetland,Built-up,NULL,Non_Wetland,Built-up
908,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
909,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
910,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
911,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
912,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
913,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
914,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
915,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
916,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
917,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
918,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
919,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
920,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
921,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
922,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
923,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
924,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
925,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
926,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
927,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
928,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
929,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
930,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
931,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
932,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
933,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
934,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
935,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
936,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
937,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
938,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
939,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
940,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
941,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
942,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
947,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
948,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
949,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
950,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
951,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
952,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
953,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
954,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
955,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
956,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
957,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
958,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
959,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
960,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
961,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
962,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
963,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
964,Cropland,Water,Shrubland,Water,Non_Wetland,Water
965,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
966,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
967,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
968,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
969,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
970,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
971,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
972,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
973,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
974,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
975,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
976,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
977,Cropland,Water,Wetland,NULL,Wetland,Forest
978,Cropland,Water,Wetland,Water,Wetland,Water
979,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
980,Cropland,Water,Forest,NULL,Non_Wetland,Forest
981,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
982,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
983,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
984,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
985,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
986,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
987,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
988,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
989,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
990,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
991,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
992,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
993,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
994,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
995,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
996,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
997,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
998,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
999,Cropland,Forest,Wetland,NULL,Wetland,NULL
1000,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1001,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1002,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1003,Cropland,Forest,Wetland,NULL,Wetland,Forest
1004,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1005,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1006,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1007,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1008,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1009,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1010,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1011,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1012,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1013,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1014,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1015,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1016,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1017,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1018,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1019,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1020,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1021,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1022,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1023,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1024,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1025,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1026,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1027,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1028,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1029,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1030,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1031,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1032,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1033,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1034,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1035,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1036,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1037,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1038,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1039,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1040,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1041,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1042,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1043,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1044,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1045,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1046,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1047,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1048,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1049,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1050,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1051,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1052,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1053,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1054,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1055,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1056,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1057,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1058,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1059,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1060,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1061,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1062,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1063,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1064,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1065,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1066,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1067,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1068,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1069,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1070,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1071,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1072,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1073,Wetland,NULL,Wetland,NULL,Wetland,NULL
1074,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1075,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1076,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1077,Wetland,NULL,Wetland,NULL,Wetland,Forest
1078,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1079,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1080,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1081,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1082,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1083,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1084,Wetland,NULL,Wetland,Water,Wetland,Grassland
1085,Wetland,NULL,Wetland,Water,Wetland,Cropland
1086,Wetland,NULL,Wetland,Water,Wetland,Wetland
1087,Wetland,NULL,Wetland,Water,Wetland,Water
1088,Wetland,NULL,Wetland,Water,Wetland,Forest
1089,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1090,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1091,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1092,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1093,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1094,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1095,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1096,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1097,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1098,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1099,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1100,Wetland,NULL,Water,NULL,Water,Forest
1101,Wetland,NULL,Water,Non_Water,Water,Wetland
1102,Wetland,NULL,Water,Non_Water,Water,Forest
1103,Wetland,NULL,Water,Water,Water,Cropland
1104,Wetland,NULL,Water,Water,Water,Wetland
1105,Wetland,NULL,Water,Water,Water,Water
1106,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1107,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1108,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1109,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1110,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1111,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1112,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1113,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1114,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1115,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1116,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1117,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1118,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1119,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1120,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1121,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1122,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1123,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1124,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1125,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1126,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1127,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1128,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1129,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1130,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1131,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1132,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1133,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1134,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1135,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1136,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1137,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1138,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1139,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1140,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1141,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1142,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1143,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1144,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1145,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1146,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1147,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1148,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1149,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1150,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1151,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1152,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1153,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1154,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1155,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1156,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1157,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1158,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1159,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1160,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1161,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1162,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1163,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1164,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1165,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1166,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1167,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1168,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1169,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1170,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1171,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1172,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1173,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1174,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1175,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1176,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1177,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1178,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1179,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1180,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1181,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1182,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1183,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1184,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1185,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1186,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1187,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1188,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1189,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1190,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1191,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1192,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1193,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1194,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1195,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1196,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1197,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1198,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1199,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1200,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1201,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1202,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1203,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1204,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1205,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1206,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1207,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1208,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1209,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1210,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1211,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1212,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1213,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1214,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1215,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1216,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1217,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1218,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1219,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1220,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1221,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1222,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1223,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1224,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1225,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1226,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1227,Wetland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1228,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1229,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1230,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1231,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1232,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1233,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1234,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1235,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1236,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1237,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1238,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1239,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1240,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1241,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1242,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1243,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1244,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1245,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1246,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1247,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1248,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1249,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1250,Wetland,Wetland,Wetland,Water,Wetland,NULL
1251,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1252,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1253,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1254,Wetland,Wetland,Wetland,Water,Wetland,Water
