Value,AFRICA_2024_DynamicWorld_2024_37PHM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHM_M_R,AFRICA_2024_GSW_Yearly_2021_37PHM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHM_M_R,AFRICA_2024_WorldCover_2021_37PHM_M_R
840,Water,NULL,Bareland,Water,Non_Wetland,Bareland
841,Water,NULL,Bareland,Water,Non_Wetland,Water
842,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
843,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
844,Water,NULL,Built-up,NULL,Non_Wetland,Water
845,Water,NULL,Built-up,Water,Non_Wetland,Bareland
846,Water,NULL,Built-up,Water,Non_Wetland,Water
847,Water,NULL,Water,NULL,Water,Wetland
848,Water,NULL,Water,Water,Water,Water
849,Water,NULL,Forest,NULL,Non_Wetland,NULL
850,Water,NULL,Forest,NULL,Non_Wetland,Grassland
851,Water,NULL,Forest,NULL,Non_Wetland,Wetland
852,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
853,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
854,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
855,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
856,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
857,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
858,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
859,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
860,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
861,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
862,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
863,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
864,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
865,Water,Built-up,Wetland,Water,Wetland,Wetland
866,Water,Water,NULL,NULL,Non_Wetland,Bareland
867,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
868,Water,Water,Shrubland,NULL,Non_Wetland,Water
869,Water,Water,Grassland,NULL,Non_Wetland,NULL
870,Water,Water,Grassland,NULL,Non_Wetland,Grassland
871,Water,Water,Grassland,NULL,Non_Wetland,Cropland
872,Water,Water,Grassland,NULL,Non_Wetland,Wetland
873,Water,Water,Grassland,NULL,Non_Wetland,Bareland
874,Water,Water,Grassland,NULL,Non_Wetland,Water
875,Water,Water,Grassland,Water,Non_Wetland,NULL
876,Water,Water,Grassland,Water,Non_Wetland,Water
877,Water,Water,Cropland,NULL,Non_Wetland,NULL
878,Water,Water,Cropland,NULL,Non_Wetland,Grassland
879,Water,Water,Cropland,NULL,Non_Wetland,Wetland
880,Water,Water,Cropland,NULL,Non_Wetland,Bareland
881,Water,Water,Cropland,Water,Non_Wetland,Cropland
882,Water,Water,Wetland,NULL,Wetland,Wetland
883,Water,Water,Wetland,NULL,Wetland,Water
884,Water,Water,Wetland,Water,Wetland,Wetland
885,Water,Water,Wetland,Water,Wetland,Bareland
886,Water,Water,Wetland,Water,Wetland,Water
887,Water,Water,Bareland,NULL,Non_Wetland,NULL
888,Water,Water,Bareland,NULL,Non_Wetland,Cropland
889,Water,Water,Bareland,NULL,Non_Wetland,Bareland
890,Water,Water,Bareland,NULL,Non_Wetland,Water
891,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
892,Water,Water,Bareland,Non_Water,Non_Wetland,Water
893,Water,Water,Bareland,Water,Non_Wetland,Cropland
894,Water,Water,Bareland,Water,Non_Wetland,Wetland
895,Water,Water,Bareland,Water,Non_Wetland,Bareland
896,Water,Water,Bareland,Water,Non_Wetland,Water
897,Water,Water,Built-up,NULL,Non_Wetland,Bareland
898,Water,Water,Built-up,NULL,Non_Wetland,Water
899,Water,Water,Built-up,Water,Non_Wetland,Bareland
900,Water,Water,Built-up,Water,Non_Wetland,Water
901,Water,Water,Water,NULL,Water,Wetland
902,Water,Water,Water,NULL,Water,Bareland
903,Water,Water,Water,NULL,Water,Water
904,Water,Water,Water,Water,Water,Water
905,Forest,NULL,NULL,NULL,Non_Wetland,NULL
906,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
907,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
908,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
909,Forest,NULL,NULL,NULL,Non_Wetland,Forest
910,Forest,NULL,NULL,Water,Non_Wetland,Wetland
911,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
912,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
913,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
914,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
915,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
916,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
918,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
919,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
920,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
921,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
922,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
923,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
924,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
925,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
926,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
927,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
928,Forest,NULL,Grassland,Water,Non_Wetland,NULL
929,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
930,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
931,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
932,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
933,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
934,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
935,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
936,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
937,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
938,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
939,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
940,Forest,NULL,Cropland,Water,Non_Wetland,NULL
941,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
942,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
943,Forest,NULL,Wetland,NULL,Wetland,NULL
944,Forest,NULL,Wetland,NULL,Wetland,Cropland
945,Forest,NULL,Wetland,NULL,Wetland,Wetland
946,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
947,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
948,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
949,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
950,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
951,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
952,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
953,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
954,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
955,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
956,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
957,Forest,NULL,Water,NULL,Water,NULL
958,Forest,NULL,Forest,NULL,Non_Wetland,NULL
959,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
960,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
961,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
962,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
963,Forest,NULL,Forest,NULL,Non_Wetland,Forest
964,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
965,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
966,Forest,NULL,Forest,Water,Non_Wetland,Cropland
967,Forest,NULL,Forest,Water,Non_Wetland,Wetland
968,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
969,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
970,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
971,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
972,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
974,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
975,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
976,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
977,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
978,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
979,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
980,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
981,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
982,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
983,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
984,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
985,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
986,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
987,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
988,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
989,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
990,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
991,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
992,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
993,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
994,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
995,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
996,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
997,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
998,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
999,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1000,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1001,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1002,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1003,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
1004,Forest,Wetland,Water,NULL,Water,Grassland
1005,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1006,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1007,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1008,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1009,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1010,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1011,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1012,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1013,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1014,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1015,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1016,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1017,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1019,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1020,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1021,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1022,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1023,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1024,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1026,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1027,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1028,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1029,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1031,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1032,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1034,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1035,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1037,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1038,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1039,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1040,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1041,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1042,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1043,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1044,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1045,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1046,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1047,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1048,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1049,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1050,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1051,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1052,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1053,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1054,Forest,Forest,Wetland,NULL,Wetland,NULL
1055,Forest,Forest,Wetland,NULL,Wetland,Cropland
1056,Forest,Forest,Wetland,NULL,Wetland,Wetland
1057,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1058,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1059,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1060,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1061,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1062,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1063,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1064,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1065,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1066,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1067,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1068,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1069,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1070,Forest,Forest,Water,NULL,Water,Grassland
1071,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1072,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1073,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1074,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1075,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1076,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1077,Forest,Forest,Forest,Water,Non_Wetland,Wetland
