Value,AFRICA_2024_DynamicWorld_2024_38NKK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,AFRICA_2024_WorldCover_2021_38NKK_M_R
844,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
845,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
846,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
847,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
848,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
849,Bareland,Bareland,Wetland,Water,Wetland,Grassland
850,Bareland,Bareland,Wetland,Water,Wetland,Cropland
851,Bareland,Bareland,Wetland,Water,Wetland,Wetland
852,Bareland,Bareland,Wetland,Water,Wetland,Bareland
853,Bareland,Bareland,Wetland,Water,Wetland,Water
854,Bareland,Bareland,Wetland,Water,Wetland,Forest
855,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
856,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
857,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
858,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
859,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
860,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
861,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
862,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
863,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
864,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
865,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
866,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
867,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
868,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
869,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
870,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
871,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
872,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
873,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
874,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
875,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
876,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
877,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
878,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
879,Bareland,Bareland,Water,NULL,Water,Cropland
880,Bareland,Bareland,Water,NULL,Water,Bareland
881,Bareland,Bareland,Water,Water,Water,Grassland
882,Bareland,Bareland,Water,Water,Water,Cropland
883,Bareland,Bareland,Water,Water,Water,Bareland
884,Bareland,Bareland,Water,Water,Water,Water
885,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
886,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
887,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
888,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
889,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
895,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
896,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
897,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
898,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
899,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
900,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
901,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
902,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
903,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
904,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
905,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
906,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
907,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
908,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
909,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
910,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
911,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
912,Bareland,Built-up,Water,NULL,Water,Forest
913,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
914,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
915,Bareland,Water,NULL,NULL,Non_Wetland,Forest
916,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
917,Bareland,Water,NULL,Water,Non_Wetland,Forest
918,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
919,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
920,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
921,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
922,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
923,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
924,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
925,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
926,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
927,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
928,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
929,Bareland,Water,Grassland,NULL,Non_Wetland,Water
930,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
931,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
932,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
933,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
934,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
935,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
936,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
937,Bareland,Water,Grassland,Water,Non_Wetland,Water
938,Bareland,Water,Grassland,Water,Non_Wetland,Forest
939,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
940,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
941,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
942,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
943,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
944,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
945,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
946,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
947,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
948,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
949,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
950,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
951,Bareland,Water,Cropland,Water,Non_Wetland,Forest
952,Bareland,Water,Wetland,NULL,Wetland,Grassland
953,Bareland,Water,Wetland,NULL,Wetland,Cropland
954,Bareland,Water,Wetland,NULL,Wetland,Bareland
955,Bareland,Water,Wetland,NULL,Wetland,Water
956,Bareland,Water,Wetland,NULL,Wetland,Forest
957,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
958,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
959,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
960,Bareland,Water,Wetland,Non_Water,Wetland,Forest
961,Bareland,Water,Wetland,Water,Wetland,Grassland
962,Bareland,Water,Wetland,Water,Wetland,Cropland
963,Bareland,Water,Wetland,Water,Wetland,Bareland
964,Bareland,Water,Wetland,Water,Wetland,Water
965,Bareland,Water,Wetland,Water,Wetland,Forest
966,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
967,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
968,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
969,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
970,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
971,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
972,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
973,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
974,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
975,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
976,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
977,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
978,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
979,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
980,Bareland,Water,Water,NULL,Water,Grassland
981,Bareland,Water,Water,NULL,Water,Cropland
982,Bareland,Water,Water,NULL,Water,Bareland
983,Bareland,Water,Water,NULL,Water,Forest
984,Bareland,Water,Water,Non_Water,Water,Wetland
985,Bareland,Water,Water,Water,Water,Grassland
986,Bareland,Water,Water,Water,Water,Cropland
987,Bareland,Water,Water,Water,Water,Bareland
988,Bareland,Water,Water,Water,Water,Water
989,Bareland,Water,Water,Water,Water,Forest
990,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
991,Bareland,Water,Forest,NULL,Non_Wetland,Forest
992,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
993,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
994,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
995,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
996,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
997,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
998,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
999,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1000,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1001,Water,NULL,NULL,NULL,Non_Wetland,NULL
1002,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1003,Water,NULL,NULL,NULL,Non_Wetland,Forest
1004,Water,NULL,NULL,Water,Non_Wetland,Forest
1005,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1006,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1007,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1008,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1009,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1010,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1012,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1013,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1014,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1015,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1016,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1017,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1018,Water,NULL,Grassland,NULL,Non_Wetland,Water
1019,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1020,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1021,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1022,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1023,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1024,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1025,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1026,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1027,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1028,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1029,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1030,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1031,Water,NULL,Cropland,NULL,Non_Wetland,Water
1032,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1033,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1034,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1035,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1036,Water,NULL,Cropland,Water,Non_Wetland,Water
1037,Water,NULL,Cropland,Water,Non_Wetland,Forest
1038,Water,NULL,Wetland,NULL,Wetland,Forest
1039,Water,NULL,Wetland,Non_Water,Wetland,Forest
1040,Water,NULL,Wetland,Water,Wetland,Grassland
1041,Water,NULL,Wetland,Water,Wetland,Bareland
1042,Water,NULL,Wetland,Water,Wetland,Water
1043,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1044,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1045,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1046,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1047,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1048,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1049,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1050,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1051,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1052,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1053,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1054,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1055,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1056,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1057,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1058,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1059,Water,NULL,Water,NULL,Water,Grassland
1060,Water,NULL,Water,NULL,Water,Cropland
1061,Water,NULL,Water,NULL,Water,Bareland
1062,Water,NULL,Water,NULL,Water,Forest
1063,Water,NULL,Water,Water,Water,Grassland
1064,Water,NULL,Water,Water,Water,Bareland
1065,Water,NULL,Water,Water,Water,Water
1066,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1067,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1068,Water,NULL,Forest,NULL,Non_Wetland,Forest
1069,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1070,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1071,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1072,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1073,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1074,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1075,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1076,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1077,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1078,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1079,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1080,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1081,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1082,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1083,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1084,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1085,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1086,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1087,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1088,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1089,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1090,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1091,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1092,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1093,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1094,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1095,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1096,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1097,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1098,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1099,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1100,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1101,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1102,Water,Cropland,Wetland,NULL,Wetland,Bareland
1103,Water,Cropland,Wetland,NULL,Wetland,Forest
1104,Water,Cropland,Wetland,Water,Wetland,Cropland
1105,Water,Cropland,Wetland,Water,Wetland,Bareland
1106,Water,Cropland,Wetland,Water,Wetland,Forest
1107,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1108,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1109,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1110,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1111,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1112,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1113,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1114,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1115,Water,Cropland,Water,NULL,Water,Cropland
1116,Water,Cropland,Water,NULL,Water,Bareland
1117,Water,Cropland,Water,NULL,Water,Forest
1118,Water,Cropland,Water,Non_Water,Water,Cropland
1119,Water,Cropland,Water,Water,Water,Forest
1120,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1121,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1122,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1123,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1124,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1125,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1126,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1127,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1128,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1129,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1130,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1131,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1132,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1133,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1134,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1135,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1136,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1137,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1138,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1139,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1140,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1141,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1142,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1143,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1144,Water,Bareland,Grassland,Water,Non_Wetland,Water
1145,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1146,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1147,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1148,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1149,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1150,Water,Bareland,Wetland,NULL,Wetland,Cropland
1151,Water,Bareland,Wetland,NULL,Wetland,Bareland
1152,Water,Bareland,Wetland,Water,Wetland,Bareland
1153,Water,Bareland,Wetland,Water,Wetland,Water
1154,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1155,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1156,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1157,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1158,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1159,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1160,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1161,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1162,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1163,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1164,Water,Bareland,Water,NULL,Water,Bareland
1165,Water,Bareland,Water,Water,Water,Bareland
1166,Water,Bareland,Water,Water,Water,Water
1167,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1168,Water,Built-up,NULL,Water,Non_Wetland,Forest
1169,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1170,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1171,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1172,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1173,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1174,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1175,Water,Built-up,Wetland,NULL,Wetland,Forest
1176,Water,Built-up,Wetland,Water,Wetland,Bareland
1177,Water,Built-up,Wetland,Water,Wetland,Forest
1178,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1179,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1180,Water,Built-up,Water,NULL,Water,Bareland
1181,Water,Built-up,Water,Water,Water,Bareland
1182,Water,Built-up,Water,Water,Water,Forest
1183,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1184,Water,Water,NULL,NULL,Non_Wetland,Grassland
1185,Water,Water,NULL,NULL,Non_Wetland,Cropland
1186,Water,Water,NULL,NULL,Non_Wetland,Wetland
1187,Water,Water,NULL,NULL,Non_Wetland,Bareland
1188,Water,Water,NULL,NULL,Non_Wetland,Water
1189,Water,Water,NULL,NULL,Non_Wetland,Forest
1190,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1191,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1192,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1193,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1194,Water,Water,NULL,Water,Non_Wetland,Bareland
1195,Water,Water,NULL,Water,Non_Wetland,Forest
1196,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1197,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1198,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1199,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1200,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1201,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1202,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1203,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1204,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1205,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1206,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1207,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1208,Water,Water,Shrubland,Water,Non_Wetland,Water
1209,Water,Water,Shrubland,Water,Non_Wetland,Forest
1210,Water,Water,Grassland,NULL,Non_Wetland,NULL
1211,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1212,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1213,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1214,Water,Water,Grassland,NULL,Non_Wetland,Water
1215,Water,Water,Grassland,NULL,Non_Wetland,Forest
1216,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1217,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1218,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1219,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1220,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1221,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1222,Water,Water,Grassland,Water,Non_Wetland,Grassland
1223,Water,Water,Grassland,Water,Non_Wetland,Cropland
1224,Water,Water,Grassland,Water,Non_Wetland,Bareland
1225,Water,Water,Grassland,Water,Non_Wetland,Water
1226,Water,Water,Grassland,Water,Non_Wetland,Forest
1227,Water,Water,Cropland,NULL,Non_Wetland,NULL
1228,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1229,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1230,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1231,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1232,Water,Water,Cropland,NULL,Non_Wetland,Water
1233,Water,Water,Cropland,NULL,Non_Wetland,Forest
1234,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1235,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1236,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1237,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1238,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1239,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1240,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1241,Water,Water,Cropland,Water,Non_Wetland,Grassland
1242,Water,Water,Cropland,Water,Non_Wetland,Cropland
1243,Water,Water,Cropland,Water,Non_Wetland,Wetland
1244,Water,Water,Cropland,Water,Non_Wetland,Bareland
1245,Water,Water,Cropland,Water,Non_Wetland,Water
1246,Water,Water,Cropland,Water,Non_Wetland,Forest
1247,Water,Water,Wetland,NULL,Wetland,NULL
1248,Water,Water,Wetland,NULL,Wetland,Grassland
1249,Water,Water,Wetland,NULL,Wetland,Cropland
1250,Water,Water,Wetland,NULL,Wetland,Wetland
1251,Water,Water,Wetland,NULL,Wetland,Bareland
1252,Water,Water,Wetland,NULL,Wetland,Water
1253,Water,Water,Wetland,NULL,Wetland,Forest
1254,Water,Water,Wetland,Non_Water,Wetland,Grassland
1255,Water,Water,Wetland,Non_Water,Wetland,Cropland
1256,Water,Water,Wetland,Non_Water,Wetland,Wetland
1257,Water,Water,Wetland,Non_Water,Wetland,Bareland
1258,Water,Water,Wetland,Non_Water,Wetland,Water
1259,Water,Water,Wetland,Non_Water,Wetland,Forest
1260,Water,Water,Wetland,Water,Wetland,NULL
1261,Water,Water,Wetland,Water,Wetland,Grassland
1262,Water,Water,Wetland,Water,Wetland,Cropland
1263,Water,Water,Wetland,Water,Wetland,Wetland
1264,Water,Water,Wetland,Water,Wetland,Bareland
1265,Water,Water,Wetland,Water,Wetland,Water
1266,Water,Water,Wetland,Water,Wetland,Forest
1267,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1268,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1269,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1270,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1271,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1272,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1273,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1274,Water,Water,Bareland,NULL,Non_Wetland,NULL
1275,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1276,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1277,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1278,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1279,Water,Water,Bareland,NULL,Non_Wetland,Water
1280,Water,Water,Bareland,NULL,Non_Wetland,Forest
1281,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1282,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1283,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1284,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
