Value,AFRICA_2024_DynamicWorld_2024_37NCF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,AFRICA_2024_WorldCover_2021_37NCF_M_R
843,Wetland,NULL,Bareland,Water,Non_Wetland,Water
844,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
845,Wetland,NULL,Built-up,Water,Non_Wetland,Forest
846,Wetland,NULL,Water,NULL,Water,Wetland
847,Wetland,NULL,Water,Water,Water,Water
848,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
849,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
850,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
851,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
852,Wetland,NULL,Forest,NULL,Non_Wetland,Water
853,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
854,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
855,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
856,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
857,Wetland,NULL,Forest,Water,Non_Wetland,Water
858,Wetland,NULL,Forest,Water,Non_Wetland,Forest
859,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
860,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
861,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
862,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
863,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
864,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
865,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
866,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
867,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
868,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
869,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
870,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
871,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
872,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
873,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
874,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
875,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
876,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
877,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
878,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
879,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
880,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
881,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
882,Wetland,Cropland,Wetland,NULL,Wetland,NULL
883,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
884,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
885,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
886,Wetland,Cropland,Wetland,NULL,Wetland,Water
887,Wetland,Cropland,Wetland,NULL,Wetland,Forest
888,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
889,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
890,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
891,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
892,Wetland,Cropland,Wetland,Water,Wetland,Grassland
893,Wetland,Cropland,Wetland,Water,Wetland,Cropland
894,Wetland,Cropland,Wetland,Water,Wetland,Wetland
895,Wetland,Cropland,Wetland,Water,Wetland,Water
896,Wetland,Cropland,Wetland,Water,Wetland,Forest
897,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
898,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
899,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
900,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
901,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
902,Wetland,Cropland,Built-up,Water,Non_Wetland,Forest
903,Wetland,Cropland,Water,Water,Water,Water
904,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
905,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
906,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
907,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
908,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
909,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
910,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
911,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
912,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
913,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
914,Wetland,Cropland,Forest,Water,Non_Wetland,Water
915,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
916,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
917,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
918,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
919,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
920,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
921,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
922,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
923,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
924,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
925,Wetland,Wetland,NULL,Water,Non_Wetland,Water
926,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
927,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
928,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
929,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
930,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
931,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
932,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
933,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
934,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
935,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
936,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
937,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
938,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
939,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
940,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
941,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
942,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
943,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
944,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
945,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
946,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
947,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
948,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
949,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
950,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
951,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
952,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
953,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
954,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
955,Wetland,Wetland,Wetland,NULL,Wetland,NULL
956,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
957,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
958,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
959,Wetland,Wetland,Wetland,NULL,Wetland,Water
960,Wetland,Wetland,Wetland,NULL,Wetland,Forest
961,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
962,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
963,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
964,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
965,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
966,Wetland,Wetland,Wetland,Water,Wetland,Grassland
967,Wetland,Wetland,Wetland,Water,Wetland,Cropland
968,Wetland,Wetland,Wetland,Water,Wetland,Wetland
969,Wetland,Wetland,Wetland,Water,Wetland,Water
970,Wetland,Wetland,Wetland,Water,Wetland,Forest
971,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
972,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
973,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
974,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
975,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
976,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
977,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
978,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
979,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
980,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
981,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
982,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
983,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
984,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
985,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
986,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
987,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
988,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
989,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
990,Wetland,Wetland,Water,NULL,Water,Grassland
991,Wetland,Wetland,Water,NULL,Water,Wetland
992,Wetland,Wetland,Water,NULL,Water,Water
993,Wetland,Wetland,Water,NULL,Water,Forest
994,Wetland,Wetland,Water,Water,Water,Grassland
995,Wetland,Wetland,Water,Water,Water,Wetland
996,Wetland,Wetland,Water,Water,Water,Water
997,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
998,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
999,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1000,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1001,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1002,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1003,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1004,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1005,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1006,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1007,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1008,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1009,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1010,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1011,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1012,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1013,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1014,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1015,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1016,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1017,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1018,Wetland,Water,NULL,Water,Non_Wetland,Water
1019,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1020,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1021,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1022,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1023,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1024,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1025,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1026,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1027,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1028,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1029,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1030,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1031,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1032,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1033,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1034,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1035,Wetland,Water,Cropland,Water,Non_Wetland,Water
1036,Wetland,Water,Wetland,NULL,Wetland,Grassland
1037,Wetland,Water,Wetland,NULL,Wetland,Water
1038,Wetland,Water,Wetland,NULL,Wetland,Forest
1039,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1040,Wetland,Water,Wetland,Non_Water,Wetland,Water
1041,Wetland,Water,Wetland,Water,Wetland,Grassland
1042,Wetland,Water,Wetland,Water,Wetland,Wetland
1043,Wetland,Water,Wetland,Water,Wetland,Water
1044,Wetland,Water,Wetland,Water,Wetland,Forest
1045,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1046,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1047,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1048,Wetland,Water,Bareland,Water,Non_Wetland,Water
1049,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1050,Wetland,Water,Built-up,Water,Non_Wetland,Water
1051,Wetland,Water,Water,NULL,Water,Wetland
1052,Wetland,Water,Water,NULL,Water,Water
1053,Wetland,Water,Water,Water,Water,Grassland
1054,Wetland,Water,Water,Water,Water,Wetland
1055,Wetland,Water,Water,Water,Water,Water
1056,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1057,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1058,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1059,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1060,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1061,Wetland,Water,Forest,Water,Non_Wetland,Water
1062,Wetland,Water,Forest,Water,Non_Wetland,Forest
1063,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1064,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1065,Wetland,Forest,NULL,NULL,Non_Wetland,Water
1066,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1067,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1068,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1069,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1070,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1071,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1072,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1073,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1074,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1075,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1076,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1077,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1078,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1079,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1080,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1081,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1082,Wetland,Forest,Wetland,NULL,Wetland,NULL
1083,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1084,Wetland,Forest,Wetland,NULL,Wetland,Water
1085,Wetland,Forest,Wetland,NULL,Wetland,Forest
1086,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1087,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1088,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1089,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1090,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1091,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1092,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1093,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1094,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1095,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1096,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1097,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1098,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1099,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1100,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1101,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1102,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1105,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1106,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1107,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1108,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1109,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1110,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1111,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1112,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1113,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1114,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1115,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1116,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1117,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1118,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1119,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1120,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1121,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1122,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1123,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1124,Bareland,NULL,Wetland,NULL,Wetland,NULL
1125,Bareland,NULL,Wetland,NULL,Wetland,Forest
1126,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1127,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1128,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1129,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1130,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1131,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1132,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1133,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1134,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1135,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1136,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1137,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1138,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1139,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1140,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1141,Bareland,NULL,Water,Non_Water,Water,Grassland
1142,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1143,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1144,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1145,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1146,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1147,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1148,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1149,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1150,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1151,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1152,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1153,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1154,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1155,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1158,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1159,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
1160,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1161,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1162,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1163,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1164,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1165,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1166,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1167,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1168,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1169,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1170,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1171,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1172,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1173,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1174,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1175,Bareland,Cropland,Wetland,NULL,Wetland,NULL
1176,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1177,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1178,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1179,Bareland,Cropland,Wetland,Non_Water,Wetland,Forest
1180,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1181,Bareland,Cropland,Wetland,Water,Wetland,Forest
1182,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1183,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1184,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1185,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1186,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1187,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1188,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1189,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1190,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1191,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1192,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1193,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1194,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1195,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1196,Bareland,Cropland,Water,Water,Water,Water
1197,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1198,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1199,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1200,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1201,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1202,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1203,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1204,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1205,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1206,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1207,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1208,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1209,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1210,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1211,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1212,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1213,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1214,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1215,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1216,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1217,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1218,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1219,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1220,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1221,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1222,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1223,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1224,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1225,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1226,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1227,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1228,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1229,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1230,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1231,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1232,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1233,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1234,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1235,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1236,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1237,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1238,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1239,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1240,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1241,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1242,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1243,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1244,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1245,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1246,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1247,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1248,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1249,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1250,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1251,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1252,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1253,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1254,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1255,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1256,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1257,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1258,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1259,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1260,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1261,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1262,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
