Value,AFRICA_2024_DynamicWorld_2024_36PYA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,AFRICA_2024_WorldCover_2021_36PYA_M_R
837,Water,NULL,Cropland,Water,Non_Wetland,Cropland
838,Water,NULL,Cropland,Water,Non_Wetland,Wetland
839,Water,NULL,Cropland,Water,Non_Wetland,Bareland
840,Water,NULL,Cropland,Water,Non_Wetland,Water
841,Water,NULL,Cropland,Water,Non_Wetland,Forest
842,Water,NULL,Wetland,NULL,Wetland,Cropland
843,Water,NULL,Wetland,NULL,Wetland,Water
844,Water,NULL,Wetland,Non_Water,Wetland,Cropland
845,Water,NULL,Wetland,Water,Wetland,Grassland
846,Water,NULL,Wetland,Water,Wetland,Cropland
847,Water,NULL,Wetland,Water,Wetland,Bareland
848,Water,NULL,Wetland,Water,Wetland,Water
849,Water,NULL,Wetland,Water,Wetland,Forest
850,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
851,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
852,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
853,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
854,Water,NULL,Bareland,NULL,Non_Wetland,Water
855,Water,NULL,Bareland,NULL,Non_Wetland,Forest
856,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
857,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
858,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
859,Water,NULL,Bareland,Water,Non_Wetland,Grassland
860,Water,NULL,Bareland,Water,Non_Wetland,Cropland
861,Water,NULL,Bareland,Water,Non_Wetland,Wetland
862,Water,NULL,Bareland,Water,Non_Wetland,Bareland
863,Water,NULL,Bareland,Water,Non_Wetland,Water
864,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
865,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
866,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
867,Water,NULL,Built-up,NULL,Non_Wetland,Water
868,Water,NULL,Built-up,NULL,Non_Wetland,Forest
869,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
870,Water,NULL,Built-up,Water,Non_Wetland,Cropland
871,Water,NULL,Built-up,Water,Non_Wetland,Bareland
872,Water,NULL,Built-up,Water,Non_Wetland,Water
873,Water,NULL,Water,NULL,Water,Forest
874,Water,NULL,Water,Water,Water,Water
875,Water,NULL,Forest,Water,Non_Wetland,Water
876,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
877,Water,Cropland,NULL,Water,Non_Wetland,Cropland
878,Water,Cropland,NULL,Water,Non_Wetland,Bareland
879,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
880,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
881,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
882,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
883,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
884,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
885,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
886,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
887,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
888,Water,Cropland,Shrubland,Water,Non_Wetland,Water
889,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
890,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
891,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
892,Water,Cropland,Grassland,NULL,Non_Wetland,Water
893,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
894,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
895,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
896,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
897,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
898,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
899,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
900,Water,Cropland,Grassland,Water,Non_Wetland,Water
901,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
902,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
903,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
904,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
905,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
906,Water,Cropland,Cropland,NULL,Non_Wetland,Water
907,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
908,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
909,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
910,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
911,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
912,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
913,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
914,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
915,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
916,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
917,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
918,Water,Cropland,Cropland,Water,Non_Wetland,Water
919,Water,Cropland,Cropland,Water,Non_Wetland,Forest
920,Water,Cropland,Wetland,NULL,Wetland,NULL
921,Water,Cropland,Wetland,NULL,Wetland,Grassland
922,Water,Cropland,Wetland,NULL,Wetland,Cropland
923,Water,Cropland,Wetland,NULL,Wetland,Bareland
924,Water,Cropland,Wetland,NULL,Wetland,Water
925,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
926,Water,Cropland,Wetland,Water,Wetland,Grassland
927,Water,Cropland,Wetland,Water,Wetland,Cropland
928,Water,Cropland,Wetland,Water,Wetland,Wetland
929,Water,Cropland,Wetland,Water,Wetland,Bareland
930,Water,Cropland,Wetland,Water,Wetland,Water
931,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
932,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
933,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
934,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
935,Water,Cropland,Bareland,NULL,Non_Wetland,Water
936,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
937,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
938,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
939,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
940,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
941,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
942,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
943,Water,Cropland,Bareland,Water,Non_Wetland,Water
944,Water,Cropland,Bareland,Water,Non_Wetland,Forest
945,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
946,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
947,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
948,Water,Cropland,Built-up,NULL,Non_Wetland,Water
949,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
950,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
951,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
952,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
953,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
954,Water,Cropland,Built-up,Water,Non_Wetland,Water
955,Water,Cropland,Water,Water,Water,Cropland
956,Water,Cropland,Water,Water,Water,Wetland
957,Water,Cropland,Water,Water,Water,Water
958,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
959,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
960,Water,Cropland,Forest,NULL,Non_Wetland,Forest
961,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
962,Water,Cropland,Forest,Water,Non_Wetland,Cropland
963,Water,Cropland,Forest,Water,Non_Wetland,Wetland
964,Water,Cropland,Forest,Water,Non_Wetland,Bareland
965,Water,Cropland,Forest,Water,Non_Wetland,Water
966,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
967,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
968,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
969,Water,Bareland,Grassland,NULL,Non_Wetland,Water
970,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
971,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
972,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
973,Water,Bareland,Wetland,NULL,Wetland,Grassland
974,Water,Bareland,Wetland,NULL,Wetland,Water
975,Water,Bareland,Wetland,Non_Water,Wetland,Water
976,Water,Bareland,Wetland,Water,Wetland,Bareland
977,Water,Bareland,Wetland,Water,Wetland,Water
978,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
979,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
980,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
981,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
982,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
983,Water,Bareland,Bareland,Water,Non_Wetland,Water
984,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
985,Water,Bareland,Built-up,Water,Non_Wetland,Water
986,Water,Bareland,Water,NULL,Water,Water
987,Water,Bareland,Water,Non_Water,Water,Bareland
988,Water,Bareland,Water,Non_Water,Water,Water
989,Water,Bareland,Water,Water,Water,Bareland
990,Water,Bareland,Water,Water,Water,Water
991,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
992,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
993,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
994,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
995,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
996,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
997,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
998,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
999,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1000,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1001,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1002,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1003,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1004,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1005,Water,Water,NULL,NULL,Non_Wetland,Water
1006,Water,Water,NULL,NULL,Non_Wetland,Forest
1007,Water,Water,NULL,Non_Water,Non_Wetland,Water
1008,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1009,Water,Water,NULL,Water,Non_Wetland,Forest
1010,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1011,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1012,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1013,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1014,Water,Water,Shrubland,NULL,Non_Wetland,Water
1015,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1016,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1017,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1018,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1019,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1020,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1021,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1022,Water,Water,Shrubland,Water,Non_Wetland,Water
1023,Water,Water,Shrubland,Water,Non_Wetland,Forest
1024,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1025,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1026,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1027,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1028,Water,Water,Grassland,NULL,Non_Wetland,Water
1029,Water,Water,Grassland,NULL,Non_Wetland,Forest
1030,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1031,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1032,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1033,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1034,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1035,Water,Water,Grassland,Water,Non_Wetland,Grassland
1036,Water,Water,Grassland,Water,Non_Wetland,Cropland
1037,Water,Water,Grassland,Water,Non_Wetland,Bareland
1038,Water,Water,Grassland,Water,Non_Wetland,Water
1039,Water,Water,Grassland,Water,Non_Wetland,Forest
1040,Water,Water,Cropland,NULL,Non_Wetland,NULL
1041,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1042,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1043,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1044,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1045,Water,Water,Cropland,NULL,Non_Wetland,Water
1046,Water,Water,Cropland,NULL,Non_Wetland,Forest
1047,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1048,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1049,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1050,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1051,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1052,Water,Water,Cropland,Water,Non_Wetland,NULL
1053,Water,Water,Cropland,Water,Non_Wetland,Grassland
1054,Water,Water,Cropland,Water,Non_Wetland,Cropland
1055,Water,Water,Cropland,Water,Non_Wetland,Wetland
1056,Water,Water,Cropland,Water,Non_Wetland,Bareland
1057,Water,Water,Cropland,Water,Non_Wetland,Water
1058,Water,Water,Cropland,Water,Non_Wetland,Forest
1059,Water,Water,Wetland,NULL,Wetland,Grassland
1060,Water,Water,Wetland,NULL,Wetland,Cropland
1061,Water,Water,Wetland,NULL,Wetland,Wetland
1062,Water,Water,Wetland,NULL,Wetland,Bareland
1063,Water,Water,Wetland,NULL,Wetland,Water
1064,Water,Water,Wetland,NULL,Wetland,Forest
1065,Water,Water,Wetland,Non_Water,Wetland,Cropland
1066,Water,Water,Wetland,Non_Water,Wetland,Bareland
1067,Water,Water,Wetland,Non_Water,Wetland,Water
1068,Water,Water,Wetland,Non_Water,Wetland,Forest
1069,Water,Water,Wetland,Water,Wetland,NULL
1070,Water,Water,Wetland,Water,Wetland,Grassland
1071,Water,Water,Wetland,Water,Wetland,Cropland
1072,Water,Water,Wetland,Water,Wetland,Wetland
1073,Water,Water,Wetland,Water,Wetland,Bareland
1074,Water,Water,Wetland,Water,Wetland,Water
1075,Water,Water,Wetland,Water,Wetland,Forest
1076,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1077,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1078,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1079,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1080,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1081,Water,Water,Bareland,NULL,Non_Wetland,Water
1082,Water,Water,Bareland,NULL,Non_Wetland,Forest
1083,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1084,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1085,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1086,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1087,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1088,Water,Water,Bareland,Water,Non_Wetland,Grassland
1089,Water,Water,Bareland,Water,Non_Wetland,Cropland
1090,Water,Water,Bareland,Water,Non_Wetland,Wetland
1091,Water,Water,Bareland,Water,Non_Wetland,Bareland
1092,Water,Water,Bareland,Water,Non_Wetland,Water
1093,Water,Water,Bareland,Water,Non_Wetland,Forest
1094,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1095,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1096,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1097,Water,Water,Built-up,NULL,Non_Wetland,Water
1098,Water,Water,Built-up,NULL,Non_Wetland,Forest
1099,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1100,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1101,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1102,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1103,Water,Water,Built-up,Water,Non_Wetland,Grassland
1104,Water,Water,Built-up,Water,Non_Wetland,Bareland
1105,Water,Water,Built-up,Water,Non_Wetland,Water
1106,Water,Water,Built-up,Water,Non_Wetland,Forest
1107,Water,Water,Water,NULL,Water,Cropland
1108,Water,Water,Water,NULL,Water,Bareland
1109,Water,Water,Water,NULL,Water,Water
1110,Water,Water,Water,NULL,Water,Forest
1111,Water,Water,Water,Non_Water,Water,Bareland
1112,Water,Water,Water,Non_Water,Water,Water
1113,Water,Water,Water,Non_Water,Water,Forest
1114,Water,Water,Water,Water,Water,Cropland
1115,Water,Water,Water,Water,Water,Bareland
1116,Water,Water,Water,Water,Water,Water
1117,Water,Water,Water,Water,Water,Forest
1118,Water,Water,Forest,NULL,Non_Wetland,Grassland
1119,Water,Water,Forest,NULL,Non_Wetland,Water
1120,Water,Water,Forest,NULL,Non_Wetland,Forest
1121,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1122,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1123,Water,Water,Forest,Non_Water,Non_Wetland,Water
1124,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1125,Water,Water,Forest,Water,Non_Wetland,Cropland
1126,Water,Water,Forest,Water,Non_Wetland,Wetland
1127,Water,Water,Forest,Water,Non_Wetland,Bareland
1128,Water,Water,Forest,Water,Non_Wetland,Forest
1129,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1130,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1131,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1132,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1137,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1138,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1139,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1140,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1141,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1142,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1143,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1144,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1145,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1146,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1147,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1148,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1149,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1150,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1152,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1153,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1154,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1155,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1156,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1157,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1158,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1159,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1160,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1162,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1163,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1164,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1165,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1166,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1167,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1168,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1169,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1174,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1175,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1176,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1177,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1178,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1179,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1180,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1181,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1182,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1183,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1184,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1185,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1186,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1187,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1188,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1189,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1190,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1191,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1192,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1193,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1194,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1195,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1196,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1197,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1198,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1199,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1203,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1204,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1205,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1206,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1207,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1208,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1209,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1210,Forest,Water,NULL,NULL,Non_Wetland,Forest
1211,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1212,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1213,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1214,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1215,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1216,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1220,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1221,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1222,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1223,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1224,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1225,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1226,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1227,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1228,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1229,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1230,Forest,Forest,Forest,NULL,Non_Wetland,Forest
