Value,AFRICA_2024_DynamicWorld_2024_35PRK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRK_M_R,AFRICA_2024_GSW_Yearly_2021_35PRK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRK_M_R,AFRICA_2024_WorldCover_2021_35PRK_M_R
862,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
863,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
864,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
865,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
866,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
867,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
868,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
869,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
870,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
871,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
872,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
873,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
874,Wetland,Wetland,Wetland,NULL,Wetland,NULL
875,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
876,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
877,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
878,Wetland,Wetland,Wetland,NULL,Wetland,Water
879,Wetland,Wetland,Wetland,NULL,Wetland,Forest
880,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
881,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
882,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
883,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
884,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
885,Wetland,Wetland,Wetland,Water,Wetland,NULL
886,Wetland,Wetland,Wetland,Water,Wetland,Grassland
887,Wetland,Wetland,Wetland,Water,Wetland,Wetland
888,Wetland,Wetland,Wetland,Water,Wetland,Bareland
889,Wetland,Wetland,Wetland,Water,Wetland,Water
890,Wetland,Wetland,Wetland,Water,Wetland,Forest
891,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
892,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
893,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
894,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
895,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
896,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
897,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
898,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
899,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
900,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
901,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
902,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
903,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
904,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
905,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
906,Wetland,Wetland,Water,NULL,Water,NULL
907,Wetland,Wetland,Water,NULL,Water,Grassland
908,Wetland,Wetland,Water,NULL,Water,Wetland
909,Wetland,Wetland,Water,NULL,Water,Water
910,Wetland,Wetland,Water,NULL,Water,Forest
911,Wetland,Wetland,Water,Non_Water,Water,NULL
912,Wetland,Wetland,Water,Non_Water,Water,Grassland
913,Wetland,Wetland,Water,Non_Water,Water,Wetland
914,Wetland,Wetland,Water,Non_Water,Water,Water
915,Wetland,Wetland,Water,Non_Water,Water,Forest
916,Wetland,Wetland,Water,Water,Water,NULL
917,Wetland,Wetland,Water,Water,Water,Grassland
918,Wetland,Wetland,Water,Water,Water,Wetland
919,Wetland,Wetland,Water,Water,Water,Bareland
920,Wetland,Wetland,Water,Water,Water,Water
921,Wetland,Wetland,Water,Water,Water,Forest
922,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
923,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
924,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
925,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
926,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
927,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
928,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
929,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
930,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
931,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
932,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
933,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
934,Wetland,Wetland,Forest,Water,Non_Wetland,Water
935,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
936,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
937,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
938,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
939,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
940,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
941,Wetland,Bareland,Wetland,Water,Wetland,Wetland
942,Wetland,Bareland,Wetland,Water,Wetland,Water
943,Wetland,Bareland,Water,NULL,Water,Wetland
944,Wetland,Bareland,Water,Non_Water,Water,Wetland
945,Wetland,Bareland,Water,Water,Water,Wetland
946,Wetland,Bareland,Water,Water,Water,Water
947,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
948,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
949,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
950,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
951,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
952,Wetland,Built-up,Wetland,NULL,Wetland,Forest
953,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
954,Wetland,Built-up,Water,NULL,Water,Grassland
955,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
956,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
957,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
958,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
959,Wetland,Water,NULL,NULL,Non_Wetland,Forest
960,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
961,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
962,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
963,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
964,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
965,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
966,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
967,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
968,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
969,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
970,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
971,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
972,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
973,Wetland,Water,Shrubland,Water,Non_Wetland,Water
974,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
975,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
976,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
977,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
978,Wetland,Water,Wetland,NULL,Wetland,NULL
979,Wetland,Water,Wetland,NULL,Wetland,Grassland
980,Wetland,Water,Wetland,NULL,Wetland,Wetland
981,Wetland,Water,Wetland,NULL,Wetland,Water
982,Wetland,Water,Wetland,NULL,Wetland,Forest
983,Wetland,Water,Wetland,Non_Water,Wetland,NULL
984,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
985,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
986,Wetland,Water,Wetland,Non_Water,Wetland,Water
987,Wetland,Water,Wetland,Non_Water,Wetland,Forest
988,Wetland,Water,Wetland,Water,Wetland,Grassland
989,Wetland,Water,Wetland,Water,Wetland,Wetland
990,Wetland,Water,Wetland,Water,Wetland,Water
991,Wetland,Water,Wetland,Water,Wetland,Forest
992,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
993,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
994,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
995,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
996,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
997,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
998,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
999,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1000,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
1001,Wetland,Water,Built-up,Water,Non_Wetland,Water
1002,Wetland,Water,Water,NULL,Water,NULL
1003,Wetland,Water,Water,NULL,Water,Grassland
1004,Wetland,Water,Water,NULL,Water,Wetland
1005,Wetland,Water,Water,NULL,Water,Bareland
1006,Wetland,Water,Water,NULL,Water,Water
1007,Wetland,Water,Water,NULL,Water,Forest
1008,Wetland,Water,Water,Non_Water,Water,Grassland
1009,Wetland,Water,Water,Non_Water,Water,Wetland
1010,Wetland,Water,Water,Non_Water,Water,Water
1011,Wetland,Water,Water,Non_Water,Water,Forest
1012,Wetland,Water,Water,Water,Water,Grassland
1013,Wetland,Water,Water,Water,Water,Wetland
1014,Wetland,Water,Water,Water,Water,Water
1015,Wetland,Water,Water,Water,Water,Forest
1016,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1017,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1018,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1019,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1020,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1021,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1022,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1023,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1024,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1025,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1026,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1027,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1028,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1029,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1030,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1031,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1032,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1033,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1034,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1035,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1036,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1037,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1038,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1039,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1040,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1041,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1042,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1043,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1044,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1045,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1046,Wetland,Forest,Wetland,NULL,Wetland,NULL
1047,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1048,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1049,Wetland,Forest,Wetland,NULL,Wetland,Water
1050,Wetland,Forest,Wetland,NULL,Wetland,Forest
1051,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1052,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1053,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1054,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1055,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1056,Wetland,Forest,Wetland,Water,Wetland,Grassland
1057,Wetland,Forest,Wetland,Water,Wetland,Wetland
1058,Wetland,Forest,Wetland,Water,Wetland,Water
1059,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1060,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1061,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1062,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1063,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1064,Wetland,Forest,Water,NULL,Water,Grassland
1065,Wetland,Forest,Water,NULL,Water,Wetland
1066,Wetland,Forest,Water,NULL,Water,Water
1067,Wetland,Forest,Water,Non_Water,Water,Wetland
1068,Wetland,Forest,Water,Water,Water,Grassland
1069,Wetland,Forest,Water,Water,Water,Wetland
1070,Wetland,Forest,Water,Water,Water,Water
1071,Wetland,Forest,Water,Water,Water,Forest
1072,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1073,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1074,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1075,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1076,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1077,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1078,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1079,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1080,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1081,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1082,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1083,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1084,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1085,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1086,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1087,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1088,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1089,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1090,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1091,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1092,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1093,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1094,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1095,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1096,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1097,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1098,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1099,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1100,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1101,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1102,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1103,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1105,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1106,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1107,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1108,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1109,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1110,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1111,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1112,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1113,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1114,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1115,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1116,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1117,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1118,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1119,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1120,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1121,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1122,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1123,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1124,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1125,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1126,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1127,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1128,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1129,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1130,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1131,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1132,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1133,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1134,Water,NULL,NULL,NULL,Non_Wetland,Forest
1135,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1136,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1137,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1138,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1139,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1140,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1141,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1142,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1143,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1144,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1145,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1146,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1147,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1148,Water,NULL,Shrubland,Water,Non_Wetland,Water
1149,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1150,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1151,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1152,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1153,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1154,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1155,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1156,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1157,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1158,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1159,Water,NULL,Wetland,NULL,Wetland,NULL
1160,Water,NULL,Wetland,NULL,Wetland,Grassland
1161,Water,NULL,Wetland,NULL,Wetland,Wetland
1162,Water,NULL,Wetland,NULL,Wetland,Water
1163,Water,NULL,Wetland,NULL,Wetland,Forest
1164,Water,NULL,Wetland,Non_Water,Wetland,NULL
1165,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1166,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1167,Water,NULL,Wetland,Non_Water,Wetland,Water
1168,Water,NULL,Wetland,Non_Water,Wetland,Forest
1169,Water,NULL,Wetland,Water,Wetland,Grassland
1170,Water,NULL,Wetland,Water,Wetland,Wetland
1171,Water,NULL,Wetland,Water,Wetland,Water
1172,Water,NULL,Wetland,Water,Wetland,Forest
1173,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1174,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1175,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1176,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1177,Water,NULL,Bareland,NULL,Non_Wetland,Water
1178,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1179,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1180,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1181,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1182,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1183,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1184,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1185,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1186,Water,NULL,Built-up,NULL,Non_Wetland,Water
1187,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1188,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1189,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1190,Water,NULL,Built-up,Water,Non_Wetland,Water
1191,Water,NULL,Water,NULL,Water,Grassland
1192,Water,NULL,Water,NULL,Water,Wetland
1193,Water,NULL,Water,NULL,Water,Water
1194,Water,NULL,Water,NULL,Water,Forest
1195,Water,NULL,Water,Non_Water,Water,Grassland
1196,Water,NULL,Water,Non_Water,Water,Wetland
1197,Water,NULL,Water,Non_Water,Water,Water
1198,Water,NULL,Water,Non_Water,Water,Forest
1199,Water,NULL,Water,Water,Water,Grassland
1200,Water,NULL,Water,Water,Water,Wetland
1201,Water,NULL,Water,Water,Water,Water
1202,Water,NULL,Water,Water,Water,Forest
1203,Water,NULL,Forest,NULL,Non_Wetland,NULL
1204,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1205,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1206,Water,NULL,Forest,NULL,Non_Wetland,Water
1207,Water,NULL,Forest,NULL,Non_Wetland,Forest
1208,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1209,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1210,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1211,Water,NULL,Forest,Water,Non_Wetland,Wetland
1212,Water,NULL,Forest,Water,Non_Wetland,Forest
1213,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1214,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1215,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1216,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1217,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1218,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1219,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1220,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1221,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1222,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1223,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1224,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1225,Water,Cropland,Wetland,NULL,Wetland,Grassland
1226,Water,Cropland,Wetland,NULL,Wetland,Wetland
1227,Water,Cropland,Wetland,NULL,Wetland,Water
1228,Water,Cropland,Wetland,NULL,Wetland,Forest
1229,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1230,Water,Cropland,Wetland,Water,Wetland,Wetland
1231,Water,Cropland,Wetland,Water,Wetland,Water
1232,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1233,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1234,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1235,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1236,Water,Cropland,Bareland,Water,Non_Wetland,Water
1237,Water,Cropland,Water,NULL,Water,Grassland
1238,Water,Cropland,Water,NULL,Water,Wetland
1239,Water,Cropland,Water,NULL,Water,Water
1240,Water,Cropland,Water,Water,Water,Grassland
1241,Water,Cropland,Water,Water,Water,Wetland
1242,Water,Cropland,Water,Water,Water,Water
1243,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1244,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1245,Water,Cropland,Forest,Water,Non_Wetland,Water
1246,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1247,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1248,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1249,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1250,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1251,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1252,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1253,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1254,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1255,Water,Wetland,NULL,Water,Non_Wetland,Water
1256,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1257,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1258,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1259,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1260,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1261,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1262,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1263,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1264,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1265,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1266,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1267,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1268,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1269,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1270,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1271,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1272,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1273,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1274,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1275,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1276,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1277,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1278,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1279,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1280,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1281,Water,Wetland,Wetland,NULL,Wetland,NULL
1282,Water,Wetland,Wetland,NULL,Wetland,Grassland
1283,Water,Wetland,Wetland,NULL,Wetland,Wetland
1284,Water,Wetland,Wetland,NULL,Wetland,Water
1285,Water,Wetland,Wetland,NULL,Wetland,Forest
1286,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1287,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1288,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1289,Water,Wetland,Wetland,Non_Water,Wetland,Water
1290,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1291,Water,Wetland,Wetland,Water,Wetland,NULL
1292,Water,Wetland,Wetland,Water,Wetland,Grassland
1293,Water,Wetland,Wetland,Water,Wetland,Wetland
1294,Water,Wetland,Wetland,Water,Wetland,Water
1295,Water,Wetland,Wetland,Water,Wetland,Forest
1296,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1297,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1298,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1299,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1300,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
