Value,AFRICA_2024_DynamicWorld_2024_36NZP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,AFRICA_2024_WorldCover_2021_36NZP_M_R
856,Water,Forest,Bareland,NULL,Non_Wetland,Forest
857,Water,Forest,Built-up,NULL,Non_Wetland,Forest
858,Water,Forest,Water,NULL,Water,Wetland
859,Water,Forest,Water,NULL,Water,Water
860,Water,Forest,Water,NULL,Water,Forest
861,Water,Forest,Water,Water,Water,Water
862,Water,Forest,Water,Water,Water,Forest
863,Water,Forest,Forest,NULL,Non_Wetland,NULL
864,Water,Forest,Forest,NULL,Non_Wetland,Grassland
865,Water,Forest,Forest,NULL,Non_Wetland,Cropland
866,Water,Forest,Forest,NULL,Non_Wetland,Wetland
867,Water,Forest,Forest,NULL,Non_Wetland,Forest
868,Water,Forest,Forest,Water,Non_Wetland,Forest
869,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
870,Forest,NULL,NULL,NULL,Non_Wetland,NULL
871,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
872,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
873,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
874,Forest,NULL,NULL,NULL,Non_Wetland,Forest
875,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
876,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
877,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
878,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
879,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
880,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
881,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
882,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
883,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
884,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
885,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
887,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
888,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
889,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
890,Forest,NULL,Wetland,NULL,Wetland,NULL
891,Forest,NULL,Wetland,NULL,Wetland,Cropland
892,Forest,NULL,Wetland,NULL,Wetland,Wetland
893,Forest,NULL,Wetland,NULL,Wetland,Forest
894,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
895,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
896,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
897,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
898,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
899,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
900,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
901,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
902,Forest,NULL,Forest,NULL,Non_Wetland,NULL
903,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
904,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
905,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
907,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
908,Forest,NULL,Forest,NULL,Non_Wetland,Water
909,Forest,NULL,Forest,NULL,Non_Wetland,Forest
910,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
911,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
912,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
913,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
914,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
915,Forest,NULL,Forest,Water,Non_Wetland,Grassland
916,Forest,NULL,Forest,Water,Non_Wetland,Cropland
917,Forest,NULL,Forest,Water,Non_Wetland,Wetland
918,Forest,NULL,Forest,Water,Non_Wetland,Forest
919,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
920,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
921,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
922,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
923,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
924,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
925,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
926,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
927,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
928,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
934,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
935,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
936,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
937,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
938,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
939,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
940,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
941,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
942,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
943,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
944,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
945,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
946,Forest,Cropland,Wetland,NULL,Wetland,NULL
947,Forest,Cropland,Wetland,NULL,Wetland,Grassland
948,Forest,Cropland,Wetland,NULL,Wetland,Cropland
949,Forest,Cropland,Wetland,NULL,Wetland,Wetland
950,Forest,Cropland,Wetland,NULL,Wetland,Forest
951,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
952,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
953,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
954,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
955,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
956,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
957,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
958,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
959,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
960,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
961,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
962,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
963,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
964,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
965,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
966,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
967,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
968,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
969,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
970,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
971,Forest,Cropland,Forest,NULL,Non_Wetland,Water
972,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
973,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
974,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
975,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
976,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
978,Forest,Wetland,Wetland,NULL,Wetland,Wetland
979,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
980,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
981,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
982,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
983,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
986,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
987,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
988,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
989,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
990,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
991,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
992,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
993,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
998,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
999,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1000,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1001,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1002,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1003,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1004,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1005,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1006,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1007,Forest,Built-up,Wetland,NULL,Wetland,Forest
1008,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1009,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1010,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1011,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1012,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1013,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1014,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1015,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1016,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1017,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1018,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1019,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1020,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1021,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1022,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1023,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1024,Forest,Water,NULL,NULL,Non_Wetland,Forest
1025,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1026,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1027,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1028,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1029,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1030,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1031,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1032,Forest,Water,Wetland,NULL,Wetland,Cropland
1033,Forest,Water,Wetland,NULL,Wetland,Wetland
1034,Forest,Water,Wetland,NULL,Wetland,Bareland
1035,Forest,Water,Wetland,NULL,Wetland,Water
1036,Forest,Water,Wetland,NULL,Wetland,Forest
1037,Forest,Water,Wetland,Water,Wetland,Water
1038,Forest,Water,Wetland,Water,Wetland,Forest
1039,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1040,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1041,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1042,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1043,Forest,Water,Bareland,NULL,Non_Wetland,Water
1044,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1045,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1046,Forest,Water,Bareland,Water,Non_Wetland,Forest
1047,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1048,Forest,Water,Water,NULL,Water,Cropland
1049,Forest,Water,Water,NULL,Water,Water
1050,Forest,Water,Water,NULL,Water,Forest
1051,Forest,Water,Water,Water,Water,Forest
1052,Forest,Water,Forest,NULL,Non_Wetland,NULL
1053,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1054,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1055,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1056,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1057,Forest,Water,Forest,NULL,Non_Wetland,Water
1058,Forest,Water,Forest,NULL,Non_Wetland,Forest
1059,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1060,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1061,Forest,Water,Forest,Water,Non_Wetland,Forest
1062,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1063,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1064,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1065,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1066,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1067,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1068,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1072,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1073,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1074,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1075,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1076,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1077,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1078,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1079,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1080,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1081,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1082,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1083,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1084,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1086,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1087,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1088,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1089,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1090,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1091,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1092,Forest,Forest,Wetland,NULL,Wetland,NULL
1093,Forest,Forest,Wetland,NULL,Wetland,Grassland
1094,Forest,Forest,Wetland,NULL,Wetland,Cropland
1095,Forest,Forest,Wetland,NULL,Wetland,Wetland
1096,Forest,Forest,Wetland,NULL,Wetland,Forest
1097,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1098,Forest,Forest,Wetland,Water,Wetland,Bareland
1099,Forest,Forest,Wetland,Water,Wetland,Water
1100,Forest,Forest,Wetland,Water,Wetland,Forest
1101,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1102,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1103,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1104,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1105,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1106,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1107,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1108,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1109,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1110,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1111,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1112,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1113,Forest,Forest,Built-up,Water,Non_Wetland,Cropland
1114,Forest,Forest,Water,NULL,Water,Forest
1115,Forest,Forest,Water,Water,Water,Forest
1116,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1117,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1118,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1119,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1120,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1121,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1122,Forest,Forest,Forest,NULL,Non_Wetland,Water
1123,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1124,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1125,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1126,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1127,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1128,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1129,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1130,Forest,Forest,Forest,Water,Non_Wetland,Forest
