Value,AFRICA_2024_DynamicWorld_2024_37PBL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBL_M_R,AFRICA_2024_GSW_Yearly_2021_37PBL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBL_M_R,AFRICA_2024_WorldCover_2021_37PBL_M_R
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
841,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
842,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
843,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
844,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
845,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
846,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
847,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
848,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
849,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
850,Cropland,Water,NULL,NULL,Non_Wetland,Forest
851,Cropland,Water,NULL,Water,Non_Wetland,Cropland
852,Cropland,Water,NULL,Water,Non_Wetland,Wetland
853,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
854,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
855,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
856,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
857,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
858,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
859,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
860,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
861,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
862,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
863,Cropland,Water,Wetland,NULL,Wetland,Wetland
864,Cropland,Water,Wetland,NULL,Wetland,Forest
865,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
866,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
867,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
868,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
869,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
870,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
871,Cropland,Water,Water,NULL,Water,Cropland
872,Cropland,Water,Water,Water,Water,Wetland
873,Cropland,Water,Forest,NULL,Non_Wetland,NULL
874,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
875,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
876,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
877,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
878,Cropland,Water,Forest,NULL,Non_Wetland,Forest
879,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
880,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
881,Cropland,Water,Forest,Water,Non_Wetland,Cropland
882,Cropland,Water,Forest,Water,Non_Wetland,Wetland
883,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
884,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
885,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
886,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
887,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
888,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
889,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
890,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
896,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
897,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
898,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
899,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
900,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
901,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
902,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
903,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
904,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
905,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
906,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
907,Cropland,Forest,Wetland,NULL,Wetland,Cropland
908,Cropland,Forest,Wetland,NULL,Wetland,Wetland
909,Cropland,Forest,Wetland,Water,Wetland,Cropland
910,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
911,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
912,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
913,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
914,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
915,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
916,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
917,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
918,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
919,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
920,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
921,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
922,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
923,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
924,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
925,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
926,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
927,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
928,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
929,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
930,Wetland,NULL,Wetland,NULL,Wetland,Wetland
931,Wetland,NULL,Wetland,Water,Wetland,Wetland
932,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
933,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
934,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
935,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
936,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
937,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
938,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
939,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
940,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
941,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
942,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
943,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
944,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
945,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
946,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
947,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
948,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
949,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
950,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
951,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
952,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
953,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
954,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
955,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
956,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
957,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
958,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
959,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
960,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
961,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
962,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
963,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
964,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
965,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
966,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
967,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
968,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
969,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
970,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
971,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
972,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
973,Wetland,Cropland,Wetland,Water,Wetland,Cropland
974,Wetland,Cropland,Wetland,Water,Wetland,Wetland
975,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
976,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
977,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
978,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
979,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
980,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
981,Wetland,Cropland,Water,NULL,Water,Wetland
982,Wetland,Cropland,Water,Water,Water,Cropland
983,Wetland,Cropland,Water,Water,Water,Wetland
984,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
985,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
986,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
987,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
988,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
989,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
990,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
991,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
992,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
993,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
994,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
995,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
996,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
997,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
998,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
999,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1000,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1001,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1002,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1003,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1004,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1005,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1006,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1007,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1008,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1009,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1010,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1011,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1012,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1013,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1014,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1015,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1016,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1017,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1018,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1019,Wetland,Wetland,Water,NULL,Water,Wetland
1020,Wetland,Wetland,Water,Non_Water,Water,Wetland
1021,Wetland,Wetland,Water,Water,Water,Wetland
1022,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1023,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1024,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1025,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1026,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1027,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1028,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1029,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1030,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1031,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1032,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1033,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1034,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1035,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1036,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1037,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1038,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1039,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1040,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1041,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1042,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1043,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1044,Wetland,Water,Wetland,NULL,Wetland,Wetland
1045,Wetland,Water,Wetland,NULL,Wetland,Forest
1046,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1047,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1048,Wetland,Water,Wetland,Water,Wetland,Grassland
1049,Wetland,Water,Wetland,Water,Wetland,Cropland
1050,Wetland,Water,Wetland,Water,Wetland,Wetland
1051,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1052,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1053,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1054,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1055,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1056,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1057,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1058,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1059,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1060,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1061,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1062,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1063,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1064,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1065,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1066,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
1067,Wetland,Water,Water,NULL,Water,Wetland
1068,Wetland,Water,Water,NULL,Water,Forest
1069,Wetland,Water,Water,Non_Water,Water,Wetland
1070,Wetland,Water,Water,Water,Water,Cropland
1071,Wetland,Water,Water,Water,Water,Wetland
1072,Wetland,Water,Water,Water,Water,Water
1073,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1074,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1075,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1076,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1077,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1078,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1079,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1080,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1081,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1082,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1083,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1084,Wetland,Forest,Wetland,NULL,Wetland,Forest
1085,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1086,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1087,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1088,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1089,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1090,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1091,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1092,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1093,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1094,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1095,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1096,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1097,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1098,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1099,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1100,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1101,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1102,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1103,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1104,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1105,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1106,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1107,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1108,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1109,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1110,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1111,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1112,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1113,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1114,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1115,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1116,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1117,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1118,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1119,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1120,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1121,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1122,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1123,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1124,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1125,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1126,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1127,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1128,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1129,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1130,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1131,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1132,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1133,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1134,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1135,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1136,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1137,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1138,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1139,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1140,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1141,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1142,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1143,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1144,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1145,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1146,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1147,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1148,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1149,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1150,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1151,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1152,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1153,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1154,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1155,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1156,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1157,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1158,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1159,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1160,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1161,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1162,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1163,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1164,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1165,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1166,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1167,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1168,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1169,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1170,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1171,Bareland,Water,Water,NULL,Water,Bareland
1172,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1173,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1174,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1175,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1176,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1177,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1178,Water,NULL,NULL,NULL,Non_Wetland,Forest
1179,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1180,Water,NULL,NULL,Water,Non_Wetland,Cropland
1181,Water,NULL,NULL,Water,Non_Wetland,Wetland
1182,Water,NULL,NULL,Water,Non_Wetland,Water
1183,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1184,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1185,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1186,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1187,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1188,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1189,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1190,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1191,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1192,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1193,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1194,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1195,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1196,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1197,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1198,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1199,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1200,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1201,Water,NULL,Wetland,NULL,Wetland,Cropland
1202,Water,NULL,Wetland,NULL,Wetland,Wetland
1203,Water,NULL,Wetland,NULL,Wetland,Forest
1204,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1205,Water,NULL,Wetland,Water,Wetland,Cropland
1206,Water,NULL,Wetland,Water,Wetland,Wetland
1207,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1208,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1209,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1210,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1211,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1212,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1213,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1214,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1215,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1216,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1217,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1218,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1219,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1220,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1221,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1222,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1223,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1224,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1225,Water,NULL,Water,NULL,Water,Wetland
1226,Water,NULL,Water,NULL,Water,Forest
1227,Water,NULL,Water,Water,Water,Wetland
1228,Water,NULL,Forest,NULL,Non_Wetland,NULL
1229,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1230,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1231,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1232,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1233,Water,NULL,Forest,NULL,Non_Wetland,Forest
1234,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1235,Water,NULL,Forest,Water,Non_Wetland,Cropland
1236,Water,NULL,Forest,Water,Non_Wetland,Wetland
1237,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1238,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1239,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1240,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1241,Water,Cropland,NULL,NULL,Non_Wetland,Water
1242,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1243,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1244,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1245,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1246,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1247,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1248,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1249,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1250,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1251,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1252,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1253,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1254,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1255,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1256,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1257,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1258,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1259,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1260,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1261,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
