Value,AFRICA_2024_DynamicWorld_2024_36PZR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,AFRICA_2024_WorldCover_2021_36PZR_M_R
848,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
849,Bareland,Water,Wetland,Water,Wetland,Cropland
850,Bareland,Water,Wetland,Water,Wetland,Water
851,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
852,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
853,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
854,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
855,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
856,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
857,Bareland,Water,Bareland,Water,Non_Wetland,Water
858,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
859,Bareland,Water,Water,NULL,Water,Water
860,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
861,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
862,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
863,Bareland,Water,Forest,NULL,Non_Wetland,Water
864,Bareland,Water,Forest,Water,Non_Wetland,Cropland
865,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
866,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
867,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
868,Water,NULL,NULL,NULL,Non_Wetland,Grassland
869,Water,NULL,NULL,NULL,Non_Wetland,Cropland
870,Water,NULL,NULL,NULL,Non_Wetland,Bareland
871,Water,NULL,NULL,NULL,Non_Wetland,Forest
872,Water,NULL,NULL,Water,Non_Wetland,Cropland
873,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
874,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
875,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
876,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
877,Water,NULL,Shrubland,NULL,Non_Wetland,Water
878,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
879,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
880,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
881,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
882,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
883,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
884,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
885,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
886,Water,NULL,Grassland,NULL,Non_Wetland,Forest
887,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
888,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
889,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
890,Water,NULL,Cropland,NULL,Non_Wetland,Forest
891,Water,NULL,Cropland,Water,Non_Wetland,Cropland
892,Water,NULL,Wetland,NULL,Wetland,Grassland
893,Water,NULL,Wetland,NULL,Wetland,Cropland
894,Water,NULL,Wetland,NULL,Wetland,Forest
895,Water,NULL,Wetland,Water,Wetland,Cropland
896,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
897,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
898,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
899,Water,NULL,Bareland,NULL,Non_Wetland,NULL
900,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
901,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
902,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
903,Water,NULL,Bareland,NULL,Non_Wetland,Water
904,Water,NULL,Bareland,NULL,Non_Wetland,Forest
905,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
906,Water,NULL,Bareland,Water,Non_Wetland,Grassland
907,Water,NULL,Bareland,Water,Non_Wetland,Cropland
908,Water,NULL,Bareland,Water,Non_Wetland,Bareland
909,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
910,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
911,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
912,Water,NULL,Built-up,NULL,Non_Wetland,Water
913,Water,NULL,Built-up,NULL,Non_Wetland,Forest
914,Water,NULL,Built-up,Water,Non_Wetland,Grassland
915,Water,NULL,Water,NULL,Water,Grassland
916,Water,NULL,Water,NULL,Water,Cropland
917,Water,NULL,Water,NULL,Water,Water
918,Water,NULL,Water,NULL,Water,Forest
919,Water,NULL,Forest,NULL,Non_Wetland,NULL
920,Water,NULL,Forest,NULL,Non_Wetland,Grassland
921,Water,NULL,Forest,NULL,Non_Wetland,Cropland
922,Water,NULL,Forest,NULL,Non_Wetland,Bareland
923,Water,NULL,Forest,NULL,Non_Wetland,Water
924,Water,NULL,Forest,NULL,Non_Wetland,Forest
925,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
926,Water,NULL,Forest,Water,Non_Wetland,Grassland
927,Water,NULL,Forest,Water,Non_Wetland,Cropland
928,Water,NULL,Forest,Water,Non_Wetland,Water
929,Water,NULL,Forest,Water,Non_Wetland,Forest
930,Water,Cropland,NULL,NULL,Non_Wetland,NULL
931,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
932,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
933,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
934,Water,Cropland,NULL,NULL,Non_Wetland,Forest
935,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
936,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
937,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
938,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
939,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
940,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
941,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
942,Water,Cropland,Shrubland,Water,Non_Wetland,Water
943,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
944,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
945,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
946,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
947,Water,Cropland,Wetland,Non_Water,Wetland,Forest
948,Water,Cropland,Wetland,Water,Wetland,Wetland
949,Water,Cropland,Wetland,Water,Wetland,Water
950,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
951,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
952,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
953,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
954,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
955,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
956,Water,Cropland,Bareland,Water,Non_Wetland,Forest
957,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
958,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
959,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
960,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
961,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
962,Water,Cropland,Forest,NULL,Non_Wetland,Water
963,Water,Cropland,Forest,NULL,Non_Wetland,Forest
964,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
965,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
966,Water,Cropland,Forest,Water,Non_Wetland,Cropland
967,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
968,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
969,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
970,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
971,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
972,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
973,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
974,Water,Bareland,Wetland,NULL,Wetland,Cropland
975,Water,Bareland,Wetland,Water,Wetland,Cropland
976,Water,Bareland,Wetland,Water,Wetland,Bareland
977,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
978,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
979,Water,Bareland,Bareland,NULL,Non_Wetland,Water
980,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
981,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
982,Water,Bareland,Bareland,Water,Non_Wetland,Water
983,Water,Bareland,Water,NULL,Water,Bareland
984,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
985,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
986,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
987,Water,Water,NULL,NULL,Non_Wetland,NULL
988,Water,Water,NULL,NULL,Non_Wetland,Grassland
989,Water,Water,NULL,NULL,Non_Wetland,Cropland
990,Water,Water,NULL,NULL,Non_Wetland,Wetland
991,Water,Water,NULL,NULL,Non_Wetland,Bareland
992,Water,Water,NULL,NULL,Non_Wetland,Water
993,Water,Water,NULL,NULL,Non_Wetland,Forest
994,Water,Water,NULL,Non_Water,Non_Wetland,Water
995,Water,Water,NULL,Non_Water,Non_Wetland,Forest
996,Water,Water,NULL,Water,Non_Wetland,Grassland
997,Water,Water,NULL,Water,Non_Wetland,Cropland
998,Water,Water,NULL,Water,Non_Wetland,Wetland
999,Water,Water,NULL,Water,Non_Wetland,Water
1000,Water,Water,NULL,Water,Non_Wetland,Forest
1001,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1002,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1003,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1004,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1005,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1006,Water,Water,Shrubland,NULL,Non_Wetland,Water
1007,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1008,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1009,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1010,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1011,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1012,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1013,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1014,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1015,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1016,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1017,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1018,Water,Water,Shrubland,Water,Non_Wetland,Water
1019,Water,Water,Shrubland,Water,Non_Wetland,Forest
1020,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1021,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1022,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1023,Water,Water,Grassland,NULL,Non_Wetland,Water
1024,Water,Water,Grassland,NULL,Non_Wetland,Forest
1025,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1026,Water,Water,Grassland,Water,Non_Wetland,Cropland
1027,Water,Water,Grassland,Water,Non_Wetland,Water
1028,Water,Water,Grassland,Water,Non_Wetland,Forest
1029,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1030,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1031,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1032,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1033,Water,Water,Cropland,NULL,Non_Wetland,Water
1034,Water,Water,Cropland,NULL,Non_Wetland,Forest
1035,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1036,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1037,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1038,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1039,Water,Water,Cropland,Water,Non_Wetland,Grassland
1040,Water,Water,Cropland,Water,Non_Wetland,Cropland
1041,Water,Water,Cropland,Water,Non_Wetland,Bareland
1042,Water,Water,Cropland,Water,Non_Wetland,Water
1043,Water,Water,Cropland,Water,Non_Wetland,Forest
1044,Water,Water,Wetland,NULL,Wetland,Grassland
1045,Water,Water,Wetland,NULL,Wetland,Cropland
1046,Water,Water,Wetland,NULL,Wetland,Wetland
1047,Water,Water,Wetland,NULL,Wetland,Bareland
1048,Water,Water,Wetland,NULL,Wetland,Water
1049,Water,Water,Wetland,NULL,Wetland,Forest
1050,Water,Water,Wetland,Non_Water,Wetland,Grassland
1051,Water,Water,Wetland,Non_Water,Wetland,Cropland
1052,Water,Water,Wetland,Non_Water,Wetland,Wetland
1053,Water,Water,Wetland,Non_Water,Wetland,Water
1054,Water,Water,Wetland,Non_Water,Wetland,Forest
1055,Water,Water,Wetland,Water,Wetland,NULL
1056,Water,Water,Wetland,Water,Wetland,Grassland
1057,Water,Water,Wetland,Water,Wetland,Cropland
1058,Water,Water,Wetland,Water,Wetland,Wetland
1059,Water,Water,Wetland,Water,Wetland,Bareland
1060,Water,Water,Wetland,Water,Wetland,Water
1061,Water,Water,Wetland,Water,Wetland,Forest
1062,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1063,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1064,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1065,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1066,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1067,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1068,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1069,Water,Water,Bareland,NULL,Non_Wetland,NULL
1070,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1071,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1072,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1073,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1074,Water,Water,Bareland,NULL,Non_Wetland,Water
1075,Water,Water,Bareland,NULL,Non_Wetland,Forest
1076,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1077,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1078,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1079,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1080,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1081,Water,Water,Bareland,Water,Non_Wetland,Grassland
1082,Water,Water,Bareland,Water,Non_Wetland,Cropland
1083,Water,Water,Bareland,Water,Non_Wetland,Wetland
1084,Water,Water,Bareland,Water,Non_Wetland,Bareland
1085,Water,Water,Bareland,Water,Non_Wetland,Water
1086,Water,Water,Bareland,Water,Non_Wetland,Forest
1087,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1088,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1089,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1090,Water,Water,Built-up,NULL,Non_Wetland,Water
1091,Water,Water,Built-up,NULL,Non_Wetland,Forest
1092,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1093,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1094,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1095,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1096,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1097,Water,Water,Built-up,Water,Non_Wetland,Grassland
1098,Water,Water,Built-up,Water,Non_Wetland,Cropland
1099,Water,Water,Built-up,Water,Non_Wetland,Bareland
1100,Water,Water,Built-up,Water,Non_Wetland,Water
1101,Water,Water,Built-up,Water,Non_Wetland,Forest
1102,Water,Water,Water,NULL,Water,NULL
1103,Water,Water,Water,NULL,Water,Grassland
1104,Water,Water,Water,NULL,Water,Cropland
1105,Water,Water,Water,NULL,Water,Wetland
1106,Water,Water,Water,NULL,Water,Bareland
1107,Water,Water,Water,NULL,Water,Water
1108,Water,Water,Water,NULL,Water,Forest
1109,Water,Water,Water,Non_Water,Water,Grassland
1110,Water,Water,Water,Non_Water,Water,Cropland
1111,Water,Water,Water,Non_Water,Water,Bareland
1112,Water,Water,Water,Non_Water,Water,Water
1113,Water,Water,Water,Non_Water,Water,Forest
1114,Water,Water,Water,Water,Water,Grassland
1115,Water,Water,Water,Water,Water,Cropland
1116,Water,Water,Water,Water,Water,Wetland
1117,Water,Water,Water,Water,Water,Bareland
1118,Water,Water,Water,Water,Water,Water
1119,Water,Water,Water,Water,Water,Forest
1120,Water,Water,Forest,NULL,Non_Wetland,NULL
1121,Water,Water,Forest,NULL,Non_Wetland,Grassland
1122,Water,Water,Forest,NULL,Non_Wetland,Cropland
1123,Water,Water,Forest,NULL,Non_Wetland,Wetland
1124,Water,Water,Forest,NULL,Non_Wetland,Bareland
1125,Water,Water,Forest,NULL,Non_Wetland,Water
1126,Water,Water,Forest,NULL,Non_Wetland,Forest
1127,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1128,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1129,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1130,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1131,Water,Water,Forest,Non_Water,Non_Wetland,Water
1132,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1133,Water,Water,Forest,Water,Non_Wetland,Grassland
1134,Water,Water,Forest,Water,Non_Wetland,Cropland
1135,Water,Water,Forest,Water,Non_Wetland,Wetland
1136,Water,Water,Forest,Water,Non_Wetland,Bareland
1137,Water,Water,Forest,Water,Non_Wetland,Water
1138,Water,Water,Forest,Water,Non_Wetland,Forest
1139,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1140,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1141,Water,Forest,NULL,NULL,Non_Wetland,Forest
1142,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1143,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1144,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1145,Water,Forest,Wetland,NULL,Wetland,Cropland
1146,Water,Forest,Wetland,NULL,Wetland,Forest
1147,Water,Forest,Wetland,Non_Water,Wetland,Cropland
1148,Water,Forest,Wetland,Water,Wetland,Forest
1149,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1150,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1151,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1152,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1153,Water,Forest,Water,NULL,Water,Forest
1154,Water,Forest,Water,Water,Water,Forest
1155,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1156,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1157,Water,Forest,Forest,NULL,Non_Wetland,Water
1158,Water,Forest,Forest,NULL,Non_Wetland,Forest
1159,Water,Forest,Forest,Water,Non_Wetland,Forest
1160,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1161,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1162,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1163,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1164,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1165,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1166,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1167,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1168,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1169,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1170,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1171,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1172,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1173,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1174,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1175,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1176,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1177,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1181,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1182,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1183,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1184,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1185,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1186,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1190,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1191,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1192,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1193,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1194,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1195,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1196,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1197,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1198,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1199,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1200,Forest,NULL,Wetland,NULL,Wetland,Grassland
1201,Forest,NULL,Wetland,NULL,Wetland,Cropland
1202,Forest,NULL,Wetland,NULL,Wetland,Wetland
1203,Forest,NULL,Wetland,NULL,Wetland,Forest
1204,Forest,NULL,Wetland,Water,Wetland,Forest
1205,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1206,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1207,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1208,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1209,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1210,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1211,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1212,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1213,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1214,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1215,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1216,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1217,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1218,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1219,Forest,NULL,Bareland,Water,Non_Wetland,Water
1220,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1221,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1222,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1223,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1224,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1225,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1226,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1227,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1228,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1229,Forest,NULL,Water,NULL,Water,Grassland
1230,Forest,NULL,Water,NULL,Water,Cropland
1231,Forest,NULL,Water,NULL,Water,Water
1232,Forest,NULL,Water,NULL,Water,Forest
1233,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1234,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1235,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1236,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1237,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1238,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1239,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1240,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1241,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1242,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1243,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1244,Forest,NULL,Forest,Water,Non_Wetland,NULL
1245,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1246,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1247,Forest,NULL,Forest,Water,Non_Wetland,Water
1248,Forest,NULL,Forest,Water,Non_Wetland,Forest
1249,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1250,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1251,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1252,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1253,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1254,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1255,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1256,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1257,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1263,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1264,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1265,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1266,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1267,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1268,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1270,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1271,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1272,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1273,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1274,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1275,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1276,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1277,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1278,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1279,Forest,Cropland,Wetland,NULL,Wetland,Forest
1280,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1281,Forest,Cropland,Wetland,Water,Wetland,Wetland
1282,Forest,Cropland,Wetland,Water,Wetland,Forest
1283,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1284,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1285,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1286,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1287,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1288,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1289,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1290,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1291,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1292,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1293,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1294,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1295,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
