Value,AFRICA_2024_DynamicWorld_2024_35NNJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NNJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NNJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NNJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NNJ_M_R,AFRICA_2024_WorldCover_2021_35NNJ_M_R
880,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
881,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
882,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
883,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
885,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
886,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
887,Forest,NULL,Wetland,NULL,Wetland,NULL
888,Forest,NULL,Wetland,NULL,Wetland,Grassland
889,Forest,NULL,Wetland,NULL,Wetland,Wetland
890,Forest,NULL,Wetland,NULL,Wetland,Forest
891,Forest,NULL,Wetland,Non_Water,Wetland,NULL
892,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
893,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
894,Forest,NULL,Wetland,Non_Water,Wetland,Forest
895,Forest,NULL,Wetland,Water,Wetland,NULL
896,Forest,NULL,Wetland,Water,Wetland,Grassland
897,Forest,NULL,Wetland,Water,Wetland,Wetland
898,Forest,NULL,Wetland,Water,Wetland,Forest
899,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
900,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
901,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
902,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
903,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
904,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
905,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
906,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
907,Forest,NULL,Water,NULL,Water,Grassland
908,Forest,NULL,Water,NULL,Water,Forest
909,Forest,NULL,Water,Non_Water,Water,Forest
910,Forest,NULL,Forest,NULL,Non_Wetland,NULL
911,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
912,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
913,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
914,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
915,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
916,Forest,NULL,Forest,NULL,Non_Wetland,Forest
917,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
918,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
919,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
920,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
921,Forest,NULL,Forest,Water,Non_Wetland,NULL
922,Forest,NULL,Forest,Water,Non_Wetland,Grassland
923,Forest,NULL,Forest,Water,Non_Wetland,Wetland
924,Forest,NULL,Forest,Water,Non_Wetland,Forest
925,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
926,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
927,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
928,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
933,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
934,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
935,Forest,Cropland,Wetland,NULL,Wetland,NULL
936,Forest,Cropland,Wetland,NULL,Wetland,Grassland
937,Forest,Cropland,Wetland,NULL,Wetland,Wetland
938,Forest,Cropland,Wetland,NULL,Wetland,Forest
939,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
940,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
941,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
942,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
943,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
944,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
945,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
946,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
947,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
948,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
949,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
950,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
951,Forest,Wetland,Wetland,NULL,Wetland,NULL
952,Forest,Wetland,Wetland,NULL,Wetland,Grassland
953,Forest,Wetland,Wetland,NULL,Wetland,Wetland
954,Forest,Wetland,Wetland,NULL,Wetland,Forest
955,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
956,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
957,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
958,Forest,Wetland,Wetland,Water,Wetland,Forest
959,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
960,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
961,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
962,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
963,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
964,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
965,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
966,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
967,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
968,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
969,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
975,Forest,Built-up,Wetland,NULL,Wetland,Forest
976,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
977,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
978,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
979,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
980,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
981,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
982,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
983,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
984,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
985,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
986,Forest,Water,NULL,NULL,Non_Wetland,NULL
987,Forest,Water,NULL,NULL,Non_Wetland,Grassland
988,Forest,Water,NULL,NULL,Non_Wetland,Forest
989,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
990,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
991,Forest,Water,NULL,Water,Non_Wetland,Grassland
992,Forest,Water,NULL,Water,Non_Wetland,Forest
993,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
994,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
995,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
996,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
997,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
998,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
999,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1000,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1001,Forest,Water,Shrubland,Water,Non_Wetland,Water
1002,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1003,Forest,Water,Wetland,NULL,Wetland,NULL
1004,Forest,Water,Wetland,NULL,Wetland,Grassland
1005,Forest,Water,Wetland,NULL,Wetland,Forest
1006,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1007,Forest,Water,Wetland,Non_Water,Wetland,Forest
1008,Forest,Water,Wetland,Water,Wetland,Grassland
1009,Forest,Water,Wetland,Water,Wetland,Water
1010,Forest,Water,Wetland,Water,Wetland,Forest
1011,Forest,Water,Water,NULL,Water,NULL
1012,Forest,Water,Water,NULL,Water,Grassland
1013,Forest,Water,Water,NULL,Water,Forest
1014,Forest,Water,Water,Non_Water,Water,Forest
1015,Forest,Water,Water,Water,Water,Grassland
1016,Forest,Water,Water,Water,Water,Forest
1017,Forest,Water,Forest,NULL,Non_Wetland,NULL
1018,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1019,Forest,Water,Forest,NULL,Non_Wetland,Water
1020,Forest,Water,Forest,NULL,Non_Wetland,Forest
1021,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1022,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1023,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1024,Forest,Water,Forest,Water,Non_Wetland,NULL
1025,Forest,Water,Forest,Water,Non_Wetland,Grassland
1026,Forest,Water,Forest,Water,Non_Wetland,Water
1027,Forest,Water,Forest,Water,Non_Wetland,Forest
1028,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1029,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1030,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1032,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1033,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1034,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1035,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1036,Forest,Forest,NULL,Water,Non_Wetland,Forest
1037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1038,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1039,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1040,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1041,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1042,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1043,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1044,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1045,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1046,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1047,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1048,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1049,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1050,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1051,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1052,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1053,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1054,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1055,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1056,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1057,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1058,Forest,Forest,Wetland,NULL,Wetland,NULL
1059,Forest,Forest,Wetland,NULL,Wetland,Grassland
1060,Forest,Forest,Wetland,NULL,Wetland,Wetland
1061,Forest,Forest,Wetland,NULL,Wetland,Forest
1062,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1063,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1064,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1065,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1066,Forest,Forest,Wetland,Water,Wetland,NULL
1067,Forest,Forest,Wetland,Water,Wetland,Grassland
1068,Forest,Forest,Wetland,Water,Wetland,Forest
1069,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1070,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1071,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1072,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1073,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1074,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1075,Forest,Forest,Water,NULL,Water,Grassland
1076,Forest,Forest,Water,NULL,Water,Forest
1077,Forest,Forest,Water,Non_Water,Water,Forest
1078,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1079,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1080,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1081,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1082,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1083,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1084,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1085,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1086,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1087,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1088,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1089,Forest,Forest,Forest,Water,Non_Wetland,NULL
1090,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1091,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1092,Forest,Forest,Forest,Water,Non_Wetland,Forest
