Value,AFRICA_2024_DynamicWorld_2024_35PNN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNN_M_R,AFRICA_2024_GSW_Yearly_2021_35PNN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNN_M_R,AFRICA_2024_WorldCover_2021_35PNN_M_R
864,Water,NULL,Wetland,Water,Wetland,Grassland
865,Water,NULL,Wetland,Water,Wetland,Cropland
866,Water,NULL,Wetland,Water,Wetland,Wetland
867,Water,NULL,Wetland,Water,Wetland,Bareland
868,Water,NULL,Wetland,Water,Wetland,Water
869,Water,NULL,Wetland,Water,Wetland,Forest
870,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
871,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
872,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
873,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
874,Water,NULL,Bareland,Water,Non_Wetland,Grassland
875,Water,NULL,Bareland,Water,Non_Wetland,Wetland
876,Water,NULL,Bareland,Water,Non_Wetland,Bareland
877,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
878,Water,NULL,Built-up,Water,Non_Wetland,Grassland
879,Water,NULL,Water,Non_Water,Water,Grassland
880,Water,NULL,Water,Water,Water,Grassland
881,Water,NULL,Water,Water,Water,Wetland
882,Water,NULL,Water,Water,Water,Bareland
883,Water,NULL,Water,Water,Water,Forest
884,Water,NULL,Forest,NULL,Non_Wetland,NULL
885,Water,NULL,Forest,NULL,Non_Wetland,Grassland
886,Water,NULL,Forest,NULL,Non_Wetland,Wetland
887,Water,NULL,Forest,NULL,Non_Wetland,Bareland
888,Water,NULL,Forest,NULL,Non_Wetland,Forest
889,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
890,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
891,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
892,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
893,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
894,Water,NULL,Forest,Water,Non_Wetland,Grassland
895,Water,NULL,Forest,Water,Non_Wetland,Wetland
896,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
897,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
898,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
899,Water,Cropland,Wetland,NULL,Wetland,NULL
900,Water,Cropland,Wetland,NULL,Wetland,Grassland
901,Water,Cropland,Wetland,NULL,Wetland,Wetland
902,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
903,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
904,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
905,Water,Cropland,Wetland,Water,Wetland,Grassland
906,Water,Cropland,Wetland,Water,Wetland,Cropland
907,Water,Cropland,Wetland,Water,Wetland,Wetland
908,Water,Cropland,Wetland,Water,Wetland,Forest
909,Water,Wetland,Wetland,NULL,Wetland,Grassland
910,Water,Wetland,Wetland,NULL,Wetland,Wetland
911,Water,Wetland,Wetland,NULL,Wetland,Forest
912,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
913,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
914,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
915,Water,Wetland,Wetland,Water,Wetland,NULL
916,Water,Wetland,Wetland,Water,Wetland,Grassland
917,Water,Wetland,Wetland,Water,Wetland,Cropland
918,Water,Wetland,Wetland,Water,Wetland,Wetland
919,Water,Wetland,Wetland,Water,Wetland,Water
920,Water,Wetland,Wetland,Water,Wetland,Forest
921,Water,Wetland,Forest,Water,Non_Wetland,Wetland
922,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
923,Water,Bareland,Wetland,Water,Wetland,Bareland
924,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
925,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
926,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
927,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
928,Water,Water,NULL,NULL,Non_Wetland,Grassland
929,Water,Water,NULL,NULL,Non_Wetland,Cropland
930,Water,Water,NULL,NULL,Non_Wetland,Wetland
931,Water,Water,NULL,NULL,Non_Wetland,Bareland
932,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
933,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
934,Water,Water,NULL,Non_Water,Non_Wetland,Forest
935,Water,Water,NULL,Water,Non_Wetland,Grassland
936,Water,Water,NULL,Water,Non_Wetland,Wetland
937,Water,Water,NULL,Water,Non_Wetland,Bareland
938,Water,Water,NULL,Water,Non_Wetland,Water
939,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
940,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
941,Water,Water,Shrubland,NULL,Non_Wetland,Forest
942,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
943,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
944,Water,Water,Shrubland,Water,Non_Wetland,Grassland
945,Water,Water,Shrubland,Water,Non_Wetland,Bareland
946,Water,Water,Grassland,NULL,Non_Wetland,Grassland
947,Water,Water,Grassland,NULL,Non_Wetland,Wetland
948,Water,Water,Grassland,NULL,Non_Wetland,Bareland
949,Water,Water,Grassland,NULL,Non_Wetland,Water
950,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
951,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
952,Water,Water,Grassland,Water,Non_Wetland,Grassland
953,Water,Water,Grassland,Water,Non_Wetland,Bareland
954,Water,Water,Cropland,NULL,Non_Wetland,Grassland
955,Water,Water,Cropland,NULL,Non_Wetland,Wetland
956,Water,Water,Cropland,NULL,Non_Wetland,Forest
957,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
958,Water,Water,Cropland,Water,Non_Wetland,Grassland
959,Water,Water,Wetland,NULL,Wetland,NULL
960,Water,Water,Wetland,NULL,Wetland,Grassland
961,Water,Water,Wetland,NULL,Wetland,Wetland
962,Water,Water,Wetland,NULL,Wetland,Bareland
963,Water,Water,Wetland,NULL,Wetland,Forest
964,Water,Water,Wetland,Non_Water,Wetland,Grassland
965,Water,Water,Wetland,Non_Water,Wetland,Cropland
966,Water,Water,Wetland,Non_Water,Wetland,Wetland
967,Water,Water,Wetland,Water,Wetland,Grassland
968,Water,Water,Wetland,Water,Wetland,Cropland
969,Water,Water,Wetland,Water,Wetland,Wetland
970,Water,Water,Wetland,Water,Wetland,Bareland
971,Water,Water,Wetland,Water,Wetland,Water
972,Water,Water,Wetland,Water,Wetland,Forest
973,Water,Water,Bareland,NULL,Non_Wetland,Bareland
974,Water,Water,Bareland,Water,Non_Wetland,Grassland
975,Water,Water,Bareland,Water,Non_Wetland,Bareland
976,Water,Water,Bareland,Water,Non_Wetland,Water
977,Water,Water,Built-up,NULL,Non_Wetland,Grassland
978,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
979,Water,Water,Water,Water,Water,Wetland
980,Water,Water,Forest,NULL,Non_Wetland,Grassland
981,Water,Water,Forest,NULL,Non_Wetland,Bareland
982,Water,Water,Forest,NULL,Non_Wetland,Water
983,Water,Water,Forest,NULL,Non_Wetland,Forest
984,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
985,Water,Water,Forest,Non_Water,Non_Wetland,Forest
986,Water,Water,Forest,Water,Non_Wetland,Grassland
987,Water,Water,Forest,Water,Non_Wetland,Wetland
988,Water,Forest,NULL,NULL,Non_Wetland,Bareland
989,Water,Forest,NULL,NULL,Non_Wetland,Forest
990,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
991,Water,Forest,NULL,Water,Non_Wetland,Grassland
992,Water,Forest,NULL,Water,Non_Wetland,Bareland
993,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
994,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
995,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
996,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
997,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
998,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
999,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1000,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1001,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL
1002,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1003,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1004,Water,Forest,Grassland,Water,Non_Wetland,Forest
1005,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1006,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1007,Water,Forest,Wetland,NULL,Wetland,Grassland
1008,Water,Forest,Wetland,NULL,Wetland,Forest
1009,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1010,Water,Forest,Wetland,Water,Wetland,Bareland
1011,Water,Forest,Wetland,Water,Wetland,Forest
1012,Water,Forest,Water,Non_Water,Water,Forest
1013,Water,Forest,Forest,NULL,Non_Wetland,NULL
1014,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1015,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1016,Water,Forest,Forest,NULL,Non_Wetland,Forest
1017,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1018,Water,Forest,Forest,Water,Non_Wetland,Grassland
1019,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1020,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1021,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1022,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1023,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1024,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1025,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1026,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1027,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1028,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1029,Forest,NULL,NULL,Water,Non_Wetland,Forest
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1036,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1039,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1040,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1041,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1042,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1048,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1049,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1050,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1051,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1052,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1053,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1054,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1055,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1057,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1058,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1059,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1060,Forest,NULL,Wetland,NULL,Wetland,NULL
1061,Forest,NULL,Wetland,NULL,Wetland,Grassland
1062,Forest,NULL,Wetland,NULL,Wetland,Forest
1063,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1064,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1065,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1066,Forest,NULL,Wetland,Water,Wetland,Grassland
1067,Forest,NULL,Wetland,Water,Wetland,Forest
1068,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1069,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1070,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1071,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1072,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1073,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1074,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1076,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1077,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1078,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1079,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1080,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1081,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1082,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1083,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1084,Forest,NULL,Forest,Water,Non_Wetland,NULL
1085,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1086,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1088,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1089,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1090,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1091,Forest,Cropland,Wetland,NULL,Wetland,NULL
1092,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1093,Forest,Cropland,Wetland,NULL,Wetland,Forest
1094,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1095,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1096,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1097,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1100,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1101,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1102,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1103,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1104,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1105,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1106,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1107,Forest,Wetland,Wetland,NULL,Wetland,NULL
1108,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1109,Forest,Wetland,Wetland,NULL,Wetland,Forest
1110,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1111,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1112,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1113,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1114,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1115,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1116,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1117,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1118,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1119,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1120,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1122,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1123,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1124,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1125,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1126,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1127,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1128,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1129,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1130,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1131,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1132,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1133,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1134,Forest,Water,NULL,Water,Non_Wetland,Forest
1135,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1137,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1138,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1139,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1140,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1141,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1142,Forest,Forest,NULL,Water,Non_Wetland,Forest
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1147,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1148,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1149,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1150,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1151,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1152,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1153,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1154,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1155,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1156,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1157,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1158,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1159,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1160,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1163,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1164,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1165,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1166,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1167,Forest,Forest,Wetland,NULL,Wetland,NULL
1168,Forest,Forest,Wetland,NULL,Wetland,Grassland
1169,Forest,Forest,Wetland,NULL,Wetland,Cropland
1170,Forest,Forest,Wetland,NULL,Wetland,Wetland
1171,Forest,Forest,Wetland,NULL,Wetland,Forest
1172,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1173,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1174,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1175,Forest,Forest,Wetland,Water,Wetland,NULL
1176,Forest,Forest,Wetland,Water,Wetland,Grassland
1177,Forest,Forest,Wetland,Water,Wetland,Bareland
1178,Forest,Forest,Wetland,Water,Wetland,Forest
1179,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1180,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1181,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1182,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1183,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1184,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1185,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1186,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1187,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1188,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1189,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1190,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1191,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1192,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1193,Forest,Forest,Forest,Water,Non_Wetland,Forest
