Value,AFRICA_2024_DynamicWorld_2024_36NXK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,AFRICA_2024_WorldCover_2021_36NXK_M_R
849,Forest,NULL,Shrubland,Water,Non_Wetland,Water
850,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
851,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
852,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
853,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
854,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
855,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
856,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
857,Forest,NULL,Grassland,Water,Non_Wetland,Forest
858,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
859,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
860,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
861,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
862,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
863,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
864,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
865,Forest,NULL,Wetland,NULL,Wetland,Grassland
866,Forest,NULL,Wetland,NULL,Wetland,Forest
867,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
868,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
869,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
870,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
871,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
872,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
873,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
874,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
875,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
876,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
877,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
878,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
879,Forest,NULL,Water,NULL,Water,Grassland
880,Forest,NULL,Water,NULL,Water,Forest
881,Forest,NULL,Forest,NULL,Non_Wetland,NULL
882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
883,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
885,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
886,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
887,Forest,NULL,Forest,NULL,Non_Wetland,Forest
888,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
889,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
890,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
891,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
892,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
893,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
894,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
895,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
896,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
897,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
898,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
899,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
900,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
901,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
902,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
903,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
904,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
905,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
906,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
907,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
908,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
909,Forest,Cropland,Wetland,NULL,Wetland,Forest
910,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
911,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
912,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
913,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
914,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
915,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
916,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
917,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
918,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
919,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
920,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
921,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
922,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
923,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
924,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
925,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
926,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
927,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
928,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
931,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
932,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
933,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
934,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
935,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
936,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
937,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
938,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
939,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
940,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
941,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
942,Forest,Built-up,Wetland,NULL,Wetland,Forest
943,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
944,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
945,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
946,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
947,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
948,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
949,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
950,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
951,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
952,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
953,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
954,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
955,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
956,Forest,Water,Grassland,NULL,Non_Wetland,NULL
957,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
958,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
959,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
960,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
961,Forest,Water,Built-up,NULL,Non_Wetland,Forest
962,Forest,Forest,NULL,NULL,Non_Wetland,NULL
963,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
964,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
965,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
966,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
967,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
968,Forest,Forest,NULL,NULL,Non_Wetland,Forest
969,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
970,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
971,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
972,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
973,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
974,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
975,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
980,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
981,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
982,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
983,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
984,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
985,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
986,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
987,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
988,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
989,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
990,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
991,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
992,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
993,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
994,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
995,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
996,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
997,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
998,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1000,Forest,Forest,Wetland,NULL,Wetland,NULL
1001,Forest,Forest,Wetland,NULL,Wetland,Grassland
1002,Forest,Forest,Wetland,NULL,Wetland,Forest
1003,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1004,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1005,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1006,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1007,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1008,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1009,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1010,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1011,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1012,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1013,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1014,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1015,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1016,Forest,Forest,Water,NULL,Water,Grassland
1017,Forest,Forest,Water,NULL,Water,Forest
1018,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1019,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1020,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1021,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1022,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1023,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1024,Forest,Forest,Forest,NULL,Non_Wetland,Water
1025,Forest,Forest,Forest,NULL,Non_Wetland,Forest
