Value,AFRICA_2024_DynamicWorld_2024_37PEN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEN_M_R,AFRICA_2024_GSW_Yearly_2021_37PEN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEN_M_R,AFRICA_2024_WorldCover_2021_37PEN_M_R
841,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
842,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
843,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
844,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
845,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
846,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
847,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
848,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
849,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
850,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
851,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
852,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
853,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
854,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
855,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
856,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
857,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
858,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
859,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
860,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
861,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
862,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
863,Cropland,Water,Wetland,NULL,Wetland,NULL
864,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
865,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
866,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
867,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
868,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
869,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
870,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
871,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
872,Cropland,Water,Water,Water,Water,Water
873,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
874,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
875,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
876,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
877,Cropland,Water,Forest,Water,Non_Wetland,Cropland
878,Cropland,Water,Forest,Water,Non_Wetland,Forest
879,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
880,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
881,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
882,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
883,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
884,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
885,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
886,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
888,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
889,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
890,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
891,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
892,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
893,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
894,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
895,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
896,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
897,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
898,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
899,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
900,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
901,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
902,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
903,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
904,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
905,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
906,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
907,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
908,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
909,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
910,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
911,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
912,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
913,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
914,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
915,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
916,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
917,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
918,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
919,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
920,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
921,Wetland,NULL,Wetland,NULL,Wetland,Cropland
922,Wetland,NULL,Wetland,NULL,Wetland,Wetland
923,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
924,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
925,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
926,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
927,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
928,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
929,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
930,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
931,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
932,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
933,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
934,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
935,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
936,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
937,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
938,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
939,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
940,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
941,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
942,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
943,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
944,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
945,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
946,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
947,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
948,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
949,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
950,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
951,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
952,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
953,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
954,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
955,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
956,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
957,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
958,Wetland,Wetland,Wetland,NULL,Wetland,Water
959,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
960,Wetland,Wetland,Wetland,Water,Wetland,Cropland
961,Wetland,Wetland,Wetland,Water,Wetland,Wetland
962,Wetland,Wetland,Wetland,Water,Wetland,Water
963,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
964,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
965,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
966,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
967,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
968,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
969,Wetland,Wetland,Water,NULL,Water,Wetland
970,Wetland,Wetland,Water,NULL,Water,Water
971,Wetland,Wetland,Water,Water,Water,Cropland
972,Wetland,Wetland,Water,Water,Water,Wetland
973,Wetland,Wetland,Water,Water,Water,Water
974,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
975,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
976,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
977,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
978,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
979,Wetland,Water,NULL,Water,Non_Wetland,Wetland
980,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
981,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
982,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
983,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
984,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
985,Wetland,Water,Wetland,Water,Wetland,Wetland
986,Wetland,Water,Water,Water,Water,Wetland
987,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
988,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
989,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
990,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
991,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
992,Wetland,Water,Forest,Water,Non_Wetland,Wetland
993,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
994,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
995,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
996,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
997,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
998,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
999,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1006,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1007,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1008,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1009,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1010,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1011,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1012,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1013,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1014,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1015,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1016,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1017,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1018,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1019,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1020,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1021,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1022,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1023,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1024,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1025,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1026,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1027,Bareland,NULL,Wetland,Water,Wetland,Bareland
1028,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1029,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1030,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1031,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1032,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1033,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1034,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1035,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1036,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1037,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1038,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1039,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1041,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1042,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1043,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1044,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1045,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1046,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1047,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1048,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1049,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1050,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1051,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1052,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1053,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1054,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1055,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1056,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1057,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1058,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1059,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1060,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1061,Bareland,NULL,Water,NULL,Water,NULL
1062,Bareland,NULL,Water,NULL,Water,Grassland
1063,Bareland,NULL,Water,NULL,Water,Cropland
1064,Bareland,NULL,Water,NULL,Water,Bareland
1065,Bareland,NULL,Water,Water,Water,Grassland
1066,Bareland,NULL,Water,Water,Water,Bareland
1067,Bareland,NULL,Water,Water,Water,Water
1068,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1069,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1070,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1071,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1072,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1073,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1074,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1075,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1076,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1077,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1078,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1079,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1080,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1081,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1082,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
1083,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1084,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1085,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1086,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1087,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1088,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1089,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1090,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1091,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1092,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1093,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1094,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1095,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1096,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1097,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1098,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1099,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1100,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1101,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1102,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1103,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1104,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1105,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1106,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1107,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1108,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1109,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1110,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1111,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1112,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1113,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1114,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1115,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1116,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1117,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1118,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1119,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1120,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1121,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1122,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1123,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1124,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1125,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1126,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
1127,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1128,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1129,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1130,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1131,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1132,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1133,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1134,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1135,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1136,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1137,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1138,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1139,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1140,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1141,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1142,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1143,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1144,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1145,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1146,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1147,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1148,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1149,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1150,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1151,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1152,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1153,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1154,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1155,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1156,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1157,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1158,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1159,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1160,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1161,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1162,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1163,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1164,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1165,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1166,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1167,Bareland,Bareland,Water,NULL,Water,Bareland
1168,Bareland,Bareland,Water,Water,Water,Bareland
1169,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1170,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1171,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1172,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1173,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1174,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1175,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1176,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1177,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1178,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1179,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1180,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1181,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1182,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1183,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1184,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1185,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1186,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1187,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1188,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1189,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1190,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1191,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1192,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1193,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1194,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1195,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1196,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1197,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1198,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1199,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1200,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1201,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1202,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1203,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1204,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1205,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1206,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1207,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1208,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1209,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1210,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1211,Bareland,Water,NULL,Water,Non_Wetland,NULL
1212,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1213,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1214,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1215,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1216,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1217,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1218,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1219,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1220,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1221,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1222,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1223,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1224,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1225,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1226,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1227,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1228,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1229,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1230,Bareland,Water,Wetland,NULL,Wetland,Grassland
1231,Bareland,Water,Wetland,NULL,Wetland,Bareland
1232,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1233,Bareland,Water,Wetland,Water,Wetland,Grassland
1234,Bareland,Water,Wetland,Water,Wetland,Bareland
1235,Bareland,Water,Wetland,Water,Wetland,Water
1236,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1237,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1238,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1239,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1240,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1241,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1242,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1243,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1244,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1245,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1246,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1247,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1248,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1249,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1250,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1251,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1252,Bareland,Water,Bareland,Water,Non_Wetland,Water
1253,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1254,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1255,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1256,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
