Value,AFRICA_2024_DynamicWorld_2024_35NQE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,AFRICA_2024_WorldCover_2021_35NQE_M_R
885,Water,Forest,Wetland,NULL,Wetland,Forest
886,Water,Forest,Wetland,Non_Water,Wetland,NULL
887,Water,Forest,Wetland,Non_Water,Wetland,Grassland
888,Water,Forest,Wetland,Non_Water,Wetland,Wetland
889,Water,Forest,Wetland,Non_Water,Wetland,Water
890,Water,Forest,Wetland,Non_Water,Wetland,Forest
891,Water,Forest,Wetland,Water,Wetland,Grassland
892,Water,Forest,Wetland,Water,Wetland,Wetland
893,Water,Forest,Wetland,Water,Wetland,Forest
894,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
895,Water,Forest,Bareland,NULL,Non_Wetland,Forest
896,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
897,Water,Forest,Water,NULL,Water,Forest
898,Water,Forest,Water,Water,Water,Wetland
899,Water,Forest,Water,Water,Water,Forest
900,Water,Forest,Forest,NULL,Non_Wetland,NULL
901,Water,Forest,Forest,NULL,Non_Wetland,Grassland
902,Water,Forest,Forest,NULL,Non_Wetland,Wetland
903,Water,Forest,Forest,NULL,Non_Wetland,Forest
904,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
905,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
906,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
907,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
908,Water,Forest,Forest,Water,Non_Wetland,NULL
909,Water,Forest,Forest,Water,Non_Wetland,Grassland
910,Water,Forest,Forest,Water,Non_Wetland,Forest
911,Forest,NULL,NULL,NULL,Non_Wetland,NULL
912,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
913,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
914,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
915,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
916,Forest,NULL,NULL,NULL,Non_Wetland,Forest
917,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
918,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
919,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
920,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
921,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
922,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
923,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
924,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
925,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
926,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
927,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
928,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
930,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
931,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
932,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
933,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
934,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
935,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
936,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
937,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
938,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
939,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
940,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
941,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
942,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
943,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
944,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
945,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
946,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
947,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
948,Forest,NULL,Wetland,NULL,Wetland,NULL
949,Forest,NULL,Wetland,NULL,Wetland,Grassland
950,Forest,NULL,Wetland,NULL,Wetland,Wetland
951,Forest,NULL,Wetland,NULL,Wetland,Water
952,Forest,NULL,Wetland,NULL,Wetland,Forest
953,Forest,NULL,Wetland,Non_Water,Wetland,NULL
954,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
955,Forest,NULL,Wetland,Non_Water,Wetland,Water
956,Forest,NULL,Wetland,Non_Water,Wetland,Forest
957,Forest,NULL,Wetland,Water,Wetland,Grassland
958,Forest,NULL,Wetland,Water,Wetland,Water
959,Forest,NULL,Wetland,Water,Wetland,Forest
960,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
961,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
962,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
963,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
964,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
965,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
966,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
967,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
968,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
969,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
970,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
971,Forest,NULL,Water,NULL,Water,NULL
972,Forest,NULL,Water,NULL,Water,Grassland
973,Forest,NULL,Water,Non_Water,Water,Grassland
974,Forest,NULL,Water,Water,Water,Forest
975,Forest,NULL,Forest,NULL,Non_Wetland,NULL
976,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
977,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
978,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
979,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
980,Forest,NULL,Forest,NULL,Non_Wetland,Forest
981,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
982,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
983,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
984,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
985,Forest,NULL,Forest,Water,Non_Wetland,NULL
986,Forest,NULL,Forest,Water,Non_Wetland,Grassland
987,Forest,NULL,Forest,Water,Non_Wetland,Wetland
988,Forest,NULL,Forest,Water,Non_Wetland,Forest
989,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
990,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
991,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
992,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
993,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
995,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
996,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
997,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
998,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
999,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1000,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1001,Forest,Cropland,Wetland,NULL,Wetland,NULL
1002,Forest,Cropland,Wetland,NULL,Wetland,Forest
1003,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1004,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1005,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1006,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1007,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1008,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1009,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1013,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1014,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1015,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1016,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1017,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1018,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1019,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1020,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1021,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1022,Forest,Wetland,Wetland,NULL,Wetland,NULL
1023,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1024,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1025,Forest,Wetland,Wetland,NULL,Wetland,Forest
1026,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1027,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1028,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1029,Forest,Wetland,Wetland,Water,Wetland,Grassland
1030,Forest,Wetland,Wetland,Water,Wetland,Forest
1031,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1032,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1033,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1034,Forest,Wetland,Built-up,Water,Non_Wetland,Forest
1035,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1036,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1037,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1038,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1039,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1040,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1041,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1042,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1043,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1044,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1045,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1046,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1047,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1049,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1051,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1052,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1053,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1054,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1055,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1056,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1057,Forest,Built-up,Wetland,NULL,Wetland,Forest
1058,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1059,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1060,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1061,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1062,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1063,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1064,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1065,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1066,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1067,Forest,Water,NULL,NULL,Non_Wetland,NULL
1068,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1069,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1070,Forest,Water,NULL,NULL,Non_Wetland,Forest
1071,Forest,Water,NULL,Water,Non_Wetland,Grassland
1072,Forest,Water,NULL,Water,Non_Wetland,Forest
1073,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1074,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1075,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1076,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1077,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1078,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1079,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1080,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1081,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1082,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1083,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1084,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1085,Forest,Water,Shrubland,Water,Non_Wetland,Water
1086,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1087,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1088,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1089,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1090,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1091,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1092,Forest,Water,Wetland,NULL,Wetland,NULL
1093,Forest,Water,Wetland,NULL,Wetland,Grassland
1094,Forest,Water,Wetland,NULL,Wetland,Bareland
1095,Forest,Water,Wetland,NULL,Wetland,Water
1096,Forest,Water,Wetland,NULL,Wetland,Forest
1097,Forest,Water,Wetland,Non_Water,Wetland,NULL
1098,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1099,Forest,Water,Wetland,Non_Water,Wetland,Water
1100,Forest,Water,Wetland,Non_Water,Wetland,Forest
1101,Forest,Water,Wetland,Water,Wetland,NULL
1102,Forest,Water,Wetland,Water,Wetland,Grassland
1103,Forest,Water,Wetland,Water,Wetland,Water
1104,Forest,Water,Wetland,Water,Wetland,Forest
1105,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1106,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1107,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1108,Forest,Water,Bareland,Water,Non_Wetland,Water
1109,Forest,Water,Bareland,Water,Non_Wetland,Forest
1110,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1111,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1112,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1113,Forest,Water,Built-up,NULL,Non_Wetland,Water
1114,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1115,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1116,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1117,Forest,Water,Built-up,Water,Non_Wetland,Forest
1118,Forest,Water,Water,NULL,Water,NULL
1119,Forest,Water,Water,NULL,Water,Grassland
1120,Forest,Water,Water,NULL,Water,Water
1121,Forest,Water,Water,NULL,Water,Forest
1122,Forest,Water,Water,Non_Water,Water,NULL
1123,Forest,Water,Water,Non_Water,Water,Water
1124,Forest,Water,Water,Non_Water,Water,Forest
1125,Forest,Water,Water,Water,Water,NULL
1126,Forest,Water,Water,Water,Water,Grassland
1127,Forest,Water,Water,Water,Water,Water
1128,Forest,Water,Water,Water,Water,Forest
1129,Forest,Water,Forest,NULL,Non_Wetland,NULL
1130,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1131,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1132,Forest,Water,Forest,NULL,Non_Wetland,Water
1133,Forest,Water,Forest,NULL,Non_Wetland,Forest
1134,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1135,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1136,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1137,Forest,Water,Forest,Water,Non_Wetland,NULL
1138,Forest,Water,Forest,Water,Non_Wetland,Grassland
1139,Forest,Water,Forest,Water,Non_Wetland,Water
1140,Forest,Water,Forest,Water,Non_Wetland,Forest
1141,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1142,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1143,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1145,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1146,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1147,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1148,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1149,Forest,Forest,NULL,Water,Non_Wetland,NULL
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1160,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1161,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1162,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1163,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1164,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1165,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1166,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1167,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1168,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1169,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1170,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1171,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1172,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1173,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1174,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1175,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1176,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1177,Forest,Forest,Wetland,NULL,Wetland,NULL
1178,Forest,Forest,Wetland,NULL,Wetland,Grassland
1179,Forest,Forest,Wetland,NULL,Wetland,Wetland
1180,Forest,Forest,Wetland,NULL,Wetland,Water
1181,Forest,Forest,Wetland,NULL,Wetland,Forest
1182,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1183,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1184,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1185,Forest,Forest,Wetland,Water,Wetland,NULL
1186,Forest,Forest,Wetland,Water,Wetland,Grassland
1187,Forest,Forest,Wetland,Water,Wetland,Water
1188,Forest,Forest,Wetland,Water,Wetland,Forest
1189,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1190,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1191,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1192,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1193,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1194,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1195,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1196,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1197,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1198,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1199,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1200,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1201,Forest,Forest,Water,NULL,Water,NULL
1202,Forest,Forest,Water,NULL,Water,Water
1203,Forest,Forest,Water,NULL,Water,Forest
1204,Forest,Forest,Water,Non_Water,Water,Forest
1205,Forest,Forest,Water,Water,Water,NULL
1206,Forest,Forest,Water,Water,Water,Wetland
1207,Forest,Forest,Water,Water,Water,Forest
1208,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1209,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1210,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1211,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1212,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1213,Forest,Forest,Forest,NULL,Non_Wetland,Water
1214,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1215,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1216,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1217,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1218,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1219,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1220,Forest,Forest,Forest,Water,Non_Wetland,NULL
1221,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1222,Forest,Forest,Forest,Water,Non_Wetland,Water
1223,Forest,Forest,Forest,Water,Non_Wetland,Forest
