Value,AFRICA_2024_DynamicWorld_2024_37NHD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,AFRICA_2024_WorldCover_2021_37NHD_M_R
861,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
862,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
863,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
864,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
865,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
866,Bareland,Bareland,Wetland,Water,Wetland,Bareland
867,Bareland,Bareland,Wetland,Water,Wetland,Water
868,Bareland,Bareland,Wetland,Water,Wetland,Forest
869,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
870,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
871,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
872,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
873,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
874,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
875,Bareland,Bareland,Water,NULL,Water,Bareland
876,Bareland,Bareland,Water,Water,Water,Bareland
877,Bareland,Bareland,Water,Water,Water,Water
878,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
879,Bareland,Water,NULL,NULL,Non_Wetland,Forest
880,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
881,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
883,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
884,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
885,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
886,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
887,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
888,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
889,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
890,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
891,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
892,Bareland,Water,Wetland,NULL,Wetland,Bareland
893,Bareland,Water,Wetland,Water,Wetland,Bareland
894,Bareland,Water,Wetland,Water,Wetland,Water
895,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
896,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
897,Bareland,Water,Bareland,Water,Non_Wetland,Forest
898,Bareland,Water,Water,NULL,Water,Bareland
899,Bareland,Water,Water,NULL,Water,Forest
900,Bareland,Water,Water,Water,Water,Grassland
901,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
902,Bareland,Water,Forest,NULL,Non_Wetland,Forest
903,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
904,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
905,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
906,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
907,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
908,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
909,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL
910,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
911,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL
912,Water,NULL,NULL,NULL,Non_Wetland,NULL
913,Water,NULL,NULL,NULL,Non_Wetland,Grassland
914,Water,NULL,NULL,NULL,Non_Wetland,Cropland
915,Water,NULL,NULL,NULL,Non_Wetland,Forest
916,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
917,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
918,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
919,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
920,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
921,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
922,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
923,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
924,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
925,Water,NULL,Grassland,NULL,Non_Wetland,NULL
926,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
927,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
928,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
929,Water,NULL,Grassland,NULL,Non_Wetland,Forest
930,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
931,Water,NULL,Grassland,Water,Non_Wetland,Cropland
932,Water,NULL,Cropland,NULL,Non_Wetland,NULL
933,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
934,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
935,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
936,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
937,Water,NULL,Cropland,NULL,Non_Wetland,Forest
938,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
939,Water,NULL,Cropland,Water,Non_Wetland,Forest
940,Water,NULL,Wetland,NULL,Wetland,Forest
941,Water,NULL,Wetland,Non_Water,Wetland,Forest
942,Water,NULL,Bareland,NULL,Non_Wetland,NULL
943,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
944,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
945,Water,NULL,Bareland,NULL,Non_Wetland,Forest
946,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
947,Water,NULL,Built-up,NULL,Non_Wetland,NULL
948,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
949,Water,NULL,Forest,NULL,Non_Wetland,NULL
950,Water,NULL,Forest,NULL,Non_Wetland,Forest
951,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
952,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
953,Water,NULL,Forest,Water,Non_Wetland,Forest
954,Water,Cropland,NULL,NULL,Non_Wetland,NULL
955,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
956,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
957,Water,Cropland,NULL,NULL,Non_Wetland,Forest
958,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
959,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
960,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
961,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
962,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
963,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
964,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
965,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
966,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
967,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
968,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
969,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
970,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
971,Water,Cropland,Wetland,NULL,Wetland,Forest
972,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
973,Water,Cropland,Forest,NULL,Non_Wetland,NULL
974,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
975,Water,Cropland,Forest,NULL,Non_Wetland,Forest
976,Water,Wetland,NULL,NULL,Non_Wetland,NULL
977,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
978,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
979,Water,Wetland,NULL,NULL,Non_Wetland,Forest
980,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
981,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
982,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
983,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
984,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
985,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
986,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
987,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
988,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
989,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
990,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
991,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
992,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
993,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
994,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
995,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
996,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
997,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
998,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
999,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1000,Water,Wetland,Grassland,Water,Non_Wetland,NULL
1001,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1002,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1003,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1004,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1005,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1006,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1007,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1008,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1009,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1010,Water,Wetland,Wetland,NULL,Wetland,Forest
1011,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1012,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1013,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1014,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1015,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1016,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1017,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1018,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL
1019,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1020,Water,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1021,Water,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1022,Water,Wetland,Water,Non_Water,Water,Grassland
1023,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1024,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1025,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1026,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1027,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1028,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1029,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1030,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1031,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1032,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1033,Water,Bareland,Wetland,NULL,Wetland,Bareland
1034,Water,Bareland,Wetland,Water,Wetland,Bareland
1035,Water,Bareland,Wetland,Water,Wetland,Water
1036,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1037,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1038,Water,Bareland,Water,Water,Water,Grassland
1039,Water,Bareland,Water,Water,Water,Bareland
1040,Water,Bareland,Water,Water,Water,Water
1041,Water,Built-up,NULL,NULL,Non_Wetland,NULL
1042,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1043,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1044,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1045,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1046,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1047,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1048,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1049,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1050,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1051,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1052,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1053,Water,Water,NULL,NULL,Non_Wetland,NULL
1054,Water,Water,NULL,NULL,Non_Wetland,Grassland
1055,Water,Water,NULL,NULL,Non_Wetland,Cropland
1056,Water,Water,NULL,NULL,Non_Wetland,Bareland
1057,Water,Water,NULL,NULL,Non_Wetland,Forest
1058,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1059,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1060,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1061,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1062,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1063,Water,Water,NULL,Water,Non_Wetland,Grassland
1064,Water,Water,NULL,Water,Non_Wetland,Cropland
1065,Water,Water,NULL,Water,Non_Wetland,Bareland
1066,Water,Water,NULL,Water,Non_Wetland,Water
1067,Water,Water,NULL,Water,Non_Wetland,Forest
1068,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1069,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1070,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1071,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1072,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1073,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1074,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1075,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1076,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1077,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1078,Water,Water,Shrubland,Water,Non_Wetland,NULL
1079,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1080,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1081,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1082,Water,Water,Shrubland,Water,Non_Wetland,Forest
1083,Water,Water,Grassland,NULL,Non_Wetland,NULL
1084,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1085,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1086,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1087,Water,Water,Grassland,NULL,Non_Wetland,Forest
1088,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1089,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1090,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1091,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1092,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1093,Water,Water,Grassland,Water,Non_Wetland,NULL
1094,Water,Water,Grassland,Water,Non_Wetland,Grassland
1095,Water,Water,Grassland,Water,Non_Wetland,Cropland
1096,Water,Water,Grassland,Water,Non_Wetland,Wetland
1097,Water,Water,Grassland,Water,Non_Wetland,Bareland
1098,Water,Water,Grassland,Water,Non_Wetland,Water
1099,Water,Water,Grassland,Water,Non_Wetland,Forest
1100,Water,Water,Cropland,NULL,Non_Wetland,NULL
1101,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1102,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1103,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1104,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1105,Water,Water,Cropland,NULL,Non_Wetland,Water
1106,Water,Water,Cropland,NULL,Non_Wetland,Forest
1107,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1108,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1109,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1110,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1111,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1112,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1113,Water,Water,Cropland,Water,Non_Wetland,NULL
1114,Water,Water,Cropland,Water,Non_Wetland,Grassland
1115,Water,Water,Cropland,Water,Non_Wetland,Cropland
1116,Water,Water,Cropland,Water,Non_Wetland,Wetland
1117,Water,Water,Cropland,Water,Non_Wetland,Bareland
1118,Water,Water,Cropland,Water,Non_Wetland,Water
1119,Water,Water,Cropland,Water,Non_Wetland,Forest
1120,Water,Water,Wetland,NULL,Wetland,Grassland
1121,Water,Water,Wetland,NULL,Wetland,Cropland
1122,Water,Water,Wetland,NULL,Wetland,Wetland
1123,Water,Water,Wetland,NULL,Wetland,Bareland
1124,Water,Water,Wetland,NULL,Wetland,Forest
1125,Water,Water,Wetland,Non_Water,Wetland,Cropland
1126,Water,Water,Wetland,Non_Water,Wetland,Wetland
1127,Water,Water,Wetland,Non_Water,Wetland,Bareland
1128,Water,Water,Wetland,Non_Water,Wetland,Forest
1129,Water,Water,Wetland,Water,Wetland,NULL
1130,Water,Water,Wetland,Water,Wetland,Grassland
1131,Water,Water,Wetland,Water,Wetland,Cropland
1132,Water,Water,Wetland,Water,Wetland,Wetland
1133,Water,Water,Wetland,Water,Wetland,Bareland
1134,Water,Water,Wetland,Water,Wetland,Water
1135,Water,Water,Wetland,Water,Wetland,Forest
1136,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1137,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1138,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1139,Water,Water,Bareland,NULL,Non_Wetland,NULL
1140,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1141,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1142,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1143,Water,Water,Bareland,NULL,Non_Wetland,Water
1144,Water,Water,Bareland,NULL,Non_Wetland,Forest
1145,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1146,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1147,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1148,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1149,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1150,Water,Water,Bareland,Water,Non_Wetland,NULL
1151,Water,Water,Bareland,Water,Non_Wetland,Grassland
1152,Water,Water,Bareland,Water,Non_Wetland,Cropland
1153,Water,Water,Bareland,Water,Non_Wetland,Bareland
1154,Water,Water,Bareland,Water,Non_Wetland,Water
1155,Water,Water,Bareland,Water,Non_Wetland,Forest
1156,Water,Water,Built-up,NULL,Non_Wetland,NULL
1157,Water,Water,Built-up,NULL,Non_Wetland,Forest
1158,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1159,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1160,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1161,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1162,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1163,Water,Water,Built-up,Water,Non_Wetland,Grassland
1164,Water,Water,Built-up,Water,Non_Wetland,Cropland
1165,Water,Water,Built-up,Water,Non_Wetland,Bareland
1166,Water,Water,Built-up,Water,Non_Wetland,Forest
1167,Water,Water,Water,NULL,Water,NULL
1168,Water,Water,Water,NULL,Water,Grassland
1169,Water,Water,Water,NULL,Water,Cropland
1170,Water,Water,Water,NULL,Water,Bareland
1171,Water,Water,Water,NULL,Water,Water
1172,Water,Water,Water,NULL,Water,Forest
1173,Water,Water,Water,Non_Water,Water,NULL
1174,Water,Water,Water,Non_Water,Water,Grassland
1175,Water,Water,Water,Non_Water,Water,Cropland
1176,Water,Water,Water,Non_Water,Water,Wetland
1177,Water,Water,Water,Non_Water,Water,Bareland
1178,Water,Water,Water,Non_Water,Water,Water
1179,Water,Water,Water,Non_Water,Water,Forest
1180,Water,Water,Water,Water,Water,NULL
1181,Water,Water,Water,Water,Water,Grassland
1182,Water,Water,Water,Water,Water,Cropland
1183,Water,Water,Water,Water,Water,Wetland
1184,Water,Water,Water,Water,Water,Bareland
1185,Water,Water,Water,Water,Water,Water
1186,Water,Water,Water,Water,Water,Forest
1187,Water,Water,Forest,NULL,Non_Wetland,NULL
1188,Water,Water,Forest,NULL,Non_Wetland,Grassland
1189,Water,Water,Forest,NULL,Non_Wetland,Bareland
1190,Water,Water,Forest,NULL,Non_Wetland,Forest
1191,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1192,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1193,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1194,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1195,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1196,Water,Water,Forest,Water,Non_Wetland,Grassland
1197,Water,Water,Forest,Water,Non_Wetland,Cropland
1198,Water,Water,Forest,Water,Non_Wetland,Bareland
1199,Water,Water,Forest,Water,Non_Wetland,Forest
1200,Water,Forest,NULL,NULL,Non_Wetland,NULL
1201,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1202,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1203,Water,Forest,NULL,NULL,Non_Wetland,Forest
1204,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1205,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1206,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1207,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1208,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1209,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1210,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1211,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1212,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1213,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1214,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1215,Water,Forest,Wetland,NULL,Wetland,NULL
1216,Water,Forest,Wetland,NULL,Wetland,Forest
1217,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1218,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1219,Water,Forest,Forest,NULL,Non_Wetland,NULL
1220,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1221,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1222,Water,Forest,Forest,NULL,Non_Wetland,Forest
1223,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1224,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1225,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1226,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1227,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1228,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1229,Forest,NULL,NULL,Water,Non_Wetland,Forest
1230,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1231,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1232,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1233,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1234,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1235,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1236,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1237,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1238,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1239,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1240,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1241,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1242,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1243,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1244,Forest,NULL,Wetland,NULL,Wetland,Forest
1245,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1246,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1247,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1248,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1249,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1250,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1251,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1252,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1253,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1254,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1255,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1256,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1257,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1258,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1261,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1262,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1263,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1265,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1266,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1267,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1268,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1269,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1270,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1271,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1272,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1273,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1274,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1275,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1276,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1277,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1278,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1279,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1280,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1281,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1282,Forest,Water,NULL,NULL,Non_Wetland,Forest
1283,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1284,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1285,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1286,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1287,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1288,Forest,Water,Wetland,NULL,Wetland,Forest
1289,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1290,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1291,Forest,Water,Water,NULL,Water,Forest
1292,Forest,Water,Forest,NULL,Non_Wetland,Forest
1293,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1294,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1296,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1297,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1302,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1303,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1304,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
