Value,AFRICA_2024_DynamicWorld_2024_37NDF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,AFRICA_2024_WorldCover_2021_37NDF_M_R
852,Water,NULL,Bareland,Water,Non_Wetland,Forest
853,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
854,Water,NULL,Built-up,NULL,Non_Wetland,Water
855,Water,NULL,Water,NULL,Water,Cropland
856,Water,NULL,Water,Water,Water,Forest
857,Water,NULL,Forest,NULL,Non_Wetland,NULL
858,Water,NULL,Forest,NULL,Non_Wetland,Grassland
859,Water,NULL,Forest,NULL,Non_Wetland,Cropland
860,Water,NULL,Forest,NULL,Non_Wetland,Bareland
861,Water,NULL,Forest,NULL,Non_Wetland,Water
862,Water,NULL,Forest,NULL,Non_Wetland,Forest
863,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
864,Water,NULL,Forest,Water,Non_Wetland,Grassland
865,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
866,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
867,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
868,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
869,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
870,Water,Bareland,Cropland,NULL,Non_Wetland,Water
871,Water,Bareland,Wetland,Water,Wetland,Water
872,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
873,Water,Bareland,Bareland,NULL,Non_Wetland,Water
874,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
875,Water,Bareland,Built-up,NULL,Non_Wetland,Water
876,Water,Bareland,Water,NULL,Water,Water
877,Water,Bareland,Forest,NULL,Non_Wetland,Water
878,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
879,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
880,Water,Water,NULL,NULL,Non_Wetland,NULL
881,Water,Water,NULL,NULL,Non_Wetland,Grassland
882,Water,Water,NULL,NULL,Non_Wetland,Cropland
883,Water,Water,NULL,NULL,Non_Wetland,Bareland
884,Water,Water,NULL,NULL,Non_Wetland,Water
885,Water,Water,NULL,NULL,Non_Wetland,Forest
886,Water,Water,NULL,Non_Water,Non_Wetland,NULL
887,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
888,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
889,Water,Water,NULL,Non_Water,Non_Wetland,Forest
890,Water,Water,NULL,Water,Non_Wetland,Cropland
891,Water,Water,NULL,Water,Non_Wetland,Bareland
892,Water,Water,NULL,Water,Non_Wetland,Water
893,Water,Water,Shrubland,NULL,Non_Wetland,NULL
894,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
895,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
896,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
897,Water,Water,Shrubland,NULL,Non_Wetland,Water
898,Water,Water,Shrubland,NULL,Non_Wetland,Forest
899,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
900,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
901,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
902,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
903,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
904,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
905,Water,Water,Shrubland,Water,Non_Wetland,Grassland
906,Water,Water,Shrubland,Water,Non_Wetland,Cropland
907,Water,Water,Shrubland,Water,Non_Wetland,Bareland
908,Water,Water,Shrubland,Water,Non_Wetland,Water
909,Water,Water,Shrubland,Water,Non_Wetland,Forest
910,Water,Water,Grassland,NULL,Non_Wetland,NULL
911,Water,Water,Grassland,NULL,Non_Wetland,Grassland
912,Water,Water,Grassland,NULL,Non_Wetland,Cropland
913,Water,Water,Grassland,NULL,Non_Wetland,Bareland
914,Water,Water,Grassland,NULL,Non_Wetland,Water
915,Water,Water,Grassland,NULL,Non_Wetland,Forest
916,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
917,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
918,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
919,Water,Water,Grassland,Non_Water,Non_Wetland,Water
920,Water,Water,Grassland,Water,Non_Wetland,Grassland
921,Water,Water,Grassland,Water,Non_Wetland,Cropland
922,Water,Water,Grassland,Water,Non_Wetland,Bareland
923,Water,Water,Grassland,Water,Non_Wetland,Water
924,Water,Water,Cropland,NULL,Non_Wetland,NULL
925,Water,Water,Cropland,NULL,Non_Wetland,Grassland
926,Water,Water,Cropland,NULL,Non_Wetland,Cropland
927,Water,Water,Cropland,NULL,Non_Wetland,Bareland
928,Water,Water,Cropland,NULL,Non_Wetland,Water
929,Water,Water,Cropland,NULL,Non_Wetland,Forest
930,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
931,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
932,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
933,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
934,Water,Water,Cropland,Non_Water,Non_Wetland,Water
935,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
936,Water,Water,Cropland,Water,Non_Wetland,Grassland
937,Water,Water,Cropland,Water,Non_Wetland,Cropland
938,Water,Water,Cropland,Water,Non_Wetland,Bareland
939,Water,Water,Cropland,Water,Non_Wetland,Water
940,Water,Water,Cropland,Water,Non_Wetland,Forest
941,Water,Water,Wetland,NULL,Wetland,Grassland
942,Water,Water,Wetland,NULL,Wetland,Cropland
943,Water,Water,Wetland,NULL,Wetland,Bareland
944,Water,Water,Wetland,NULL,Wetland,Water
945,Water,Water,Wetland,NULL,Wetland,Forest
946,Water,Water,Wetland,Non_Water,Wetland,Bareland
947,Water,Water,Wetland,Water,Wetland,Grassland
948,Water,Water,Wetland,Water,Wetland,Cropland
949,Water,Water,Wetland,Water,Wetland,Bareland
950,Water,Water,Wetland,Water,Wetland,Water
951,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
952,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
953,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
954,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
955,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
956,Water,Water,Bareland,NULL,Non_Wetland,NULL
957,Water,Water,Bareland,NULL,Non_Wetland,Grassland
958,Water,Water,Bareland,NULL,Non_Wetland,Cropland
959,Water,Water,Bareland,NULL,Non_Wetland,Wetland
960,Water,Water,Bareland,NULL,Non_Wetland,Bareland
961,Water,Water,Bareland,NULL,Non_Wetland,Water
962,Water,Water,Bareland,NULL,Non_Wetland,Forest
963,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
964,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
965,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
966,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
967,Water,Water,Bareland,Non_Water,Non_Wetland,Water
968,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
969,Water,Water,Bareland,Water,Non_Wetland,NULL
970,Water,Water,Bareland,Water,Non_Wetland,Grassland
971,Water,Water,Bareland,Water,Non_Wetland,Cropland
972,Water,Water,Bareland,Water,Non_Wetland,Bareland
973,Water,Water,Bareland,Water,Non_Wetland,Water
974,Water,Water,Bareland,Water,Non_Wetland,Forest
975,Water,Water,Built-up,NULL,Non_Wetland,NULL
976,Water,Water,Built-up,NULL,Non_Wetland,Grassland
977,Water,Water,Built-up,NULL,Non_Wetland,Bareland
978,Water,Water,Built-up,NULL,Non_Wetland,Water
979,Water,Water,Built-up,NULL,Non_Wetland,Forest
980,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
981,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
982,Water,Water,Built-up,Water,Non_Wetland,Grassland
983,Water,Water,Built-up,Water,Non_Wetland,Cropland
984,Water,Water,Built-up,Water,Non_Wetland,Bareland
985,Water,Water,Built-up,Water,Non_Wetland,Water
986,Water,Water,Water,NULL,Water,Grassland
987,Water,Water,Water,NULL,Water,Cropland
988,Water,Water,Water,NULL,Water,Bareland
989,Water,Water,Water,NULL,Water,Water
990,Water,Water,Water,Water,Water,Cropland
991,Water,Water,Water,Water,Water,Bareland
992,Water,Water,Water,Water,Water,Water
993,Water,Water,Water,Water,Water,Forest
994,Water,Water,Forest,NULL,Non_Wetland,NULL
995,Water,Water,Forest,NULL,Non_Wetland,Grassland
996,Water,Water,Forest,NULL,Non_Wetland,Cropland
997,Water,Water,Forest,NULL,Non_Wetland,Wetland
998,Water,Water,Forest,NULL,Non_Wetland,Bareland
999,Water,Water,Forest,NULL,Non_Wetland,Water
1000,Water,Water,Forest,NULL,Non_Wetland,Forest
1001,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1002,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1003,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1004,Water,Water,Forest,Water,Non_Wetland,NULL
1005,Water,Water,Forest,Water,Non_Wetland,Grassland
1006,Water,Water,Forest,Water,Non_Wetland,Cropland
1007,Water,Water,Forest,Water,Non_Wetland,Bareland
1008,Water,Water,Forest,Water,Non_Wetland,Water
1009,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1010,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1011,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1012,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1013,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1014,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1015,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1016,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1017,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1018,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1019,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1020,Water,Forest,Forest,NULL,Non_Wetland,Forest
1021,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1022,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1023,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1024,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1025,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1026,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1027,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1028,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1036,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1039,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1040,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1041,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1042,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1043,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1044,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1045,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1048,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1050,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1051,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1052,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1053,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1054,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1055,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1057,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1058,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1059,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1060,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1061,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1062,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1063,Forest,NULL,Wetland,NULL,Wetland,Grassland
1064,Forest,NULL,Wetland,NULL,Wetland,Forest
1065,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1066,Forest,NULL,Wetland,Water,Wetland,Cropland
1067,Forest,NULL,Wetland,Water,Wetland,Water
1068,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1069,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1070,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1071,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1072,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1073,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1074,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1075,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1076,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1077,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1078,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1079,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1080,Forest,NULL,Water,NULL,Water,NULL
1081,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1082,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1083,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1084,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1085,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1086,Forest,NULL,Forest,NULL,Non_Wetland,Water
1087,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1088,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1089,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1090,Forest,NULL,Forest,Water,Non_Wetland,NULL
1091,Forest,NULL,Forest,Water,Non_Wetland,Forest
1092,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1093,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1094,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1095,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1096,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1101,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1102,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1103,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1104,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1105,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1106,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1107,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1108,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1109,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1110,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1111,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1112,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1117,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1118,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1119,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1120,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1121,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1122,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1123,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1124,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1125,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1126,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1127,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1128,Forest,Water,NULL,NULL,Non_Wetland,NULL
1129,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1130,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1131,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1132,Forest,Water,NULL,NULL,Non_Wetland,Forest
1133,Forest,Water,NULL,Water,Non_Wetland,Bareland
1134,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1135,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1136,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1137,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1138,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1139,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1140,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1141,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1142,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1143,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1144,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1145,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1146,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1147,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1148,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1149,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1150,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1151,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1152,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1153,Forest,Water,Cropland,NULL,Non_Wetland,Water
1154,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1155,Forest,Water,Cropland,Water,Non_Wetland,Forest
1156,Forest,Water,Wetland,NULL,Wetland,Forest
1157,Forest,Water,Wetland,Water,Wetland,Water
1158,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1159,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1160,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1161,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1162,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1163,Forest,Water,Bareland,NULL,Non_Wetland,Water
1164,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1165,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1166,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1167,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1168,Forest,Water,Bareland,Water,Non_Wetland,Forest
1169,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1170,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1171,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1172,Forest,Water,Built-up,Water,Non_Wetland,Forest
1173,Forest,Water,Forest,NULL,Non_Wetland,NULL
1174,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1175,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1176,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1177,Forest,Water,Forest,NULL,Non_Wetland,Water
1178,Forest,Water,Forest,NULL,Non_Wetland,Forest
1179,Forest,Water,Forest,Water,Non_Wetland,Forest
1180,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1181,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1182,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1183,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1184,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1185,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1186,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1189,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1190,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1191,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1192,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1193,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1197,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1198,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1199,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1200,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1201,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1202,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1203,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1204,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1205,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1206,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1207,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1208,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1209,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1210,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1211,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1212,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1213,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1214,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1215,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1216,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1217,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1218,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1219,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1220,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1221,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1222,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1223,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1224,Forest,Forest,Wetland,NULL,Wetland,Forest
1225,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1226,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1227,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1228,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1229,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1230,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1231,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1232,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1233,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1234,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1235,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1236,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1237,Forest,Forest,Water,NULL,Water,Forest
1238,Forest,Forest,Water,Non_Water,Water,NULL
1239,Forest,Forest,Water,Non_Water,Water,Cropland
1240,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1241,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1242,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1243,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1244,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1245,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1246,Forest,Forest,Forest,NULL,Non_Wetland,Water
1247,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1248,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1249,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1250,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1251,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1252,Forest,Forest,Forest,Water,Non_Wetland,Forest
