Value,AFRICA_2024_DynamicWorld_2024_36NWN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWN_M_R,AFRICA_2024_GSW_Yearly_2021_36NWN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWN_M_R,AFRICA_2024_WorldCover_2021_36NWN_M_R
885,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
886,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
887,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
888,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
889,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
890,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
891,Water,Forest,Shrubland,Water,Non_Wetland,Water
892,Water,Forest,Shrubland,Water,Non_Wetland,Forest
893,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
894,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
895,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
896,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
897,Water,Forest,Cropland,Water,Non_Wetland,Forest
898,Water,Forest,Wetland,NULL,Wetland,Grassland
899,Water,Forest,Wetland,NULL,Wetland,Wetland
900,Water,Forest,Wetland,NULL,Wetland,Water
901,Water,Forest,Wetland,NULL,Wetland,Forest
902,Water,Forest,Wetland,Non_Water,Wetland,Wetland
903,Water,Forest,Wetland,Non_Water,Wetland,Forest
904,Water,Forest,Wetland,Water,Wetland,Grassland
905,Water,Forest,Wetland,Water,Wetland,Wetland
906,Water,Forest,Wetland,Water,Wetland,Forest
907,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
908,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
909,Water,Forest,Bareland,NULL,Non_Wetland,Forest
910,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
911,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
912,Water,Forest,Bareland,Water,Non_Wetland,Wetland
913,Water,Forest,Bareland,Water,Non_Wetland,Forest
914,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
915,Water,Forest,Built-up,NULL,Non_Wetland,Forest
916,Water,Forest,Water,NULL,Water,Wetland
917,Water,Forest,Water,NULL,Water,Forest
918,Water,Forest,Water,Non_Water,Water,Water
919,Water,Forest,Water,Water,Water,Grassland
920,Water,Forest,Water,Water,Water,Wetland
921,Water,Forest,Forest,NULL,Non_Wetland,Grassland
922,Water,Forest,Forest,NULL,Non_Wetland,Wetland
923,Water,Forest,Forest,NULL,Non_Wetland,Water
924,Water,Forest,Forest,NULL,Non_Wetland,Forest
925,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
926,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
927,Water,Forest,Forest,Water,Non_Wetland,Grassland
928,Water,Forest,Forest,Water,Non_Wetland,Wetland
929,Water,Forest,Forest,Water,Non_Wetland,Water
930,Water,Forest,Forest,Water,Non_Wetland,Forest
931,Forest,NULL,NULL,NULL,Non_Wetland,NULL
932,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
933,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
934,Forest,NULL,NULL,NULL,Non_Wetland,Forest
935,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
936,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
937,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
938,Forest,NULL,NULL,Water,Non_Wetland,Grassland
939,Forest,NULL,NULL,Water,Non_Wetland,Wetland
940,Forest,NULL,NULL,Water,Non_Wetland,Water
941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
942,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
943,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
944,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
945,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
946,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
947,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
948,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
949,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
950,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
951,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
952,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
953,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
954,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
955,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
956,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
957,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
958,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
959,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
960,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
961,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
962,Forest,NULL,Cropland,Water,Non_Wetland,Forest
963,Forest,NULL,Wetland,NULL,Wetland,NULL
964,Forest,NULL,Wetland,NULL,Wetland,Grassland
965,Forest,NULL,Wetland,NULL,Wetland,Wetland
966,Forest,NULL,Wetland,NULL,Wetland,Forest
967,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
968,Forest,NULL,Wetland,Non_Water,Wetland,Water
969,Forest,NULL,Wetland,Water,Wetland,Grassland
970,Forest,NULL,Wetland,Water,Wetland,Wetland
971,Forest,NULL,Wetland,Water,Wetland,Water
972,Forest,NULL,Wetland,Water,Wetland,Forest
973,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
974,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
975,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
976,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
977,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
978,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
979,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
980,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
981,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
982,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
983,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
984,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
985,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
986,Forest,NULL,Water,NULL,Water,Wetland
987,Forest,NULL,Water,NULL,Water,Forest
988,Forest,NULL,Water,Non_Water,Water,Wetland
989,Forest,NULL,Water,Non_Water,Water,Forest
990,Forest,NULL,Water,Water,Water,Wetland
991,Forest,NULL,Water,Water,Water,Water
992,Forest,NULL,Forest,NULL,Non_Wetland,NULL
993,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
994,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
995,Forest,NULL,Forest,NULL,Non_Wetland,Water
996,Forest,NULL,Forest,NULL,Non_Wetland,Forest
997,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
998,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
999,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1000,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1001,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1002,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1003,Forest,NULL,Forest,Water,Non_Wetland,Water
1004,Forest,NULL,Forest,Water,Non_Wetland,Forest
1005,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1006,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1007,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1011,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1012,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1013,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1014,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1015,Forest,Cropland,Water,Water,Water,Water
1016,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1017,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1018,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1019,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1020,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1021,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1022,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1023,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1024,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1025,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1026,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1027,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1028,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1029,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1030,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1031,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1032,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1033,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1034,Forest,Wetland,Wetland,Water,Wetland,Wetland
1035,Forest,Wetland,Wetland,Water,Wetland,Water
1036,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1037,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1038,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1039,Forest,Wetland,Water,Water,Water,Grassland
1040,Forest,Wetland,Water,Water,Water,Wetland
1041,Forest,Wetland,Water,Water,Water,Water
1042,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1043,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1044,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1045,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1046,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1047,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1048,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1049,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1051,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1052,Forest,Built-up,Wetland,NULL,Wetland,Forest
1053,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1054,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1055,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1056,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1057,Forest,Water,NULL,NULL,Non_Wetland,Forest
1058,Forest,Water,NULL,Water,Non_Wetland,Forest
1059,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1060,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1061,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1062,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1063,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1064,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1065,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1066,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1067,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1068,Forest,Water,Shrubland,Water,Non_Wetland,Water
1069,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1070,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1071,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1072,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1073,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1074,Forest,Water,Wetland,NULL,Wetland,Grassland
1075,Forest,Water,Wetland,NULL,Wetland,Wetland
1076,Forest,Water,Wetland,NULL,Wetland,Water
1077,Forest,Water,Wetland,NULL,Wetland,Forest
1078,Forest,Water,Wetland,Water,Wetland,Grassland
1079,Forest,Water,Wetland,Water,Wetland,Wetland
1080,Forest,Water,Wetland,Water,Wetland,Water
1081,Forest,Water,Wetland,Water,Wetland,Forest
1082,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1083,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1084,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1085,Forest,Water,Bareland,Water,Non_Wetland,Forest
1086,Forest,Water,Water,NULL,Water,Grassland
1087,Forest,Water,Water,NULL,Water,Forest
1088,Forest,Water,Water,Non_Water,Water,Forest
1089,Forest,Water,Water,Water,Water,Grassland
1090,Forest,Water,Water,Water,Water,Wetland
1091,Forest,Water,Water,Water,Water,Water
1092,Forest,Water,Water,Water,Water,Forest
1093,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1094,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1095,Forest,Water,Forest,NULL,Non_Wetland,Water
1096,Forest,Water,Forest,NULL,Non_Wetland,Forest
1097,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1098,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1099,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1100,Forest,Water,Forest,Water,Non_Wetland,Grassland
1101,Forest,Water,Forest,Water,Non_Wetland,Wetland
1102,Forest,Water,Forest,Water,Non_Wetland,Water
1103,Forest,Water,Forest,Water,Non_Wetland,Forest
1104,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1105,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1106,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1107,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1108,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1109,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1110,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1111,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1112,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1113,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1114,Forest,Forest,NULL,Water,Non_Wetland,Forest
1115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1117,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1118,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1119,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1120,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1121,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1122,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1124,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1125,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1126,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1127,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1128,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1129,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1130,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1131,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1132,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1133,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1134,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1135,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1136,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1137,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1138,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1139,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1140,Forest,Forest,Cropland,Water,Non_Wetland,Water
1141,Forest,Forest,Wetland,NULL,Wetland,NULL
1142,Forest,Forest,Wetland,NULL,Wetland,Grassland
1143,Forest,Forest,Wetland,NULL,Wetland,Wetland
1144,Forest,Forest,Wetland,NULL,Wetland,Water
1145,Forest,Forest,Wetland,NULL,Wetland,Forest
1146,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1147,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1148,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1149,Forest,Forest,Wetland,Water,Wetland,Grassland
1150,Forest,Forest,Wetland,Water,Wetland,Wetland
1151,Forest,Forest,Wetland,Water,Wetland,Water
1152,Forest,Forest,Wetland,Water,Wetland,Forest
1153,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1154,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1155,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1156,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1157,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1158,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1159,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1160,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1161,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1162,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1163,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1164,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1165,Forest,Forest,Water,NULL,Water,Grassland
1166,Forest,Forest,Water,NULL,Water,Wetland
1167,Forest,Forest,Water,NULL,Water,Forest
1168,Forest,Forest,Water,Non_Water,Water,Wetland
1169,Forest,Forest,Water,Non_Water,Water,Forest
1170,Forest,Forest,Water,Water,Water,Grassland
1171,Forest,Forest,Water,Water,Water,Wetland
1172,Forest,Forest,Water,Water,Water,Water
1173,Forest,Forest,Water,Water,Water,Forest
1174,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1175,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1176,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1177,Forest,Forest,Forest,NULL,Non_Wetland,Water
1178,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1179,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1180,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1181,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1182,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1183,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1184,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1185,Forest,Forest,Forest,Water,Non_Wetland,Water
1186,Forest,Forest,Forest,Water,Non_Wetland,Forest
