Value,AFRICA_2024_DynamicWorld_2024_35NQH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQH_M_R,AFRICA_2024_GSW_Yearly_2021_35NQH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQH_M_R,AFRICA_2024_WorldCover_2021_35NQH_M_R
863,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
864,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
865,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
866,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
867,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
868,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
869,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
870,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
871,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
872,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
873,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
874,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
875,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
876,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
877,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
878,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
879,Forest,NULL,Wetland,NULL,Wetland,NULL
880,Forest,NULL,Wetland,NULL,Wetland,Grassland
881,Forest,NULL,Wetland,NULL,Wetland,Cropland
882,Forest,NULL,Wetland,NULL,Wetland,Wetland
883,Forest,NULL,Wetland,NULL,Wetland,Forest
884,Forest,NULL,Wetland,Non_Water,Wetland,NULL
885,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
886,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
887,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
888,Forest,NULL,Wetland,Non_Water,Wetland,Forest
889,Forest,NULL,Wetland,Water,Wetland,Grassland
890,Forest,NULL,Wetland,Water,Wetland,Wetland
891,Forest,NULL,Wetland,Water,Wetland,Forest
892,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
893,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
894,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
895,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
896,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
897,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
898,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
899,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
900,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
901,Forest,NULL,Forest,NULL,Non_Wetland,NULL
902,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
903,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
904,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
905,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
906,Forest,NULL,Forest,NULL,Non_Wetland,Water
907,Forest,NULL,Forest,NULL,Non_Wetland,Forest
908,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
909,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
910,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
911,Forest,NULL,Forest,Water,Non_Wetland,NULL
912,Forest,NULL,Forest,Water,Non_Wetland,Grassland
913,Forest,NULL,Forest,Water,Non_Wetland,Forest
914,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
915,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
916,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
917,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
918,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
924,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
925,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
926,Forest,Cropland,Wetland,NULL,Wetland,Grassland
927,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
928,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
929,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
930,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
931,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
932,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
933,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
934,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
935,Forest,Wetland,NULL,Water,Non_Wetland,Forest
936,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
937,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
938,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
939,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
940,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
941,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
942,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
943,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
944,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
945,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
946,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
947,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
948,Forest,Wetland,Wetland,NULL,Wetland,NULL
949,Forest,Wetland,Wetland,NULL,Wetland,Grassland
950,Forest,Wetland,Wetland,NULL,Wetland,Cropland
951,Forest,Wetland,Wetland,NULL,Wetland,Wetland
952,Forest,Wetland,Wetland,NULL,Wetland,Forest
953,Forest,Wetland,Wetland,Water,Wetland,Forest
954,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
955,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
956,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
957,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
958,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
959,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
960,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
961,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
962,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
963,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
964,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
965,Forest,Wetland,Forest,Water,Non_Wetland,NULL
966,Forest,Wetland,Forest,Water,Non_Wetland,Forest
967,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
968,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
969,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
970,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
971,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
977,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
978,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
979,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
980,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
981,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
982,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
983,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
984,Forest,Built-up,Wetland,NULL,Wetland,Forest
985,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
986,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
987,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
988,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
989,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
990,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
991,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
993,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
994,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
995,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
996,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
997,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
998,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
999,Forest,Water,Wetland,NULL,Wetland,Forest
1000,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1001,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1002,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1003,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1004,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1005,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1006,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1007,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1008,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1009,Forest,Forest,NULL,Water,Non_Wetland,NULL
1010,Forest,Forest,NULL,Water,Non_Wetland,Forest
1011,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1012,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1013,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1014,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1016,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1017,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1022,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1023,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1024,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1025,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1026,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1027,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1028,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1029,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1030,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1031,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1032,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1033,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1034,Forest,Forest,Wetland,NULL,Wetland,NULL
1035,Forest,Forest,Wetland,NULL,Wetland,Grassland
1036,Forest,Forest,Wetland,NULL,Wetland,Cropland
1037,Forest,Forest,Wetland,NULL,Wetland,Wetland
1038,Forest,Forest,Wetland,NULL,Wetland,Forest
1039,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1040,Forest,Forest,Wetland,Water,Wetland,NULL
1041,Forest,Forest,Wetland,Water,Wetland,Grassland
1042,Forest,Forest,Wetland,Water,Wetland,Wetland
1043,Forest,Forest,Wetland,Water,Wetland,Forest
1044,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1045,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1046,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1047,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1048,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1049,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1050,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1051,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1052,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1053,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1054,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1055,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1056,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1057,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1058,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1059,Forest,Forest,Forest,Water,Non_Wetland,NULL
1060,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1061,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1062,Forest,Forest,Forest,Water,Non_Wetland,Forest
