Value,AFRICA_2024_DynamicWorld_2024_35NPH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPH_M_R,AFRICA_2024_GSW_Yearly_2021_35NPH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPH_M_R,AFRICA_2024_WorldCover_2021_35NPH_M_R
885,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
886,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
887,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
888,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
889,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
890,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
891,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
892,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
893,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
894,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
895,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
896,Forest,Wetland,Wetland,NULL,Wetland,NULL
897,Forest,Wetland,Wetland,NULL,Wetland,Grassland
898,Forest,Wetland,Wetland,NULL,Wetland,Wetland
899,Forest,Wetland,Wetland,NULL,Wetland,Forest
900,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
901,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
902,Forest,Wetland,Wetland,Water,Wetland,Wetland
903,Forest,Wetland,Wetland,Water,Wetland,Forest
904,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
905,Forest,Wetland,Water,NULL,Water,Wetland
906,Forest,Wetland,Water,NULL,Water,Forest
907,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
908,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
909,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
910,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
911,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
912,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
913,Forest,Wetland,Forest,Water,Non_Wetland,Forest
914,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
915,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
918,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
919,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
920,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
921,Forest,Water,NULL,NULL,Non_Wetland,Grassland
922,Forest,Water,NULL,NULL,Non_Wetland,Forest
923,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
924,Forest,Water,NULL,Water,Non_Wetland,Forest
925,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
926,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
927,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
928,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
929,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
930,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
931,Forest,Water,Shrubland,Water,Non_Wetland,NULL
932,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
933,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
934,Forest,Water,Shrubland,Water,Non_Wetland,Forest
935,Forest,Water,Cropland,NULL,Non_Wetland,Forest
936,Forest,Water,Wetland,NULL,Wetland,NULL
937,Forest,Water,Wetland,NULL,Wetland,Grassland
938,Forest,Water,Wetland,NULL,Wetland,Wetland
939,Forest,Water,Wetland,NULL,Wetland,Forest
940,Forest,Water,Wetland,Non_Water,Wetland,NULL
941,Forest,Water,Wetland,Non_Water,Wetland,Grassland
942,Forest,Water,Wetland,Non_Water,Wetland,Wetland
943,Forest,Water,Wetland,Non_Water,Wetland,Forest
944,Forest,Water,Wetland,Water,Wetland,NULL
945,Forest,Water,Wetland,Water,Wetland,Grassland
946,Forest,Water,Wetland,Water,Wetland,Wetland
947,Forest,Water,Wetland,Water,Wetland,Forest
948,Forest,Water,Bareland,NULL,Non_Wetland,Forest
949,Forest,Water,Bareland,Water,Non_Wetland,Forest
950,Forest,Water,Water,NULL,Water,Forest
951,Forest,Water,Water,Non_Water,Water,Forest
952,Forest,Water,Water,Water,Water,Grassland
953,Forest,Water,Water,Water,Water,Forest
954,Forest,Water,Forest,NULL,Non_Wetland,NULL
955,Forest,Water,Forest,NULL,Non_Wetland,Grassland
956,Forest,Water,Forest,NULL,Non_Wetland,Wetland
957,Forest,Water,Forest,NULL,Non_Wetland,Forest
958,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
959,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
960,Forest,Water,Forest,Water,Non_Wetland,Grassland
961,Forest,Water,Forest,Water,Non_Wetland,Forest
962,Forest,Forest,NULL,NULL,Non_Wetland,NULL
963,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
964,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
965,Forest,Forest,NULL,NULL,Non_Wetland,Forest
966,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
967,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
968,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
969,Forest,Forest,NULL,Water,Non_Wetland,Wetland
970,Forest,Forest,NULL,Water,Non_Wetland,Forest
971,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
972,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
973,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
974,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
975,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
976,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
977,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
982,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
983,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
984,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
985,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
986,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
987,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
988,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
989,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
990,Forest,Forest,Wetland,NULL,Wetland,NULL
991,Forest,Forest,Wetland,NULL,Wetland,Grassland
992,Forest,Forest,Wetland,NULL,Wetland,Wetland
993,Forest,Forest,Wetland,NULL,Wetland,Forest
994,Forest,Forest,Wetland,Non_Water,Wetland,NULL
995,Forest,Forest,Wetland,Non_Water,Wetland,Forest
996,Forest,Forest,Wetland,Water,Wetland,Grassland
997,Forest,Forest,Wetland,Water,Wetland,Forest
998,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
999,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1000,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1001,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1002,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1003,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1004,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1005,Forest,Forest,Water,NULL,Water,Grassland
1006,Forest,Forest,Water,NULL,Water,Forest
1007,Forest,Forest,Water,Non_Water,Water,Forest
1008,Forest,Forest,Water,Water,Water,Forest
1009,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1010,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1011,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1012,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1013,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1014,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1015,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1016,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1017,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1018,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1019,Forest,Forest,Forest,Water,Non_Wetland,NULL
1020,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1021,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1022,Forest,Forest,Forest,Water,Non_Wetland,Forest
