Value,AFRICA_2024_DynamicWorld_2024_36NZM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,AFRICA_2024_WorldCover_2021_36NZM_M_R
847,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
848,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
849,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
850,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
851,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
852,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
853,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
854,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
855,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
856,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
857,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
858,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
859,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
860,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
861,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
862,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
863,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
864,Cropland,NULL,Forest,Water,Non_Wetland,Forest
865,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
866,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
867,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
868,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
869,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
870,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
871,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
874,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
876,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
877,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
878,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
879,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
880,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
881,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
882,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
883,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
884,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
885,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
886,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
887,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
888,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
889,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
896,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
897,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
898,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
899,Cropland,Cropland,Wetland,NULL,Wetland,NULL
900,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
901,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
902,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
903,Cropland,Cropland,Wetland,NULL,Wetland,Forest
904,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
905,Cropland,Cropland,Wetland,Water,Wetland,Grassland
906,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
907,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
908,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
909,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
910,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
911,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
912,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
913,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
914,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
915,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
916,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
917,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
918,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
919,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
920,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
921,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
922,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
923,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
924,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
925,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
926,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
928,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
929,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
930,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
931,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
932,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
933,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
934,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
935,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
936,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
937,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
938,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
939,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
940,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
941,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL
942,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
943,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
944,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
945,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
946,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
947,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
948,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
949,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
950,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
951,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
952,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
953,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
954,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
955,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
956,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
957,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
958,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
959,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up
960,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
961,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
962,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
963,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
964,Cropland,Wetland,Cropland,Water,Non_Wetland,Built-up
965,Cropland,Wetland,Wetland,NULL,Wetland,Forest
966,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
967,Cropland,Wetland,Wetland,Water,Wetland,Wetland
968,Cropland,Wetland,Wetland,Water,Wetland,Bareland
969,Cropland,Wetland,Wetland,Water,Wetland,Water
970,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
971,Cropland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Built-up
972,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
973,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
974,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
975,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
976,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
977,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
978,Cropland,Wetland,Built-up,NULL,Non_Wetland,Built-up
979,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
980,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
981,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
982,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
983,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
984,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water
985,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
986,Cropland,Wetland,Forest,Water,Non_Wetland,NULL
987,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
988,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
989,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
990,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
991,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
992,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
993,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
994,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
995,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
996,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
997,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
998,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
999,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1000,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1001,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1002,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1003,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1004,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1005,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1006,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1007,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1008,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1009,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1010,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1011,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1012,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1013,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1014,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1015,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1016,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1017,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1018,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1019,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1020,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1021,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1022,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1023,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1024,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1025,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1026,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1027,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1028,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1029,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1030,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1031,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1032,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1033,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1034,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1035,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1036,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1037,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1038,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1039,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1040,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1041,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1042,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1043,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1044,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1045,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1046,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1047,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1048,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1049,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1050,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1051,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1052,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1053,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1054,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1055,Cropland,Water,Grassland,Water,Non_Wetland,NULL
1056,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1057,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1058,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1059,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1060,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1061,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1062,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1063,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1064,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1065,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1066,Cropland,Water,Wetland,NULL,Wetland,Grassland
1067,Cropland,Water,Wetland,NULL,Wetland,Forest
1068,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1069,Cropland,Water,Wetland,Water,Wetland,Cropland
1070,Cropland,Water,Wetland,Water,Wetland,Forest
1071,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1072,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1073,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1074,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1075,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1076,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1077,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1078,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1079,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1080,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
1081,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
1082,Cropland,Water,Water,NULL,Water,Forest
1083,Cropland,Water,Water,Non_Water,Water,Forest
1084,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1085,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1086,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1087,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1088,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1089,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1090,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1091,Cropland,Water,Forest,Water,Non_Wetland,Forest
1092,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1093,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1094,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1095,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1096,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
1097,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1098,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1099,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1100,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
1101,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1102,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1103,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1104,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1105,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1106,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1107,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1108,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1109,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1110,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1111,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1112,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1113,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1114,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1115,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1116,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1117,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1118,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1119,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1120,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
1121,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1122,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1123,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1124,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1125,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1126,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1127,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1128,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1129,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1130,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1131,Cropland,Forest,Wetland,NULL,Wetland,NULL
1132,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1133,Cropland,Forest,Wetland,NULL,Wetland,Forest
1134,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland
1135,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1136,Cropland,Forest,Wetland,Water,Wetland,Forest
1137,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1138,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1139,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1140,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1141,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1142,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1143,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1144,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1145,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1146,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1147,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1148,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1149,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1150,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1151,Cropland,Forest,Built-up,Water,Non_Wetland,Forest
1152,Cropland,Forest,Water,Non_Water,Water,Forest
1153,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1154,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1155,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1156,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1157,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1158,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1159,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1160,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
1161,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1162,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1163,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1164,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1165,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1166,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1167,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1168,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1169,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1170,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1171,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1172,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1173,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1174,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1175,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1176,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1177,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1178,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1179,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1180,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1181,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1182,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1183,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
1184,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1185,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1186,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1187,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1188,Wetland,NULL,Wetland,NULL,Wetland,Forest
1189,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
1190,Wetland,NULL,Wetland,Water,Wetland,Wetland
1191,Wetland,NULL,Wetland,Water,Wetland,Water
1192,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1193,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1194,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1195,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1196,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1197,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1198,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1199,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1200,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1201,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1202,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
1203,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1204,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1205,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1206,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1207,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1208,Wetland,NULL,Water,Water,Water,Grassland
1209,Wetland,NULL,Water,Water,Water,Wetland
1210,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1211,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1212,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1213,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1214,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1215,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1216,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1217,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1218,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1219,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1220,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1221,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1222,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1223,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1224,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1225,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1226,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1227,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1228,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1229,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1230,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1231,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1232,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1233,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1234,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1235,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1236,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1237,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1238,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1239,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1240,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1241,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1242,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1243,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1244,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1245,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1246,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1247,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1248,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1249,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1250,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1251,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1252,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1253,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1254,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1255,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1256,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
