Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
1799,Wetland,Wetland,Water,NULL,Water,Forest
1800,Wetland,Wetland,Water,Non_Water,Water,Grassland
1801,Wetland,Wetland,Water,Non_Water,Water,Wetland
1802,Wetland,Wetland,Water,Non_Water,Water,Bareland
1803,Wetland,Wetland,Water,Non_Water,Water,Forest
1804,Wetland,Wetland,Water,Water,Water,NULL
1805,Wetland,Wetland,Water,Water,Water,Grassland
1806,Wetland,Wetland,Water,Water,Water,Cropland
1807,Wetland,Wetland,Water,Water,Water,Wetland
1808,Wetland,Wetland,Water,Water,Water,Bareland
1809,Wetland,Wetland,Water,Water,Water,Water
1810,Wetland,Wetland,Water,Water,Water,Forest
1811,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1812,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1813,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1814,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1815,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1816,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1817,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1818,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1819,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1820,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1821,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1822,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1823,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1824,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1825,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1826,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1827,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1828,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1829,Wetland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1830,Wetland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1831,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1832,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1833,Wetland,Bareland,Grassland,Water,Non_Wetland,Grassland
1834,Wetland,Bareland,Grassland,Water,Non_Wetland,Wetland
1835,Wetland,Bareland,Grassland,Water,Non_Wetland,Bareland
1836,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1837,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1838,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1839,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1840,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1841,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1842,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1843,Wetland,Bareland,Bareland,Water,Non_Wetland,Grassland
1844,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
1845,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1846,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1847,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1848,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1849,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1850,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1851,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1852,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1853,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1854,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
1855,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1856,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1857,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1858,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1859,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1860,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1861,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1862,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1863,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1864,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1865,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1866,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1867,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1868,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1869,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1870,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1871,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1872,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1873,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1874,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1875,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1876,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1877,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1878,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1879,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1880,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL
1881,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1882,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1883,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1884,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1885,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1886,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1887,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1888,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1889,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1890,Wetland,Water,Grassland,Water,Non_Wetland,Water
1891,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1892,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1893,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1894,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1895,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1896,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1897,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1898,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1899,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1900,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1901,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1902,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1903,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1904,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1905,Wetland,Water,Wetland,NULL,Wetland,NULL
1906,Wetland,Water,Wetland,NULL,Wetland,Grassland
1907,Wetland,Water,Wetland,NULL,Wetland,Cropland
1908,Wetland,Water,Wetland,NULL,Wetland,Wetland
1909,Wetland,Water,Wetland,NULL,Wetland,Bareland
1910,Wetland,Water,Wetland,NULL,Wetland,Forest
1911,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1912,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1913,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1914,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1915,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1916,Wetland,Water,Wetland,Water,Wetland,Grassland
1917,Wetland,Water,Wetland,Water,Wetland,Cropland
1918,Wetland,Water,Wetland,Water,Wetland,Wetland
1919,Wetland,Water,Wetland,Water,Wetland,Bareland
1920,Wetland,Water,Wetland,Water,Wetland,Water
1921,Wetland,Water,Wetland,Water,Wetland,Forest
1922,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1923,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1924,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1925,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1926,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1927,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1928,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1929,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
1930,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1931,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1932,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1933,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1934,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1935,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1936,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1937,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1938,Wetland,Water,Bareland,Water,Non_Wetland,Water
1939,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1940,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1941,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1942,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1943,Wetland,Water,Built-up,NULL,Non_Wetland,Built-up
1944,Wetland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1945,Wetland,Water,Built-up,Water,Non_Wetland,NULL
1946,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1947,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
1948,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1949,Wetland,Water,Built-up,Water,Non_Wetland,Forest
1950,Wetland,Water,Water,NULL,Water,Wetland
1951,Wetland,Water,Water,NULL,Water,Bareland
1952,Wetland,Water,Water,NULL,Water,Water
1953,Wetland,Water,Water,NULL,Water,Forest
1954,Wetland,Water,Water,Non_Water,Water,Cropland
1955,Wetland,Water,Water,Non_Water,Water,Wetland
1956,Wetland,Water,Water,Water,Water,Wetland
1957,Wetland,Water,Water,Water,Water,Bareland
1958,Wetland,Water,Water,Water,Water,Water
1959,Wetland,Water,Water,Water,Water,Forest
1960,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1961,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1962,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1963,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1964,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1965,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1966,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1967,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1968,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1969,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1970,Wetland,Water,Forest,Water,Non_Wetland,NULL
1971,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1972,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1973,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1974,Wetland,Water,Forest,Water,Non_Wetland,Forest
1975,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1976,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1977,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1978,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1979,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1980,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland
1981,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1982,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1983,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1984,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1985,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1986,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1987,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1988,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1989,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1990,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1991,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1992,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1993,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1994,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1995,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1996,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1997,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1998,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1999,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
2000,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
2001,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
2002,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
2003,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
2004,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
2005,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2006,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2007,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2008,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
2009,Wetland,Forest,Grassland,Water,Non_Wetland,Cropland
2010,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
2011,Wetland,Forest,Grassland,Water,Non_Wetland,Bareland
2012,Wetland,Forest,Grassland,Water,Non_Wetland,Water
2013,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
2014,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
2015,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
2016,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
2017,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
2018,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
2019,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2020,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2021,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
2022,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
2023,Wetland,Forest,Wetland,NULL,Wetland,NULL
2024,Wetland,Forest,Wetland,NULL,Wetland,Grassland
2025,Wetland,Forest,Wetland,NULL,Wetland,Wetland
2026,Wetland,Forest,Wetland,NULL,Wetland,Forest
2027,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
2028,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
2029,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
2030,Wetland,Forest,Wetland,Water,Wetland,Grassland
2031,Wetland,Forest,Wetland,Water,Wetland,Cropland
2032,Wetland,Forest,Wetland,Water,Wetland,Wetland
2033,Wetland,Forest,Wetland,Water,Wetland,Forest
2034,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
2035,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
2036,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
2037,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
2038,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
2039,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2040,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
2041,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
2042,Wetland,Forest,Bareland,Water,Non_Wetland,Water
2043,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
2044,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
2045,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
2046,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
2047,Wetland,Forest,Water,NULL,Water,Wetland
2048,Wetland,Forest,Water,NULL,Water,Forest
2049,Wetland,Forest,Water,Non_Water,Water,Forest
2050,Wetland,Forest,Water,Water,Water,Wetland
2051,Wetland,Forest,Water,Water,Water,Water
2052,Wetland,Forest,Water,Water,Water,Forest
2053,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
2054,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
2055,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
2056,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
2057,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
2058,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
2059,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
2060,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
2061,Wetland,Forest,Forest,Water,Non_Wetland,Cropland
2062,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
2063,Wetland,Forest,Forest,Water,Non_Wetland,Water
2064,Wetland,Forest,Forest,Water,Non_Wetland,Forest
2065,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
2066,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
2067,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
2068,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
2069,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
2070,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
2071,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
2072,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
2073,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
2074,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
2075,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
2076,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2077,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2078,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2079,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
2080,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
2081,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
2082,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
2083,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
2084,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
2085,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
2086,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
2087,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
2088,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
2089,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
2090,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2091,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2092,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2093,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
2094,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
2095,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
2096,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
2097,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
2098,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
2099,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
2100,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
2101,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
2102,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
2103,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
2104,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2105,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2106,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
2107,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
2108,Bareland,NULL,Wetland,NULL,Wetland,Bareland
2109,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
2110,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
2111,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2112,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2113,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
2114,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2115,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
2116,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
2117,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2118,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
2119,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
2120,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2121,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2122,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2123,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2124,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
2125,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2126,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
2127,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2128,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
2129,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
2130,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2131,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2132,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
2133,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
2134,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2135,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2136,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
2137,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
2138,Bareland,NULL,Water,Water,Water,Wetland
2139,Bareland,NULL,Water,Water,Water,Water
2140,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
2141,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2142,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
2143,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
2144,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
2145,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
2146,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
2147,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
2148,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
2149,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
2150,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2151,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2152,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2153,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
2154,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL
2155,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
2156,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
2157,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
2158,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
2159,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
2160,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
2161,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
2162,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
2163,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
2164,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
2165,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
2166,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
2167,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2168,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2169,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2170,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2171,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2172,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2173,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
2174,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
2175,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
2176,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
2177,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
2178,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
2179,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2180,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2181,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2182,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
2183,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
2184,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2185,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2186,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
2187,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
2188,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
2189,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
2190,Bareland,Wetland,Wetland,Water,Wetland,Wetland
2191,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
2192,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
2193,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
2194,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2195,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2196,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2197,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
2198,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
2199,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
2200,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
2201,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
2202,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
2203,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
2204,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2205,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2206,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
2207,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
2208,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
2209,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2210,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2211,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
2212,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
2213,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
2214,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2215,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
