Value,AFRICA_2024_DynamicWorld_2024_38PLT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLT_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLT_M_R,AFRICA_2024_GSW_Yearly_2021_38PLT_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLT_M_R,AFRICA_2024_WorldCover_2021_38PLT_M_R
869,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
870,Water,NULL,Cropland,NULL,Non_Wetland,Forest
871,Water,NULL,Wetland,NULL,Wetland,NULL
872,Water,NULL,Wetland,NULL,Wetland,Grassland
873,Water,NULL,Wetland,NULL,Wetland,Wetland
874,Water,NULL,Wetland,NULL,Wetland,Bareland
875,Water,NULL,Wetland,NULL,Wetland,Water
876,Water,NULL,Wetland,NULL,Wetland,Forest
877,Water,NULL,Wetland,Non_Water,Wetland,Wetland
878,Water,NULL,Wetland,Non_Water,Wetland,Bareland
879,Water,NULL,Wetland,Water,Wetland,NULL
880,Water,NULL,Wetland,Water,Wetland,Wetland
881,Water,NULL,Wetland,Water,Wetland,Bareland
882,Water,NULL,Wetland,Water,Wetland,Water
883,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
884,Water,NULL,Bareland,NULL,Non_Wetland,NULL
885,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
886,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
887,Water,NULL,Bareland,NULL,Non_Wetland,Water
888,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
889,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
890,Water,NULL,Bareland,Water,Non_Wetland,NULL
891,Water,NULL,Bareland,Water,Non_Wetland,Wetland
892,Water,NULL,Bareland,Water,Non_Wetland,Bareland
893,Water,NULL,Bareland,Water,Non_Wetland,Water
894,Water,NULL,Built-up,NULL,Non_Wetland,NULL
895,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
896,Water,NULL,Built-up,Water,Non_Wetland,Water
897,Water,NULL,Water,Water,Water,Wetland
898,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
899,Water,Wetland,Wetland,NULL,NULL,NULL
900,Water,Wetland,Wetland,NULL,Wetland,NULL
901,Water,Wetland,Wetland,NULL,Wetland,Wetland
902,Water,Wetland,Wetland,Water,NULL,Wetland
903,Water,Wetland,Wetland,Water,Wetland,Wetland
904,Water,Wetland,Bareland,Water,Non_Wetland,NULL
905,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
906,Water,Bareland,Shrubland,Water,Non_Wetland,Water
907,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
908,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
909,Water,Bareland,Grassland,NULL,Non_Wetland,Water
910,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
911,Water,Bareland,Cropland,NULL,Non_Wetland,Water
912,Water,Bareland,Wetland,NULL,Wetland,Wetland
913,Water,Bareland,Wetland,NULL,Wetland,Bareland
914,Water,Bareland,Wetland,Water,NULL,Bareland
915,Water,Bareland,Wetland,Water,Wetland,Wetland
916,Water,Bareland,Wetland,Water,Wetland,Bareland
917,Water,Bareland,Wetland,Water,Wetland,Water
918,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
919,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
920,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
921,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
922,Water,Bareland,Bareland,NULL,Non_Wetland,Water
923,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
924,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
925,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
926,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
927,Water,Bareland,Bareland,Water,Non_Wetland,Water
928,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
929,Water,Bareland,Built-up,Water,Non_Wetland,Water
930,Water,Bareland,Water,NULL,Water,Bareland
931,Water,Bareland,Water,Water,NULL,Bareland
932,Water,Bareland,Water,Water,NULL,Water
933,Water,Bareland,Water,Water,Water,Water
934,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
935,Water,Built-up,Wetland,NULL,Wetland,Bareland
936,Water,Built-up,Wetland,Water,Wetland,Grassland
937,Water,Built-up,Wetland,Water,Wetland,Bareland
938,Water,Built-up,Wetland,Water,Wetland,Water
939,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
940,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
941,Water,Built-up,Bareland,NULL,Non_Wetland,Water
942,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL
943,Water,Built-up,Bareland,Water,Non_Wetland,NULL
944,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
945,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
946,Water,Built-up,Bareland,Water,Non_Wetland,Water
947,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
948,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
949,Water,Water,Shrubland,NULL,Non_Wetland,Water
950,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
951,Water,Water,Shrubland,Water,Non_Wetland,Bareland
952,Water,Water,Shrubland,Water,Non_Wetland,Water
953,Water,Water,Grassland,NULL,Non_Wetland,NULL
954,Water,Water,Grassland,NULL,Non_Wetland,Wetland
955,Water,Water,Grassland,NULL,Non_Wetland,Bareland
956,Water,Water,Grassland,NULL,Non_Wetland,Water
957,Water,Water,Grassland,NULL,Non_Wetland,Forest
958,Water,Water,Grassland,Water,Non_Wetland,Bareland
959,Water,Water,Grassland,Water,Non_Wetland,Water
960,Water,Water,Cropland,NULL,Non_Wetland,NULL
961,Water,Water,Cropland,NULL,Non_Wetland,Wetland
962,Water,Water,Cropland,NULL,Non_Wetland,Bareland
963,Water,Water,Cropland,NULL,Non_Wetland,Water
964,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
965,Water,Water,Wetland,NULL,NULL,NULL
966,Water,Water,Wetland,NULL,NULL,Wetland
967,Water,Water,Wetland,NULL,NULL,Bareland
968,Water,Water,Wetland,NULL,NULL,Water
969,Water,Water,Wetland,NULL,Wetland,NULL
970,Water,Water,Wetland,NULL,Wetland,Grassland
971,Water,Water,Wetland,NULL,Wetland,Wetland
972,Water,Water,Wetland,NULL,Wetland,Bareland
973,Water,Water,Wetland,NULL,Wetland,Water
974,Water,Water,Wetland,NULL,Wetland,Forest
975,Water,Water,Wetland,Non_Water,NULL,Wetland
976,Water,Water,Wetland,Non_Water,Wetland,NULL
977,Water,Water,Wetland,Non_Water,Wetland,Wetland
978,Water,Water,Wetland,Non_Water,Wetland,Bareland
979,Water,Water,Wetland,Non_Water,Wetland,Water
980,Water,Water,Wetland,Water,NULL,NULL
981,Water,Water,Wetland,Water,NULL,Cropland
982,Water,Water,Wetland,Water,NULL,Wetland
983,Water,Water,Wetland,Water,NULL,Bareland
984,Water,Water,Wetland,Water,NULL,Water
985,Water,Water,Wetland,Water,NULL,Forest
986,Water,Water,Wetland,Water,Wetland,NULL
987,Water,Water,Wetland,Water,Wetland,Grassland
988,Water,Water,Wetland,Water,Wetland,Cropland
989,Water,Water,Wetland,Water,Wetland,Wetland
990,Water,Water,Wetland,Water,Wetland,Bareland
991,Water,Water,Wetland,Water,Wetland,Water
992,Water,Water,Bareland,NULL,Non_Wetland,Cropland
993,Water,Water,Bareland,NULL,Non_Wetland,Wetland
994,Water,Water,Bareland,NULL,Non_Wetland,Bareland
995,Water,Water,Bareland,NULL,Non_Wetland,Water
996,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
997,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
998,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
999,Water,Water,Bareland,Water,Non_Wetland,NULL
1000,Water,Water,Bareland,Water,Non_Wetland,Grassland
1001,Water,Water,Bareland,Water,Non_Wetland,Wetland
1002,Water,Water,Bareland,Water,Non_Wetland,Bareland
1003,Water,Water,Bareland,Water,Non_Wetland,Water
1004,Water,Water,Built-up,NULL,Non_Wetland,NULL
1005,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1006,Water,Water,Built-up,Water,Non_Wetland,Bareland
1007,Water,Water,Built-up,Water,Non_Wetland,Water
1008,Water,Water,Water,NULL,NULL,Bareland
1009,Water,Water,Water,NULL,NULL,Water
1010,Water,Water,Water,NULL,Water,Wetland
1011,Water,Water,Water,NULL,Water,Bareland
1012,Water,Water,Water,NULL,Water,Water
1013,Water,Water,Water,Non_Water,NULL,Bareland
1014,Water,Water,Water,Water,NULL,Bareland
1015,Water,Water,Water,Water,NULL,Water
1016,Water,Water,Water,Water,Water,Bareland
1017,Water,Water,Water,Water,Water,Water
1018,Water,Forest,Wetland,NULL,Wetland,NULL
1019,Water,Forest,Wetland,NULL,Wetland,Wetland
1020,Water,Forest,Wetland,NULL,Wetland,Bareland
1021,Water,Forest,Wetland,NULL,Wetland,Forest
1022,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1023,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1024,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1027,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1028,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1029,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1030,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1031,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1032,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1033,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1034,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1035,Forest,NULL,Wetland,NULL,Wetland,NULL
1036,Forest,NULL,Wetland,NULL,Wetland,Forest
1037,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1038,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1039,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1041,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1042,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1043,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1044,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1045,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1046,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1047,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1048,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1049,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1050,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1051,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1052,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1053,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1054,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1055,Forest,Water,Wetland,NULL,Wetland,Wetland
1056,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1057,Forest,Water,Wetland,Water,Wetland,Wetland
1058,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1059,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1061,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1062,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1063,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1064,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1065,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1067,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1068,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1069,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1070,Forest,Forest,Wetland,NULL,Wetland,NULL
1071,Forest,Forest,Wetland,NULL,Wetland,Wetland
1072,Forest,Forest,Wetland,NULL,Wetland,Forest
1073,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
