Value,AFRICA_2024_DynamicWorld_2024_37PGM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,AFRICA_2024_WorldCover_2021_37PGM_M_R
838,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
839,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
840,Wetland,Forest,Wetland,NULL,Wetland,Wetland
841,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
842,Wetland,Forest,Wetland,Water,Wetland,Wetland
843,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
844,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
845,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
846,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
847,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
848,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
849,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
850,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
851,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
852,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
853,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
854,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
855,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
856,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
857,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
858,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
859,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
860,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
865,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
866,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
867,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
868,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
869,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
870,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
871,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
872,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
873,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
874,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
875,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
876,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
877,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
879,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
880,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
881,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
882,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
883,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
884,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
885,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
886,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
887,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
888,Bareland,NULL,Grassland,Water,Non_Wetland,Water
889,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
890,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
891,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
892,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
893,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
894,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
895,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
896,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
897,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
898,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
899,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
900,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
901,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
902,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
903,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
904,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
905,Bareland,NULL,Wetland,Water,Wetland,Wetland
906,Bareland,NULL,Wetland,Water,Wetland,Bareland
907,Bareland,NULL,Wetland,Water,Wetland,Water
908,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
909,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
910,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
911,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
912,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
913,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
914,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
915,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
916,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
917,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
918,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
919,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
920,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
921,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
922,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
923,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
924,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
925,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
926,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
927,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
928,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
929,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
930,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
931,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
932,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
933,Bareland,NULL,Bareland,Water,Non_Wetland,Water
934,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
935,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
936,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
937,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
938,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
939,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
940,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
941,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
942,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
943,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
944,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
945,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
946,Bareland,NULL,Water,NULL,Water,Grassland
947,Bareland,NULL,Water,NULL,Water,Bareland
948,Bareland,NULL,Water,Non_Water,Water,Grassland
949,Bareland,NULL,Water,Non_Water,Water,Bareland
950,Bareland,NULL,Water,Water,Water,Grassland
951,Bareland,NULL,Water,Water,Water,Wetland
952,Bareland,NULL,Water,Water,Water,Bareland
953,Bareland,NULL,Water,Water,Water,Water
954,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
955,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
956,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
957,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
958,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
959,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
960,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
961,Bareland,NULL,Forest,Water,Non_Wetland,NULL
962,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
963,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
964,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
965,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
966,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
967,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
968,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
969,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
970,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
971,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
972,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
973,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
974,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
975,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
976,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
977,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
978,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
983,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
984,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
985,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
986,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
987,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
988,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
989,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
990,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
991,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
992,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
993,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
994,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
995,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
996,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
997,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
998,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
999,Bareland,Cropland,Water,NULL,Water,Cropland
1000,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1001,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1002,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1003,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1004,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1005,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1006,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1007,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1008,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL
1009,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1010,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1011,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1012,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1013,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1014,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1015,Bareland,Wetland,Cropland,Water,Non_Wetland,Wetland
1016,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1017,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1018,Bareland,Wetland,Wetland,Water,Wetland,Water
1019,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
1020,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1021,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1022,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1023,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1024,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1025,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1026,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1027,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1028,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1029,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1030,Bareland,Wetland,Water,Water,Water,Wetland
1031,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1032,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1033,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1034,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1035,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1036,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1037,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1038,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1039,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1040,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1041,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1042,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1043,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1044,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1045,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1046,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1047,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1048,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1049,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1050,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1051,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1052,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1053,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1054,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1055,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1056,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1057,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1058,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1059,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1060,Bareland,Bareland,Wetland,Water,Wetland,Water
1061,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1062,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1063,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1064,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1065,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1066,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1067,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1068,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1069,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1070,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1071,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1072,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1073,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1074,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1075,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1076,Bareland,Bareland,Water,NULL,Water,Bareland
1077,Bareland,Bareland,Water,Non_Water,Water,Bareland
1078,Bareland,Bareland,Water,Water,Water,Wetland
1079,Bareland,Bareland,Water,Water,Water,Bareland
1080,Bareland,Bareland,Water,Water,Water,Water
1081,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1082,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1083,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1084,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1085,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1086,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1087,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1088,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1089,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1090,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1091,Bareland,Water,Wetland,Water,Wetland,Wetland
1092,Bareland,Water,Wetland,Water,Wetland,Bareland
1093,Bareland,Water,Wetland,Water,Wetland,Water
1094,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1095,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1096,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1097,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1098,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1099,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1100,Bareland,Water,Water,Water,Water,Wetland
1101,Bareland,Water,Water,Water,Water,Bareland
1102,Bareland,Water,Water,Water,Water,Water
1103,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1104,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1105,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1106,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1107,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1108,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1109,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1110,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
1111,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1112,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1113,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1114,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1115,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1116,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1117,Water,NULL,NULL,NULL,Non_Wetland,NULL
1118,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1119,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1120,Water,NULL,NULL,Water,Non_Wetland,Wetland
1121,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1122,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1123,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1124,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1125,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1126,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1127,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1128,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1129,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1130,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1131,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1132,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1133,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1134,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1135,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1136,Water,NULL,Grassland,NULL,Non_Wetland,Water
1137,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1138,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1139,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1140,Water,NULL,Grassland,Water,Non_Wetland,NULL
1141,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1142,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1143,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1144,Water,NULL,Grassland,Water,Non_Wetland,Water
1145,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1146,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1147,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1148,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1149,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1150,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1151,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1152,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1153,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1154,Water,NULL,Cropland,Water,Non_Wetland,NULL
1155,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1156,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1157,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1158,Water,NULL,Cropland,Water,Non_Wetland,Water
1159,Water,NULL,Wetland,NULL,Wetland,NULL
1160,Water,NULL,Wetland,NULL,Wetland,Wetland
1161,Water,NULL,Wetland,Non_Water,Wetland,NULL
1162,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1163,Water,NULL,Wetland,Water,Wetland,NULL
1164,Water,NULL,Wetland,Water,Wetland,Cropland
1165,Water,NULL,Wetland,Water,Wetland,Wetland
1166,Water,NULL,Wetland,Water,Wetland,Bareland
1167,Water,NULL,Wetland,Water,Wetland,Water
1168,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1169,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1170,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1171,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1172,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1173,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1174,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1175,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1176,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1177,Water,NULL,Bareland,NULL,Non_Wetland,Water
1178,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1179,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1180,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1181,Water,NULL,Bareland,Water,Non_Wetland,NULL
1182,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1183,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1184,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1185,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1186,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1187,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1188,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1189,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1190,Water,NULL,Built-up,Water,Non_Wetland,NULL
1191,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1192,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1193,Water,NULL,Water,NULL,Water,NULL
1194,Water,NULL,Water,NULL,Water,Wetland
1195,Water,NULL,Water,NULL,Water,Bareland
1196,Water,NULL,Water,Non_Water,Water,Wetland
1197,Water,NULL,Water,Water,Water,Wetland
1198,Water,NULL,Water,Water,Water,Bareland
1199,Water,NULL,Water,Water,Water,Water
1200,Water,NULL,Forest,NULL,Non_Wetland,NULL
1201,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1202,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1203,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1204,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1205,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1206,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1207,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1208,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1209,Water,Cropland,Wetland,Water,Wetland,Wetland
1210,Water,Cropland,Wetland,Water,Wetland,Water
1211,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1212,Water,Cropland,Water,Water,Water,Wetland
1213,Water,Cropland,Water,Water,Water,Water
1214,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1215,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1216,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1217,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1218,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1219,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1220,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1221,Water,Wetland,Cropland,Water,Non_Wetland,Water
1222,Water,Wetland,Wetland,NULL,Wetland,Wetland
1223,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1224,Water,Wetland,Wetland,Water,Wetland,Wetland
1225,Water,Wetland,Wetland,Water,Wetland,Water
1226,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1227,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1228,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1229,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1230,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1231,Water,Wetland,Bareland,Water,Non_Wetland,Water
1232,Water,Wetland,Water,NULL,Water,Wetland
1233,Water,Wetland,Water,Non_Water,Water,Wetland
1234,Water,Wetland,Water,Water,Water,Wetland
1235,Water,Wetland,Water,Water,Water,Water
1236,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1237,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1238,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1239,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1240,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1241,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1242,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1243,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1244,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1245,Water,Bareland,Grassland,Water,Non_Wetland,Water
1246,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1247,Water,Bareland,Wetland,Water,Wetland,Wetland
1248,Water,Bareland,Wetland,Water,Wetland,Bareland
1249,Water,Bareland,Wetland,Water,Wetland,Water
1250,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1251,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1252,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1253,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1254,Water,Bareland,Water,NULL,Water,Bareland
1255,Water,Bareland,Water,Water,Water,Wetland
1256,Water,Bareland,Water,Water,Water,Bareland
1257,Water,Bareland,Water,Water,Water,Water
1258,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1259,Water,Water,NULL,NULL,Non_Wetland,Wetland
1260,Water,Water,NULL,Water,Non_Wetland,Wetland
1261,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
