Value,AFRICA_2024_DynamicWorld_2024_37PDL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDL_M_R,AFRICA_2024_GSW_Yearly_2021_37PDL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDL_M_R,AFRICA_2024_WorldCover_2021_37PDL_M_R
834,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
835,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
836,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
837,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
838,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
839,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
840,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
841,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
842,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
843,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
844,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
845,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
846,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
849,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
850,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
851,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
852,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
853,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
854,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
855,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
856,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
857,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
858,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
859,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
860,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
861,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
862,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
863,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
864,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
865,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
866,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
867,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
868,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
869,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
870,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
871,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
872,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
873,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
874,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
875,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
876,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
877,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
878,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
879,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
880,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
881,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
882,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
883,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
884,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
885,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
886,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
887,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
888,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
889,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
890,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
891,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
892,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
893,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
894,Cropland,Water,Wetland,Water,Wetland,Cropland
895,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
896,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
897,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
898,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
899,Cropland,Water,Bareland,NULL,Non_Wetland,Water
900,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
901,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
902,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
903,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
904,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
905,Cropland,Water,Water,Water,Water,Cropland
906,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
907,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
908,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
909,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
910,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
911,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
912,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
913,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
914,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
916,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
917,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
918,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
919,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
920,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
921,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
922,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
923,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
924,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
925,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
926,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
927,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
928,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
929,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
930,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
931,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
932,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
933,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
934,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
935,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
936,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
937,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
938,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
939,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
940,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
941,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
942,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
943,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
944,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
945,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
946,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
947,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
948,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
949,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
950,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
951,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
952,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
953,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
954,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
955,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
956,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
957,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
958,Wetland,NULL,Bareland,Water,Non_Wetland,Water
959,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
960,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
961,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
962,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
963,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
964,Wetland,NULL,Forest,NULL,Non_Wetland,Water
965,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
966,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
967,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
968,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
969,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
970,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
971,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
972,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
973,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
974,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
975,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
976,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
977,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
978,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
979,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
980,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
981,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
982,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
983,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
984,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
985,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
986,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
987,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
988,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
989,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
990,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
991,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
992,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
993,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
994,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
995,Wetland,Cropland,Wetland,Water,Wetland,Cropland
996,Wetland,Cropland,Wetland,Water,Wetland,Wetland
997,Wetland,Cropland,Wetland,Water,Wetland,Water
998,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
999,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1000,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1001,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1002,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1003,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1004,Wetland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1005,Wetland,Cropland,Built-up,Water,Non_Wetland,Cropland
1006,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1007,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1008,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1009,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1010,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1011,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1012,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1013,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1014,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1015,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1016,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1017,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1018,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1019,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1020,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1021,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1022,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1023,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1024,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1025,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1026,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1027,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1028,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1029,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1030,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1031,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1032,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1033,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1034,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1035,Wetland,Water,Wetland,NULL,Wetland,Cropland
1036,Wetland,Water,Wetland,Water,Wetland,Cropland
1037,Wetland,Water,Wetland,Water,Wetland,Water
1038,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1039,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1040,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1041,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1042,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1043,Wetland,Water,Bareland,Water,Non_Wetland,Water
1044,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1045,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1046,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1047,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1048,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1049,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1050,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1051,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1052,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1053,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1054,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1055,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1056,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1057,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1059,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1060,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1061,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1062,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1063,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1064,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1065,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1066,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1067,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1068,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1069,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1070,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1071,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1072,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1073,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1074,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1075,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1076,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1077,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1078,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1079,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1080,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1081,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1082,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1083,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1084,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1085,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1086,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1087,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1088,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1089,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1090,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1091,Bareland,NULL,Wetland,NULL,Wetland,NULL
1092,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1093,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1094,Bareland,NULL,Wetland,Water,Wetland,Water
1095,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1096,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1097,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1098,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1099,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1100,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1101,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1102,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1103,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1104,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1105,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1106,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1107,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1108,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1109,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1110,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1111,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1112,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1113,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1114,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1115,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1116,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1117,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1118,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1119,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1120,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1121,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1122,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1123,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1124,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1125,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1126,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1127,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1128,Bareland,NULL,Water,NULL,Water,Bareland
1129,Bareland,NULL,Water,NULL,Water,Water
1130,Bareland,NULL,Water,Non_Water,Water,Cropland
1131,Bareland,NULL,Water,Water,Water,Bareland
1132,Bareland,NULL,Water,Water,Water,Water
1133,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1134,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1135,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1136,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1137,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1138,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1139,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1140,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1141,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1142,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1143,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1144,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1148,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1149,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1150,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1151,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1152,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1153,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1154,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1155,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1156,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1157,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1158,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1159,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1160,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1161,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1162,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1163,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1164,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1165,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1166,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1167,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1168,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1169,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1170,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1171,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1172,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1173,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1174,Bareland,Cropland,Wetland,NULL,Wetland,Water
1175,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1176,Bareland,Cropland,Wetland,Water,Wetland,Water
1177,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1178,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1179,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1180,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1181,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1182,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1183,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1184,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1185,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1186,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1187,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1188,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1189,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1190,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1191,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1192,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1193,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1194,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1195,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1196,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1197,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1198,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1199,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1200,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1201,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1202,Bareland,Cropland,Water,NULL,Water,Bareland
1203,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1204,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1205,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1206,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1207,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1208,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1209,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1210,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1211,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1212,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1213,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1214,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1215,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1216,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1217,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1218,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1219,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1220,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1221,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1222,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1223,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1224,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1225,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1226,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1227,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1228,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1229,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1230,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1231,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1232,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1233,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1234,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1235,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1236,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1237,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1238,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1239,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1240,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1241,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1242,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1243,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1244,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1245,Bareland,Bareland,Wetland,Water,Wetland,Water
