Value,AFRICA_2024_DynamicWorld_2024_38PKV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKV_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKV_M_R,AFRICA_2024_GSW_Yearly_2021_38PKV_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKV_M_R,AFRICA_2024_WorldCover_2021_38PKV_M_R
855,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
856,Bareland,Built-up,Wetland,NULL,Wetland,NULL
857,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
858,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
859,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
860,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
861,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
862,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL
863,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
864,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
865,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
866,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
867,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
868,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
869,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
870,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
871,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
872,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
873,Bareland,Built-up,Water,Water,NULL,Bareland
874,Bareland,Built-up,Water,Water,NULL,Water
875,Bareland,Built-up,Water,Water,Water,Built-up
876,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
877,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
878,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
879,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
880,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
881,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
882,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
883,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
884,Bareland,Water,Shrubland,Water,Non_Wetland,Water
885,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
886,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
887,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
888,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
889,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
890,Bareland,Water,Grassland,NULL,Non_Wetland,Water
891,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
892,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
893,Bareland,Water,Grassland,Water,Non_Wetland,NULL
894,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
895,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
896,Bareland,Water,Grassland,Water,Non_Wetland,Water
897,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
898,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
899,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
900,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
901,Bareland,Water,Cropland,NULL,Non_Wetland,Water
902,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
903,Bareland,Water,Cropland,Water,Non_Wetland,NULL
904,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
905,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
906,Bareland,Water,Cropland,Water,Non_Wetland,Water
907,Bareland,Water,Wetland,NULL,NULL,NULL
908,Bareland,Water,Wetland,NULL,NULL,Cropland
909,Bareland,Water,Wetland,NULL,NULL,Wetland
910,Bareland,Water,Wetland,NULL,NULL,Bareland
911,Bareland,Water,Wetland,NULL,NULL,Water
912,Bareland,Water,Wetland,NULL,Wetland,NULL
913,Bareland,Water,Wetland,NULL,Wetland,Grassland
914,Bareland,Water,Wetland,NULL,Wetland,Cropland
915,Bareland,Water,Wetland,NULL,Wetland,Wetland
916,Bareland,Water,Wetland,NULL,Wetland,Bareland
917,Bareland,Water,Wetland,NULL,Wetland,Water
918,Bareland,Water,Wetland,NULL,Wetland,Forest
919,Bareland,Water,Wetland,Non_Water,NULL,Bareland
920,Bareland,Water,Wetland,Non_Water,Wetland,NULL
921,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
922,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
923,Bareland,Water,Wetland,Non_Water,Wetland,Water
924,Bareland,Water,Wetland,Water,NULL,Wetland
925,Bareland,Water,Wetland,Water,NULL,Bareland
926,Bareland,Water,Wetland,Water,NULL,Water
927,Bareland,Water,Wetland,Water,Wetland,NULL
928,Bareland,Water,Wetland,Water,Wetland,Cropland
929,Bareland,Water,Wetland,Water,Wetland,Wetland
930,Bareland,Water,Wetland,Water,Wetland,Bareland
931,Bareland,Water,Wetland,Water,Wetland,Water
932,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
933,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
934,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
935,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
936,Bareland,Water,Bareland,NULL,Non_Wetland,Water
937,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
938,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
939,Bareland,Water,Bareland,Water,Non_Wetland,NULL
940,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
941,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
942,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
943,Bareland,Water,Bareland,Water,Non_Wetland,Water
944,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
945,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
946,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
947,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
948,Bareland,Water,Built-up,NULL,Non_Wetland,Water
949,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
950,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
951,Bareland,Water,Built-up,Water,Non_Wetland,NULL
952,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
953,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
954,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
955,Bareland,Water,Built-up,Water,Non_Wetland,Water
956,Bareland,Water,Water,NULL,NULL,Wetland
957,Bareland,Water,Water,NULL,Water,Bareland
958,Bareland,Water,Water,NULL,Water,Water
959,Bareland,Water,Water,Non_Water,NULL,Grassland
960,Bareland,Water,Water,Non_Water,NULL,Bareland
961,Bareland,Water,Water,Non_Water,NULL,Water
962,Bareland,Water,Water,Non_Water,Water,Bareland
963,Bareland,Water,Water,Non_Water,Water,Water
964,Bareland,Water,Water,Water,NULL,Bareland
965,Bareland,Water,Water,Water,NULL,Water
966,Bareland,Water,Water,Water,Water,Wetland
967,Bareland,Water,Water,Water,Water,Bareland
968,Bareland,Water,Water,Water,Water,Water
969,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
970,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
971,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
972,Bareland,Forest,Wetland,NULL,Wetland,NULL
973,Bareland,Forest,Wetland,NULL,Wetland,Cropland
974,Bareland,Forest,Wetland,NULL,Wetland,Wetland
975,Bareland,Forest,Wetland,NULL,Wetland,Bareland
976,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
977,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
978,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
979,Water,NULL,NULL,NULL,Non_Wetland,NULL
980,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
981,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
982,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
983,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
984,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
985,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
986,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
987,Water,NULL,Grassland,NULL,Non_Wetland,NULL
988,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
989,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
990,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
991,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
992,Water,NULL,Grassland,NULL,Non_Wetland,Water
993,Water,NULL,Grassland,NULL,Non_Wetland,Forest
994,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
995,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
996,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
997,Water,NULL,Grassland,Water,Non_Wetland,NULL
998,Water,NULL,Grassland,Water,Non_Wetland,Cropland
999,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1000,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1001,Water,NULL,Grassland,Water,Non_Wetland,Water
1002,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1003,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1004,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1005,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1006,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1007,Water,NULL,Cropland,NULL,Non_Wetland,Water
1008,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1009,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1010,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1011,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1012,Water,NULL,Wetland,NULL,NULL,Bareland
1013,Water,NULL,Wetland,NULL,Wetland,NULL
1014,Water,NULL,Wetland,NULL,Wetland,Grassland
1015,Water,NULL,Wetland,NULL,Wetland,Cropland
1016,Water,NULL,Wetland,NULL,Wetland,Wetland
1017,Water,NULL,Wetland,NULL,Wetland,Bareland
1018,Water,NULL,Wetland,NULL,Wetland,Water
1019,Water,NULL,Wetland,Non_Water,Wetland,NULL
1020,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1021,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1022,Water,NULL,Wetland,Water,NULL,NULL
1023,Water,NULL,Wetland,Water,NULL,Wetland
1024,Water,NULL,Wetland,Water,NULL,Bareland
1025,Water,NULL,Wetland,Water,NULL,Water
1026,Water,NULL,Wetland,Water,Wetland,NULL
1027,Water,NULL,Wetland,Water,Wetland,Cropland
1028,Water,NULL,Wetland,Water,Wetland,Wetland
1029,Water,NULL,Wetland,Water,Wetland,Bareland
1030,Water,NULL,Wetland,Water,Wetland,Water
1031,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1032,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1033,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1034,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1035,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1036,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1037,Water,NULL,Bareland,NULL,Non_Wetland,Water
1038,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1039,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1040,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1041,Water,NULL,Bareland,Water,Non_Wetland,NULL
1042,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1043,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1044,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1045,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1046,Water,NULL,Bareland,Water,Non_Wetland,Water
1047,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1048,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1049,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1050,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1051,Water,NULL,Built-up,NULL,Non_Wetland,Water
1052,Water,NULL,Built-up,Water,Non_Wetland,NULL
1053,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1054,Water,NULL,Built-up,Water,Non_Wetland,Water
1055,Water,NULL,Water,NULL,NULL,Wetland
1056,Water,NULL,Water,NULL,NULL,Water
1057,Water,NULL,Water,NULL,Water,Bareland
1058,Water,NULL,Water,NULL,Water,Water
1059,Water,NULL,Water,Non_Water,NULL,Bareland
1060,Water,NULL,Water,Water,NULL,Wetland
1061,Water,NULL,Water,Water,NULL,Bareland
1062,Water,NULL,Water,Water,NULL,Water
1063,Water,NULL,Water,Water,Water,Wetland
1064,Water,NULL,Water,Water,Water,Bareland
1065,Water,NULL,Water,Water,Water,Water
1066,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1067,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1068,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1069,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1070,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1071,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1072,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1073,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1074,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1075,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1076,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1077,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1078,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1079,Water,Cropland,Bareland,Water,Non_Wetland,NULL
1080,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1081,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1082,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1083,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1084,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1085,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1086,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1087,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1088,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1089,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1090,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1091,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1092,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1093,Water,Wetland,Grassland,Water,Non_Wetland,Water
1094,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1095,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1096,Water,Wetland,Cropland,Water,Non_Wetland,Water
1097,Water,Wetland,Wetland,NULL,Wetland,Cropland
1098,Water,Wetland,Wetland,NULL,Wetland,Wetland
1099,Water,Wetland,Wetland,NULL,Wetland,Water
1100,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1101,Water,Wetland,Wetland,Water,Wetland,NULL
1102,Water,Wetland,Wetland,Water,Wetland,Cropland
1103,Water,Wetland,Wetland,Water,Wetland,Wetland
1104,Water,Wetland,Wetland,Water,Wetland,Bareland
1105,Water,Wetland,Wetland,Water,Wetland,Water
1106,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1107,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1108,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1109,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1110,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1111,Water,Wetland,Bareland,Water,Non_Wetland,Water
1112,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1113,Water,Wetland,Water,Water,Water,Wetland
1114,Water,Wetland,Water,Water,Water,Water
1115,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1116,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1117,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1118,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1119,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1120,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1121,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1122,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1123,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1124,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1125,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1126,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1127,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1128,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1129,Water,Bareland,Grassland,Water,Non_Wetland,Water
1130,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1131,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1132,Water,Bareland,Cropland,Water,Non_Wetland,NULL
1133,Water,Bareland,Wetland,NULL,NULL,Wetland
1134,Water,Bareland,Wetland,NULL,Wetland,NULL
1135,Water,Bareland,Wetland,NULL,Wetland,Wetland
1136,Water,Bareland,Wetland,NULL,Wetland,Bareland
1137,Water,Bareland,Wetland,NULL,Wetland,Water
1138,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1139,Water,Bareland,Wetland,Water,NULL,Wetland
1140,Water,Bareland,Wetland,Water,NULL,Bareland
1141,Water,Bareland,Wetland,Water,NULL,Water
1142,Water,Bareland,Wetland,Water,Wetland,NULL
1143,Water,Bareland,Wetland,Water,Wetland,Cropland
1144,Water,Bareland,Wetland,Water,Wetland,Wetland
1145,Water,Bareland,Wetland,Water,Wetland,Bareland
1146,Water,Bareland,Wetland,Water,Wetland,Water
1147,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1148,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1149,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1150,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1151,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1152,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1153,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1154,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1155,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1156,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1157,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1158,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1159,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
1160,Water,Bareland,Bareland,Water,Non_Wetland,Water
1161,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
1162,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
1163,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1164,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1165,Water,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
1166,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
1167,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1168,Water,Bareland,Built-up,Water,Non_Wetland,Water
1169,Water,Bareland,Water,NULL,NULL,Bareland
1170,Water,Bareland,Water,NULL,Water,Wetland
1171,Water,Bareland,Water,NULL,Water,Bareland
1172,Water,Bareland,Water,NULL,Water,Water
1173,Water,Bareland,Water,Non_Water,Water,Bareland
1174,Water,Bareland,Water,Water,NULL,Wetland
1175,Water,Bareland,Water,Water,NULL,Bareland
1176,Water,Bareland,Water,Water,NULL,Water
1177,Water,Bareland,Water,Water,Water,Wetland
1178,Water,Bareland,Water,Water,Water,Bareland
1179,Water,Bareland,Water,Water,Water,Water
1180,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1181,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1182,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
1183,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1184,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1185,Water,Built-up,Wetland,NULL,Wetland,NULL
1186,Water,Built-up,Wetland,NULL,Wetland,Wetland
1187,Water,Built-up,Wetland,NULL,Wetland,Bareland
1188,Water,Built-up,Wetland,Water,NULL,Bareland
1189,Water,Built-up,Wetland,Water,NULL,Water
1190,Water,Built-up,Wetland,Water,Wetland,Wetland
1191,Water,Built-up,Wetland,Water,Wetland,Bareland
1192,Water,Built-up,Wetland,Water,Wetland,Water
1193,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1194,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1195,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1196,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
1197,Water,Built-up,Bareland,Water,Non_Wetland,Water
1198,Water,Built-up,Water,Water,NULL,Bareland
1199,Water,Built-up,Water,Water,NULL,Water
1200,Water,Built-up,Water,Water,Water,Bareland
1201,Water,Water,NULL,NULL,Non_Wetland,Water
1202,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1203,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1204,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1205,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1206,Water,Water,Shrubland,NULL,Non_Wetland,Water
1207,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1208,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1209,Water,Water,Shrubland,Water,Non_Wetland,NULL
1210,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1211,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1212,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1213,Water,Water,Shrubland,Water,Non_Wetland,Water
1214,Water,Water,Grassland,NULL,Non_Wetland,NULL
1215,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1216,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1217,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1218,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1219,Water,Water,Grassland,NULL,Non_Wetland,Water
1220,Water,Water,Grassland,NULL,Non_Wetland,Forest
1221,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1222,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1223,Water,Water,Grassland,Water,Non_Wetland,NULL
1224,Water,Water,Grassland,Water,Non_Wetland,Cropland
1225,Water,Water,Grassland,Water,Non_Wetland,Wetland
1226,Water,Water,Grassland,Water,Non_Wetland,Bareland
1227,Water,Water,Grassland,Water,Non_Wetland,Water
1228,Water,Water,Cropland,NULL,Non_Wetland,NULL
1229,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1230,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1231,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1232,Water,Water,Cropland,NULL,Non_Wetland,Water
1233,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1234,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1235,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1236,Water,Water,Cropland,Water,Non_Wetland,NULL
1237,Water,Water,Cropland,Water,Non_Wetland,Grassland
1238,Water,Water,Cropland,Water,Non_Wetland,Wetland
1239,Water,Water,Cropland,Water,Non_Wetland,Bareland
1240,Water,Water,Cropland,Water,Non_Wetland,Water
1241,Water,Water,Wetland,NULL,NULL,Cropland
1242,Water,Water,Wetland,NULL,NULL,Wetland
1243,Water,Water,Wetland,NULL,NULL,Bareland
1244,Water,Water,Wetland,NULL,NULL,Water
1245,Water,Water,Wetland,NULL,Wetland,NULL
1246,Water,Water,Wetland,NULL,Wetland,Cropland
1247,Water,Water,Wetland,NULL,Wetland,Wetland
1248,Water,Water,Wetland,NULL,Wetland,Bareland
1249,Water,Water,Wetland,NULL,Wetland,Water
1250,Water,Water,Wetland,NULL,Wetland,Forest
1251,Water,Water,Wetland,Non_Water,NULL,Bareland
1252,Water,Water,Wetland,Non_Water,Wetland,NULL
1253,Water,Water,Wetland,Non_Water,Wetland,Cropland
1254,Water,Water,Wetland,Non_Water,Wetland,Wetland
1255,Water,Water,Wetland,Non_Water,Wetland,Bareland
1256,Water,Water,Wetland,Non_Water,Wetland,Water
1257,Water,Water,Wetland,Water,NULL,NULL
1258,Water,Water,Wetland,Water,NULL,Grassland
1259,Water,Water,Wetland,Water,NULL,Cropland
1260,Water,Water,Wetland,Water,NULL,Wetland
1261,Water,Water,Wetland,Water,NULL,Bareland
1262,Water,Water,Wetland,Water,NULL,Water
1263,Water,Water,Wetland,Water,Wetland,NULL
1264,Water,Water,Wetland,Water,Wetland,Grassland
1265,Water,Water,Wetland,Water,Wetland,Cropland
1266,Water,Water,Wetland,Water,Wetland,Wetland
1267,Water,Water,Wetland,Water,Wetland,Bareland
1268,Water,Water,Wetland,Water,Wetland,Water
1269,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1270,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1271,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1272,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1273,Water,Water,Bareland,NULL,Non_Wetland,NULL
1274,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1275,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1276,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1277,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1278,Water,Water,Bareland,NULL,Non_Wetland,Water
1279,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1280,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1281,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1282,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1283,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1284,Water,Water,Bareland,Water,Non_Wetland,NULL
1285,Water,Water,Bareland,Water,Non_Wetland,Cropland
1286,Water,Water,Bareland,Water,Non_Wetland,Wetland
1287,Water,Water,Bareland,Water,Non_Wetland,Bareland
1288,Water,Water,Bareland,Water,Non_Wetland,Water
1289,Water,Water,Built-up,NULL,Non_Wetland,NULL
1290,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1291,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1292,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1293,Water,Water,Built-up,NULL,Non_Wetland,Water
1294,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1295,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1296,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1297,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1298,Water,Water,Built-up,Water,Non_Wetland,NULL
1299,Water,Water,Built-up,Water,Non_Wetland,Grassland
1300,Water,Water,Built-up,Water,Non_Wetland,Wetland
1301,Water,Water,Built-up,Water,Non_Wetland,Bareland
1302,Water,Water,Built-up,Water,Non_Wetland,Water
1303,Water,Water,Water,NULL,NULL,NULL
1304,Water,Water,Water,NULL,NULL,Wetland
1305,Water,Water,Water,NULL,NULL,Bareland
1306,Water,Water,Water,NULL,NULL,Water
1307,Water,Water,Water,NULL,Water,NULL
1308,Water,Water,Water,NULL,Water,Wetland
1309,Water,Water,Water,NULL,Water,Bareland
1310,Water,Water,Water,NULL,Water,Water
1311,Water,Water,Water,Non_Water,NULL,Wetland
1312,Water,Water,Water,Non_Water,NULL,Bareland
1313,Water,Water,Water,Non_Water,NULL,Water
