Value,AFRICA_2024_DynamicWorld_2024_36PUT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,AFRICA_2024_WorldCover_2021_36PUT_M_R
854,Water,Water,Built-up,Non_Water,Non_Wetland,Water
855,Water,Water,Water,Non_Water,Water,Bareland
856,Water,Water,Water,Water,Water,Water
857,Water,Water,Forest,NULL,Non_Wetland,Grassland
858,Water,Forest,NULL,NULL,Non_Wetland,NULL
859,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
860,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
861,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
862,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
863,Water,Forest,Cropland,NULL,Non_Wetland,NULL
864,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
865,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
866,Water,Forest,Cropland,Water,Non_Wetland,Grassland
867,Water,Forest,Forest,NULL,Non_Wetland,Forest
868,Forest,NULL,NULL,NULL,Non_Wetland,NULL
869,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
870,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
871,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
872,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
873,Forest,NULL,NULL,NULL,Non_Wetland,Forest
874,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
875,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
876,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
877,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
878,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
879,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
883,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
885,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
886,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
887,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
888,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
889,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
890,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
891,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
893,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
894,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
895,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
896,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
897,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
898,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
899,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
900,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
901,Forest,NULL,Cropland,Water,Non_Wetland,NULL
902,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
903,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
904,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
905,Forest,NULL,Wetland,NULL,Wetland,NULL
906,Forest,NULL,Wetland,NULL,Wetland,Grassland
907,Forest,NULL,Wetland,NULL,Wetland,Cropland
908,Forest,NULL,Wetland,NULL,Wetland,Wetland
909,Forest,NULL,Wetland,NULL,Wetland,Forest
910,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
911,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
912,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
913,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
914,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
915,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
916,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
917,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
918,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
919,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
920,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
921,Forest,NULL,Forest,NULL,Non_Wetland,NULL
922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
923,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
924,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
925,Forest,NULL,Forest,NULL,Non_Wetland,Forest
926,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
927,Forest,NULL,Forest,Water,Non_Wetland,NULL
928,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
929,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
930,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
931,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
936,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
937,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
938,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
939,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
940,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
941,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
942,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
943,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
944,Forest,Cropland,Wetland,NULL,Wetland,NULL
945,Forest,Cropland,Wetland,NULL,Wetland,Grassland
946,Forest,Cropland,Wetland,NULL,Wetland,Forest
947,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
948,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
949,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
950,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
951,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
952,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
953,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
954,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
955,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
956,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
957,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
958,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
959,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
963,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
964,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
965,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
966,Forest,Built-up,Wetland,NULL,Wetland,Forest
967,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
968,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
969,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
970,Forest,Forest,NULL,NULL,Non_Wetland,NULL
971,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
972,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
973,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
974,Forest,Forest,NULL,NULL,Non_Wetland,Forest
975,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
976,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
977,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
978,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
979,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
980,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
983,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
984,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
985,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
986,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
987,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
988,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
989,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
990,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
991,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
992,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
993,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
994,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
995,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
996,Forest,Forest,Cropland,Water,Non_Wetland,Forest
997,Forest,Forest,Wetland,NULL,Wetland,NULL
998,Forest,Forest,Wetland,NULL,Wetland,Grassland
999,Forest,Forest,Wetland,NULL,Wetland,Cropland
1000,Forest,Forest,Wetland,NULL,Wetland,Wetland
1001,Forest,Forest,Wetland,NULL,Wetland,Forest
1002,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1003,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1004,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1005,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1006,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1007,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1008,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1009,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1010,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1011,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1012,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1013,Forest,Forest,Forest,NULL,Non_Wetland,Forest
