Value,AFRICA_2024_DynamicWorld_2024_36PWS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,AFRICA_2024_WorldCover_2021_36PWS_M_R
855,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
856,Water,Wetland,Forest,NULL,Non_Wetland,Forest
857,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
858,Water,Wetland,Forest,Water,Non_Wetland,Grassland
859,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
860,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
861,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
862,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
863,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
864,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
865,Water,Water,NULL,NULL,Non_Wetland,Grassland
866,Water,Water,NULL,NULL,Non_Wetland,Wetland
867,Water,Water,NULL,NULL,Non_Wetland,Bareland
868,Water,Water,NULL,NULL,Non_Wetland,Water
869,Water,Water,NULL,NULL,Non_Wetland,Forest
870,Water,Water,Shrubland,NULL,Non_Wetland,NULL
871,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
872,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
873,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
874,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
875,Water,Water,Shrubland,NULL,Non_Wetland,Water
876,Water,Water,Shrubland,NULL,Non_Wetland,Forest
877,Water,Water,Shrubland,Water,Non_Wetland,Grassland
878,Water,Water,Shrubland,Water,Non_Wetland,Cropland
879,Water,Water,Shrubland,Water,Non_Wetland,Wetland
880,Water,Water,Shrubland,Water,Non_Wetland,Bareland
881,Water,Water,Shrubland,Water,Non_Wetland,Water
882,Water,Water,Grassland,NULL,Non_Wetland,Grassland
883,Water,Water,Grassland,NULL,Non_Wetland,Wetland
884,Water,Water,Grassland,NULL,Non_Wetland,Bareland
885,Water,Water,Grassland,NULL,Non_Wetland,Water
886,Water,Water,Grassland,NULL,Non_Wetland,Forest
887,Water,Water,Grassland,Water,Non_Wetland,Grassland
888,Water,Water,Grassland,Water,Non_Wetland,Wetland
889,Water,Water,Grassland,Water,Non_Wetland,Water
890,Water,Water,Cropland,NULL,Non_Wetland,Grassland
891,Water,Water,Cropland,NULL,Non_Wetland,Cropland
892,Water,Water,Cropland,NULL,Non_Wetland,Wetland
893,Water,Water,Cropland,NULL,Non_Wetland,Bareland
894,Water,Water,Cropland,NULL,Non_Wetland,Water
895,Water,Water,Cropland,NULL,Non_Wetland,Forest
896,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
897,Water,Water,Cropland,Water,Non_Wetland,Grassland
898,Water,Water,Cropland,Water,Non_Wetland,Cropland
899,Water,Water,Cropland,Water,Non_Wetland,Bareland
900,Water,Water,Cropland,Water,Non_Wetland,Water
901,Water,Water,Wetland,NULL,Wetland,Grassland
902,Water,Water,Wetland,NULL,Wetland,Forest
903,Water,Water,Wetland,Water,Wetland,Water
904,Water,Water,Bareland,NULL,Non_Wetland,Grassland
905,Water,Water,Bareland,NULL,Non_Wetland,Cropland
906,Water,Water,Bareland,NULL,Non_Wetland,Wetland
907,Water,Water,Bareland,NULL,Non_Wetland,Bareland
908,Water,Water,Bareland,NULL,Non_Wetland,Water
909,Water,Water,Bareland,NULL,Non_Wetland,Forest
910,Water,Water,Bareland,Water,Non_Wetland,Grassland
911,Water,Water,Bareland,Water,Non_Wetland,Wetland
912,Water,Water,Bareland,Water,Non_Wetland,Water
913,Water,Water,Built-up,NULL,Non_Wetland,Grassland
914,Water,Water,Built-up,NULL,Non_Wetland,Forest
915,Water,Water,Water,NULL,Water,Grassland
916,Water,Water,Water,NULL,Water,Water
917,Water,Water,Water,Non_Water,Water,Water
918,Water,Water,Water,Water,Water,Grassland
919,Water,Water,Water,Water,Water,Wetland
920,Water,Water,Water,Water,Water,Bareland
921,Water,Water,Water,Water,Water,Water
922,Water,Water,Forest,NULL,Non_Wetland,NULL
923,Water,Water,Forest,NULL,Non_Wetland,Grassland
924,Water,Water,Forest,NULL,Non_Wetland,Cropland
925,Water,Water,Forest,NULL,Non_Wetland,Wetland
926,Water,Water,Forest,NULL,Non_Wetland,Water
927,Water,Water,Forest,NULL,Non_Wetland,Forest
928,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
929,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
930,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
931,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
932,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
933,Water,Forest,Cropland,NULL,Non_Wetland,NULL
934,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
935,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
936,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
937,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
938,Water,Forest,Cropland,Water,Non_Wetland,Cropland
939,Water,Forest,Bareland,Water,Non_Wetland,Cropland
940,Water,Forest,Forest,NULL,Non_Wetland,Grassland
941,Water,Forest,Forest,NULL,Non_Wetland,Forest
942,Forest,NULL,NULL,NULL,Non_Wetland,NULL
943,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
944,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
945,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
946,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
947,Forest,NULL,NULL,NULL,Non_Wetland,Forest
948,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
949,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
950,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
951,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
952,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
953,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
954,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
955,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
956,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
957,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
958,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
959,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
960,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
961,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
962,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
963,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
964,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
965,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
966,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
967,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
968,Forest,NULL,Grassland,NULL,Non_Wetland,Water
969,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
970,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
971,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
972,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
973,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
974,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
975,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
976,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
977,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
978,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
979,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
980,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
981,Forest,NULL,Cropland,Water,Non_Wetland,NULL
982,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
983,Forest,NULL,Wetland,NULL,Wetland,NULL
984,Forest,NULL,Wetland,NULL,Wetland,Grassland
985,Forest,NULL,Wetland,NULL,Wetland,Wetland
986,Forest,NULL,Wetland,NULL,Wetland,Forest
987,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
988,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
989,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
990,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
991,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
993,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
994,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
995,Forest,NULL,Water,NULL,Water,Grassland
996,Forest,NULL,Water,Water,Water,Wetland
997,Forest,NULL,Forest,NULL,Non_Wetland,NULL
998,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
999,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1001,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1002,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1003,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1004,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1005,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1006,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1007,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1008,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1009,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1010,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1011,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1012,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1019,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1020,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1021,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1022,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1023,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1024,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1025,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1026,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1027,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1028,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1029,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1030,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1031,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1032,Forest,Cropland,Wetland,NULL,Wetland,Forest
1033,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1034,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1035,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1036,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1037,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1038,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1039,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1040,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1041,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1042,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1043,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1044,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1045,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1046,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1047,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1048,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1049,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1050,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1051,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1052,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1053,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1054,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1055,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1056,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1057,Forest,Wetland,Wetland,NULL,Wetland,Forest
1058,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1059,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1060,Forest,Wetland,Water,Water,Water,Wetland
1061,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1062,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1063,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1064,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1065,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1066,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1067,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1070,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1071,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1072,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1073,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1074,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1075,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1076,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1077,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1078,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1079,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1080,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1081,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1082,Forest,Water,NULL,NULL,Non_Wetland,Forest
1083,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1084,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1085,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1086,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1087,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1088,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1089,Forest,Water,Wetland,NULL,Wetland,Forest
1090,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1091,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1092,Forest,Water,Forest,NULL,Non_Wetland,Forest
1093,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1094,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1095,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1096,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1097,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1098,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1099,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1100,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1101,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1102,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1103,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1104,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1105,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1106,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1107,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1108,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1109,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1112,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1113,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1114,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1115,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1116,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1117,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1118,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1119,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1120,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1121,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1122,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1123,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1124,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1125,Forest,Forest,Wetland,NULL,Wetland,NULL
1126,Forest,Forest,Wetland,NULL,Wetland,Grassland
1127,Forest,Forest,Wetland,NULL,Wetland,Forest
1128,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1129,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1130,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1131,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1132,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1133,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1134,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1135,Forest,Forest,Water,Water,Water,Grassland
1136,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1137,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1138,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1139,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1140,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1141,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1142,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1143,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
