Value,AFRICA_2024_DynamicWorld_2024_37PBM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBM_M_R,AFRICA_2024_GSW_Yearly_2021_37PBM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBM_M_R,AFRICA_2024_WorldCover_2021_37PBM_M_R
843,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
844,Wetland,Water,Grassland,Water,Non_Wetland,Forest
845,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
846,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
847,Wetland,Water,Wetland,Water,Wetland,Wetland
848,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
849,Wetland,Water,Bareland,Water,Non_Wetland,Water
850,Wetland,Water,Water,Non_Water,Water,Wetland
851,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
852,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
853,Wetland,Water,Forest,NULL,Non_Wetland,Forest
854,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
855,Wetland,Water,Forest,Water,Non_Wetland,Water
856,Wetland,Water,Forest,Water,Non_Wetland,Forest
857,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
858,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
859,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
860,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
861,Wetland,Forest,Forest,Water,Non_Wetland,Forest
862,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
863,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
864,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
865,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
866,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
871,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
872,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
873,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
874,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
875,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
876,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
877,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
878,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
879,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
880,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
881,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
882,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
883,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
884,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
885,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
886,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
887,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
888,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
889,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
890,Bareland,NULL,Cropland,Water,Non_Wetland,Water
891,Bareland,NULL,Wetland,Water,Wetland,Water
892,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
893,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
894,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
895,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
896,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
897,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
898,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
899,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
900,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
901,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
902,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
903,Bareland,NULL,Bareland,Water,Non_Wetland,Water
904,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
905,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
906,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
907,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
908,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
909,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
910,Bareland,NULL,Built-up,Water,Non_Wetland,Water
911,Bareland,NULL,Water,NULL,Water,Cropland
912,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
913,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
914,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
915,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
916,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
917,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
918,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
919,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
920,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
921,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
922,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
926,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
927,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
928,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
929,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
930,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
935,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
936,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
937,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
938,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
939,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
940,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
941,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
942,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
943,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
944,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
945,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
946,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
947,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
948,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
949,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
950,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
951,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
952,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
953,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
954,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
955,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
956,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
957,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
958,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
959,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
960,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
961,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
962,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
963,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
964,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
965,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
966,Bareland,Bareland,Wetland,Water,Wetland,Cropland
967,Bareland,Bareland,Wetland,Water,Wetland,Bareland
968,Bareland,Bareland,Wetland,Water,Wetland,Water
969,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
970,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
971,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
972,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
973,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
974,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
975,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
976,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
977,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
978,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
979,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
980,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
981,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
982,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
983,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
984,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
985,Bareland,Bareland,Water,Water,Water,Cropland
986,Bareland,Bareland,Water,Water,Water,Water
987,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
988,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
989,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
990,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
991,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
992,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
993,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
994,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
995,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
996,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
997,Bareland,Water,NULL,NULL,Non_Wetland,Water
998,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
999,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1000,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1001,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1002,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1003,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1004,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1005,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1006,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1007,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1008,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1009,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1010,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1011,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1012,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1013,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1014,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1015,Bareland,Water,Grassland,Water,Non_Wetland,Water
1016,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1017,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1018,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1019,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1020,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1021,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1022,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1023,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1024,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1025,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1026,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1027,Bareland,Water,Cropland,Water,Non_Wetland,Water
1028,Bareland,Water,Wetland,NULL,Wetland,Water
1029,Bareland,Water,Wetland,Water,Wetland,Cropland
1030,Bareland,Water,Wetland,Water,Wetland,Bareland
1031,Bareland,Water,Wetland,Water,Wetland,Water
1032,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1033,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1034,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1035,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1036,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1037,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1038,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1039,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1040,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1041,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1042,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1043,Bareland,Water,Bareland,Water,Non_Wetland,Water
1044,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1045,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1046,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1047,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1048,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1049,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
1050,Bareland,Water,Water,NULL,Water,Water
1051,Bareland,Water,Water,Water,Water,Cropland
1052,Bareland,Water,Water,Water,Water,Water
1053,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1054,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1055,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1056,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1057,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1058,Bareland,Water,Forest,Water,Non_Wetland,Forest
1059,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1060,Water,NULL,NULL,NULL,Non_Wetland,NULL
1061,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1062,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1063,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1064,Water,NULL,NULL,NULL,Non_Wetland,Water
1065,Water,NULL,NULL,NULL,Non_Wetland,Forest
1066,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1067,Water,NULL,NULL,Water,Non_Wetland,Cropland
1068,Water,NULL,NULL,Water,Non_Wetland,Water
1069,Water,NULL,NULL,Water,Non_Wetland,Forest
1070,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1071,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1072,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1073,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1074,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1075,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1076,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1077,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1078,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1079,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1080,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1081,Water,NULL,Shrubland,Water,Non_Wetland,Water
1082,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1083,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1084,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1085,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1086,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1087,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1088,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1089,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1090,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1091,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1092,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1093,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1094,Water,NULL,Cropland,NULL,Non_Wetland,Water
1095,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1096,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1097,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1098,Water,NULL,Wetland,NULL,Wetland,Cropland
1099,Water,NULL,Wetland,NULL,Wetland,Water
1100,Water,NULL,Wetland,NULL,Wetland,Forest
1101,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1102,Water,NULL,Wetland,Water,Wetland,Cropland
1103,Water,NULL,Wetland,Water,Wetland,Wetland
1104,Water,NULL,Wetland,Water,Wetland,Water
1105,Water,NULL,Wetland,Water,Wetland,Forest
1106,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1107,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1108,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1109,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1110,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1111,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1112,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1113,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1114,Water,NULL,Bareland,NULL,Non_Wetland,Water
1115,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1116,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1117,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1118,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1119,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1120,Water,NULL,Bareland,Water,Non_Wetland,NULL
1121,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1122,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1123,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1124,Water,NULL,Bareland,Water,Non_Wetland,Water
1125,Water,NULL,Bareland,Water,Non_Wetland,Forest
1126,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1127,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1128,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1129,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1130,Water,NULL,Built-up,NULL,Non_Wetland,Water
1131,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1132,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1133,Water,NULL,Water,Non_Water,Water,Cropland
1134,Water,NULL,Water,Water,Water,Cropland
1135,Water,NULL,Forest,NULL,Non_Wetland,NULL
1136,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1137,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1138,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1139,Water,NULL,Forest,NULL,Non_Wetland,Water
1140,Water,NULL,Forest,NULL,Non_Wetland,Forest
1141,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1142,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1143,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1144,Water,NULL,Forest,Water,Non_Wetland,NULL
1145,Water,NULL,Forest,Water,Non_Wetland,Cropland
1146,Water,NULL,Forest,Water,Non_Wetland,Water
1147,Water,NULL,Forest,Water,Non_Wetland,Forest
1148,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1149,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1150,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1151,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1152,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1153,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1154,Water,Cropland,NULL,Non_Water,Non_Wetland,Water
1155,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1156,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1157,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1158,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1159,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1160,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1161,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1162,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1163,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1164,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1165,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1166,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1167,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1168,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1169,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1170,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1171,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1172,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1173,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1174,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1175,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1176,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1177,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1178,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1179,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1180,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1181,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1182,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1183,Water,Cropland,Wetland,NULL,Wetland,Cropland
1184,Water,Cropland,Wetland,NULL,Wetland,Wetland
1185,Water,Cropland,Wetland,NULL,Wetland,Water
1186,Water,Cropland,Wetland,NULL,Wetland,Forest
1187,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1188,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1189,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1190,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1191,Water,Cropland,Wetland,Water,Wetland,Cropland
1192,Water,Cropland,Wetland,Water,Wetland,Wetland
1193,Water,Cropland,Wetland,Water,Wetland,Water
1194,Water,Cropland,Wetland,Water,Wetland,Forest
1195,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1196,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1197,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1198,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1199,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1200,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1201,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1202,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1203,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1204,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1205,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1206,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1207,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1208,Water,Cropland,Bareland,Water,Non_Wetland,Water
1209,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1210,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1211,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1212,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1213,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1214,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1215,Water,Cropland,Built-up,Water,Non_Wetland,Water
1216,Water,Cropland,Water,NULL,Water,Cropland
1217,Water,Cropland,Water,NULL,Water,Wetland
1218,Water,Cropland,Water,NULL,Water,Water
1219,Water,Cropland,Water,Non_Water,Water,Wetland
1220,Water,Cropland,Water,Water,Water,Cropland
1221,Water,Cropland,Water,Water,Water,Wetland
1222,Water,Cropland,Water,Water,Water,Water
1223,Water,Cropland,Water,Water,Water,Forest
1224,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1225,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1226,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1227,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1228,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1229,Water,Cropland,Forest,NULL,Non_Wetland,Water
1230,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1231,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
1232,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1233,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1234,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1235,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1236,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1237,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1238,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1239,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1240,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1241,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1242,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1243,Water,Bareland,Cropland,Water,Non_Wetland,Water
1244,Water,Bareland,Wetland,Water,Wetland,Cropland
1245,Water,Bareland,Wetland,Water,Wetland,Water
1246,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1247,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1248,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1249,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1250,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1251,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1252,Water,Bareland,Bareland,Water,Non_Wetland,Water
1253,Water,Bareland,Built-up,Water,Non_Wetland,Cropland
1254,Water,Bareland,Water,Water,Water,Water
1255,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1256,Water,Water,NULL,NULL,Non_Wetland,NULL
1257,Water,Water,NULL,NULL,Non_Wetland,Grassland
1258,Water,Water,NULL,NULL,Non_Wetland,Cropland
1259,Water,Water,NULL,NULL,Non_Wetland,Wetland
1260,Water,Water,NULL,NULL,Non_Wetland,Bareland
1261,Water,Water,NULL,NULL,Non_Wetland,Water
1262,Water,Water,NULL,NULL,Non_Wetland,Forest
1263,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1264,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1265,Water,Water,NULL,Non_Water,Non_Wetland,Water
1266,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1267,Water,Water,NULL,Water,Non_Wetland,NULL
1268,Water,Water,NULL,Water,Non_Wetland,Grassland
1269,Water,Water,NULL,Water,Non_Wetland,Cropland
1270,Water,Water,NULL,Water,Non_Wetland,Wetland
1271,Water,Water,NULL,Water,Non_Wetland,Water
1272,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1273,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1274,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1275,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1276,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
