Value,AFRICA_2024_DynamicWorld_2024_37PEP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,AFRICA_2024_WorldCover_2021_37PEP_M_R
843,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
844,Cropland,Forest,Water,Water,Water,Bareland
845,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
846,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
847,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
848,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
849,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
850,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
851,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
852,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
853,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
854,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
855,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
856,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
857,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
858,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
859,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
860,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
861,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
862,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
863,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
864,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
865,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
866,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
867,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
868,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
869,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
870,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
871,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
872,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
873,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
874,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
875,Wetland,Cropland,Wetland,NULL,Wetland,Water
876,Wetland,Cropland,Wetland,Water,Wetland,Cropland
877,Wetland,Cropland,Wetland,Water,Wetland,Water
878,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
879,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
880,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
881,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
882,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
883,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
884,Wetland,Wetland,Water,NULL,Water,Water
885,Wetland,Wetland,Water,Water,Water,Cropland
886,Wetland,Wetland,Water,Water,Water,Wetland
887,Wetland,Wetland,Water,Water,Water,Water
888,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
889,Wetland,Water,NULL,NULL,Non_Wetland,Water
890,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
891,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
892,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
893,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
894,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
895,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
896,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
897,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
898,Wetland,Water,Wetland,NULL,Wetland,Wetland
899,Wetland,Water,Wetland,Water,Wetland,Water
900,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
901,Wetland,Water,Bareland,NULL,Non_Wetland,Water
902,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
903,Wetland,Water,Bareland,Water,Non_Wetland,Water
904,Wetland,Water,Water,NULL,Water,Water
905,Wetland,Water,Water,Water,Water,Cropland
906,Wetland,Water,Water,Water,Water,Water
907,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
908,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
909,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
910,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
911,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
912,Bareland,NULL,NULL,NULL,Non_Wetland,Water
913,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
914,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
915,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
916,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
923,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
924,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
925,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
926,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
928,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
929,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
930,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
931,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
932,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
933,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
934,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
935,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
936,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
937,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
938,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
939,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
940,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
941,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
942,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
943,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
944,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
945,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
946,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
947,Bareland,NULL,Wetland,NULL,Wetland,Bareland
948,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
949,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
950,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
951,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
952,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
953,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
954,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
955,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
956,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
957,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
958,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
959,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
960,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
961,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
962,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
963,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
964,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
965,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
966,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
967,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
968,Bareland,NULL,Bareland,Water,Non_Wetland,Water
969,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
970,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
971,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
972,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
973,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
974,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
975,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
976,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
977,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
978,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
979,Bareland,NULL,Water,NULL,Water,Grassland
980,Bareland,NULL,Water,NULL,Water,Cropland
981,Bareland,NULL,Water,NULL,Water,Bareland
982,Bareland,NULL,Water,Water,Water,Grassland
983,Bareland,NULL,Water,Water,Water,Bareland
984,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
985,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
986,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
987,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
988,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
989,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
990,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
991,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
992,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
993,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
994,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
995,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
996,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
997,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
998,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
999,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1000,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1001,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1002,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1003,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1004,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1005,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1006,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1007,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1008,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1009,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1010,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1011,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1012,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1013,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1014,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1015,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1016,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1017,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1018,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1021,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1022,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1023,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1024,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1025,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1026,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1027,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1028,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1029,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1030,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1031,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1032,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1033,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1034,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1035,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1036,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1037,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1038,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1039,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1040,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1041,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1042,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1043,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1044,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1045,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1046,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
1047,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1048,Bareland,Cropland,Water,NULL,Water,Grassland
1049,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1050,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1051,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1052,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1053,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1054,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1055,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1056,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1057,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1058,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1059,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1061,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1062,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1063,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1064,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1065,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1067,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1068,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1069,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1070,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1071,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1072,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1073,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1074,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1075,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1076,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1077,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1078,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1079,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1080,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1081,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1082,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1083,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1084,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1085,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1086,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1087,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1088,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1089,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1090,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1091,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1092,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1093,Bareland,Bareland,Water,NULL,Water,Bareland
1094,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1095,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1096,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1097,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1098,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1099,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1100,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1101,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1102,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1104,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1105,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1106,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1107,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1108,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1109,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1110,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1111,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1112,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1113,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1114,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1115,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1116,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1117,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1118,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1119,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1120,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1121,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1122,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1123,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1124,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1125,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1126,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1127,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1128,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1129,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1130,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1131,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1132,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1133,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1134,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1135,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1136,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1137,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1138,Bareland,Water,NULL,Water,Non_Wetland,NULL
1139,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1140,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1141,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1142,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1143,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1144,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1145,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1146,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1147,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1148,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1149,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1150,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1151,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1152,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1153,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1154,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1155,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1156,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1157,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1158,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1159,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1160,Bareland,Water,Wetland,NULL,Wetland,NULL
1161,Bareland,Water,Wetland,NULL,Wetland,Bareland
1162,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1163,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1164,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1165,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1166,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1167,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1168,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1169,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1170,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1171,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1172,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1173,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1174,Bareland,Water,Bareland,Water,Non_Wetland,Water
1175,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1176,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1177,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1178,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1179,Bareland,Water,Water,NULL,Water,Grassland
1180,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1181,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1182,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1183,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1184,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1185,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1186,Bareland,Water,Forest,Water,Non_Wetland,NULL
1187,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1188,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1189,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1190,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1191,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1192,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1193,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1194,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1195,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1196,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1197,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1198,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1199,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1200,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1201,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1202,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
1203,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1204,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1205,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1206,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1207,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1208,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1209,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1210,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1211,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1212,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1213,Water,NULL,NULL,NULL,Non_Wetland,NULL
1214,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1215,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1216,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1217,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1218,Water,NULL,NULL,NULL,Non_Wetland,Forest
1219,Water,NULL,NULL,Water,Non_Wetland,NULL
1220,Water,NULL,NULL,Water,Non_Wetland,Grassland
1221,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1222,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1223,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1224,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1225,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1226,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1227,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1228,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1229,Water,NULL,Shrubland,Water,Non_Wetland,Water
1230,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1231,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1232,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1233,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1234,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1235,Water,NULL,Grassland,NULL,Non_Wetland,Water
1236,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1237,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1238,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1239,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1240,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1241,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1242,Water,NULL,Cropland,NULL,Non_Wetland,Water
1243,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1244,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1245,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1246,Water,NULL,Cropland,Water,Non_Wetland,Water
1247,Water,NULL,Wetland,NULL,Wetland,NULL
1248,Water,NULL,Wetland,NULL,Wetland,Bareland
1249,Water,NULL,Wetland,Water,Wetland,Cropland
1250,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1251,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1252,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1253,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1254,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1255,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1256,Water,NULL,Bareland,NULL,Non_Wetland,Water
1257,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1258,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1259,Water,NULL,Bareland,Water,Non_Wetland,NULL
1260,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1261,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1262,Water,NULL,Bareland,Water,Non_Wetland,Bareland
