Value,AFRICA_2024_DynamicWorld_2024_37PHP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHP_M_R,AFRICA_2024_GSW_Yearly_2021_37PHP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHP_M_R,AFRICA_2024_WorldCover_2021_37PHP_M_R
838,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
839,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
840,Water,NULL,Bareland,Water,Non_Wetland,NULL
841,Water,NULL,Bareland,Water,Non_Wetland,Wetland
842,Water,NULL,Bareland,Water,Non_Wetland,Bareland
843,Water,NULL,Bareland,Water,Non_Wetland,Water
844,Water,NULL,Built-up,NULL,Non_Wetland,NULL
845,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
846,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
847,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
848,Water,NULL,Built-up,NULL,Non_Wetland,Water
849,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
850,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
851,Water,NULL,Built-up,Water,Non_Wetland,Wetland
852,Water,NULL,Built-up,Water,Non_Wetland,Bareland
853,Water,NULL,Built-up,Water,Non_Wetland,Water
854,Water,NULL,Water,NULL,Water,Wetland
855,Water,NULL,Water,NULL,Water,Bareland
856,Water,NULL,Water,Water,Water,Wetland
857,Water,NULL,Water,Water,Water,Bareland
858,Water,NULL,Water,Water,Water,Water
859,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
860,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
861,Water,Cropland,Wetland,Water,Wetland,Bareland
862,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
863,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
864,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
865,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
866,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
867,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
868,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
869,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
870,Water,Wetland,Grassland,Water,Non_Wetland,NULL
871,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
872,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
873,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
874,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
875,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
876,Water,Wetland,Wetland,NULL,Wetland,Wetland
877,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
878,Water,Wetland,Wetland,Water,Wetland,Wetland
879,Water,Wetland,Wetland,Water,Wetland,Bareland
880,Water,Wetland,Wetland,Water,Wetland,Water
881,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
882,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
883,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
884,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
885,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
886,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
887,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
888,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
889,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
890,Water,Wetland,Water,NULL,Water,Wetland
891,Water,Wetland,Water,Water,Water,Wetland
892,Water,Wetland,Water,Water,Water,Water
893,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
894,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
895,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
896,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
897,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
898,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
899,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
900,Water,Bareland,Shrubland,Water,Non_Wetland,Water
901,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
902,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
903,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
904,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
905,Water,Bareland,Grassland,NULL,Non_Wetland,Water
906,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
907,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
908,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
909,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
910,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
911,Water,Bareland,Grassland,Water,Non_Wetland,Water
912,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
913,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
914,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
915,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
916,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
917,Water,Bareland,Wetland,NULL,Wetland,Wetland
918,Water,Bareland,Wetland,NULL,Wetland,Bareland
919,Water,Bareland,Wetland,NULL,Wetland,Water
920,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
921,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
922,Water,Bareland,Wetland,Water,NULL,Bareland
923,Water,Bareland,Wetland,Water,Wetland,NULL
924,Water,Bareland,Wetland,Water,Wetland,Cropland
925,Water,Bareland,Wetland,Water,Wetland,Wetland
926,Water,Bareland,Wetland,Water,Wetland,Bareland
927,Water,Bareland,Wetland,Water,Wetland,Water
928,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
929,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
930,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
931,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
932,Water,Bareland,Bareland,NULL,Non_Wetland,Water
933,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
934,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
935,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
936,Water,Bareland,Bareland,Water,Non_Wetland,NULL
937,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
938,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
939,Water,Bareland,Bareland,Water,Non_Wetland,Water
940,Water,Bareland,Built-up,NULL,Non_Wetland,NULL
941,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
942,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
943,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
944,Water,Bareland,Built-up,NULL,Non_Wetland,Water
945,Water,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
946,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
947,Water,Bareland,Built-up,Water,Non_Wetland,NULL
948,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
949,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
950,Water,Bareland,Built-up,Water,Non_Wetland,Water
951,Water,Bareland,Water,NULL,Water,Wetland
952,Water,Bareland,Water,NULL,Water,Bareland
953,Water,Bareland,Water,NULL,Water,Water
954,Water,Bareland,Water,Non_Water,Water,Wetland
955,Water,Bareland,Water,Water,Water,Cropland
956,Water,Bareland,Water,Water,Water,Wetland
957,Water,Bareland,Water,Water,Water,Bareland
958,Water,Bareland,Water,Water,Water,Water
959,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
960,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
961,Water,Built-up,Bareland,NULL,Non_Wetland,Water
962,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
963,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
964,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
965,Water,Water,Shrubland,NULL,Non_Wetland,Water
966,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
967,Water,Water,Shrubland,Water,Non_Wetland,Wetland
968,Water,Water,Shrubland,Water,Non_Wetland,Bareland
969,Water,Water,Shrubland,Water,Non_Wetland,Water
970,Water,Water,Grassland,NULL,Non_Wetland,NULL
971,Water,Water,Grassland,NULL,Non_Wetland,Cropland
972,Water,Water,Grassland,NULL,Non_Wetland,Wetland
973,Water,Water,Grassland,NULL,Non_Wetland,Bareland
974,Water,Water,Grassland,NULL,Non_Wetland,Water
975,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
976,Water,Water,Grassland,Water,Non_Wetland,Wetland
977,Water,Water,Grassland,Water,Non_Wetland,Bareland
978,Water,Water,Grassland,Water,Non_Wetland,Water
979,Water,Water,Cropland,NULL,Non_Wetland,Wetland
980,Water,Water,Cropland,Water,Non_Wetland,Wetland
981,Water,Water,Cropland,Water,Non_Wetland,Water
982,Water,Water,Wetland,NULL,Wetland,Wetland
983,Water,Water,Wetland,NULL,Wetland,Bareland
984,Water,Water,Wetland,NULL,Wetland,Water
985,Water,Water,Wetland,Non_Water,Wetland,Cropland
986,Water,Water,Wetland,Non_Water,Wetland,Wetland
987,Water,Water,Wetland,Non_Water,Wetland,Bareland
988,Water,Water,Wetland,Non_Water,Wetland,Water
989,Water,Water,Wetland,Water,NULL,Bareland
990,Water,Water,Wetland,Water,NULL,Water
991,Water,Water,Wetland,Water,Wetland,Wetland
992,Water,Water,Wetland,Water,Wetland,Bareland
993,Water,Water,Wetland,Water,Wetland,Water
994,Water,Water,Bareland,NULL,Non_Wetland,NULL
995,Water,Water,Bareland,NULL,Non_Wetland,Cropland
996,Water,Water,Bareland,NULL,Non_Wetland,Wetland
997,Water,Water,Bareland,NULL,Non_Wetland,Bareland
998,Water,Water,Bareland,NULL,Non_Wetland,Water
999,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1000,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1001,Water,Water,Bareland,Water,Non_Wetland,NULL
1002,Water,Water,Bareland,Water,Non_Wetland,Cropland
1003,Water,Water,Bareland,Water,Non_Wetland,Wetland
1004,Water,Water,Bareland,Water,Non_Wetland,Bareland
1005,Water,Water,Bareland,Water,Non_Wetland,Water
1006,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1007,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1008,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1009,Water,Water,Built-up,NULL,Non_Wetland,Water
1010,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1011,Water,Water,Built-up,Water,Non_Wetland,Wetland
1012,Water,Water,Built-up,Water,Non_Wetland,Bareland
1013,Water,Water,Built-up,Water,Non_Wetland,Water
1014,Water,Water,Water,NULL,NULL,Water
1015,Water,Water,Water,NULL,Water,Wetland
1016,Water,Water,Water,NULL,Water,Bareland
1017,Water,Water,Water,NULL,Water,Water
1018,Water,Water,Water,Non_Water,Water,Wetland
1019,Water,Water,Water,Non_Water,Water,Bareland
1020,Water,Water,Water,Non_Water,Water,Water
1021,Water,Water,Water,Water,NULL,Bareland
1022,Water,Water,Water,Water,NULL,Water
1023,Water,Water,Water,Water,Water,Wetland
1024,Water,Water,Water,Water,Water,Bareland
1025,Water,Water,Water,Water,Water,Water
1026,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1027,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1028,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
1029,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland
1030,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1031,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1032,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1033,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1034,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland
1035,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1036,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1037,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Wetland
1038,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1039,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1040,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
1041,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
1042,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Bareland
1043,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1044,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1045,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1046,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1047,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1048,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1049,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1050,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Wetland
1051,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
1052,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1053,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland
1054,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1055,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1056,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1057,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1058,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1059,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1060,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1063,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1064,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1067,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1068,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1069,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1070,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1071,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1072,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1073,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1074,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1075,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1076,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1077,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1078,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1079,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1080,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1081,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1082,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1083,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1084,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1085,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1086,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1087,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1088,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1089,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1090,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1091,Forest,NULL,Wetland,NULL,Wetland,NULL
1092,Forest,NULL,Wetland,NULL,Wetland,Cropland
1093,Forest,NULL,Wetland,NULL,Wetland,Wetland
1094,Forest,NULL,Wetland,NULL,Wetland,Bareland
1095,Forest,NULL,Wetland,NULL,Wetland,Forest
1096,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1097,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1098,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1099,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1100,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1101,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1102,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1103,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1104,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1105,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1106,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1107,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1108,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1109,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1110,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1111,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1113,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1114,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1115,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1116,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1117,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1118,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1119,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1120,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1121,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1122,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1123,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1124,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1125,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1126,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1127,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1128,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1129,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1130,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1131,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1132,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1133,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1134,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1135,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1136,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1137,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1138,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1139,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1140,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1141,Forest,Bareland,Wetland,NULL,Wetland,Wetland
1142,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1143,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1144,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1145,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1146,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1151,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1152,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1153,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1154,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1155,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1156,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1157,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1158,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1159,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1160,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1161,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1162,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1163,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1164,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1165,Forest,Forest,Wetland,NULL,Wetland,Forest
1166,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1167,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1168,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1169,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1170,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1171,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1172,Forest,Forest,Forest,NULL,Non_Wetland,Forest
