Value,AFRICA_2024_DynamicWorld_2024_36NVP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVP_M_R,AFRICA_2024_GSW_Yearly_2021_36NVP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVP_M_R,AFRICA_2024_WorldCover_2021_36NVP_M_R
889,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
890,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
891,Forest,Cropland,Water,Water,Water,Grassland
892,Forest,Cropland,Water,Water,Water,Wetland
893,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
894,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
895,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
896,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
897,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
900,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
901,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
902,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
903,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
904,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
905,Forest,Wetland,Wetland,NULL,Wetland,Wetland
906,Forest,Wetland,Wetland,NULL,Wetland,Forest
907,Forest,Wetland,Wetland,Water,Wetland,Wetland
908,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
909,Forest,Wetland,Water,NULL,Water,Wetland
910,Forest,Wetland,Water,Water,Water,Wetland
911,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
912,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
913,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
914,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
915,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
916,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
917,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
918,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
919,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland
920,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
921,Forest,Water,NULL,NULL,Non_Wetland,Wetland
922,Forest,Water,NULL,NULL,Non_Wetland,Forest
923,Forest,Water,NULL,Water,Non_Wetland,Forest
924,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
925,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
926,Forest,Water,Shrubland,NULL,Non_Wetland,Water
927,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
928,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
929,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
930,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
931,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
932,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
933,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
934,Forest,Water,Shrubland,Water,Non_Wetland,Forest
935,Forest,Water,Wetland,NULL,Wetland,Grassland
936,Forest,Water,Wetland,NULL,Wetland,Wetland
937,Forest,Water,Wetland,NULL,Wetland,Forest
938,Forest,Water,Wetland,Non_Water,Wetland,Grassland
939,Forest,Water,Wetland,Non_Water,Wetland,Wetland
940,Forest,Water,Wetland,Non_Water,Wetland,Forest
941,Forest,Water,Wetland,Water,Wetland,Grassland
942,Forest,Water,Wetland,Water,Wetland,Wetland
943,Forest,Water,Wetland,Water,Wetland,Water
944,Forest,Water,Wetland,Water,Wetland,Forest
945,Forest,Water,Bareland,NULL,Non_Wetland,Forest
946,Forest,Water,Bareland,Water,Non_Wetland,Water
947,Forest,Water,Bareland,Water,Non_Wetland,Forest
948,Forest,Water,Water,NULL,Water,Grassland
949,Forest,Water,Water,NULL,Water,Forest
950,Forest,Water,Water,Non_Water,Water,Forest
951,Forest,Water,Water,Water,Water,Grassland
952,Forest,Water,Water,Water,Water,Wetland
953,Forest,Water,Water,Water,Water,Forest
954,Forest,Water,Forest,NULL,Non_Wetland,Wetland
955,Forest,Water,Forest,NULL,Non_Wetland,Forest
956,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
957,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
958,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
959,Forest,Water,Forest,Water,Non_Wetland,Grassland
960,Forest,Water,Forest,Water,Non_Wetland,Wetland
961,Forest,Water,Forest,Water,Non_Wetland,Forest
962,Forest,Forest,NULL,NULL,Non_Wetland,NULL
963,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
964,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
965,Forest,Forest,NULL,NULL,Non_Wetland,Forest
966,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
967,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
968,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
969,Forest,Forest,NULL,Water,Non_Wetland,Grassland
970,Forest,Forest,NULL,Water,Non_Wetland,Wetland
971,Forest,Forest,NULL,Water,Non_Wetland,Forest
972,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
973,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
974,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
975,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
976,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
981,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
982,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
983,Forest,Forest,Shrubland,Water,Non_Wetland,Water
984,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
985,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
986,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
987,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
988,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
989,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
990,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
991,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
992,Forest,Forest,Cropland,Water,Non_Wetland,Forest
993,Forest,Forest,Wetland,NULL,Wetland,Grassland
994,Forest,Forest,Wetland,NULL,Wetland,Wetland
995,Forest,Forest,Wetland,NULL,Wetland,Water
996,Forest,Forest,Wetland,NULL,Wetland,Forest
997,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
998,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
999,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1000,Forest,Forest,Wetland,Water,Wetland,Grassland
1001,Forest,Forest,Wetland,Water,Wetland,Wetland
1002,Forest,Forest,Wetland,Water,Wetland,Water
1003,Forest,Forest,Wetland,Water,Wetland,Forest
1004,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1005,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1006,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1007,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1008,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1009,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1010,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1011,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1012,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1013,Forest,Forest,Water,NULL,Water,Grassland
1014,Forest,Forest,Water,NULL,Water,Wetland
1015,Forest,Forest,Water,NULL,Water,Forest
1016,Forest,Forest,Water,Non_Water,Water,Wetland
1017,Forest,Forest,Water,Non_Water,Water,Forest
1018,Forest,Forest,Water,Water,Water,Grassland
1019,Forest,Forest,Water,Water,Water,Wetland
1020,Forest,Forest,Water,Water,Water,Water
1021,Forest,Forest,Water,Water,Water,Forest
1022,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1023,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1024,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1025,Forest,Forest,Forest,NULL,Non_Wetland,Water
1026,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1027,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1028,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1029,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1030,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1031,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1032,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1033,Forest,Forest,Forest,Water,Non_Wetland,Water
1034,Forest,Forest,Forest,Water,Non_Wetland,Forest
